"TargetGroup","FirstDose","SecondDose","DoseAdditional1","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age25_49",3139,1083,0,364134,131004,"Iceland","IS",25,49,25,"2021-W05"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W05"
"Age50_59",1094,363,0,364134,43992,"Iceland","IS",50,59,10,"2021-W05"
"Age60_69",1221,483,0,364134,37414,"Iceland","IS",60,69,10,"2021-W05"
"Age70_79",1506,533,0,364134,22890,"Iceland","IS",70,79,10,"2021-W05"
"Age80+",5634,2312,0,364134,12602,"Iceland","IS",80,100,21,"2021-W05"
"Age<18",217,111,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W05"
"Age18_24",45873,35483,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W05"
"Age25_49",599176,501535,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W05"
"Age50_59",368093,312192,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W05"
"Age60_69",228074,194561,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W05"
"Age70_79",57027,39252,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W05"
"Age80+",151018,90394,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W05"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W05"
"Age10_14",0,0,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W05"
"Age15_17",164,111,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W05"
"Age18_24",2707,1281,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W05"
"Age25_49",29807,16840,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W05"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W05"
"Age50_59",21732,13484,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W05"
"Age60_69",15599,9397,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W05"
"Age70_79",3900,2196,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W05"
"Age80+",5357,2223,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W05"
"Age10_14",0,0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W05"
"Age15_17",2,0,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W05"
"Age18_24",268,23,0,626108,52409,"Luxembourg","LU",18,24,7,"2021-W05"
"Age25_49",4007,984,0,626108,239349,"Luxembourg","LU",25,49,25,"2021-W05"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W05"
"Age50_59",1931,497,0,626108,89549,"Luxembourg","LU",50,59,10,"2021-W05"
"Age60_69",753,243,1,626108,61985,"Luxembourg","LU",60,69,10,"2021-W05"
"Age70_79",506,154,0,626108,38352,"Luxembourg","LU",70,79,10,"2021-W05"
"Age80+",2416,820,0,626108,24925,"Luxembourg","LU",80,100,21,"2021-W05"
"Age10_14",0,0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W05"
"Age15_17",4,0,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W05"
"Age18_24",925,736,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W05"
"Age25_49",8266,6672,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W05"
"Age50_59",4618,3779,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W05"
"Age60_69",3349,2734,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W05"
"Age70_79",694,537,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W05"
"Age80+",99,65,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W05"
"Age<18",5,0,0,514564,81948,"Malta","MT",0,17,18,"2021-W05"
"Age18_24",806,329,0,514564,42136,"Malta","MT",18,24,7,"2021-W05"
"Age25_49",9359,4248,0,514564,205154,"Malta","MT",25,49,25,"2021-W05"
"Age50_59",4089,1706,0,514564,59168,"Malta","MT",50,59,10,"2021-W05"
"Age60_69",1967,788,0,514564,59551,"Malta","MT",60,69,10,"2021-W05"
"Age70_79",1204,343,0,514564,44918,"Malta","MT",70,79,10,"2021-W05"
"Age80+",11026,3587,0,514564,21689,"Malta","MT",80,100,21,"2021-W05"
"Age<18",49,3,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W05"
"Age18_24",2933,644,0,5367580,470970,"Norway","NO",18,24,7,"2021-W05"
"Age25_49",31571,8995,0,5367580,1825133,"Norway","NO",25,49,25,"2021-W05"
"Age50_59",13021,3717,0,5367580,703830,"Norway","NO",50,59,10,"2021-W05"
"Age60_69",9691,3468,0,5367580,582495,"Norway","NO",60,69,10,"2021-W05"
"Age70_79",16392,6102,0,5367580,435834,"Norway","NO",70,79,10,"2021-W05"
"Age80+",108278,26286,0,5367580,230710,"Norway","NO",80,100,21,"2021-W05"
"Age0_4",2,0,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W05"
"Age10_14",3,0,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W05"
"Age15_17",459,248,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W05"
"Age18_24",54388,28546,0,37958138,2754264,"Poland","PL",18,24,7,"2021-W05"
"Age25_49",359804,211254,1,37958138,14035724,"Poland","PL",25,49,25,"2021-W05"
"Age5_9",0,0,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W05"
"Age50_59",200188,127167,0,37958138,4606379,"Poland","PL",50,59,10,"2021-W05"
"Age60_69",131439,71485,0,37958138,5179612,"Poland","PL",60,69,10,"2021-W05"
"Age70_79",130955,14682,2,37958138,2783163,"Poland","PL",70,79,10,"2021-W05"
"Age80+",365266,4828,2,37958138,1685759,"Poland","PL",80,100,21,"2021-W05"
"Age10_14",9,1,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W05"
"Age15_17",143,8,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W05"
"Age18_24",11021,3863,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W05"
"Age25_49",133715,61641,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W05"
"Age50_59",57044,22447,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W05"
"Age60_69",32974,11763,0,10295909,1299674,"Portugal","PT",60,69,10,"2021-W05"
"Age70_79",21212,3778,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W05"
"Age80+",69745,14351,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W05"
"Age15_17",0,0,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W05"
"Age18_24",10720,1537,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W05"
"Age25_49",85366,15582,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W05"
"Age50_59",52768,10841,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W05"
"Age60_69",39834,9013,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W05"
"Age70_79",41779,13928,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W05"
"Age80+",115458,45153,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W05"
"Age<18",11,7,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W05"
"Age18_24",858,620,0,2095861,141225,"Slovenia","SI",18,24,7,"2021-W05"
"Age25_49",16441,13561,0,2095861,711365,"Slovenia","SI",25,49,25,"2021-W05"
"Age50_59",9724,8201,0,2095861,303125,"Slovenia","SI",50,59,10,"2021-W05"
"Age60_69",5137,4453,0,2095861,278944,"Slovenia","SI",60,69,10,"2021-W05"
"Age70_79",3374,2776,0,2095861,175640,"Slovenia","SI",70,79,10,"2021-W05"
"Age80+",21147,16439,0,2095861,114167,"Slovenia","SI",80,100,21,"2021-W05"
"Age10_14",1,0,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W05"
"Age15_17",17,3,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W05"
"Age18_24",7065,1056,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W05"
"Age25_49",61395,16378,0,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W05"
"Age50_59",29598,7974,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W05"
"Age60_69",21948,5356,4,5457873,689318,"Slovakia","SK",60,69,10,"2021-W05"
"Age70_79",29212,1309,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W05"
"Age80+",34836,254,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W05"
"Age0_4",2,1,0,8901064,435835,"Austria","AT",0,4,5,"2021-W06"
"Age10_14",11,6,0,8901064,421998,"Austria","AT",10,14,5,"2021-W06"
"Age15_17",174,115,0,8901064,259561,"Austria","AT",15,17,3,"2021-W06"
"Age18_24",10687,5581,0,8901064,696064,"Austria","AT",18,24,7,"2021-W06"
"Age25_49",92229,60764,9,8901064,3006228,"Austria","AT",25,49,25,"2021-W06"
"Age5_9",3,1,0,8901064,425227,"Austria","AT",5,9,5,"2021-W06"
"Age50_59",60495,40768,4,8901064,1396889,"Austria","AT",50,59,10,"2021-W06"
"Age60_69",29065,19824,6,8901064,1016016,"Austria","AT",60,69,10,"2021-W06"
"Age70_79",21230,14525,6,8901064,769199,"Austria","AT",70,79,10,"2021-W06"
"Age80+",75404,49116,13,8901064,474047,"Austria","AT",80,100,21,"2021-W06"
"Age<18",1769,873,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W06"
"Age18_24",18873,8620,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W06"
"Age25_49",125035,56424,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W06"
"Age50_59",63945,30618,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W06"
"Age60_69",38561,21058,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W06"
"Age70_79",31666,23365,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W06"
"Age80+",114198,95323,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W06"
"Age<18",0,0,0,6951482,0,"Bulgaria","BG",0,17,18,"2021-W06"
"Age18_24",569,238,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W06"
"Age25_49",18015,6517,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W06"
"Age50_59",17156,6607,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W06"
"Age60_69",13844,5744,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W06"
"Age70_79",3682,1373,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W06"
"Age80+",1400,217,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W06"
"Age<18",0,0,0,888005,0,"Cyprus","CY",0,17,18,"2021-W06"
"Age18_24",127,99,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W06"
"Age25_49",2773,2765,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W06"
"Age50_59",1444,1335,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W06"
"Age60_69",1322,1114,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W06"
"Age70_79",1583,687,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W06"
"Age80+",19586,8478,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W06"
"Age10_14",2,0,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W06"
"Age15_17",74,39,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W06"
"Age18_24",5455,3514,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W06"
"Age25_49",84645,62151,0,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W06"
"Age50_59",43133,30621,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W06"
"Age60_69",29676,20410,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W06"
"Age70_79",18921,10965,0,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W06"
"Age80+",114361,42227,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W06"
"Age10_14",1,0,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W06"
"Age15_17",59,19,0,5822763,203020,"Denmark","DK",15,17,3,"2021-W06"
"Age18_24",5404,3308,0,5822763,522153,"Denmark","DK",18,24,7,"2021-W06"
"Age25_49",63703,47102,1,5822763,1843666,"Denmark","DK",25,49,25,"2021-W06"
"Age50_59",37006,28230,0,5822763,800444,"Denmark","DK",50,59,10,"2021-W06"
"Age60_69",31811,25100,0,5822763,663646,"Denmark","DK",60,69,10,"2021-W06"
"Age70_79",21832,17306,0,5822763,564390,"Denmark","DK",70,79,10,"2021-W06"
"Age80+",59494,35283,0,5822763,272326,"Denmark","DK",80,100,21,"2021-W06"
"Age<18",0,0,0,1328976,0,"Estonia","EE",0,17,18,"2021-W06"
"Age18_24",1661,905,0,1328976,87626,"Estonia","EE",18,24,7,"2021-W06"
"Age25_49",12894,8177,2,1328976,460829,"Estonia","EE",25,49,25,"2021-W06"
"Age50_59",7784,4775,3,1328976,171453,"Estonia","EE",50,59,10,"2021-W06"
"Age60_69",6979,4290,2,1328976,163237,"Estonia","EE",60,69,10,"2021-W06"
"Age70_79",5469,1896,2,1328976,111342,"Estonia","EE",70,79,10,"2021-W06"
"Age80+",11177,2490,0,1328976,77445,"Estonia","EE",80,100,21,"2021-W06"
"Age0_4",0,0,0,10718565,461955,"Greece","EL",0,4,5,"2021-W06"
"Age10_14",0,0,0,10718565,553606,"Greece","EL",10,14,5,"2021-W06"
"Age15_17",2,1,0,10718565,326859,"Greece","EL",15,17,3,"2021-W06"
"Age18_24",2007,827,0,10718565,782452,"Greece","EL",18,24,7,"2021-W06"
"Age25_49",77187,48182,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W06"
"Age5_9",1,1,0,10718565,511958,"Greece","EL",5,9,5,"2021-W06"
"Age50_59",44558,31022,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W06"
"Age60_69",18422,11829,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W06"
"Age70_79",5897,2720,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W06"
"Age80+",226305,61621,0,10718565,773240,"Greece","EL",80,100,21,"2021-W06"
"Age0_4",9,7,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W06"
"Age10_14",39,8,0,47332614,2535060,"Spain","ES",10,14,5,"2021-W06"
"Age15_17",322,105,3,47332614,1448603,"Spain","ES",15,17,3,"2021-W06"
"Age18_24",51309,31173,208,47332614,3303575,"Spain","ES",18,24,7,"2021-W06"
"Age25_49",645701,446434,2084,47332614,16481919,"Spain","ES",25,49,25,"2021-W06"
"Age5_9",17,5,0,47332614,2330208,"Spain","ES",5,9,5,"2021-W06"
"Age50_59",337055,241501,704,47332614,7035203,"Spain","ES",50,59,10,"2021-W06"
"Age60_69",186532,138502,236,47332614,5350604,"Spain","ES",60,69,10,"2021-W06"
"Age70_79",56420,45569,5,47332614,3984504,"Spain","ES",70,79,10,"2021-W06"
"Age80+",256045,209226,6,47332614,2851053,"Spain","ES",80,100,21,"2021-W06"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W06"
"Age10_14",0,0,0,5525292,308825,"Finland","FI",10,14,5,"2021-W06"
"Age15_17",190,41,0,5525292,178021,"Finland","FI",15,17,3,"2021-W06"
"Age18_24",6145,2314,0,5525292,432594,"Finland","FI",18,24,7,"2021-W06"
"Age25_49",58175,31531,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W06"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W06"
"Age50_59",30640,14570,0,5525292,724665,"Finland","FI",50,59,10,"2021-W06"
"Age60_69",20529,7523,0,5525292,716579,"Finland","FI",60,69,10,"2021-W06"
"Age70_79",18168,3128,0,5525292,561908,"Finland","FI",70,79,10,"2021-W06"
"Age80+",80708,9533,0,5525292,312406,"Finland","FI",80,100,21,"2021-W06"
"Age<18",810,49,0,67320216,14540168,"France","FR",0,17,18,"2021-W06"
"Age18_24",18061,4078,0,67320216,5444270,"France","FR",18,24,7,"2021-W06"
"Age25_49",268077,92926,0,67320216,20684932,"France","FR",25,49,25,"2021-W06"
"Age50_59",342155,171225,0,67320216,8805539,"France","FR",50,59,10,"2021-W06"
"Age60_69",235197,94694,0,67320216,8007585,"France","FR",60,69,10,"2021-W06"
"Age70_79",629681,91142,0,67320216,5692912,"France","FR",70,79,10,"2021-W06"
"Age80+",929394,191674,0,67320216,4144810,"France","FR",80,100,21,"2021-W06"
"Age0_4",0,0,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W06"
"Age10_14",3,5,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W06"
"Age15_17",33,18,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W06"
"Age18_24",1481,1063,0,4058165,321108,"Croatia","HR",18,24,7,"2021-W06"
"Age25_49",24493,18897,2,4058165,1319478,"Croatia","HR",25,49,25,"2021-W06"
"Age5_9",1,1,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W06"
"Age50_59",16406,12318,0,4058165,570899,"Croatia","HR",50,59,10,"2021-W06"
"Age60_69",13756,8788,0,4058165,562891,"Croatia","HR",60,69,10,"2021-W06"
"Age70_79",11474,6444,0,4058165,364156,"Croatia","HR",70,79,10,"2021-W06"
"Age80+",14643,10518,0,4058165,222308,"Croatia","HR",80,100,21,"2021-W06"
"Age<18",0,0,0,9769526,0,"Hungary","HU",0,17,18,"2021-W06"
"Age18_24",13486,7778,0,9769526,741094,"Hungary","HU",18,24,7,"2021-W06"
"Age25_49",103009,62919,0,9769526,3490565,"Hungary","HU",25,49,25,"2021-W06"
"Age50_59",71332,34972,0,9769526,1235206,"Hungary","HU",50,59,10,"2021-W06"
"Age60_69",38684,21558,0,9769526,1295058,"Hungary","HU",60,69,10,"2021-W06"
"Age70_79",28343,9266,0,9769526,859765,"Hungary","HU",70,79,10,"2021-W06"
"Age80+",83590,4905,0,9769526,438790,"Hungary","HU",80,100,21,"2021-W06"
"Age10_14",10,10,1,4964440,348422,"Ireland","IE",10,14,5,"2021-W06"
"Age15_17",49,21,8,4964440,195570,"Ireland","IE",15,17,3,"2021-W06"
"Age18_24",9556,4950,47,4964440,433572,"Ireland","IE",18,24,7,"2021-W06"
"Age25_49",94173,54825,92,4964440,1749671,"Ireland","IE",25,49,25,"2021-W06"
"Age5_9",4,3,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W06"
"Age50_59",39491,21771,29,4964440,606007,"Ireland","IE",50,59,10,"2021-W06"
"Age60_69",21461,10157,13,4964440,480682,"Ireland","IE",60,69,10,"2021-W06"
"Age70_79",8936,2416,12,4964440,322167,"Ireland","IE",70,79,10,"2021-W06"
"Age80+",20240,5993,8,4964440,170706,"Ireland","IE",80,100,21,"2021-W06"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W06"
"Age10_14",1,0,0,364134,23630,"Iceland","IS",10,14,5,"2021-W06"
"Age15_17",11,3,0,364134,13145,"Iceland","IS",15,17,3,"2021-W06"
"Age18_24",686,142,0,364134,34868,"Iceland","IS",18,24,7,"2021-W06"
"Age25_49",3674,1675,0,364134,131004,"Iceland","IS",25,49,25,"2021-W06"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W06"
"Age50_59",1303,501,0,364134,43992,"Iceland","IS",50,59,10,"2021-W06"
"Age60_69",1338,596,0,364134,37414,"Iceland","IS",60,69,10,"2021-W06"
"Age70_79",1511,537,0,364134,22890,"Iceland","IS",70,79,10,"2021-W06"
"Age80+",5634,2313,0,364134,12602,"Iceland","IS",80,100,21,"2021-W06"
"Age<18",268,134,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W06"
"Age18_24",59886,40105,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W06"
"Age25_49",709699,550984,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W06"
"Age50_59",420683,342243,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W06"
"Age60_69",261460,212287,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W06"
"Age70_79",71177,47972,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W06"
"Age80+",219801,121283,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W06"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W06"
"Age10_14",1,0,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W06"
"Age15_17",174,121,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W06"
"Age18_24",3304,1523,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W06"
"Age25_49",37621,19349,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W06"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W06"
"Age50_59",28203,15357,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W06"
"Age60_69",19861,10916,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W06"
"Age70_79",4504,2712,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W06"
"Age80+",5988,3530,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W06"
"Age10_14",0,0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W06"
"Age15_17",2,0,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W06"
"Age18_24",385,86,0,626108,52409,"Luxembourg","LU",18,24,7,"2021-W06"
"Age25_49",5138,1680,0,626108,239349,"Luxembourg","LU",25,49,25,"2021-W06"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W06"
"Age50_59",2389,808,0,626108,89549,"Luxembourg","LU",50,59,10,"2021-W06"
"Age60_69",972,334,1,626108,61985,"Luxembourg","LU",60,69,10,"2021-W06"
"Age70_79",599,174,0,626108,38352,"Luxembourg","LU",70,79,10,"2021-W06"
"Age80+",2678,826,0,626108,24925,"Luxembourg","LU",80,100,21,"2021-W06"
"Age10_14",0,0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W06"
"Age15_17",6,0,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W06"
"Age18_24",1176,839,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W06"
"Age25_49",9553,7616,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W06"
"Age50_59",5345,4173,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W06"
"Age60_69",4012,3046,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W06"
"Age70_79",935,619,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W06"
"Age80+",293,89,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W06"
"Age<18",6,1,0,514564,81948,"Malta","MT",0,17,18,"2021-W06"
"Age18_24",1054,439,0,514564,42136,"Malta","MT",18,24,7,"2021-W06"
"Age25_49",10979,4633,0,514564,205154,"Malta","MT",25,49,25,"2021-W06"
"Age50_59",4618,2565,0,514564,59168,"Malta","MT",50,59,10,"2021-W06"
"Age60_69",2350,1153,0,514564,59551,"Malta","MT",60,69,10,"2021-W06"
"Age70_79",1393,650,0,514564,44918,"Malta","MT",70,79,10,"2021-W06"
"Age80+",14421,6302,0,514564,21689,"Malta","MT",80,100,21,"2021-W06"
"Age<18",59,7,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W06"
"Age18_24",3654,1213,0,5367580,470970,"Norway","NO",18,24,7,"2021-W06"
"Age25_49",37630,17415,0,5367580,1825133,"Norway","NO",25,49,25,"2021-W06"
"Age50_59",15868,6672,0,5367580,703830,"Norway","NO",50,59,10,"2021-W06"
"Age60_69",11622,5400,0,5367580,582495,"Norway","NO",60,69,10,"2021-W06"
"Age70_79",28571,7665,0,5367580,435834,"Norway","NO",70,79,10,"2021-W06"
"Age80+",144092,37437,0,5367580,230710,"Norway","NO",80,100,21,"2021-W06"
"Age0_4",2,0,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W06"
"Age10_14",4,1,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W06"
"Age15_17",483,379,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W06"
"Age18_24",57644,38107,0,37958138,2754264,"Poland","PL",18,24,7,"2021-W06"
"Age25_49",388296,281079,2,37958138,14035724,"Poland","PL",25,49,25,"2021-W06"
"Age5_9",0,0,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W06"
"Age50_59",214004,164296,0,37958138,4606379,"Poland","PL",50,59,10,"2021-W06"
"Age60_69",145289,102196,0,37958138,5179612,"Poland","PL",60,69,10,"2021-W06"
"Age70_79",235982,32667,2,37958138,2783163,"Poland","PL",70,79,10,"2021-W06"
"Age80+",477409,40217,2,37958138,1685759,"Poland","PL",80,100,21,"2021-W06"
"Age10_14",10,2,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W06"
"Age15_17",183,73,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W06"
"Age18_24",12520,6948,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W06"
"Age25_49",147751,92706,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W06"
"Age50_59",62198,38677,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W06"
"Age60_69",35811,21473,0,10295909,1299674,"Portugal","PT",60,69,10,"2021-W06"
"Age70_79",24187,11837,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W06"
"Age80+",84629,46029,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W06"
"Age15_17",0,0,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W06"
"Age18_24",12426,3446,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W06"
"Age25_49",95866,32508,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W06"
"Age50_59",58832,21267,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W06"
"Age60_69",44728,17324,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W06"
"Age70_79",48152,23102,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W06"
"Age80+",132307,70363,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W06"
"Age<18",14,8,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W06"
"Age18_24",1465,720,0,2095861,141225,"Slovenia","SI",18,24,7,"2021-W06"
"Age25_49",18451,14914,0,2095861,711365,"Slovenia","SI",25,49,25,"2021-W06"
"Age50_59",10609,8904,0,2095861,303125,"Slovenia","SI",50,59,10,"2021-W06"
"Age60_69",5575,4713,0,2095861,278944,"Slovenia","SI",60,69,10,"2021-W06"
"Age70_79",3678,2999,0,2095861,175640,"Slovenia","SI",70,79,10,"2021-W06"
"Age80+",34452,18445,0,2095861,114167,"Slovenia","SI",80,100,21,"2021-W06"
"Age10_14",1,0,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W06"
"Age15_17",28,7,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W06"
"Age18_24",8459,2499,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W06"
"Age25_49",76009,31929,0,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W06"
"Age50_59",35620,15613,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W06"
"Age60_69",25494,10432,4,5457873,689318,"Slovakia","SK",60,69,10,"2021-W06"
"Age70_79",41980,2586,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W06"
"Age80+",47106,544,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W06"
"Age0_4",3,2,0,8901064,435835,"Austria","AT",0,4,5,"2021-W07"
"Age10_14",14,6,0,8901064,421998,"Austria","AT",10,14,5,"2021-W07"
"Age15_17",216,128,0,8901064,259561,"Austria","AT",15,17,3,"2021-W07"
"Age18_24",14071,6991,0,8901064,696064,"Austria","AT",18,24,7,"2021-W07"
"Age25_49",112430,71422,12,8901064,3006228,"Austria","AT",25,49,25,"2021-W07"
