"TargetGroup","FirstDose","SecondDose","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age5_9",0,0,364134,NA,"Iceland","IS",5,9,5,"2021-W09"
"Age50_59",3050,1091,364134,43992,"Iceland","IS",50,59,10,"2021-W09"
"Age60_69",2797,1235,364134,37414,"Iceland","IS",60,69,10,"2021-W09"
"Age70_79",1916,1448,364134,22890,"Iceland","IS",70,79,10,"2021-W09"
"Age80+",11815,5614,364134,12602,"Iceland","IS",80,100,21,"2021-W09"
"Age<18",510,230,59641488,9433159,"Italy","IT",0,17,18,"2021-W09"
"Age18_24",97214,57251,59641488,4121339,"Italy","IT",18,24,7,"2021-W09"
"Age25_49",1226822,681701,59641488,18920355,"Italy","IT",25,49,25,"2021-W09"
"Age50_59",754868,410942,59641488,9414195,"Italy","IT",50,59,10,"2021-W09"
"Age60_69",425725,259531,59641488,7364364,"Italy","IT",60,69,10,"2021-W09"
"Age70_79",116868,68254,59641488,5968373,"Italy","IT",70,79,10,"2021-W09"
"Age80+",1251729,200239,59641488,4419703,"Italy","IT",80,100,21,"2021-W09"
"Age0_4",0,0,2794090,NA,"Lithuania","LT",0,4,5,"2021-W09"
"Age10_14",1,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W09"
"Age15_17",189,154,2794090,76077,"Lithuania","LT",15,17,3,"2021-W09"
"Age18_24",3959,2806,2794090,209209,"Lithuania","LT",18,24,7,"2021-W09"
"Age25_49",44944,30303,2794090,914337,"Lithuania","LT",25,49,25,"2021-W09"
"Age5_9",0,0,2794090,NA,"Lithuania","LT",5,9,5,"2021-W09"
"Age50_59",35391,24232,2794090,419039,"Lithuania","LT",50,59,10,"2021-W09"
"Age60_69",31941,18298,2794090,351248,"Lithuania","LT",60,69,10,"2021-W09"
"Age70_79",43040,3847,2794090,236890,"Lithuania","LT",70,79,10,"2021-W09"
"Age80+",52955,5376,2794090,164546,"Lithuania","LT",80,100,21,"2021-W09"
"Age10_14",0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W09"
"Age15_17",23,5,626108,19462,"Luxembourg","LU",15,17,3,"2021-W09"
"Age18_24",925,331,626108,52409,"Luxembourg","LU",18,24,7,"2021-W09"
"Age25_49",8117,4189,626108,239349,"Luxembourg","LU",25,49,25,"2021-W09"
"Age50_59",3614,1937,626108,89549,"Luxembourg","LU",50,59,10,"2021-W09"
"Age60_69",2117,664,626108,61985,"Luxembourg","LU",60,69,10,"2021-W09"
"Age70_79",964,484,626108,38352,"Luxembourg","LU",70,79,10,"2021-W09"
"Age80+",9384,2324,626108,24925,"Luxembourg","LU",80,100,21,"2021-W09"
"Age10_14",0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W09"
"Age15_17",9,4,1907675,54269,"Latvia","LV",15,17,3,"2021-W09"
"Age18_24",1953,934,1907675,119249,"Latvia","LV",18,24,7,"2021-W09"
"Age25_49",14494,8369,1907675,639712,"Latvia","LV",25,49,25,"2021-W09"
"Age50_59",8910,4644,1907675,265997,"Latvia","LV",50,59,10,"2021-W09"
"Age60_69",8410,3416,1907675,241651,"Latvia","LV",60,69,10,"2021-W09"
"Age70_79",20076,713,1907675,170557,"Latvia","LV",70,79,10,"2021-W09"
"Age80+",11105,100,1907675,111052,"Latvia","LV",80,100,21,"2021-W09"
"Age<18",67,3,514564,81948,"Malta","MT",0,17,18,"2021-W09"
"Age18_24",3844,899,514564,42136,"Malta","MT",18,24,7,"2021-W09"
"Age25_49",35494,9512,514564,205154,"Malta","MT",25,49,25,"2021-W09"
"Age50_59",12619,4541,514564,59168,"Malta","MT",50,59,10,"2021-W09"
"Age60_69",9174,2195,514564,59551,"Malta","MT",60,69,10,"2021-W09"
"Age70_79",6234,1372,514564,44918,"Malta","MT",70,79,10,"2021-W09"
"Age80+",17835,13900,514564,21689,"Malta","MT",80,100,21,"2021-W09"
"Age<18",122,19,5367580,1118608,"Norway","NO",0,17,18,"2021-W09"
"Age18_24",14391,3116,5367580,470970,"Norway","NO",18,24,7,"2021-W09"
"Age25_49",99229,34724,5367580,1825133,"Norway","NO",25,49,25,"2021-W09"
"Age50_59",44429,14843,5367580,703830,"Norway","NO",50,59,10,"2021-W09"
"Age60_69",25978,10807,5367580,582495,"Norway","NO",60,69,10,"2021-W09"
"Age70_79",45549,23309,5367580,435834,"Norway","NO",70,79,10,"2021-W09"
"Age80+",175819,135001,5367580,230710,"Norway","NO",80,100,21,"2021-W09"
"Age0_4",3,2,37958138,NA,"Poland","PL",0,4,5,"2021-W09"
"Age10_14",5,3,37958138,1998280,"Poland","PL",10,14,5,"2021-W09"
"Age15_17",527,464,37958138,1051166,"Poland","PL",15,17,3,"2021-W09"
"Age18_24",67341,55636,37958138,2754264,"Poland","PL",18,24,7,"2021-W09"
"Age25_49",675343,368365,37958138,14035724,"Poland","PL",25,49,25,"2021-W09"
"Age5_9",0,0,37958138,NA,"Poland","PL",5,9,5,"2021-W09"
"Age50_59",373531,203933,37958138,4606379,"Poland","PL",50,59,10,"2021-W09"
"Age60_69",222302,141621,37958138,5179612,"Poland","PL",60,69,10,"2021-W09"
"Age70_79",583827,214748,37958138,2783163,"Poland","PL",70,79,10,"2021-W09"
"Age80+",661259,461801,37958138,1685759,"Poland","PL",80,100,21,"2021-W09"
"Age0_4",1,0,10295909,NA,"Portugal","PT",0,4,5,"2021-W09"
"Age10_14",5,1,10295909,504940,"Portugal","PT",10,14,5,"2021-W09"
"Age15_17",247,152,10295909,320065,"Portugal","PT",15,17,3,"2021-W09"
"Age18_24",17093,10442,10295909,775701,"Portugal","PT",18,24,7,"2021-W09"
"Age25_49",189210,129238,10295909,3360653,"Portugal","PT",25,49,25,"2021-W09"
"Age50_59",120834,55939,10295909,1485319,"Portugal","PT",50,59,10,"2021-W09"
"Age60_69",95847,32498,10295909,1299674,"Portugal","PT",60,69,10,"2021-W09"
"Age70_79",40369,21011,10295909,981649,"Portugal","PT",70,79,10,"2021-W09"
"Age80+",322971,73300,10295909,675863,"Portugal","PT",80,100,21,"2021-W09"
"Age15_17",120,25,10327589,345687,"Sweden","SE",15,17,3,"2021-W09"
"Age18_24",26320,10357,10327589,810921,"Sweden","SE",18,24,7,"2021-W09"
"Age25_49",180864,83195,10327589,3404540,"Sweden","SE",25,49,25,"2021-W09"
"Age50_59",103996,52098,10327589,1297863,"Sweden","SE",50,59,10,"2021-W09"
"Age60_69",77624,39920,10327589,1108438,"Sweden","SE",60,69,10,"2021-W09"
"Age70_79",86622,42575,10327589,989013,"Sweden","SE",70,79,10,"2021-W09"
"Age80+",240592,116364,10327589,536306,"Sweden","SE",80,100,21,"2021-W09"
"Age<18",41,15,2095861,371395,"Slovenia","SI",0,17,18,"2021-W09"
"Age18_24",2582,992,2095861,141225,"Slovenia","SI",18,24,7,"2021-W09"
"Age25_49",23681,16887,2095861,711365,"Slovenia","SI",25,49,25,"2021-W09"
"Age50_59",16695,9828,2095861,303125,"Slovenia","SI",50,59,10,"2021-W09"
"Age60_69",14828,5008,2095861,278944,"Slovenia","SI",60,69,10,"2021-W09"
"Age70_79",25823,3389,2095861,175640,"Slovenia","SI",70,79,10,"2021-W09"
"Age80+",63988,29651,2095861,114167,"Slovenia","SI",80,100,21,"2021-W09"
"Age10_14",3,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W09"
"Age15_17",22,12,5457873,156256,"Slovakia","SK",15,17,3,"2021-W09"
"Age18_24",12976,7362,5457873,398739,"Slovakia","SK",18,24,7,"2021-W09"
"Age25_49",139141,61144,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W09"
"Age50_59",61430,29104,5457873,704900,"Slovakia","SK",50,59,10,"2021-W09"
"Age60_69",40008,21354,5457873,689318,"Slovakia","SK",60,69,10,"2021-W09"
"Age70_79",54870,29116,5457873,391090,"Slovakia","SK",70,79,10,"2021-W09"
"Age80+",54807,32524,5457873,184680,"Slovakia","SK",80,100,21,"2021-W09"
"Age0_4",10,2,8901064,NA,"Austria","AT",0,4,5,"2021-W10"
"Age10_14",25,8,8901064,421998,"Austria","AT",10,14,5,"2021-W10"
"Age15_17",1011,182,8901064,259561,"Austria","AT",15,17,3,"2021-W10"
"Age18_24",35695,8695,8901064,696064,"Austria","AT",18,24,7,"2021-W10"
"Age25_49",238003,86817,8901064,3006228,"Austria","AT",25,49,25,"2021-W10"
"Age5_9",11,1,8901064,NA,"Austria","AT",5,9,5,"2021-W10"
"Age50_59",145473,58208,8901064,1396889,"Austria","AT",50,59,10,"2021-W10"
"Age60_69",82547,28988,8901064,1016016,"Austria","AT",60,69,10,"2021-W10"
"Age70_79",62741,21922,8901064,769199,"Austria","AT",70,79,10,"2021-W10"
"Age80+",272190,90831,8901064,474047,"Austria","AT",80,100,21,"2021-W10"
"Age<18",2499,1786,11522440,2320244,"Belgium","BE",0,17,18,"2021-W10"
"Age18_24",51185,21651,11522440,930629,"Belgium","BE",18,24,7,"2021-W10"
"Age25_49",331971,140086,11522440,3751281,"Belgium","BE",25,49,25,"2021-W10"
"Age50_59",156400,71151,11522440,1591660,"Belgium","BE",50,59,10,"2021-W10"
"Age60_69",85057,42044,11522440,1347513,"Belgium","BE",60,69,10,"2021-W10"
"Age70_79",55910,31923,11522440,924351,"Belgium","BE",70,79,10,"2021-W10"
"Age80+",136674,111019,11522440,656762,"Belgium","BE",80,100,21,"2021-W10"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W10"
"Age18_24",4927,614,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W10"
"Age25_49",78855,18759,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W10"
"Age50_59",62008,18325,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W10"
"Age60_69",70655,15068,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W10"
"Age70_79",49431,4108,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W10"
"Age80+",14019,1518,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W10"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W10"
"Age18_24",534,147,888005,84850,"Cyprus","CY",18,24,7,"2021-W10"
"Age25_49",6233,3502,888005,330295,"Cyprus","CY",25,49,25,"2021-W10"
"Age50_59",2955,1777,888005,107634,"Cyprus","CY",50,59,10,"2021-W10"
"Age60_69",8818,1526,888005,94714,"Cyprus","CY",60,69,10,"2021-W10"
"Age70_79",45571,2836,888005,66429,"Cyprus","CY",70,79,10,"2021-W10"
"Age80+",27168,22815,888005,33530,"Cyprus","CY",80,100,21,"2021-W10"
"Age10_14",5,1,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W10"
"Age15_17",266,95,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W10"
"Age18_24",12003,5870,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W10"
"Age25_49",167784,86224,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W10"
"Age50_59",97493,43130,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W10"
"Age60_69",74239,29728,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W10"
"Age70_79",191276,19195,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W10"
"Age80+",264260,121250,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W10"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W10"
"Age18_24",19375,4611,5822763,522153,"Denmark","DK",18,24,7,"2021-W10"
"Age25_49",154303,56641,5822763,1843666,"Denmark","DK",25,49,25,"2021-W10"
"Age50_59",91814,34158,5822763,800444,"Denmark","DK",50,59,10,"2021-W10"
"Age60_69",83472,31417,5822763,663646,"Denmark","DK",60,69,10,"2021-W10"
"Age70_79",70185,26629,5822763,564390,"Denmark","DK",70,79,10,"2021-W10"
"Age80+",149009,94983,5822763,272326,"Denmark","DK",80,100,21,"2021-W10"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W10"
"Age18_24",4116,1750,1328976,87626,"Estonia","EE",18,24,7,"2021-W10"
"Age25_49",36513,13632,1328976,460829,"Estonia","EE",25,49,25,"2021-W10"
"Age50_59",24236,8218,1328976,171453,"Estonia","EE",50,59,10,"2021-W10"
"Age60_69",29441,7737,1328976,163237,"Estonia","EE",60,69,10,"2021-W10"
"Age70_79",18821,7651,1328976,111342,"Estonia","EE",70,79,10,"2021-W10"
"Age80+",25012,14860,1328976,77445,"Estonia","EE",80,100,21,"2021-W10"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2021-W10"
"Age18_24",3960,2551,10718565,782452,"Greece","EL",18,24,7,"2021-W10"
"Age25_49",107303,83446,10718565,3497414,"Greece","EL",25,49,25,"2021-W10"
"Age50_59",55806,47041,10718565,1515472,"Greece","EL",50,59,10,"2021-W10"
"Age60_69",218515,19234,10718565,1291651,"Greece","EL",60,69,10,"2021-W10"
"Age70_79",126583,5949,10718565,1003958,"Greece","EL",70,79,10,"2021-W10"
"Age80+",364772,249401,10718565,773240,"Greece","EL",80,100,21,"2021-W10"
"Age0_4",26,9,47332614,NA,"Spain","ES",0,4,5,"2021-W10"
"Age10_14",127,31,47332614,2535060,"Spain","ES",10,14,5,"2021-W10"
"Age15_17",1025,402,47332614,1448603,"Spain","ES",15,17,3,"2021-W10"
"Age18_24",126995,55127,47332614,3303575,"Spain","ES",18,24,7,"2021-W10"
"Age25_49",1494836,660303,47332614,16481919,"Spain","ES",25,49,25,"2021-W10"
"Age5_9",67,16,47332614,NA,"Spain","ES",5,9,5,"2021-W10"
"Age50_59",646180,354829,47332614,7035203,"Spain","ES",50,59,10,"2021-W10"
"Age60_69",272815,207715,47332614,5350604,"Spain","ES",60,69,10,"2021-W10"
"Age70_79",118924,62950,47332614,3984504,"Spain","ES",70,79,10,"2021-W10"
"Age80+",1375961,391972,47332614,2851053,"Spain","ES",80,100,21,"2021-W10"
"Age0_4",0,0,5525292,NA,"Finland","FI",0,4,5,"2021-W10"
"Age10_14",0,0,5525292,308825,"Finland","FI",10,14,5,"2021-W10"
"Age15_17",360,67,5525292,178021,"Finland","FI",15,17,3,"2021-W10"
"Age18_24",9171,2748,5525292,432594,"Finland","FI",18,24,7,"2021-W10"
"Age25_49",84958,35364,5525292,1728083,"Finland","FI",25,49,25,"2021-W10"
"Age5_9",0,0,5525292,NA,"Finland","FI",5,9,5,"2021-W10"
"Age50_59",68884,16777,5525292,724665,"Finland","FI",50,59,10,"2021-W10"
"Age60_69",102293,9007,5525292,716579,"Finland","FI",60,69,10,"2021-W10"
"Age70_79",114055,4717,5525292,561908,"Finland","FI",70,79,10,"2021-W10"
"Age80+",245260,20486,5525292,312406,"Finland","FI",80,100,21,"2021-W10"
"Age<18",1789,311,67320216,14540168,"France","FR",0,17,18,"2021-W10"
"Age18_24",65442,11323,67320216,5444270,"France","FR",18,24,7,"2021-W10"
"Age25_49",634858,212192,67320216,20684932,"France","FR",25,49,25,"2021-W10"
"Age50_59",809042,313751,67320216,8805539,"France","FR",50,59,10,"2021-W10"
"Age60_69",847686,218423,67320216,8007585,"France","FR",60,69,10,"2021-W10"
"Age70_79",1420459,604780,67320216,5692912,"France","FR",70,79,10,"2021-W10"
"Age80+",1603403,875378,67320216,4144810,"France","FR",80,100,21,"2021-W10"
"Age0_4",1,0,4058165,NA,"Croatia","HR",0,4,5,"2021-W10"
"Age10_14",4,2,4058165,202389,"Croatia","HR",10,14,5,"2021-W10"
"Age15_17",79,29,4058165,115854,"Croatia","HR",15,17,3,"2021-W10"
"Age18_24",3073,1448,4058165,321108,"Croatia","HR",18,24,7,"2021-W10"
"Age25_49",40600,24112,4058165,1319478,"Croatia","HR",25,49,25,"2021-W10"
"Age5_9",1,1,4058165,NA,"Croatia","HR",5,9,5,"2021-W10"
"Age50_59",32126,16193,4058165,570899,"Croatia","HR",50,59,10,"2021-W10"
"Age60_69",53305,12819,4058165,562891,"Croatia","HR",60,69,10,"2021-W10"
"Age70_79",81870,10323,4058165,364156,"Croatia","HR",70,79,10,"2021-W10"
"Age80+",71530,14796,4058165,222308,"Croatia","HR",80,100,21,"2021-W10"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W10"
"Age18_24",21621,14119,9769526,741094,"Hungary","HU",18,24,7,"2021-W10"
"Age25_49",203352,104549,9769526,3490565,"Hungary","HU",25,49,25,"2021-W10"
"Age50_59",193275,71900,9769526,1235206,"Hungary","HU",50,59,10,"2021-W10"
"Age60_69",323969,51397,9769526,1295058,"Hungary","HU",60,69,10,"2021-W10"
"Age70_79",391566,46110,9769526,859765,"Hungary","HU",70,79,10,"2021-W10"
"Age80+",224932,105471,9769526,438790,"Hungary","HU",80,100,21,"2021-W10"
"Age0_4",1,0,4964440,NA,"Ireland","IE",0,4,5,"2021-W10"
"Age10_14",3,2,4964440,348422,"Ireland","IE",10,14,5,"2021-W10"
"Age15_17",80,42,4964440,195570,"Ireland","IE",15,17,3,"2021-W10"
"Age18_24",21151,8440,4964440,433572,"Ireland","IE",18,24,7,"2021-W10"
"Age25_49",160280,82712,4964440,1749671,"Ireland","IE",25,49,25,"2021-W10"
"Age50_59",68769,34664,4964440,606007,"Ireland","IE",50,59,10,"2021-W10"
"Age60_69",39664,18960,4964440,480682,"Ireland","IE",60,69,10,"2021-W10"
"Age70_79",32686,8567,4964440,322167,"Ireland","IE",70,79,10,"2021-W10"
"Age80+",147848,19200,4964440,170706,"Ireland","IE",80,100,21,"2021-W10"
"Age0_4",0,0,364134,NA,"Iceland","IS",0,4,5,"2021-W10"
"Age10_14",1,0,364134,23630,"Iceland","IS",10,14,5,"2021-W10"
"Age15_17",22,11,364134,13145,"Iceland","IS",15,17,3,"2021-W10"
"Age18_24",2021,250,364134,34868,"Iceland","IS",18,24,7,"2021-W10"
"Age25_49",8588,3120,364134,131004,"Iceland","IS",25,49,25,"2021-W10"
"Age5_9",0,0,364134,NA,"Iceland","IS",5,9,5,"2021-W10"
"Age50_59",3374,1105,364134,43992,"Iceland","IS",50,59,10,"2021-W10"
"Age60_69",3454,1266,364134,37414,"Iceland","IS",60,69,10,"2021-W10"
"Age70_79",3583,1465,364134,22890,"Iceland","IS",70,79,10,"2021-W10"
"Age80+",13251,5697,364134,12602,"Iceland","IS",80,100,21,"2021-W10"
"Age<18",691,276,59641488,9433159,"Italy","IT",0,17,18,"2021-W10"
"Age18_24",110942,68504,59641488,4121339,"Italy","IT",18,24,7,"2021-W10"
"Age25_49",1449762,759647,59641488,18920355,"Italy","IT",25,49,25,"2021-W10"
"Age50_59",911563,451685,59641488,9414195,"Italy","IT",50,59,10,"2021-W10"
"Age60_69",519451,287608,59641488,7364364,"Italy","IT",60,69,10,"2021-W10"
"Age70_79",151151,81379,59641488,5968373,"Italy","IT",70,79,10,"2021-W10"
"Age80+",1670580,381479,59641488,4419703,"Italy","IT",80,100,21,"2021-W10"
"Age0_4",0,0,2794090,NA,"Lithuania","LT",0,4,5,"2021-W10"
"Age10_14",1,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W10"
"Age15_17",190,158,2794090,76077,"Lithuania","LT",15,17,3,"2021-W10"
"Age18_24",4156,2967,2794090,209209,"Lithuania","LT",18,24,7,"2021-W10"
"Age25_49",46087,31641,2794090,914337,"Lithuania","LT",25,49,25,"2021-W10"
"Age5_9",0,0,2794090,NA,"Lithuania","LT",5,9,5,"2021-W10"
"Age50_59",36362,26477,2794090,419039,"Lithuania","LT",50,59,10,"2021-W10"
"Age60_69",41859,20762,2794090,351248,"Lithuania","LT",60,69,10,"2021-W10"
"Age70_79",68790,5601,2794090,236890,"Lithuania","LT",70,79,10,"2021-W10"
"Age80+",58761,11006,2794090,164546,"Lithuania","LT",80,100,21,"2021-W10"
"Age10_14",0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W10"
"Age15_17",25,7,626108,19462,"Luxembourg","LU",15,17,3,"2021-W10"
"Age18_24",1036,394,626108,52409,"Luxembourg","LU",18,24,7,"2021-W10"
"Age25_49",8400,4540,626108,239349,"Luxembourg","LU",25,49,25,"2021-W10"
"Age50_59",3865,2076,626108,89549,"Luxembourg","LU",50,59,10,"2021-W10"
"Age60_69",2974,763,626108,61985,"Luxembourg","LU",60,69,10,"2021-W10"
"Age70_79",3399,568,626108,38352,"Luxembourg","LU",70,79,10,"2021-W10"
"Age80+",16243,2587,626108,24925,"Luxembourg","LU",80,100,21,"2021-W10"
"Age10_14",0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W10"
"Age15_17",10,4,1907675,54269,"Latvia","LV",15,17,3,"2021-W10"
"Age18_24",2083,939,1907675,119249,"Latvia","LV",18,24,7,"2021-W10"
"Age25_49",15324,8437,1907675,639712,"Latvia","LV",25,49,25,"2021-W10"
"Age50_59",9580,4672,1907675,265997,"Latvia","LV",50,59,10,"2021-W10"
"Age60_69",9952,3440,1907675,241651,"Latvia","LV",60,69,10,"2021-W10"
"Age70_79",27741,722,1907675,170557,"Latvia","LV",70,79,10,"2021-W10"
"Age80+",15342,102,1907675,111052,"Latvia","LV",80,100,21,"2021-W10"
"Age<18",86,5,514564,81948,"Malta","MT",0,17,18,"2021-W10"
"Age18_24",4906,1063,514564,42136,"Malta","MT",18,24,7,"2021-W10"
"Age25_49",43023,10865,514564,205154,"Malta","MT",25,49,25,"2021-W10"
"Age50_59",14923,5198,514564,59168,"Malta","MT",50,59,10,"2021-W10"
"Age60_69",15922,3210,514564,59551,"Malta","MT",60,69,10,"2021-W10"
"Age70_79",9726,2314,514564,44918,"Malta","MT",70,79,10,"2021-W10"
"Age80+",19211,15813,514564,21689,"Malta","MT",80,100,21,"2021-W10"
"Age<18",156,30,5367580,1118608,"Norway","NO",0,17,18,"2021-W10"
"Age18_24",18039,3712,5367580,470970,"Norway","NO",18,24,7,"2021-W10"
"Age25_49",114393,38982,5367580,1825133,"Norway","NO",25,49,25,"2021-W10"
"Age50_59",53834,16873,5367580,703830,"Norway","NO",50,59,10,"2021-W10"
"Age60_69",34290,12326,5367580,582495,"Norway","NO",60,69,10,"2021-W10"
"Age70_79",52782,36721,5367580,435834,"Norway","NO",70,79,10,"2021-W10"
"Age80+",186279,162066,5367580,230710,"Norway","NO",80,100,21,"2021-W10"
"Age0_4",4,2,37958138,NA,"Poland","PL",0,4,5,"2021-W10"
"Age10_14",5,4,37958138,1998280,"Poland","PL",10,14,5,"2021-W10"
"Age15_17",560,480,37958138,1051166,"Poland","PL",15,17,3,"2021-W10"
"Age18_24",79092,57403,37958138,2754264,"Poland","PL",18,24,7,"2021-W10"
"Age25_49",744920,378247,37958138,14035724,"Poland","PL",25,49,25,"2021-W10"
"Age5_9",1,0,37958138,NA,"Poland","PL",5,9,5,"2021-W10"
"Age50_59",402791,208301,37958138,4606379,"Poland","PL",50,59,10,"2021-W10"
"Age60_69",263988,151123,37958138,5179612,"Poland","PL",60,69,10,"2021-W10"
"Age70_79",746186,295634,37958138,2783163,"Poland","PL",70,79,10,"2021-W10"
"Age80+",715547,528617,37958138,1685759,"Poland","PL",80,100,21,"2021-W10"
"Age0_4",1,0,10295909,NA,"Portugal","PT",0,4,5,"2021-W10"
"Age10_14",5,1,10295909,504940,"Portugal","PT",10,14,5,"2021-W10"
"Age15_17",267,177,10295909,320065,"Portugal","PT",15,17,3,"2021-W10"
"Age18_24",18497,11089,10295909,775701,"Portugal","PT",18,24,7,"2021-W10"
"Age25_49",205858,135593,10295909,3360653,"Portugal","PT",25,49,25,"2021-W10"
"Age5_9",1,0,10295909,NA,"Portugal","PT",5,9,5,"2021-W10"
"Age50_59",134883,59097,10295909,1485319,"Portugal","PT",50,59,10,"2021-W10"
"Age60_69",108620,34549,10295909,1299674,"Portugal","PT",60,69,10,"2021-W10"
"Age70_79",52141,23695,10295909,981649,"Portugal","PT",70,79,10,"2021-W10"
"Age80+",363171,110627,10295909,675863,"Portugal","PT",80,100,21,"2021-W10"
"Age15_17",174,35,10327589,345687,"Sweden","SE",15,17,3,"2021-W10"
"Age18_24",31853,11104,10327589,810921,"Sweden","SE",18,24,7,"2021-W10"
"Age25_49",216003,88136,10327589,3404540,"Sweden","SE",25,49,25,"2021-W10"
"Age50_59",121047,55226,10327589,1297863,"Sweden","SE",50,59,10,"2021-W10"
"Age60_69",92503,44037,10327589,1108438,"Sweden","SE",60,69,10,"2021-W10"
"Age70_79",114672,50571,10327589,989013,"Sweden","SE",70,79,10,"2021-W10"
"Age80+",321988,134935,10327589,536306,"Sweden","SE",80,100,21,"2021-W10"
"Age<18",46,16,2095861,371395,"Slovenia","SI",0,17,18,"2021-W10"
"Age18_24",2906,1045,2095861,141225,"Slovenia","SI",18,24,7,"2021-W10"
"Age25_49",32132,17396,2095861,711365,"Slovenia","SI",25,49,25,"2021-W10"
"Age50_59",25244,10105,2095861,303125,"Slovenia","SI",50,59,10,"2021-W10"
"Age60_69",24485,5210,2095861,278944,"Slovenia","SI",60,69,10,"2021-W10"
"Age70_79",28299,5981,2095861,175640,"Slovenia","SI",70,79,10,"2021-W10"
"Age80+",65587,47239,2095861,114167,"Slovenia","SI",80,100,21,"2021-W10"
"Age10_14",3,1,5457873,279531,"Slovakia","SK",10,14,5,"2021-W10"
"Age15_17",26,13,5457873,156256,"Slovakia","SK",15,17,3,"2021-W10"
"Age18_24",13535,8557,5457873,398739,"Slovakia","SK",18,24,7,"2021-W10"
"Age25_49",145838,66486,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W10"
"Age50_59",65133,31767,5457873,704900,"Slovakia","SK",50,59,10,"2021-W10"
"Age60_69",76745,24918,5457873,689318,"Slovakia","SK",60,69,10,"2021-W10"
"Age70_79",72579,42226,5457873,391090,"Slovakia","SK",70,79,10,"2021-W10"
"Age80+",57282,44122,5457873,184680,"Slovakia","SK",80,100,21,"2021-W10"
"Age0_4",14,2,8901064,NA,"Austria","AT",0,4,5,"2021-W11"
"Age10_14",27,10,8901064,421998,"Austria","AT",10,14,5,"2021-W11"
"Age15_17",1195,206,8901064,259561,"Austria","AT",15,17,3,"2021-W11"
"Age18_24",40582,9026,8901064,696064,"Austria","AT",18,24,7,"2021-W11"
"Age25_49",278474,90042,8901064,3006228,"Austria","AT",25,49,25,"2021-W11"
"Age5_9",12,2,8901064,NA,"Austria","AT",5,9,5,"2021-W11"
"Age50_59",173158,60625,8901064,1396889,"Austria","AT",50,59,10,"2021-W11"
"Age60_69",111753,31499,8901064,1016016,"Austria","AT",60,69,10,"2021-W11"
"Age70_79",106354,25028,8901064,769199,"Austria","AT",70,79,10,"2021-W11"
"Age80+",316508,126832,8901064,474047,"Austria","AT",80,100,21,"2021-W11"
"Age<18",2726,1896,11522440,2320244,"Belgium","BE",0,17,18,"2021-W11"
"Age18_24",60285,26349,11522440,930629,"Belgium","BE",18,24,7,"2021-W11"
"Age25_49",369668,167863,11522440,3751281,"Belgium","BE",25,49,25,"2021-W11"
"Age50_59",179779,85562,11522440,1591660,"Belgium","BE",50,59,10,"2021-W11"
"Age60_69",116620,48449,11522440,1347513,"Belgium","BE",60,69,10,"2021-W11"
"Age70_79",104703,33522,11522440,924351,"Belgium","BE",70,79,10,"2021-W11"
"Age80+",223281,112099,11522440,656762,"Belgium","BE",80,100,21,"2021-W11"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W11"
"Age18_24",5382,855,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W11"
"Age25_49",85633,22970,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W11"
"Age50_59",65968,21406,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W11"
"Age60_69",74191,18300,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W11"
"Age70_79",51319,5745,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W11"
