"TargetGroup","FirstDose","SecondDose","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age70_79",126583,5949,10718565,1003958,"Greece","EL",70,79,10,"2021-W10"
"Age80+",364772,249401,10718565,773240,"Greece","EL",80,100,21,"2021-W10"
"Age<18",1277,477,47332614,8325756,"Spain","ES",0,17,18,"2021-W10"
"Age18_24",126879,55022,47332614,3303575,"Spain","ES",18,24,7,"2021-W10"
"Age25_49",1494200,658844,47332614,16481919,"Spain","ES",25,49,25,"2021-W10"
"Age50_59",645949,353993,47332614,7035203,"Spain","ES",50,59,10,"2021-W10"
"Age60_69",272829,206549,47332614,5350604,"Spain","ES",60,69,10,"2021-W10"
"Age70_79",118890,63290,47332614,3984504,"Spain","ES",70,79,10,"2021-W10"
"Age80+",1375578,390423,47332614,2851053,"Spain","ES",80,100,21,"2021-W10"
"Age<18",358,65,5525292,1049057,"Finland","FI",0,17,18,"2021-W10"
"Age18_24",9136,2733,5525292,432594,"Finland","FI",18,24,7,"2021-W10"
"Age25_49",84786,35242,5525292,1728083,"Finland","FI",25,49,25,"2021-W10"
"Age50_59",68809,16719,5525292,724665,"Finland","FI",50,59,10,"2021-W10"
"Age60_69",102136,8962,5525292,716579,"Finland","FI",60,69,10,"2021-W10"
"Age70_79",113782,4631,5525292,561908,"Finland","FI",70,79,10,"2021-W10"
"Age80+",244680,20203,5525292,312406,"Finland","FI",80,100,21,"2021-W10"
"Age<18",1717,318,67320216,14540168,"France","FR",0,17,18,"2021-W10"
"Age18_24",64675,11336,67320216,5444270,"France","FR",18,24,7,"2021-W10"
"Age25_49",631339,212371,67320216,20684932,"France","FR",25,49,25,"2021-W10"
"Age50_59",807205,313979,67320216,8805539,"France","FR",50,59,10,"2021-W10"
"Age60_69",843943,218702,67320216,8007585,"France","FR",60,69,10,"2021-W10"
"Age70_79",1415346,605451,67320216,5692912,"France","FR",70,79,10,"2021-W10"
"Age80+",1598815,876309,67320216,4144810,"France","FR",80,100,21,"2021-W10"
"Age<18",83,31,4058165,697325,"Croatia","HR",0,17,18,"2021-W10"
"Age18_24",3016,1416,4058165,321108,"Croatia","HR",18,24,7,"2021-W10"
"Age25_49",40042,23774,4058165,1319478,"Croatia","HR",25,49,25,"2021-W10"
"Age50_59",31747,15981,4058165,570899,"Croatia","HR",50,59,10,"2021-W10"
"Age60_69",52658,12562,4058165,562891,"Croatia","HR",60,69,10,"2021-W10"
"Age70_79",80927,10051,4058165,364156,"Croatia","HR",70,79,10,"2021-W10"
"Age80+",70789,14404,4058165,222308,"Croatia","HR",80,100,21,"2021-W10"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W10"
"Age18_24",21621,14119,9769526,741094,"Hungary","HU",18,24,7,"2021-W10"
"Age25_49",203352,104549,9769526,3490565,"Hungary","HU",25,49,25,"2021-W10"
"Age50_59",193275,71900,9769526,1235206,"Hungary","HU",50,59,10,"2021-W10"
"Age60_69",323969,51397,9769526,1295058,"Hungary","HU",60,69,10,"2021-W10"
"Age70_79",391566,46110,9769526,859765,"Hungary","HU",70,79,10,"2021-W10"
"Age80+",224932,105471,9769526,438790,"Hungary","HU",80,100,21,"2021-W10"
"Age<18",93,51,4964440,1201635,"Ireland","IE",0,17,18,"2021-W10"
"Age18_24",21656,8776,4964440,433572,"Ireland","IE",18,24,7,"2021-W10"
"Age25_49",158998,82625,4964440,1749671,"Ireland","IE",25,49,25,"2021-W10"
"Age50_59",68110,34422,4964440,606007,"Ireland","IE",50,59,10,"2021-W10"
"Age60_69",38887,18516,4964440,480682,"Ireland","IE",60,69,10,"2021-W10"
"Age70_79",33434,8521,4964440,322167,"Ireland","IE",70,79,10,"2021-W10"
"Age80+",146409,19018,4964440,170706,"Ireland","IE",80,100,21,"2021-W10"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2021-W10"
"Age18_24",2220,306,364134,34868,"Iceland","IS",18,24,7,"2021-W10"
"Age25_49",8501,3145,364134,131004,"Iceland","IS",25,49,25,"2021-W10"
"Age50_59",3431,1119,364134,43992,"Iceland","IS",50,59,10,"2021-W10"
"Age60_69",3317,1248,364134,37414,"Iceland","IS",60,69,10,"2021-W10"
"Age70_79",4435,1530,364134,22890,"Iceland","IS",70,79,10,"2021-W10"
"Age80+",12258,5533,364134,12602,"Iceland","IS",80,100,21,"2021-W10"
"Age<18",691,276,59641488,9433159,"Italy","IT",0,17,18,"2021-W10"
"Age18_24",110942,68504,59641488,4121339,"Italy","IT",18,24,7,"2021-W10"
"Age25_49",1449762,759647,59641488,18920355,"Italy","IT",25,49,25,"2021-W10"
"Age50_59",911563,451685,59641488,9414195,"Italy","IT",50,59,10,"2021-W10"
"Age60_69",519451,287608,59641488,7364364,"Italy","IT",60,69,10,"2021-W10"
"Age70_79",151151,81379,59641488,5968373,"Italy","IT",70,79,10,"2021-W10"
"Age80+",1670580,381479,59641488,4419703,"Italy","IT",80,100,21,"2021-W10"
"Age<18",191,158,2794090,498821,"Lithuania","LT",0,17,18,"2021-W10"
"Age18_24",4156,3011,2794090,209209,"Lithuania","LT",18,24,7,"2021-W10"
"Age25_49",46061,32308,2794090,914337,"Lithuania","LT",25,49,25,"2021-W10"
"Age50_59",36343,26948,2794090,419039,"Lithuania","LT",50,59,10,"2021-W10"
"Age60_69",41819,21254,2794090,351248,"Lithuania","LT",60,69,10,"2021-W10"
"Age70_79",68700,5907,2794090,236890,"Lithuania","LT",70,79,10,"2021-W10"
"Age80+",58703,11105,2794090,164546,"Lithuania","LT",80,100,21,"2021-W10"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2021-W10"
"Age18_24",1037,393,626108,52409,"Luxembourg","LU",18,24,7,"2021-W10"
"Age25_49",8409,4542,626108,239349,"Luxembourg","LU",25,49,25,"2021-W10"
"Age50_59",3874,2082,626108,89549,"Luxembourg","LU",50,59,10,"2021-W10"
"Age60_69",2977,767,626108,61985,"Luxembourg","LU",60,69,10,"2021-W10"
"Age70_79",3754,596,626108,38352,"Luxembourg","LU",70,79,10,"2021-W10"
"Age80+",15879,2544,626108,24925,"Luxembourg","LU",80,100,21,"2021-W10"
"Age<18",10,4,1907675,359457,"Latvia","LV",0,17,18,"2021-W10"
"Age18_24",2083,939,1907675,119249,"Latvia","LV",18,24,7,"2021-W10"
"Age25_49",15324,8437,1907675,639712,"Latvia","LV",25,49,25,"2021-W10"
"Age50_59",9580,4672,1907675,265997,"Latvia","LV",50,59,10,"2021-W10"
"Age60_69",9952,3440,1907675,241651,"Latvia","LV",60,69,10,"2021-W10"
"Age70_79",27741,722,1907675,170557,"Latvia","LV",70,79,10,"2021-W10"
"Age80+",15342,102,1907675,111052,"Latvia","LV",80,100,21,"2021-W10"
"Age<18",0,0,514564,81948,"Malta","MT",0,17,18,"2021-W10"
"Age18_24",4169,1298,514564,42136,"Malta","MT",18,24,7,"2021-W10"
"Age25_49",41114,5606,514564,205154,"Malta","MT",25,49,25,"2021-W10"
"Age50_59",18989,4507,514564,59168,"Malta","MT",50,59,10,"2021-W10"
"Age60_69",12289,2489,514564,59551,"Malta","MT",60,69,10,"2021-W10"
"Age70_79",11964,2133,514564,44918,"Malta","MT",70,79,10,"2021-W10"
"Age80+",19112,14173,514564,21689,"Malta","MT",80,100,21,"2021-W10"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W10"
"Age18_24",14699,3631,5367580,470970,"Norway","NO",18,24,7,"2021-W10"
"Age25_49",83181,29958,5367580,1825133,"Norway","NO",25,49,25,"2021-W10"
"Age50_59",52595,17212,5367580,703830,"Norway","NO",50,59,10,"2021-W10"
"Age60_69",30416,11356,5367580,582495,"Norway","NO",60,69,10,"2021-W10"
"Age70_79",44340,34565,5367580,435834,"Norway","NO",70,79,10,"2021-W10"
"Age80+",204565,154358,5367580,230710,"Norway","NO",80,100,21,"2021-W10"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2021-W10"
"Age18_24",79076,57342,37958138,2754264,"Poland","PL",18,24,7,"2021-W10"
"Age25_49",744700,377842,37958138,14035724,"Poland","PL",25,49,25,"2021-W10"
"Age50_59",402625,207965,37958138,4606379,"Poland","PL",50,59,10,"2021-W10"
"Age60_69",263782,150779,37958138,5179612,"Poland","PL",60,69,10,"2021-W10"
"Age70_79",745787,295047,37958138,2783163,"Poland","PL",70,79,10,"2021-W10"
"Age80+",715383,527024,37958138,1685759,"Poland","PL",80,100,21,"2021-W10"
"Age<18",261,178,10295909,1717050,"Portugal","PT",0,17,18,"2021-W10"
"Age18_24",18125,10976,10295909,775701,"Portugal","PT",18,24,7,"2021-W10"
"Age25_49",202873,134403,10295909,3360653,"Portugal","PT",25,49,25,"2021-W10"
"Age50_59",134180,58912,10295909,1485319,"Portugal","PT",50,59,10,"2021-W10"
"Age60_69",107827,34359,10295909,1299674,"Portugal","PT",60,69,10,"2021-W10"
"Age70_79",51501,23424,10295909,981649,"Portugal","PT",70,79,10,"2021-W10"
"Age80+",362758,110239,10295909,675863,"Portugal","PT",80,100,21,"2021-W10"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2021-W10"
"Age18_24",31793,11011,10327589,810921,"Sweden","SE",18,24,7,"2021-W10"
"Age25_49",215304,87232,10327589,3404540,"Sweden","SE",25,49,25,"2021-W10"
"Age50_59",120714,54638,10327589,1297863,"Sweden","SE",50,59,10,"2021-W10"
"Age60_69",92272,43530,10327589,1108438,"Sweden","SE",60,69,10,"2021-W10"
"Age70_79",114432,49951,10327589,989013,"Sweden","SE",70,79,10,"2021-W10"
"Age80+",321042,133139,10327589,536306,"Sweden","SE",80,100,21,"2021-W10"
"Age<18",81,26,2095861,371395,"Slovenia","SI",0,17,18,"2021-W10"
"Age18_24",3275,1277,2095861,141225,"Slovenia","SI",18,24,7,"2021-W10"
"Age25_49",32454,17531,2095861,711365,"Slovenia","SI",25,49,25,"2021-W10"
"Age50_59",25886,10115,2095861,303125,"Slovenia","SI",50,59,10,"2021-W10"
"Age60_69",22768,4684,2095861,278944,"Slovenia","SI",60,69,10,"2021-W10"
"Age70_79",32169,7094,2095861,175640,"Slovenia","SI",70,79,10,"2021-W10"
"Age80+",60703,45314,2095861,114167,"Slovenia","SI",80,100,21,"2021-W10"
"Age<18",0,0,5457873,1019976,"Slovakia","SK",0,17,18,"2021-W10"
"Age18_24",16089,9977,5457873,398739,"Slovakia","SK",18,24,7,"2021-W10"
"Age25_49",148885,67157,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W10"
"Age50_59",64006,31296,5457873,704900,"Slovakia","SK",50,59,10,"2021-W10"
"Age60_69",76237,23562,5457873,689318,"Slovakia","SK",60,69,10,"2021-W10"
"Age70_79",74768,45825,5457873,391090,"Slovakia","SK",70,79,10,"2021-W10"
"Age80+",50129,38447,5457873,184680,"Slovakia","SK",80,100,21,"2021-W10"
"Age<18",1249,220,8901064,1542621,"Austria","AT",0,17,18,"2021-W11"
"Age18_24",40507,8983,8901064,696064,"Austria","AT",18,24,7,"2021-W11"
"Age25_49",278313,89816,8901064,3006228,"Austria","AT",25,49,25,"2021-W11"
"Age50_59",173154,60568,8901064,1396889,"Austria","AT",50,59,10,"2021-W11"
"Age60_69",111654,31455,8901064,1016016,"Austria","AT",60,69,10,"2021-W11"
"Age70_79",106272,24982,8901064,769199,"Austria","AT",70,79,10,"2021-W11"
"Age80+",316682,126454,8901064,474047,"Austria","AT",80,100,21,"2021-W11"
"Age<18",2697,1880,11522440,2320244,"Belgium","BE",0,17,18,"2021-W11"
"Age18_24",60051,26164,11522440,930629,"Belgium","BE",18,24,7,"2021-W11"
"Age25_49",368336,167000,11522440,3751281,"Belgium","BE",25,49,25,"2021-W11"
"Age50_59",179195,85217,11522440,1591660,"Belgium","BE",50,59,10,"2021-W11"
"Age60_69",116077,48162,11522440,1347513,"Belgium","BE",60,69,10,"2021-W11"
"Age70_79",104319,33263,11522440,924351,"Belgium","BE",70,79,10,"2021-W11"
"Age80+",222910,111662,11522440,656762,"Belgium","BE",80,100,21,"2021-W11"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W11"
"Age18_24",5382,855,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W11"
"Age25_49",85633,22970,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W11"
"Age50_59",65968,21406,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W11"
"Age60_69",74191,18300,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W11"
"Age70_79",51319,5745,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W11"
"Age80+",14595,1906,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W11"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W11"
"Age18_24",547,149,888005,84850,"Cyprus","CY",18,24,7,"2021-W11"
"Age25_49",6343,3527,888005,330295,"Cyprus","CY",25,49,25,"2021-W11"
"Age50_59",3027,1793,888005,107634,"Cyprus","CY",50,59,10,"2021-W11"
"Age60_69",10626,1542,888005,94714,"Cyprus","CY",60,69,10,"2021-W11"
"Age70_79",46894,6752,888005,66429,"Cyprus","CY",70,79,10,"2021-W11"
"Age80+",27353,23198,888005,33530,"Cyprus","CY",80,100,21,"2021-W11"
"Age<18",381,199,10693939,1999465,"Czech Republic","CZ",0,17,18,"2021-W11"
"Age18_24",14856,7107,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W11"
"Age25_49",196650,97140,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W11"
"Age50_59",116332,47618,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W11"
"Age60_69",87415,33023,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W11"
"Age70_79",313084,22825,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W11"
"Age80+",275553,156022,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W11"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W11"
"Age18_24",23758,6296,5822763,522153,"Denmark","DK",18,24,7,"2021-W11"
"Age25_49",163038,64180,5822763,1843666,"Denmark","DK",25,49,25,"2021-W11"
"Age50_59",98024,39765,5822763,800444,"Denmark","DK",50,59,10,"2021-W11"
"Age60_69",88075,39557,5822763,663646,"Denmark","DK",60,69,10,"2021-W11"
"Age70_79",83159,40218,5822763,564390,"Denmark","DK",70,79,10,"2021-W11"
"Age80+",183117,132839,5822763,272326,"Denmark","DK",80,100,21,"2021-W11"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W11"
"Age18_24",5021,1885,1328976,87626,"Estonia","EE",18,24,7,"2021-W11"
"Age25_49",43039,14526,1328976,460829,"Estonia","EE",25,49,25,"2021-W11"
"Age50_59",28561,8774,1328976,171453,"Estonia","EE",50,59,10,"2021-W11"
"Age60_69",35240,8388,1328976,163237,"Estonia","EE",60,69,10,"2021-W11"
"Age70_79",26938,8884,1328976,111342,"Estonia","EE",70,79,10,"2021-W11"
"Age80+",28237,17571,1328976,77445,"Estonia","EE",80,100,21,"2021-W11"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2021-W11"
"Age18_24",4287,2831,10718565,782452,"Greece","EL",18,24,7,"2021-W11"
"Age25_49",111630,90115,10718565,3497414,"Greece","EL",25,49,25,"2021-W11"
"Age50_59",57594,49381,10718565,1515472,"Greece","EL",50,59,10,"2021-W11"
"Age60_69",252817,20513,10718565,1291651,"Greece","EL",60,69,10,"2021-W11"
"Age70_79",163807,25563,10718565,1003958,"Greece","EL",70,79,10,"2021-W11"
"Age80+",385927,271033,10718565,773240,"Greece","EL",80,100,21,"2021-W11"
"Age<18",1374,737,47332614,8325756,"Spain","ES",0,17,18,"2021-W11"
"Age18_24",132192,64290,47332614,3303575,"Spain","ES",18,24,7,"2021-W11"
"Age25_49",1531453,717860,47332614,16481919,"Spain","ES",25,49,25,"2021-W11"
"Age50_59",660953,388911,47332614,7035203,"Spain","ES",50,59,10,"2021-W11"
"Age60_69",278739,237342,47332614,5350604,"Spain","ES",60,69,10,"2021-W11"
"Age70_79",125829,81854,47332614,3984504,"Spain","ES",70,79,10,"2021-W11"
"Age80+",1557547,677267,47332614,2851053,"Spain","ES",80,100,21,"2021-W11"
"Age<18",420,65,5525292,1049057,"Finland","FI",0,17,18,"2021-W11"
"Age18_24",9948,2780,5525292,432594,"Finland","FI",18,24,7,"2021-W11"
"Age25_49",93125,35620,5525292,1728083,"Finland","FI",25,49,25,"2021-W11"
"Age50_59",80265,16897,5525292,724665,"Finland","FI",50,59,10,"2021-W11"
"Age60_69",121145,9100,5525292,716579,"Finland","FI",60,69,10,"2021-W11"
"Age70_79",183568,4756,5525292,561908,"Finland","FI",70,79,10,"2021-W11"
"Age80+",261515,20543,5525292,312406,"Finland","FI",80,100,21,"2021-W11"
"Age<18",2052,371,67320216,14540168,"France","FR",0,17,18,"2021-W11"
"Age18_24",73497,12639,67320216,5444270,"France","FR",18,24,7,"2021-W11"
"Age25_49",713597,230842,67320216,20684932,"France","FR",25,49,25,"2021-W11"
"Age50_59",901017,328709,67320216,8805539,"France","FR",50,59,10,"2021-W11"
"Age60_69",1033937,238030,67320216,8007585,"France","FR",60,69,10,"2021-W11"
"Age70_79",1790246,672917,67320216,5692912,"France","FR",70,79,10,"2021-W11"
"Age80+",1905935,962404,67320216,4144810,"France","FR",80,100,21,"2021-W11"
"Age<18",102,38,4058165,697325,"Croatia","HR",0,17,18,"2021-W11"
"Age18_24",3340,1597,4058165,321108,"Croatia","HR",18,24,7,"2021-W11"
"Age25_49",44283,26261,4058165,1319478,"Croatia","HR",25,49,25,"2021-W11"
"Age50_59",36630,17781,4058165,570899,"Croatia","HR",50,59,10,"2021-W11"
"Age60_69",68170,15282,4058165,562891,"Croatia","HR",60,69,10,"2021-W11"
"Age70_79",102105,13747,4058165,364156,"Croatia","HR",70,79,10,"2021-W11"
"Age80+",76638,18189,4058165,222308,"Croatia","HR",80,100,21,"2021-W11"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2021-W11"
"Age18_24",25442,14588,9769526,741094,"Hungary","HU",18,24,7,"2021-W11"
"Age25_49",234211,113625,9769526,3490565,"Hungary","HU",25,49,25,"2021-W11"
"Age50_59",210090,90193,9769526,1235206,"Hungary","HU",50,59,10,"2021-W11"
"Age60_69",415152,59107,9769526,1295058,"Hungary","HU",60,69,10,"2021-W11"
"Age70_79",475760,66202,9769526,859765,"Hungary","HU",70,79,10,"2021-W11"
"Age80+",247912,128622,9769526,438790,"Hungary","HU",80,100,21,"2021-W11"
"Age<18",110,55,4964440,1201635,"Ireland","IE",0,17,18,"2021-W11"
"Age18_24",22146,9030,4964440,433572,"Ireland","IE",18,24,7,"2021-W11"
"Age25_49",160966,84608,4964440,1749671,"Ireland","IE",25,49,25,"2021-W11"
"Age50_59",69192,35410,4964440,606007,"Ireland","IE",50,59,10,"2021-W11"
"Age60_69",40415,19298,4964440,480682,"Ireland","IE",60,69,10,"2021-W11"
"Age70_79",53060,9408,4964440,322167,"Ireland","IE",70,79,10,"2021-W11"
"Age80+",167841,34901,4964440,170706,"Ireland","IE",80,100,21,"2021-W11"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2021-W11"
"Age18_24",2220,357,364134,34868,"Iceland","IS",18,24,7,"2021-W11"
"Age25_49",8537,3516,364134,131004,"Iceland","IS",25,49,25,"2021-W11"
"Age50_59",3448,1297,364134,43992,"Iceland","IS",50,59,10,"2021-W11"
"Age60_69",3416,1667,364134,37414,"Iceland","IS",60,69,10,"2021-W11"
"Age70_79",7973,1881,364134,22890,"Iceland","IS",70,79,10,"2021-W11"
"Age80+",12337,6338,364134,12602,"Iceland","IS",80,100,21,"2021-W11"
"Age<18",962,332,59641488,9433159,"Italy","IT",0,17,18,"2021-W11"
"Age18_24",119863,75814,59641488,4121339,"Italy","IT",18,24,7,"2021-W11"
"Age25_49",1547867,811805,59641488,18920355,"Italy","IT",25,49,25,"2021-W11"
"Age50_59",976241,480152,59641488,9414195,"Italy","IT",50,59,10,"2021-W11"
"Age60_69",572521,308530,59641488,7364364,"Italy","IT",60,69,10,"2021-W11"
"Age70_79",230685,92547,59641488,5968373,"Italy","IT",70,79,10,"2021-W11"
"Age80+",1998199,749240,59641488,4419703,"Italy","IT",80,100,21,"2021-W11"
"Age<18",193,164,2794090,498821,"Lithuania","LT",0,17,18,"2021-W11"
"Age18_24",4271,3129,2794090,209209,"Lithuania","LT",18,24,7,"2021-W11"
"Age25_49",46850,33740,2794090,914337,"Lithuania","LT",25,49,25,"2021-W11"
"Age50_59",37266,28568,2794090,419039,"Lithuania","LT",50,59,10,"2021-W11"
"Age60_69",49183,23989,2794090,351248,"Lithuania","LT",60,69,10,"2021-W11"
"Age70_79",79158,11392,2794090,236890,"Lithuania","LT",70,79,10,"2021-W11"
"Age80+",60612,25384,2794090,164546,"Lithuania","LT",80,100,21,"2021-W11"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2021-W11"
"Age18_24",1111,479,626108,52409,"Luxembourg","LU",18,24,7,"2021-W11"
"Age25_49",8790,4758,626108,239349,"Luxembourg","LU",25,49,25,"2021-W11"
"Age50_59",4198,2179,626108,89549,"Luxembourg","LU",50,59,10,"2021-W11"
"Age60_69",3412,900,626108,61985,"Luxembourg","LU",60,69,10,"2021-W11"
"Age70_79",11674,820,626108,38352,"Luxembourg","LU",70,79,10,"2021-W11"
"Age80+",19476,3981,626108,24925,"Luxembourg","LU",80,100,21,"2021-W11"
"Age<18",10,4,1907675,359457,"Latvia","LV",0,17,18,"2021-W11"
"Age18_24",2122,978,1907675,119249,"Latvia","LV",18,24,7,"2021-W11"
"Age25_49",15588,8720,1907675,639712,"Latvia","LV",25,49,25,"2021-W11"
"Age50_59",9764,4834,1907675,265997,"Latvia","LV",50,59,10,"2021-W11"
"Age60_69",10441,3556,1907675,241651,"Latvia","LV",60,69,10,"2021-W11"
"Age70_79",30257,898,1907675,170557,"Latvia","LV",70,79,10,"2021-W11"
"Age80+",16602,186,1907675,111052,"Latvia","LV",80,100,21,"2021-W11"
"Age<18",0,0,514564,81948,"Malta","MT",0,17,18,"2021-W11"
"Age18_24",4734,1494,514564,42136,"Malta","MT",18,24,7,"2021-W11"
"Age25_49",43842,6629,514564,205154,"Malta","MT",25,49,25,"2021-W11"
"Age50_59",19697,5283,514564,59168,"Malta","MT",50,59,10,"2021-W11"
"Age60_69",16482,3985,514564,59551,"Malta","MT",60,69,10,"2021-W11"
"Age70_79",16321,3634,514564,44918,"Malta","MT",70,79,10,"2021-W11"
"Age80+",20310,14913,514564,21689,"Malta","MT",80,100,21,"2021-W11"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W11"
"Age18_24",14933,3707,5367580,470970,"Norway","NO",18,24,7,"2021-W11"
"Age25_49",84815,30742,5367580,1825133,"Norway","NO",25,49,25,"2021-W11"
"Age50_59",53565,17567,5367580,703830,"Norway","NO",50,59,10,"2021-W11"
"Age60_69",32640,11791,5367580,582495,"Norway","NO",60,69,10,"2021-W11"
"Age70_79",77918,35716,5367580,435834,"Norway","NO",70,79,10,"2021-W11"
"Age80+",222438,156520,5367580,230710,"Norway","NO",80,100,21,"2021-W11"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2021-W11"
"Age18_24",87595,58447,37958138,2754264,"Poland","PL",18,24,7,"2021-W11"
"Age25_49",779874,385583,37958138,14035724,"Poland","PL",25,49,25,"2021-W11"
"Age50_59",418147,211385,37958138,4606379,"Poland","PL",50,59,10,"2021-W11"
"Age60_69",314318,161917,37958138,5179612,"Poland","PL",60,69,10,"2021-W11"
"Age70_79",907559,393130,37958138,2783163,"Poland","PL",70,79,10,"2021-W11"
"Age80+",759898,582781,37958138,1685759,"Poland","PL",80,100,21,"2021-W11"
"Age<18",266,201,10295909,1717050,"Portugal","PT",0,17,18,"2021-W11"
"Age18_24",18391,11365,10295909,775701,"Portugal","PT",18,24,7,"2021-W11"
"Age25_49",207473,137634,10295909,3360653,"Portugal","PT",25,49,25,"2021-W11"
"Age50_59",137128,60551,10295909,1485319,"Portugal","PT",50,59,10,"2021-W11"
"Age60_69",111800,36892,10295909,1299674,"Portugal","PT",60,69,10,"2021-W11"
"Age70_79",67206,28368,10295909,981649,"Portugal","PT",70,79,10,"2021-W11"
"Age80+",417119,207599,10295909,675863,"Portugal","PT",80,100,21,"2021-W11"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2021-W11"
"Age18_24",33028,11694,10327589,810921,"Sweden","SE",18,24,7,"2021-W11"
"Age25_49",222570,92068,10327589,3404540,"Sweden","SE",25,49,25,"2021-W11"
"Age50_59",124798,57897,10327589,1297863,"Sweden","SE",50,59,10,"2021-W11"
"Age60_69",97926,48849,10327589,1108438,"Sweden","SE",60,69,10,"2021-W11"
"Age70_79",148856,60880,10327589,989013,"Sweden","SE",70,79,10,"2021-W11"
"Age80+",386458,163202,10327589,536306,"Sweden","SE",80,100,21,"2021-W11"
"Age<18",83,59,2095861,371395,"Slovenia","SI",0,17,18,"2021-W11"
"Age18_24",3319,1295,2095861,141225,"Slovenia","SI",18,24,7,"2021-W11"
"Age25_49",33866,17706,2095861,711365,"Slovenia","SI",25,49,25,"2021-W11"
"Age50_59",27087,10232,2095861,303125,"Slovenia","SI",50,59,10,"2021-W11"
"Age60_69",23539,4791,2095861,278944,"Slovenia","SI",60,69,10,"2021-W11"
"Age70_79",37866,18428,2095861,175640,"Slovenia","SI",70,79,10,"2021-W11"
"Age80+",62302,53369,2095861,114167,"Slovenia","SI",80,100,21,"2021-W11"
"Age<18",0,0,5457873,1019976,"Slovakia","SK",0,17,18,"2021-W11"
"Age18_24",17501,10767,5457873,398739,"Slovakia","SK",18,24,7,"2021-W11"
"Age25_49",159438,71495,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W11"
"Age50_59",72770,35892,5457873,704900,"Slovakia","SK",50,59,10,"2021-W11"
"Age60_69",111839,28940,5457873,689318,"Slovakia","SK",60,69,10,"2021-W11"
"Age70_79",119531,51780,5457873,391090,"Slovakia","SK",70,79,10,"2021-W11"
"Age80+",56053,42150,5457873,184680,"Slovakia","SK",80,100,21,"2021-W11"
"Age<18",1369,262,8901064,1542621,"Austria","AT",0,17,18,"2021-W12"
"Age18_24",44966,9500,8901064,696064,"Austria","AT",18,24,7,"2021-W12"
"Age25_49",314580,93676,8901064,3006228,"Austria","AT",25,49,25,"2021-W12"
"Age50_59",198649,64673,8901064,1396889,"Austria","AT",50,59,10,"2021-W12"
"Age60_69",135940,36454,8901064,1016016,"Austria","AT",60,69,10,"2021-W12"
"Age70_79",146190,30960,8901064,769199,"Austria","AT",70,79,10,"2021-W12"
"Age80+",340585,199515,8901064,474047,"Austria","AT",80,100,21,"2021-W12"
"Age<18",2810,2092,11522440,2320244,"Belgium","BE",0,17,18,"2021-W12"
"Age18_24",65141,30953,11522440,930629,"Belgium","BE",18,24,7,"2021-W12"
"Age25_49",392550,192972,11522440,3751281,"Belgium","BE",25,49,25,"2021-W12"
"Age50_59",193427,100189,11522440,1591660,"Belgium","BE",50,59,10,"2021-W12"
"Age60_69",140830,57474,11522440,1347513,"Belgium","BE",60,69,10,"2021-W12"
"Age70_79",171162,37827,11522440,924351,"Belgium","BE",70,79,10,"2021-W12"
"Age80+",338768,118203,11522440,656762,"Belgium","BE",80,100,21,"2021-W12"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W12"
"Age18_24",6769,1247,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W12"
"Age25_49",102203,28422,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W12"
