"TargetGroup","FirstDose","SecondDose","DoseAdditional1","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age70_79",7014,3166,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W07"
"Age80+",14817,4327,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W07"
"Age10_14",0,0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W07"
"Age15_17",3,0,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W07"
"Age18_24",630,136,0,626108,52409,"Luxembourg","LU",18,24,7,"2021-W07"
"Age25_49",6835,2434,0,626108,239349,"Luxembourg","LU",25,49,25,"2021-W07"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W07"
"Age50_59",3125,1202,0,626108,89549,"Luxembourg","LU",50,59,10,"2021-W07"
"Age60_69",1212,428,1,626108,61985,"Luxembourg","LU",60,69,10,"2021-W07"
"Age70_79",805,193,0,626108,38352,"Luxembourg","LU",70,79,10,"2021-W07"
"Age80+",4253,838,0,626108,24925,"Luxembourg","LU",80,100,21,"2021-W07"
"Age10_14",0,0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W07"
"Age15_17",6,2,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W07"
"Age18_24",1393,878,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W07"
"Age25_49",11672,7866,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W07"
"Age50_59",6898,4306,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W07"
"Age60_69",5512,3139,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W07"
"Age70_79",2481,651,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W07"
"Age80+",1583,92,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W07"
"Age<18",12,2,0,514564,81948,"Malta","MT",0,17,18,"2021-W07"
"Age18_24",1617,573,0,514564,42136,"Malta","MT",18,24,7,"2021-W07"
"Age25_49",16271,6397,0,514564,205154,"Malta","MT",25,49,25,"2021-W07"
"Age50_59",5989,3375,0,514564,59168,"Malta","MT",50,59,10,"2021-W07"
"Age60_69",3429,1519,0,514564,59551,"Malta","MT",60,69,10,"2021-W07"
"Age70_79",2396,905,0,514564,44918,"Malta","MT",70,79,10,"2021-W07"
"Age80+",16456,7555,0,514564,21689,"Malta","MT",80,100,21,"2021-W07"
"Age<18",72,13,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W07"
"Age18_24",5240,1808,0,5367580,470970,"Norway","NO",18,24,7,"2021-W07"
"Age25_49",52648,22632,0,5367580,1825133,"Norway","NO",25,49,25,"2021-W07"
"Age50_59",22325,8877,0,5367580,703830,"Norway","NO",50,59,10,"2021-W07"
"Age60_69",15036,6895,0,5367580,582495,"Norway","NO",60,69,10,"2021-W07"
"Age70_79",38838,9108,0,5367580,435834,"Norway","NO",70,79,10,"2021-W07"
"Age80+",166995,56919,0,5367580,230710,"Norway","NO",80,100,21,"2021-W07"
"Age0_4",2,0,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W07"
"Age10_14",5,1,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W07"
"Age15_17",497,412,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W07"
"Age18_24",61126,46696,0,37958138,2754264,"Poland","PL",18,24,7,"2021-W07"
"Age25_49",462763,328244,2,37958138,14035724,"Poland","PL",25,49,25,"2021-W07"
"Age5_9",0,0,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W07"
"Age50_59",256714,186680,0,37958138,4606379,"Poland","PL",50,59,10,"2021-W07"
"Age60_69",160373,117742,0,37958138,5179612,"Poland","PL",60,69,10,"2021-W07"
"Age70_79",336347,61385,3,37958138,2783163,"Poland","PL",70,79,10,"2021-W07"
"Age80+",549675,206934,3,37958138,1685759,"Poland","PL",80,100,21,"2021-W07"
"Age10_14",7,1,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W07"
"Age15_17",215,89,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W07"
"Age18_24",14850,8701,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W07"
"Age25_49",170192,111812,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W07"
"Age50_59",75334,47974,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W07"
"Age60_69",50148,27690,0,10295909,1299674,"Portugal","PT",60,69,10,"2021-W07"
"Age70_79",27164,16710,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W07"
"Age80+",133288,55365,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W07"
"Age15_17",0,5,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W07"
"Age18_24",15894,6779,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W07"
"Age25_49",114294,58851,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W07"
"Age50_59",69273,37170,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W07"
"Age60_69",52187,28425,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W07"
"Age70_79",57593,31357,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W07"
"Age80+",153152,89812,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W07"
"Age<18",16,11,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W07"
"Age18_24",2027,808,0,2095861,141225,"Slovenia","SI",18,24,7,"2021-W07"
"Age25_49",20031,15595,0,2095861,711365,"Slovenia","SI",25,49,25,"2021-W07"
"Age50_59",11635,9249,0,2095861,303125,"Slovenia","SI",50,59,10,"2021-W07"
"Age60_69",6809,4848,0,2095861,278944,"Slovenia","SI",60,69,10,"2021-W07"
"Age70_79",6231,3095,0,2095861,175640,"Slovenia","SI",70,79,10,"2021-W07"
"Age80+",50601,19216,0,2095861,114167,"Slovenia","SI",80,100,21,"2021-W07"
"Age10_14",3,0,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W07"
"Age15_17",11,7,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W07"
"Age18_24",9410,4523,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W07"
"Age25_49",91107,47590,1,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W07"
"Age50_59",43103,23060,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W07"
"Age60_69",31466,15226,0,5457873,689318,"Slovakia","SK",60,69,10,"2021-W07"
"Age70_79",47773,4255,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W07"
"Age80+",51318,1635,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W07"
"Age0_4",7,2,0,8901064,435835,"Austria","AT",0,4,5,"2021-W08"
"Age10_14",16,7,0,8901064,421998,"Austria","AT",10,14,5,"2021-W08"
"Age15_17",267,149,0,8901064,259561,"Austria","AT",15,17,3,"2021-W08"
"Age18_24",20686,7888,0,8901064,696064,"Austria","AT",18,24,7,"2021-W08"
"Age25_49",145196,79153,10,8901064,3006228,"Austria","AT",25,49,25,"2021-W08"
"Age5_9",4,1,0,8901064,425227,"Austria","AT",5,9,5,"2021-W08"
"Age50_59",90471,52885,7,8901064,1396889,"Austria","AT",50,59,10,"2021-W08"
"Age60_69",43102,25730,9,8901064,1016016,"Austria","AT",60,69,10,"2021-W08"
"Age70_79",27501,18786,12,8901064,769199,"Austria","AT",70,79,10,"2021-W08"
"Age80+",132073,67035,17,8901064,474047,"Austria","AT",80,100,21,"2021-W08"
"Age<18",1951,1659,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W08"
"Age18_24",29744,16062,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W08"
"Age25_49",202438,101736,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W08"
"Age50_59",98014,52196,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W08"
"Age60_69",49627,32641,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W08"
"Age70_79",34532,29363,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W08"
"Age80+",115980,108097,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W08"
"Age<18",0,0,0,6951482,0,"Bulgaria","BG",0,17,18,"2021-W08"
"Age18_24",3050,379,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W08"
"Age25_49",54738,11560,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W08"
"Age50_59",43558,11581,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W08"
"Age60_69",42434,10071,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W08"
"Age70_79",23833,2823,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W08"
"Age80+",6987,956,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W08"
"Age<18",0,0,0,888005,0,"Cyprus","CY",0,17,18,"2021-W08"
"Age18_24",357,130,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W08"
"Age25_49",3979,3187,0,888005,330295,"Cyprus","CY",25,49,25,"2021-W08"
"Age50_59",1959,1557,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W08"
"Age60_69",1854,1302,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W08"
"Age70_79",20507,974,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W08"
"Age80+",24195,15390,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W08"
"Age10_14",2,1,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W08"
"Age15_17",144,61,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W08"
"Age18_24",7194,4632,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W08"
"Age25_49",106473,74981,0,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W08"
"Age50_59",54489,38135,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W08"
"Age60_69",38694,26056,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W08"
"Age70_79",27932,15381,0,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W08"
"Age80+",189956,86183,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W08"
"Age10_14",3,0,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W08"
"Age15_17",123,35,0,5822763,203020,"Denmark","DK",15,17,3,"2021-W08"
"Age18_24",11508,3870,0,5822763,522153,"Denmark","DK",18,24,7,"2021-W08"
"Age25_49",107607,51878,2,5822763,1843666,"Denmark","DK",25,49,25,"2021-W08"
"Age50_59",64797,30852,2,5822763,800444,"Denmark","DK",50,59,10,"2021-W08"
"Age60_69",56451,27444,0,5822763,663646,"Denmark","DK",60,69,10,"2021-W08"
"Age70_79",42048,20099,2,5822763,564390,"Denmark","DK",70,79,10,"2021-W08"
"Age80+",126020,38652,3,5822763,272326,"Denmark","DK",80,100,21,"2021-W08"
"Age<18",0,0,0,1328976,0,"Estonia","EE",0,17,18,"2021-W08"
"Age18_24",2520,1284,0,1328976,87626,"Estonia","EE",18,24,7,"2021-W08"
"Age25_49",22667,11454,3,1328976,460829,"Estonia","EE",25,49,25,"2021-W08"
"Age50_59",13965,6855,4,1328976,171453,"Estonia","EE",50,59,10,"2021-W08"
"Age60_69",12510,6057,3,1328976,163237,"Estonia","EE",60,69,10,"2021-W08"
"Age70_79",8940,3414,2,1328976,111342,"Estonia","EE",70,79,10,"2021-W08"
"Age80+",17933,5335,3,1328976,77445,"Estonia","EE",80,100,21,"2021-W08"
"Age0_4",0,0,0,10718565,461955,"Greece","EL",0,4,5,"2021-W08"
"Age10_14",0,0,0,10718565,553606,"Greece","EL",10,14,5,"2021-W08"
"Age15_17",7,1,0,10718565,326859,"Greece","EL",15,17,3,"2021-W08"
"Age18_24",3208,1703,0,10718565,782452,"Greece","EL",18,24,7,"2021-W08"
"Age25_49",92818,68604,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W08"
"Age5_9",1,1,0,10718565,511958,"Greece","EL",5,9,5,"2021-W08"
"Age50_59",50470,40893,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W08"
"Age60_69",107147,16479,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W08"
"Age70_79",47792,4754,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W08"
"Age80+",276476,183230,0,10718565,773240,"Greece","EL",80,100,21,"2021-W08"
"Age0_4",18,7,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W08"
"Age10_14",74,17,0,47332614,2535060,"Spain","ES",10,14,5,"2021-W08"
"Age15_17",738,210,3,47332614,1448603,"Spain","ES",15,17,3,"2021-W08"
"Age18_24",90362,39670,272,47332614,3303575,"Spain","ES",18,24,7,"2021-W08"
"Age25_49",1019719,524900,3080,47332614,16481919,"Spain","ES",25,49,25,"2021-W08"
"Age5_9",30,8,0,47332614,2330208,"Spain","ES",5,9,5,"2021-W08"
"Age50_59",480387,283467,978,47332614,7035203,"Spain","ES",50,59,10,"2021-W08"
"Age60_69",243571,161319,307,47332614,5350604,"Spain","ES",60,69,10,"2021-W08"
"Age70_79",86032,50755,7,47332614,3984504,"Spain","ES",70,79,10,"2021-W08"
"Age80+",726777,229876,12,47332614,2851053,"Spain","ES",80,100,21,"2021-W08"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W08"
"Age10_14",0,0,0,5525292,308825,"Finland","FI",10,14,5,"2021-W08"
"Age15_17",228,56,0,5525292,178021,"Finland","FI",15,17,3,"2021-W08"
"Age18_24",7460,2600,0,5525292,432594,"Finland","FI",18,24,7,"2021-W08"
"Age25_49",68810,34079,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W08"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W08"
"Age50_59",42516,16135,0,5525292,724665,"Finland","FI",50,59,10,"2021-W08"
"Age60_69",53150,8546,0,5525292,716579,"Finland","FI",60,69,10,"2021-W08"
"Age70_79",41229,4252,0,5525292,561908,"Finland","FI",70,79,10,"2021-W08"
"Age80+",170900,16934,0,5525292,312406,"Finland","FI",80,100,21,"2021-W08"
"Age<18",1185,174,0,67320216,14540168,"France","FR",0,17,18,"2021-W08"
"Age18_24",36731,8223,0,67320216,5444270,"France","FR",18,24,7,"2021-W08"
"Age25_49",406200,166604,0,67320216,20684932,"France","FR",25,49,25,"2021-W08"
"Age50_59",455025,269286,0,67320216,8805539,"France","FR",50,59,10,"2021-W08"
"Age60_69",339640,169334,0,67320216,8007585,"France","FR",60,69,10,"2021-W08"
"Age70_79",782290,384920,0,67320216,5692912,"France","FR",70,79,10,"2021-W08"
"Age80+",1119124,596985,0,67320216,4144810,"France","FR",80,100,21,"2021-W08"
"Age0_4",1,0,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W08"
"Age10_14",4,5,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W08"
"Age15_17",53,23,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W08"
"Age18_24",2242,1216,0,4058165,321108,"Croatia","HR",18,24,7,"2021-W08"
"Age25_49",34276,21100,1,4058165,1319478,"Croatia","HR",25,49,25,"2021-W08"
"Age5_9",1,1,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W08"
"Age50_59",24790,13787,0,4058165,570899,"Croatia","HR",50,59,10,"2021-W08"
"Age60_69",30348,10201,0,4058165,562891,"Croatia","HR",60,69,10,"2021-W08"
"Age70_79",39060,7723,0,4058165,364156,"Croatia","HR",70,79,10,"2021-W08"
"Age80+",48868,11644,0,4058165,222308,"Croatia","HR",80,100,21,"2021-W08"
"Age<18",0,0,0,9769526,0,"Hungary","HU",0,17,18,"2021-W08"
"Age18_24",16449,12247,0,9769526,741094,"Hungary","HU",18,24,7,"2021-W08"
"Age25_49",135959,93486,0,9769526,3490565,"Hungary","HU",25,49,25,"2021-W08"
"Age50_59",123002,53536,0,9769526,1235206,"Hungary","HU",50,59,10,"2021-W08"
"Age60_69",123666,35940,0,9769526,1295058,"Hungary","HU",60,69,10,"2021-W08"
"Age70_79",143562,20072,0,9769526,859765,"Hungary","HU",70,79,10,"2021-W08"
"Age80+",151823,44928,0,9769526,438790,"Hungary","HU",80,100,21,"2021-W08"
"Age0_4",1,0,0,4964440,311481,"Ireland","IE",0,4,5,"2021-W08"
"Age10_14",7,9,0,4964440,348422,"Ireland","IE",10,14,5,"2021-W08"
"Age15_17",61,38,6,4964440,195570,"Ireland","IE",15,17,3,"2021-W08"
"Age18_24",15177,7366,37,4964440,433572,"Ireland","IE",18,24,7,"2021-W08"
"Age25_49",127660,75132,84,4964440,1749671,"Ireland","IE",25,49,25,"2021-W08"
"Age5_9",4,1,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W08"
"Age50_59",54201,31127,27,4964440,606007,"Ireland","IE",50,59,10,"2021-W08"
"Age60_69",29767,16649,13,4964440,480682,"Ireland","IE",60,69,10,"2021-W08"
"Age70_79",13918,6713,10,4964440,322167,"Ireland","IE",70,79,10,"2021-W08"
"Age80+",74449,16336,9,4964440,170706,"Ireland","IE",80,100,21,"2021-W08"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W08"
"Age10_14",1,0,0,364134,23630,"Iceland","IS",10,14,5,"2021-W08"
"Age15_17",16,11,0,364134,13145,"Iceland","IS",15,17,3,"2021-W08"
"Age18_24",1480,245,0,364134,34868,"Iceland","IS",18,24,7,"2021-W08"
"Age25_49",6224,3077,0,364134,131004,"Iceland","IS",25,49,25,"2021-W08"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W08"
"Age50_59",2401,1084,0,364134,43992,"Iceland","IS",50,59,10,"2021-W08"
"Age60_69",2377,1232,0,364134,37414,"Iceland","IS",60,69,10,"2021-W08"
"Age70_79",1830,1444,0,364134,22890,"Iceland","IS",70,79,10,"2021-W08"
"Age80+",6845,5593,0,364134,12602,"Iceland","IS",80,100,21,"2021-W08"
"Age<18",397,184,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W08"
"Age18_24",85223,44453,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W08"
"Age25_49",1025275,590704,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W08"
"Age50_59",597839,364309,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W08"
"Age60_69",336493,226909,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W08"
"Age70_79",96594,54806,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W08"
"Age80+",824796,141278,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W08"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W08"
"Age10_14",1,0,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W08"
"Age15_17",182,145,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W08"
"Age18_24",3774,2440,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W08"
"Age25_49",43557,27248,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W08"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W08"
"Age50_59",34147,19926,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W08"
"Age60_69",27059,14144,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W08"
"Age70_79",19293,3320,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W08"
"Age80+",38350,4752,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W08"
"Age10_14",0,0,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W08"
"Age15_17",8,1,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W08"
"Age18_24",722,197,0,626108,52409,"Luxembourg","LU",18,24,7,"2021-W08"
"Age25_49",7630,3200,0,626108,239349,"Luxembourg","LU",25,49,25,"2021-W08"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W08"
"Age50_59",3493,1564,0,626108,89549,"Luxembourg","LU",50,59,10,"2021-W08"
"Age60_69",1343,611,1,626108,61985,"Luxembourg","LU",60,69,10,"2021-W08"
"Age70_79",863,367,0,626108,38352,"Luxembourg","LU",70,79,10,"2021-W08"
"Age80+",5843,1457,0,626108,24925,"Luxembourg","LU",80,100,21,"2021-W08"
"Age10_14",0,0,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W08"
"Age15_17",7,2,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W08"
"Age18_24",1791,890,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W08"
"Age25_49",13393,7980,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W08"
"Age50_59",8016,4373,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W08"
"Age60_69",6951,3181,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W08"
"Age70_79",10351,660,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W08"
"Age80+",5649,95,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W08"
"Age<18",53,2,0,514564,81948,"Malta","MT",0,17,18,"2021-W08"
"Age18_24",3057,720,0,514564,42136,"Malta","MT",18,24,7,"2021-W08"
"Age25_49",26070,8126,0,514564,205154,"Malta","MT",25,49,25,"2021-W08"
"Age50_59",8503,4079,0,514564,59168,"Malta","MT",50,59,10,"2021-W08"
"Age60_69",5519,1940,0,514564,59551,"Malta","MT",60,69,10,"2021-W08"
"Age70_79",4202,1176,0,514564,44918,"Malta","MT",70,79,10,"2021-W08"
"Age80+",17378,10608,0,514564,21689,"Malta","MT",80,100,21,"2021-W08"
"Age<18",101,15,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W08"
"Age18_24",8943,2573,0,5367580,470970,"Norway","NO",18,24,7,"2021-W08"
"Age25_49",72631,29622,0,5367580,1825133,"Norway","NO",25,49,25,"2021-W08"
"Age50_59",31945,12284,0,5367580,703830,"Norway","NO",50,59,10,"2021-W08"
"Age60_69",19220,9124,0,5367580,582495,"Norway","NO",60,69,10,"2021-W08"
"Age70_79",40152,15425,0,5367580,435834,"Norway","NO",70,79,10,"2021-W08"
"Age80+",168885,103752,0,5367580,230710,"Norway","NO",80,100,21,"2021-W08"
"Age0_4",2,2,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W08"
"Age10_14",5,3,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W08"
"Age15_17",510,438,0,37958138,1051166,"Poland","PL",15,17,3,"2021-W08"
"Age18_24",64007,52287,0,37958138,2754264,"Poland","PL",18,24,7,"2021-W08"
"Age25_49",561666,352014,2,37958138,14035724,"Poland","PL",25,49,25,"2021-W08"
"Age5_9",0,0,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W08"
"Age50_59",314022,197001,0,37958138,4606379,"Poland","PL",50,59,10,"2021-W08"
"Age60_69",186970,129100,0,37958138,5179612,"Poland","PL",60,69,10,"2021-W08"
"Age70_79",453597,121144,3,37958138,2783163,"Poland","PL",70,79,10,"2021-W08"
"Age80+",609909,352125,4,37958138,1685759,"Poland","PL",80,100,21,"2021-W08"
"Age10_14",7,1,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W08"
"Age15_17",241,122,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W08"
"Age18_24",16201,9418,0,10295909,775701,"Portugal","PT",18,24,7,"2021-W08"
"Age25_49",182074,119243,0,10295909,3360653,"Portugal","PT",25,49,25,"2021-W08"
"Age50_59",103240,51668,0,10295909,1485319,"Portugal","PT",50,59,10,"2021-W08"
"Age60_69",78471,29907,0,10295909,1299674,"Portugal","PT",60,69,10,"2021-W08"
"Age70_79",32838,18362,0,10295909,981649,"Portugal","PT",70,79,10,"2021-W08"
"Age80+",235965,60611,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W08"
"Age15_17",12,5,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W08"
"Age18_24",20384,9267,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W08"
"Age25_49",139178,75339,0,10327589,3404540,"Sweden","SE",25,49,25,"2021-W08"
"Age50_59",82992,47176,0,10327589,1297863,"Sweden","SE",50,59,10,"2021-W08"
"Age60_69",62610,35644,0,10327589,1108438,"Sweden","SE",60,69,10,"2021-W08"
"Age70_79",70021,37072,0,10327589,989013,"Sweden","SE",70,79,10,"2021-W08"
"Age80+",189029,103004,0,10327589,536306,"Sweden","SE",80,100,21,"2021-W08"
"Age<18",31,12,0,2095861,371395,"Slovenia","SI",0,17,18,"2021-W08"
"Age18_24",2210,844,0,2095861,141225,"Slovenia","SI",18,24,7,"2021-W08"
"Age25_49",21565,15938,0,2095861,711365,"Slovenia","SI",25,49,25,"2021-W08"
"Age50_59",13562,9400,0,2095861,303125,"Slovenia","SI",50,59,10,"2021-W08"
"Age60_69",10116,4928,0,2095861,278944,"Slovenia","SI",60,69,10,"2021-W08"
"Age70_79",16183,3140,0,2095861,175640,"Slovenia","SI",70,79,10,"2021-W08"
"Age80+",61492,19517,0,2095861,114167,"Slovenia","SI",80,100,21,"2021-W08"
"Age10_14",3,0,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W08"
"Age15_17",14,9,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W08"
"Age18_24",10625,6193,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W08"
"Age25_49",110873,56557,1,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W08"
"Age50_59",49894,27140,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W08"
"Age60_69",34003,18857,0,5457873,689318,"Slovakia","SK",60,69,10,"2021-W08"
"Age70_79",52000,10374,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W08"
"Age80+",55078,15501,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W08"
"Age0_4",7,2,0,8901064,435835,"Austria","AT",0,4,5,"2021-W09"
"Age10_14",21,7,0,8901064,421998,"Austria","AT",10,14,5,"2021-W09"
"Age15_17",320,163,0,8901064,259561,"Austria","AT",15,17,3,"2021-W09"
"Age18_24",26179,8442,0,8901064,696064,"Austria","AT",18,24,7,"2021-W09"
"Age25_49",177700,83591,11,8901064,3006228,"Austria","AT",25,49,25,"2021-W09"
"Age5_9",6,1,0,8901064,425227,"Austria","AT",5,9,5,"2021-W09"
"Age50_59",111045,55784,7,8901064,1396889,"Austria","AT",50,59,10,"2021-W09"
"Age60_69",54614,27327,10,8901064,1016016,"Austria","AT",60,69,10,"2021-W09"
"Age70_79",35627,20009,12,8901064,769199,"Austria","AT",70,79,10,"2021-W09"
"Age80+",208280,71460,18,8901064,474047,"Austria","AT",80,100,21,"2021-W09"
"Age<18",2220,1730,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W09"
"Age18_24",41064,18000,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W09"
"Age25_49",274045,117426,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W09"
"Age50_59",129630,60050,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W09"
"Age60_69",62675,36602,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W09"
"Age70_79",40614,30559,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W09"
"Age80+",123343,110112,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W09"
"Age<18",0,0,0,6951482,0,"Bulgaria","BG",0,17,18,"2021-W09"
"Age18_24",4086,490,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W09"
"Age25_49",68738,15818,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W09"
"Age50_59",54592,15780,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W09"
"Age60_69",59922,13118,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W09"
"Age70_79",39563,3529,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W09"
"Age80+",11130,1303,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W09"
