"TargetGroup","FirstDose","SecondDose","DoseAdditional1","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age70_79",146773,136079,24,2095861,175640,"Slovenia","SI",70,79,10,"2021-W34"
"Age80+",92892,85855,32,2095861,114167,"Slovenia","SI",80,100,21,"2021-W34"
"Age10_14",19531,13360,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W34"
"Age15_17",41733,33438,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W34"
"Age18_24",162288,139324,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W34"
"Age25_49",919205,833068,3,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W34"
"Age50_59",384950,358171,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W34"
"Age60_69",436652,419180,0,5457873,689318,"Slovakia","SK",60,69,10,"2021-W34"
"Age70_79",295122,286385,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W34"
"Age80+",114599,110011,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W34"
"Age0_4",139,19,0,8901064,435835,"Austria","AT",0,4,5,"2021-W35"
"Age10_14",66652,51195,8,8901064,421998,"Austria","AT",10,14,5,"2021-W35"
"Age15_17",123668,104651,21,8901064,259561,"Austria","AT",15,17,3,"2021-W35"
"Age18_24",409636,332374,148,8901064,696064,"Austria","AT",18,24,7,"2021-W35"
"Age25_49",1941189,1687399,1221,8901064,3006228,"Austria","AT",25,49,25,"2021-W35"
"Age5_9",159,36,2,8901064,425227,"Austria","AT",5,9,5,"2021-W35"
"Age50_59",1057029,964520,1010,8901064,1396889,"Austria","AT",50,59,10,"2021-W35"
"Age60_69",874170,825489,1316,8901064,1016016,"Austria","AT",60,69,10,"2021-W35"
"Age70_79",640859,612663,1255,8901064,769199,"Austria","AT",70,79,10,"2021-W35"
"Age80+",479098,456902,1455,8901064,474047,"Austria","AT",80,100,21,"2021-W35"
"Age<18",582348,488969,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W35"
"Age18_24",705480,615913,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W35"
"Age25_49",3031180,2773392,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W35"
"Age50_59",1429367,1340698,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W35"
"Age60_69",1259536,1225001,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W35"
"Age70_79",888939,868792,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W35"
"Age80+",597682,568112,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W35"
"Age<18",7830,5273,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W35"
"Age18_24",49652,32535,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W35"
"Age25_49",430967,312596,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W35"
"Age50_59",241565,193380,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W35"
"Age60_69",282110,244237,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W35"
"Age70_79",222761,199578,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W35"
"Age80+",69056,61717,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W35"
"Age10_14",4862,1709,0,888005,46307,"Cyprus","CY",10,14,5,"2021-W35"
"Age15_17",9601,6974,0,888005,28169,"Cyprus","CY",15,17,3,"2021-W35"
"Age18_24",47823,40532,2,888005,84850,"Cyprus","CY",18,24,7,"2021-W35"
"Age25_49",245862,219402,5,888005,330295,"Cyprus","CY",25,49,25,"2021-W35"
"Age50_59",88426,81733,9,888005,107634,"Cyprus","CY",50,59,10,"2021-W35"
"Age60_69",83701,80474,12,888005,94714,"Cyprus","CY",60,69,10,"2021-W35"
"Age70_79",63692,61931,27,888005,66429,"Cyprus","CY",70,79,10,"2021-W35"
"Age80+",31468,31236,79,888005,33530,"Cyprus","CY",80,100,21,"2021-W35"
"Age10_14",93376,70550,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W35"
"Age15_17",135799,116815,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W35"
"Age18_24",355584,313149,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W35"
"Age25_49",2155988,2001873,2,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W35"
"Age50_59",956354,903923,4,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W35"
"Age60_69",993933,939948,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W35"
"Age70_79",908557,871068,1,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W35"
"Age80+",394279,378143,1,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W35"
"Age0_4",12,2,0,5822763,307888,"Denmark","DK",0,4,5,"2021-W35"
"Age10_14",108147,79430,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W35"
"Age15_17",164820,148374,3,5822763,203020,"Denmark","DK",15,17,3,"2021-W35"
"Age18_24",409872,384196,70,5822763,522153,"Denmark","DK",18,24,7,"2021-W35"
"Age25_49",1489350,1359657,356,5822763,1843666,"Denmark","DK",25,49,25,"2021-W35"
"Age5_9",6,2,0,5822763,306601,"Denmark","DK",5,9,5,"2021-W35"
"Age50_59",744366,736134,155,5822763,800444,"Denmark","DK",50,59,10,"2021-W35"
"Age60_69",642018,638668,106,5822763,663646,"Denmark","DK",60,69,10,"2021-W35"
"Age70_79",563780,562301,65,5822763,564390,"Denmark","DK",70,79,10,"2021-W35"
"Age80+",282367,281351,42,5822763,272326,"Denmark","DK",80,100,21,"2021-W35"
"Age<18",34557,21376,7,1328976,257044,"Estonia","EE",0,17,18,"2021-W35"
"Age18_24",52210,34248,39,1328976,87626,"Estonia","EE",18,24,7,"2021-W35"
"Age25_49",272502,200560,367,1328976,460829,"Estonia","EE",25,49,25,"2021-W35"
"Age50_59",117153,96679,252,1328976,171453,"Estonia","EE",50,59,10,"2021-W35"
"Age60_69",115517,101361,235,1328976,163237,"Estonia","EE",60,69,10,"2021-W35"
"Age70_79",84383,78184,107,1328976,111342,"Estonia","EE",70,79,10,"2021-W35"
"Age80+",50987,46808,67,1328976,77445,"Estonia","EE",80,100,21,"2021-W35"
"Age0_4",8,4,0,10718565,461955,"Greece","EL",0,4,5,"2021-W35"
"Age10_14",35509,9930,0,10718565,553606,"Greece","EL",10,14,5,"2021-W35"
"Age15_17",72838,37566,0,10718565,326859,"Greece","EL",15,17,3,"2021-W35"
"Age18_24",384376,242844,0,10718565,782452,"Greece","EL",18,24,7,"2021-W35"
"Age25_49",2143572,1772430,0,10718565,3497414,"Greece","EL",25,49,25,"2021-W35"
"Age5_9",6,5,0,10718565,511958,"Greece","EL",5,9,5,"2021-W35"
"Age50_59",1111270,1015175,0,10718565,1515472,"Greece","EL",50,59,10,"2021-W35"
"Age60_69",1024049,976379,0,10718565,1291651,"Greece","EL",60,69,10,"2021-W35"
"Age70_79",823885,802207,0,10718565,1003958,"Greece","EL",70,79,10,"2021-W35"
"Age80+",566041,544169,0,10718565,773240,"Greece","EL",80,100,21,"2021-W35"
"Age0_4",501,243,0,47332614,2011885,"Spain","ES",0,4,5,"2021-W35"
"Age10_14",1026750,305291,1141,47332614,2535060,"Spain","ES",10,14,5,"2021-W35"
"Age15_17",1179720,626853,3306,47332614,1448603,"Spain","ES",15,17,3,"2021-W35"
"Age18_24",2568127,1815209,20669,47332614,3303575,"Spain","ES",18,24,7,"2021-W35"
"Age25_49",13442135,10831501,120582,47332614,16481919,"Spain","ES",25,49,25,"2021-W35"
"Age5_9",668,498,2,47332614,2330208,"Spain","ES",5,9,5,"2021-W35"
"Age50_59",6622782,5574448,37659,47332614,7035203,"Spain","ES",50,59,10,"2021-W35"
"Age60_69",5250034,4739298,3064,47332614,5350604,"Spain","ES",60,69,10,"2021-W35"
"Age70_79",3936766,3759994,1087,47332614,3984504,"Spain","ES",70,79,10,"2021-W35"
"Age80+",2934864,2881438,746,47332614,2851053,"Spain","ES",80,100,21,"2021-W35"
"Age0_4",0,0,0,5525292,255924,"Finland","FI",0,4,5,"2021-W35"
"Age10_14",114250,495,0,5525292,308825,"Finland","FI",10,14,5,"2021-W35"
"Age15_17",129773,16484,0,5525292,178021,"Finland","FI",15,17,3,"2021-W35"
"Age18_24",302310,93997,0,5525292,432594,"Finland","FI",18,24,7,"2021-W35"
"Age25_49",1324001,844349,0,5525292,1728083,"Finland","FI",25,49,25,"2021-W35"
"Age5_9",0,0,0,5525292,306287,"Finland","FI",5,9,5,"2021-W35"
"Age50_59",617378,552975,0,5525292,724665,"Finland","FI",50,59,10,"2021-W35"
"Age60_69",637836,595218,0,5525292,716579,"Finland","FI",60,69,10,"2021-W35"
"Age70_79",547699,528509,0,5525292,561908,"Finland","FI",70,79,10,"2021-W35"
"Age80+",291711,280289,0,5525292,312406,"Finland","FI",80,100,21,"2021-W35"
"Age<18",3323366,2265247,112,67320216,14540168,"France","FR",0,17,18,"2021-W35"
"Age18_24",4676031,3570003,734,67320216,5444270,"France","FR",18,24,7,"2021-W35"
"Age25_49",17265749,13738629,4589,67320216,20684932,"France","FR",25,49,25,"2021-W35"
"Age50_59",7874191,6469734,6264,67320216,8805539,"France","FR",50,59,10,"2021-W35"
"Age60_69",7161159,6151907,14487,67320216,8007585,"France","FR",60,69,10,"2021-W35"
"Age70_79",5518390,4998817,50099,67320216,5692912,"France","FR",70,79,10,"2021-W35"
"Age80+",3552575,3210630,45406,67320216,4144810,"France","FR",80,100,21,"2021-W35"
"Age0_4",74,55,0,4058165,182408,"Croatia","HR",0,4,5,"2021-W35"
"Age10_14",1605,1033,0,4058165,202389,"Croatia","HR",10,14,5,"2021-W35"
"Age15_17",8076,5819,0,4058165,115854,"Croatia","HR",15,17,3,"2021-W35"
"Age18_24",89302,69991,1,4058165,321108,"Croatia","HR",18,24,7,"2021-W35"
"Age25_49",554583,467064,47,4058165,1319478,"Croatia","HR",25,49,25,"2021-W35"
"Age5_9",19,20,0,4058165,196674,"Croatia","HR",5,9,5,"2021-W35"
"Age50_59",327145,292257,18,4058165,570899,"Croatia","HR",50,59,10,"2021-W35"
"Age60_69",393232,367050,22,4058165,562891,"Croatia","HR",60,69,10,"2021-W35"
"Age70_79",274687,262125,8,4058165,364156,"Croatia","HR",70,79,10,"2021-W35"
"Age80+",129151,122817,5,4058165,222308,"Croatia","HR",80,100,21,"2021-W35"
"Age<18",282673,220787,22,9769526,1709048,"Hungary","HU",0,17,18,"2021-W35"
"Age18_24",366770,323108,1991,9769526,741094,"Hungary","HU",18,24,7,"2021-W35"
"Age25_49",2147631,1963782,31202,9769526,3490565,"Hungary","HU",25,49,25,"2021-W35"
"Age50_59",886199,829695,33063,9769526,1235206,"Hungary","HU",50,59,10,"2021-W35"
"Age60_69",1011858,967351,122979,9769526,1295058,"Hungary","HU",60,69,10,"2021-W35"
"Age70_79",743215,721394,151767,9769526,859765,"Hungary","HU",70,79,10,"2021-W35"
"Age80+",331622,319740,63764,9769526,438790,"Hungary","HU",80,100,21,"2021-W35"
"Age0_4",3,2,0,4964440,311481,"Ireland","IE",0,4,5,"2021-W35"
"Age10_14",116332,12287,0,4964440,348422,"Ireland","IE",10,14,5,"2021-W35"
"Age15_17",135044,74079,8,4964440,195570,"Ireland","IE",15,17,3,"2021-W35"
"Age18_24",353973,242258,46,4964440,433572,"Ireland","IE",18,24,7,"2021-W35"
"Age25_49",1510059,1383721,125,4964440,1749671,"Ireland","IE",25,49,25,"2021-W35"
"Age5_9",6,2,0,4964440,346162,"Ireland","IE",5,9,5,"2021-W35"
"Age50_59",598927,520196,48,4964440,606007,"Ireland","IE",50,59,10,"2021-W35"
"Age60_69",485496,471497,38,4964440,480682,"Ireland","IE",60,69,10,"2021-W35"
"Age70_79",349523,347063,25,4964440,322167,"Ireland","IE",70,79,10,"2021-W35"
"Age80+",188111,185599,14,4964440,170706,"Ireland","IE",80,100,21,"2021-W35"
"Age0_4",0,0,0,364134,21362,"Iceland","IS",0,4,5,"2021-W35"
"Age10_14",8722,625,0,364134,23630,"Iceland","IS",10,14,5,"2021-W35"
"Age15_17",11666,8193,14,364134,13145,"Iceland","IS",15,17,3,"2021-W35"
"Age18_24",29715,16523,8260,364134,34868,"Iceland","IS",18,24,7,"2021-W35"
"Age25_49",113310,74816,23819,364134,131004,"Iceland","IS",25,49,25,"2021-W35"
"Age5_9",0,0,0,364134,23227,"Iceland","IS",5,9,5,"2021-W35"
"Age50_59",40634,36474,2599,364134,43992,"Iceland","IS",50,59,10,"2021-W35"
"Age60_69",37163,36068,566,364134,37414,"Iceland","IS",60,69,10,"2021-W35"
"Age70_79",24840,24372,1013,364134,22890,"Iceland","IS",70,79,10,"2021-W35"
"Age80+",13719,13573,3627,364134,12602,"Iceland","IS",80,100,21,"2021-W35"
"Age<18",1918078,998968,0,59641488,9433159,"Italy","IT",0,17,18,"2021-W35"
"Age18_24",3203583,2363596,0,59641488,4121339,"Italy","IT",18,24,7,"2021-W35"
"Age25_49",13730435,10995700,0,59641488,18920355,"Italy","IT",25,49,25,"2021-W35"
"Age50_59",7793436,6629051,0,59641488,9414195,"Italy","IT",50,59,10,"2021-W35"
"Age60_69",6524532,5651492,0,59641488,7364364,"Italy","IT",60,69,10,"2021-W35"
"Age70_79",5447683,5006212,0,59641488,5968373,"Italy","IT",70,79,10,"2021-W35"
"Age80+",4287589,4067033,0,59641488,4419703,"Italy","IT",80,100,21,"2021-W35"
"Age0_4",0,0,0,2794090,145590,"Lithuania","LT",0,4,5,"2021-W35"
"Age10_14",20337,14593,0,2794090,132642,"Lithuania","LT",10,14,5,"2021-W35"
"Age15_17",35529,27072,0,2794090,76077,"Lithuania","LT",15,17,3,"2021-W35"
"Age18_24",136699,101705,0,2794090,209209,"Lithuania","LT",18,24,7,"2021-W35"
"Age25_49",625525,472250,0,2794090,914337,"Lithuania","LT",25,49,25,"2021-W35"
"Age5_9",0,0,0,2794090,144512,"Lithuania","LT",5,9,5,"2021-W35"
"Age50_59",301601,239962,0,2794090,419039,"Lithuania","LT",50,59,10,"2021-W35"
"Age60_69",277838,241751,0,2794090,351248,"Lithuania","LT",60,69,10,"2021-W35"
"Age70_79",181323,166958,0,2794090,236890,"Lithuania","LT",70,79,10,"2021-W35"
"Age80+",98025,89919,0,2794090,164546,"Lithuania","LT",80,100,21,"2021-W35"
"Age10_14",10013,8013,0,626108,33101,"Luxembourg","LU",10,14,5,"2021-W35"
"Age15_17",11453,9761,0,626108,19462,"Luxembourg","LU",15,17,3,"2021-W35"
"Age18_24",30556,22179,5,626108,52409,"Luxembourg","LU",18,24,7,"2021-W35"
"Age25_49",162096,138384,107,626108,239349,"Luxembourg","LU",25,49,25,"2021-W35"
"Age5_9",0,0,0,626108,33994,"Luxembourg","LU",5,9,5,"2021-W35"
"Age50_59",72894,63915,98,626108,89549,"Luxembourg","LU",50,59,10,"2021-W35"
"Age60_69",53427,49777,112,626108,61985,"Luxembourg","LU",60,69,10,"2021-W35"
"Age70_79",34024,33121,80,626108,38352,"Luxembourg","LU",70,79,10,"2021-W35"
"Age80+",22962,22340,35,626108,24925,"Luxembourg","LU",80,100,21,"2021-W35"
"Age10_14",15900,11207,0,1907675,102501,"Latvia","LV",10,14,5,"2021-W35"
"Age15_17",22426,17744,0,1907675,54269,"Latvia","LV",15,17,3,"2021-W35"
"Age18_24",64844,47688,0,1907675,119249,"Latvia","LV",18,24,7,"2021-W35"
"Age25_49",316045,242831,0,1907675,639712,"Latvia","LV",25,49,25,"2021-W35"
"Age50_59",136230,104766,0,1907675,265997,"Latvia","LV",50,59,10,"2021-W35"
"Age60_69",131183,108597,0,1907675,241651,"Latvia","LV",60,69,10,"2021-W35"
"Age70_79",90731,79377,0,1907675,170557,"Latvia","LV",70,79,10,"2021-W35"
"Age80+",46946,40244,0,1907675,111052,"Latvia","LV",80,100,21,"2021-W35"
"Age<18",19657,18836,0,514564,81948,"Malta","MT",0,17,18,"2021-W35"
"Age18_24",33427,27340,0,514564,42136,"Malta","MT",18,24,7,"2021-W35"
"Age25_49",182480,157645,0,514564,205154,"Malta","MT",25,49,25,"2021-W35"
"Age50_59",52481,49558,0,514564,59168,"Malta","MT",50,59,10,"2021-W35"
"Age60_69",56835,54849,0,514564,59551,"Malta","MT",60,69,10,"2021-W35"
"Age70_79",47434,46528,0,514564,44918,"Malta","MT",70,79,10,"2021-W35"
"Age80+",22555,22290,0,514564,21689,"Malta","MT",80,100,21,"2021-W35"
"Age<18",78349,15122,0,5367580,1118608,"Norway","NO",0,17,18,"2021-W35"
"Age18_24",402034,293685,61,5367580,470970,"Norway","NO",18,24,7,"2021-W35"
"Age25_49",1546594,1176499,547,5367580,1825133,"Norway","NO",25,49,25,"2021-W35"
"Age50_59",667959,621081,409,5367580,703830,"Norway","NO",50,59,10,"2021-W35"
"Age60_69",564068,547881,327,5367580,582495,"Norway","NO",60,69,10,"2021-W35"
"Age70_79",441486,436376,235,5367580,435834,"Norway","NO",70,79,10,"2021-W35"
"Age80+",224567,220513,65,5367580,230710,"Norway","NO",80,100,21,"2021-W35"
"Age0_4",17,18,0,37958138,1921497,"Poland","PL",0,4,5,"2021-W35"
"Age10_14",348569,296507,0,37958138,1998280,"Poland","PL",10,14,5,"2021-W35"
"Age15_17",430272,394247,1,37958138,1051166,"Poland","PL",15,17,3,"2021-W35"
"Age18_24",1274253,994427,21,37958138,2754264,"Poland","PL",18,24,7,"2021-W35"
"Age25_49",7328178,6009104,553,37958138,14035724,"Poland","PL",25,49,25,"2021-W35"
"Age5_9",73,66,0,37958138,1942294,"Poland","PL",5,9,5,"2021-W35"
"Age50_59",2907771,2604929,251,37958138,4606379,"Poland","PL",50,59,10,"2021-W35"
"Age60_69",3712417,3504029,241,37958138,5179612,"Poland","PL",60,69,10,"2021-W35"
"Age70_79",2319421,2277628,210,37958138,2783163,"Poland","PL",70,79,10,"2021-W35"
"Age80+",1075287,1053463,37,37958138,1685759,"Poland","PL",80,100,21,"2021-W35"
"Age0_4",7,4,0,10295909,436202,"Portugal","PT",0,4,5,"2021-W35"
"Age10_14",234440,2988,0,10295909,504940,"Portugal","PT",10,14,5,"2021-W35"
"Age15_17",272404,116602,0,10295909,320065,"Portugal","PT",15,17,3,"2021-W35"
"Age18_24",677281,216984,2,10295909,775701,"Portugal","PT",18,24,7,"2021-W35"
"Age25_49",3097135,2129935,6,10295909,3360653,"Portugal","PT",25,49,25,"2021-W35"
"Age5_9",8,3,0,10295909,455843,"Portugal","PT",5,9,5,"2021-W35"
"Age50_59",1462966,1130052,1,10295909,1485319,"Portugal","PT",50,59,10,"2021-W35"
"Age60_69",1339234,1170674,1,10295909,1299674,"Portugal","PT",60,69,10,"2021-W35"
"Age70_79",1041712,972803,1,10295909,981649,"Portugal","PT",70,79,10,"2021-W35"
"Age80+",694323,658221,0,10295909,675863,"Portugal","PT",80,100,21,"2021-W35"
"Age<18",86132,76168,0,19328838,3644619,"Romania","RO",0,17,18,"2021-W35"
"Age18_24",379032,304555,0,19328838,1414236,"Romania","RO",18,24,7,"2021-W35"
"Age25_49",2124164,1743302,0,19328838,6769359,"Romania","RO",25,49,25,"2021-W35"
"Age50_59",966121,831133,0,19328838,2541550,"Romania","RO",50,59,10,"2021-W35"
"Age60_69",976652,886571,0,19328838,2499205,"Romania","RO",60,69,10,"2021-W35"
"Age70_79",566776,521006,0,19328838,1531033,"Romania","RO",70,79,10,"2021-W35"
"Age80+",185837,169113,0,19328838,928836,"Romania","RO",80,100,21,"2021-W35"
"Age15_17",208677,31483,0,10327589,345687,"Sweden","SE",15,17,3,"2021-W35"
"Age18_24",549813,349850,0,10327589,810921,"Sweden","SE",18,24,7,"2021-W35"
"Age25_49",2590484,2159994,57,10327589,3404540,"Sweden","SE",25,49,25,"2021-W35"
"Age50_59",1149783,1102523,69,10327589,1297863,"Sweden","SE",50,59,10,"2021-W35"
"Age60_69",1011991,987246,79,10327589,1108438,"Sweden","SE",60,69,10,"2021-W35"
"Age70_79",951503,933914,84,10327589,989013,"Sweden","SE",70,79,10,"2021-W35"
"Age80+",508969,495414,6,10327589,536306,"Sweden","SE",80,100,21,"2021-W35"
"Age<18",19787,13491,2,2095861,371395,"Slovenia","SI",0,17,18,"2021-W35"
"Age18_24",61865,42525,8,2095861,141225,"Slovenia","SI",18,24,7,"2021-W35"
"Age25_49",324242,231179,75,2095861,711365,"Slovenia","SI",25,49,25,"2021-W35"
"Age50_59",186356,153918,54,2095861,303125,"Slovenia","SI",50,59,10,"2021-W35"
"Age60_69",197798,177714,75,2095861,278944,"Slovenia","SI",60,69,10,"2021-W35"
"Age70_79",147750,137056,42,2095861,175640,"Slovenia","SI",70,79,10,"2021-W35"
"Age80+",93473,86425,51,2095861,114167,"Slovenia","SI",80,100,21,"2021-W35"
"Age10_14",20621,14747,0,5457873,279531,"Slovakia","SK",10,14,5,"2021-W35"
"Age15_17",42840,35373,0,5457873,156256,"Slovakia","SK",15,17,3,"2021-W35"
"Age18_24",165017,142372,0,5457873,398739,"Slovakia","SK",18,24,7,"2021-W35"
"Age25_49",926679,843391,3,5457873,2069170,"Slovakia","SK",25,49,25,"2021-W35"
"Age50_59",387051,361642,0,5457873,704900,"Slovakia","SK",50,59,10,"2021-W35"
"Age60_69",437967,421788,1,5457873,689318,"Slovakia","SK",60,69,10,"2021-W35"
"Age70_79",295819,287652,0,5457873,391090,"Slovakia","SK",70,79,10,"2021-W35"
"Age80+",114869,110516,0,5457873,184680,"Slovakia","SK",80,100,21,"2021-W35"
"Age0_4",143,20,0,8901064,435835,"Austria","AT",0,4,5,"2021-W36"
"Age10_14",70911,54434,13,8901064,421998,"Austria","AT",10,14,5,"2021-W36"
"Age15_17",128223,108177,27,8901064,259561,"Austria","AT",15,17,3,"2021-W36"
"Age18_24",417097,336691,224,8901064,696064,"Austria","AT",18,24,7,"2021-W36"
"Age25_49",1964536,1700265,2210,8901064,3006228,"Austria","AT",25,49,25,"2021-W36"
"Age5_9",218,42,2,8901064,425227,"Austria","AT",5,9,5,"2021-W36"
"Age50_59",1063759,968251,1871,8901064,1396889,"Austria","AT",50,59,10,"2021-W36"
"Age60_69",877806,827761,2143,8901064,1016016,"Austria","AT",60,69,10,"2021-W36"
"Age70_79",642706,613889,2278,8901064,769199,"Austria","AT",70,79,10,"2021-W36"
"Age80+",480245,457661,3395,8901064,474047,"Austria","AT",80,100,21,"2021-W36"
"Age<18",597084,516210,19,11522440,2320244,"Belgium","BE",0,17,18,"2021-W36"
"Age18_24",711638,623571,11,11522440,930629,"Belgium","BE",18,24,7,"2021-W36"
"Age25_49",3045429,2791097,98,11522440,3751281,"Belgium","BE",25,49,25,"2021-W36"
"Age50_59",1431525,1343381,72,11522440,1591660,"Belgium","BE",50,59,10,"2021-W36"
"Age60_69",1260546,1226156,100,11522440,1347513,"Belgium","BE",60,69,10,"2021-W36"
"Age70_79",889446,869328,77,11522440,924351,"Belgium","BE",70,79,10,"2021-W36"
"Age80+",597935,568327,74,11522440,656762,"Belgium","BE",80,100,21,"2021-W36"
"Age<18",8488,6010,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W36"
"Age18_24",52218,33755,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W36"
"Age25_49",444695,320805,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W36"
"Age50_59",246641,197637,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W36"
"Age60_69",286172,248883,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W36"
"Age70_79",225518,203105,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W36"
"Age80+",69952,62842,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W36"
"Age10_14",5895,2740,0,888005,46307,"Cyprus","CY",10,14,5,"2021-W36"
"Age15_17",10430,7995,0,888005,28169,"Cyprus","CY",15,17,3,"2021-W36"
"Age18_24",48861,41861,14,888005,84850,"Cyprus","CY",18,24,7,"2021-W36"
"Age25_49",249295,223025,173,888005,330295,"Cyprus","CY",25,49,25,"2021-W36"
"Age50_59",89170,82446,99,888005,107634,"Cyprus","CY",50,59,10,"2021-W36"
"Age60_69",84142,80928,129,888005,94714,"Cyprus","CY",60,69,10,"2021-W36"
"Age70_79",63867,62150,163,888005,66429,"Cyprus","CY",70,79,10,"2021-W36"
"Age80+",31555,31333,576,888005,33530,"Cyprus","CY",80,100,21,"2021-W36"
"Age10_14",96962,77906,0,10693939,577984,"Czech Republic","CZ",10,14,5,"2021-W36"
"Age15_17",138364,123086,0,10693939,289263,"Czech Republic","CZ",15,17,3,"2021-W36"
"Age18_24",360240,321024,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W36"
"Age25_49",2170179,2022670,4,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W36"
"Age50_59",960159,908304,4,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W36"
"Age60_69",996682,942717,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W36"
"Age70_79",910097,872592,3,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W36"
"Age80+",394790,378587,1,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W36"
"Age0_4",12,2,0,5822763,307888,"Denmark","DK",0,4,5,"2021-W36"
"Age10_14",111406,90437,0,5822763,338629,"Denmark","DK",10,14,5,"2021-W36"
"Age15_17",166233,154256,4,5822763,203020,"Denmark","DK",15,17,3,"2021-W36"
"Age18_24",411444,388749,111,5822763,522153,"Denmark","DK",18,24,7,"2021-W36"
"Age25_49",1495860,1384534,978,5822763,1843666,"Denmark","DK",25,49,25,"2021-W36"
"Age5_9",6,2,0,5822763,306601,"Denmark","DK",5,9,5,"2021-W36"
"Age50_59",745081,737699,1058,5822763,800444,"Denmark","DK",50,59,10,"2021-W36"
"Age60_69",642356,639209,1476,5822763,663646,"Denmark","DK",60,69,10,"2021-W36"
"Age70_79",563921,562538,2050,5822763,564390,"Denmark","DK",70,79,10,"2021-W36"
"Age80+",282428,281454,1134,5822763,272326,"Denmark","DK",80,100,21,"2021-W36"
"Age<18",35098,24787,8,1328976,257044,"Estonia","EE",0,17,18,"2021-W36"
"Age18_24",53268,36125,45,1328976,87626,"Estonia","EE",18,24,7,"2021-W36"
"Age25_49",275816,207495,456,1328976,460829,"Estonia","EE",25,49,25,"2021-W36"
"Age50_59",118105,98652,307,1328976,171453,"Estonia","EE",50,59,10,"2021-W36"
"Age60_69",116356,102792,289,1328976,163237,"Estonia","EE",60,69,10,"2021-W36"
"Age70_79",84763,78704,122,1328976,111342,"Estonia","EE",70,79,10,"2021-W36"
"Age80+",51190,47060,77,1328976,77445,"Estonia","EE",80,100,21,"2021-W36"
"Age0_4",8,4,0,10718565,461955,"Greece","EL",0,4,5,"2021-W36"
"Age10_14",48737,15772,0,10718565,553606,"Greece","EL",10,14,5,"2021-W36"
"Age15_17",88276,45470,0,10718565,326859,"Greece","EL",15,17,3,"2021-W36"
"Age18_24",405232,251666,0,10718565,782452,"Greece","EL",18,24,7,"2021-W36"
"Age25_49",2190114,1794477,4,10718565,3497414,"Greece","EL",25,49,25,"2021-W36"
"Age5_9",6,5,0,10718565,511958,"Greece","EL",5,9,5,"2021-W36"
"Age50_59",1122588,1021019,2,10718565,1515472,"Greece","EL",50,59,10,"2021-W36"
"Age60_69",1029399,979328,4,10718565,1291651,"Greece","EL",60,69,10,"2021-W36"
"Age70_79",826519,803519,3,10718565,1003958,"Greece","EL",70,79,10,"2021-W36"
"Age80+",568631,545248,1,10718565,773240,"Greece","EL",80,100,21,"2021-W36"
"Age0_4",525,268,1,47332614,2011885,"Spain","ES",0,4,5,"2021-W36"
