"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","972",NA,NA,0,NA,NA,0,0,0,139540,0,0,0,0,0,102022,0,0,0,0,0,142781,142781,0,0,2021-01-03
"2021-01-10","00-39","1","972",NA,NA,2.10111989690505e-05,NA,NA,2.10111989690505e-05,0,0,279080,0,0,0,0,0,204044,0,0,0,3,3,142781,142781,3,3,2021-01-10
"2021-01-17","00-39","1","972",0.000338638672536404,0.000783929446349829,0.000315167984535758,NA,0.000587947084762371,0.000294156785566707,10,10,139540,29530,0,0,40,40,102022,51025,30,30,45,45,142781,142781,42,42,2021-01-17
"2021-01-24","00-39","1","972",0.000884303610906411,0.00117589416952474,0.000574306105154047,0.000338638672536404,0.000391964723174914,0.00025913812061829,60,60,139540,67850,10,10,60,60,102022,51025,20,20,82,82,142781,142781,37,37,2021-01-24
"2021-01-31","00-39","1","972",0.00117907148120855,0.00176384125428711,0.000952507686596956,0.000677277345072807,0.000783929446349829,0.000378201581442909,80,80,139540,67850,20,20,90,90,102022,51025,40,40,136,136,142781,142781,54,54,2021-01-31
"2021-02-07","00-39","1","972",0.00162122328666175,0.00215580597746203,0.00112059727834936,0.000338638672536404,0.000391964723174914,0.000168089591752404,110,110,139540,67850,10,10,110,110,102022,51025,20,20,160,160,142781,142781,24,24,2021-02-07
"2021-02-14","00-39","1","972",0.00176860722181282,0.00198113955147001,0.00137973539896765,NA,0.000391964723174914,0.00025913812061829,120,120,139540,67850,0,0,150,150,102022,75714,20,20,197,197,142781,142781,37,37,2021-02-14
"2021-02-21","00-39","1","972",0.00191599115696389,0.00224529149166601,0.0014847913938129,0.000338638672536404,0.000391964723174914,0.000105055994845253,130,130,139540,67850,10,10,170,170,102022,75714,20,20,212,212,142781,142781,15,15,2021-02-21
"2021-02-28","00-39","1","972",0.0023581429624171,0.00264151940196001,0.00170891084948277,0.000338638672536404,0.000587947084762371,0.000224119455669872,160,160,139540,67850,10,10,200,200,102022,75714,30,30,244,244,142781,142781,32,32,2021-02-28
"2021-03-07","00-39","1","972",0.00324244657332351,0.00356605119264601,0.00222018335772967,0.000736919675755343,0.00117589416952474,0.000511272508246896,220,220,139540,67850,50,50,270,270,102022,75714,60,60,317,317,142781,142781,73,73,2021-03-07
"2021-03-14","00-39","1","972",0.00471628592483419,0.00515096283382201,0.0033968104999965,0.00147383935151069,0.00235178833904949,0.00117662714226683,320,320,139540,67850,100,100,390,390,102022,75714,120,120,485,485,142781,142781,168,168,2021-03-14
"2021-03-21","00-39","1","972",0.00648489314664702,0.00713210238529202,0.00489560935978877,0.00176860722181282,0.00293973542381186,0.00149879885979227,440,440,139540,67850,120,120,540,540,102022,75714,150,150,699,699,142781,142781,214,214,2021-03-21
"2021-03-28","00-39","1","972",0.00987472365512159,0.01056607760784,0.00703875165463192,0.00309506263817244,0.00343397522254801,0.00214314229484315,670,670,139540,67850,210,210,800,800,102022,75714,260,260,1005,1005,142781,142781,306,306,2021-03-28
"2021-04-04","00-39","1","972",0.0173913043478261,0.0194151676044061,0.0133561188113264,0.0075165806927045,0.00884908999656603,0.00631736715669452,1180,1180,139540,67850,510,510,1470,1470,102022,75714,670,670,1907,1907,142781,142781,902,902,2021-04-04
"2021-04-11","00-39","1","972",0.0160132067684688,0.0319623847637161,0.0224259530329666,0.0109064112011791,0.01254721715931,0.00906983422164013,1940,1940,139540,121150,740,740,2420,2420,102022,75714,950,950,3202,3202,142781,142781,1295,1295,2021-04-11
"2021-04-18","00-39","1","972",0.0177726816683388,0.0404152468499881,0.0284981895350222,0.0075165806927045,0.00845286208627202,0.0060722365020556,2480,2480,139540,139540,510,510,3060,3060,102022,75714,640,640,4069,4069,142781,142781,867,867,2021-04-18
