"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","971",NA,NA,0,NA,NA,0,0,0,157900,0,0,0,0,0,114017,0,0,0,0,0,162324,162324,0,0,2021-01-03
"2021-01-10","00-39","1","971",NA,NA,6.16051846923437e-06,NA,NA,6.16051846923437e-06,0,0,315800,0,0,0,0,0,228034,0,0,0,1,1,162324,162324,1,1,2021-01-10
"2021-01-17","00-39","1","971",NA,0.000552862908427474,0.000252581257238609,NA,0.000368575272284982,0.000246420738769375,0,0,157900,0,0,0,30,30,114017,54263,20,20,41,41,162324,162324,40,40,2021-01-17
"2021-01-24","00-39","1","971",0.0008058017727639,0.00110572581685495,0.000554446662231093,NA,0.000737150544569965,0.000301865404992484,50,50,157900,62050,0,0,60,60,114017,54263,40,40,90,90,162324,162324,49,49,2021-01-24
"2021-01-31","00-39","1","971",0.0016116035455278,0.0020271639975674,0.0010041645104852,0.00116754232340922,0.000921438180712456,0.000449717848254109,100,100,157900,62050,40,40,110,110,114017,54263,50,50,163,163,162324,162324,73,73,2021-01-31
"2021-02-07","00-39","1","971",0.0024174053182917,0.00206976319474037,0.00156477169118553,0.00075187969924812,0.000921438180712456,0.000560607180700328,150,150,157900,62050,10,10,170,170,114017,82135,50,50,254,254,162324,162324,91,91,2021-02-07
"2021-02-14","00-39","1","971",0.00262793914246196,0.00292201862786875,0.00206993420566275,0.00150375939849624,0.00110572581685495,0.000505162514477218,190,190,157900,72300,20,20,240,240,114017,82135,60,60,336,336,162324,162324,82,82,2021-02-14
"2021-02-21","00-39","1","971",0.00304287690179806,0.00328727095635235,0.00231019442596289,0.00075187969924812,0.000552862908427474,0.00024026022030014,220,220,157900,72300,10,10,270,270,114017,82135,30,30,375,375,162324,162324,39,39,2021-02-21
"2021-02-28","00-39","1","971",0.004149377593361,0.00450477871796433,0.00309874079002489,0.00112812248186946,0.00165858872528242,0.000788546364062,300,300,157900,72300,70,70,370,370,114017,82135,90,90,503,503,162324,162324,128,128,2021-02-28
"2021-03-07","00-39","1","971",0.00608575380359613,0.0063310403603823,0.00428772085458712,0.00193637621023513,0.00182626164241797,0.00118898006456223,440,440,157900,72300,140,140,520,520,114017,82135,150,150,696,696,162324,162324,193,193,2021-03-07
"2021-03-14","00-39","1","971",0.00788381742738589,0.00815730200280027,0.00540277469751854,0.00179806362378976,0.00182626164241797,0.00111505384293142,570,570,157900,72300,130,130,670,670,114017,82135,150,150,877,877,162324,162324,181,181,2021-03-14
"2021-03-21","00-39","1","971",0.00947738965610615,0.00998356364521824,0.00651782854044996,0.0016597510373444,0.00170451086625677,0.00111505384293142,700,700,157900,73860,120,120,820,820,114017,82135,140,140,1058,1058,162324,162324,181,181,2021-03-21
"2021-03-28","00-39","1","971",0.0113728675873274,0.0120533268399586,0.0079039451960277,0.00193637621023513,0.00231326474706276,0.00138611665557773,840,840,157900,73860,140,140,990,990,114017,82135,190,190,1283,1283,162324,162324,225,225,2021-03-28
"2021-04-04","00-39","1","971",0.0135391280801516,0.014123090034699,0.00907444370518223,0.0020746887966805,0.00206976319474037,0.00117049850915453,1000,1000,157900,73860,150,150,1160,1160,114017,82135,170,170,1473,1473,162324,162324,190,190,2021-04-04
"2021-04-11","00-39","1","971",0.0152992147305714,0.0163146040056005,0.0106207338409601,0.00193637621023513,0.00219151397090156,0.00154629013577783,1130,1130,157900,73860,140,140,1340,1340,114017,82135,180,180,1724,1724,162324,162324,251,251,2021-04-11
"2021-04-18","00-39","1","971",0.0150691139814185,0.0196018749619529,0.0124935314556073,0.0029045643153527,0.00328727095635235,0.00187279761464725,1330,1330,157900,88260,210,210,1610,1610,114017,82135,270,270,2028,2028,162324,162324,304,304,2021-04-18
"2021-04-25","00-39","1","971",0.0192612735100838,0.0180674811650894,0.0159742243907247,0.00484094052558783,0.00535703415109271,0.00348069293511742,1700,1700,157900,88260,350,350,2060,2060,114017,114017,440,440,2593,2593,162324,162324,565,565,2021-04-25
"2021-05-02","00-39","1","971",0.0179153094462541,0.024996272485682,0.0217959143441512,0.00788381742738589,0.00949656054057345,0.00582168995342648,2310,2310,157900,128940,570,570,2850,2850,114017,114017,780,780,3538,3538,162324,162324,945,945,2021-05-02
"2021-05-09","00-39","1","971",0.0214374913278757,0.0330652446564986,0.0290838076932555,0.00681508405270332,0.0112010714068302,0.00728789334910426,3090,3090,157900,144140,750,750,3770,3770,114017,114017,920,920,4721,4721,162324,162324,1183,1183,2021-05-09
"2021-05-16","00-39","1","971",0.0240963855421687,0.0400817421963391,0.0349794238683128,0.00628803245436105,0.00961831131673464,0.00589561617505729,3760,3760,157900,156040,620,620,4570,4570,114017,114017,790,790,5678,5678,162324,162324,957,957,2021-05-16
"2021-05-23","00-39","1","971",0.0285824147654448,0.0470105335169317,0.0408873610803085,0.00617900954111767,0.00949656054057345,0.00590793721199576,4460,4460,157900,156040,680,680,5360,5360,114017,114017,780,780,6637,6637,162324,162324,959,959,2021-05-23
