"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","47",NA,NA,0,NA,NA,0,0,0,134160,0,0,0,0,0,95543,0,0,0,0,0,134139,134139,0,0,2021-01-03
"2021-01-10","00-39","1","47",NA,0.000403983275092411,0.000111824301657236,NA,0.000403983275092411,0.000111824301657236,0,0,268320,0,0,0,20,20,191086,49507,20,20,15,15,134139,134139,15,15,2021-01-10
"2021-01-17","00-39","1","47",0.00184757505773672,0.00181792473791585,0.000782770111600653,0.00138568129330254,0.00141394146282344,0.000670945809943417,40,40,134160,21650,30,30,90,90,95543,49507,70,70,105,105,134139,134139,90,90,2021-01-17
"2021-01-24","00-39","1","47",0.00242248062015504,0.00220695743330851,0.00125243217856104,0.00092378752886836,0.00121194982527723,0.000469662066960392,100,100,134160,41280,20,20,160,160,95543,72498,60,60,168,168,134139,134139,63,63,2021-01-24
"2021-01-31","00-39","1","47",0.00360886750300739,0.00358630582912632,0.00187864826784157,0.00184757505773672,0.00124141355623603,0.000626216089280522,210,210,134160,58190,40,40,260,260,95543,72498,90,90,252,252,134139,134139,84,84,2021-01-31
"2021-02-07","00-39","1","47",0.00463997250386664,0.00455184970619879,0.00251231931056591,0.00150784077201448,0.00141394146282344,0.000633671042724338,270,270,134160,58190,50,50,330,330,95543,72498,70,70,337,337,134139,134139,85,85,2021-02-07
"2021-02-14","00-39","1","47",0.00589873832541373,0.00620706778118017,0.00330999932905419,0.00159362549800797,0.0015172832353996,0.000797680018488285,360,360,134160,61030,60,60,450,450,95543,72498,110,110,444,444,134139,134139,107,107,2021-02-14
"2021-02-21","00-39","1","47",0.00698523575170662,0.0074484813374162,0.00401821990621669,0.0023094688221709,0.00124141355623603,0.000708220577162496,440,440,134160,62990,50,50,540,540,95543,72498,90,90,539,539,134139,134139,95,95,2021-02-21
"2021-02-28","00-39","1","47",0.00915012406947891,0.00951750393114293,0.00516628273656431,0.00241492864983535,0.00220695743330851,0.00114806283034762,590,590,134160,64480,110,110,690,690,95543,72498,160,160,693,693,134139,134139,154,154,2021-02-28
"2021-03-07","00-39","1","47",0.0117152297987384,0.012000331043615,0.00647089958923207,0.00259515570934256,0.00248282711247207,0.00130461685266776,780,780,134160,66580,120,120,870,870,95543,72498,180,180,868,868,134139,134139,175,175,2021-03-07
"2021-03-14","00-39","1","47",0.0153199158906579,0.0158625065519049,0.00852846673972521,0.00386313465783664,0.00386217550828988,0.00205756715049315,1020,1020,134160,66580,210,210,1150,1150,95543,72498,280,280,1144,1144,134139,134139,276,276,2021-03-14
"2021-03-21","00-39","1","47",0.0177230399519375,0.0183453336643769,0.00973616919762336,0.00270802560315116,0.00248282711247207,0.00120770245789815,1180,1180,134160,66580,110,110,1330,1330,95543,72498,180,180,1306,1306,134139,134139,162,162,2021-03-21
"2021-03-28","00-39","1","47",0.021327726043857,0.0222075091726668,0.0118384660687794,0.00408390569890477,0.00386217550828988,0.00210229687115604,1420,1420,134160,66580,220,220,1610,1610,95543,72498,280,280,1588,1588,134139,134139,282,282,2021-03-28
"2021-04-04","00-39","1","47",0.0274602938993617,0.0292421859913377,0.0153199293270414,0.00682648039371329,0.00703467681867086,0.00348146325826195,1850,1850,134160,67370,430,430,2120,2120,95543,72498,510,510,2055,2055,134139,134139,467,467,2021-04-04
