CODGEO;LIBGEO;MED14
23185;Saint-Chabrais;16517,2
23186;Saint-Christophe;23499,3
23187;Saint-Dizier-la-Tour;16782,0
23188;Saint-Dizier-les-Domaines;17908,7
23189;Saint-Dizier-Leyrenne;16202,4
23190;Saint-Domet;14787,1
23191;Saint-Éloi;18129,6
23192;Saint-Étienne-de-Fursac;18683,6
23193;Sainte-Feyre;21590,7
23194;Sainte-Feyre-la-Montagne;20317,7
23195;Saint-Fiel;21458,3
23196;Saint-Frion;16602,0
23197;Saint-Georges-la-Pouge;16337,4
23198;Saint-Georges-Nigremont;14939,0
23199;Saint-Germain-Beaupré;16568,8
23200;Saint-Goussaud;18004,7
23201;Saint-Hilaire-la-Plaine;20963,3
23202;Saint-Hilaire-le-Château;18547,8
23203;Saint-Julien-la-Genête;17683,0
23204;Saint-Julien-le-Châtel;16059,0
23205;Saint-Junien-la-Bregère;16685,5
23206;Saint-Laurent;20313,8
23207;Saint-Léger-Bridereix;16782,7
23208;Saint-Léger-le-Guérétois;20504,3
23209;Saint-Loup;15808,7
23210;Saint-Maixant;20843,5
23211;Saint-Marc-à-Frongier;18581,9
23212;Saint-Marc-à-Loubaud;16283,6
23213;Saint-Marien;14575,6
23214;Saint-Martial-le-Mont;19621,5
23215;Saint-Martial-le-Vieux;16691,9
23216;Saint-Martin-Château;15612,7
23217;Saint-Martin-Sainte-Catherine;17031,3
23218;Saint-Maurice-près-Crocq;13058,5
23219;Saint-Maurice-la-Souterraine;18044,8
23220;Saint-Médard-la-Rochette;17067,3
23221;Saint-Merd-la-Breuille;15559,2
23222;Saint-Michel-de-Veisse;17981,5
23223;Saint-Moreil;16114,0
23224;Saint-Oradoux-de-Chirouze;
23225;Saint-Oradoux-près-Crocq;17500,0
23226;Saint-Pardoux-d'Arnet;17822,2
23227;Saint-Pardoux-Morterolles;16338,0
23228;Saint-Pardoux-le-Neuf;20132,0
23229;Saint-Pardoux-les-Cards;16830,4
23230;Saint-Pierre-Chérignat;16255,0
23231;Saint-Pierre-de-Fursac;18340,5
23232;Saint-Pierre-Bellevue;17839,3
23233;Saint-Pierre-le-Bost;17880,0
23234;Saint-Priest;15437,4
23235;Saint-Priest-la-Feuille;18705,0
23236;Saint-Priest-la-Plaine;17379,5
23237;Saint-Priest-Palus;
23238;Saint-Quentin-la-Chabanne;17536,0
23239;Saint-Sébastien;16484,0
23240;Saint-Silvain-Bas-le-Roc;18109,3
23241;Saint-Silvain-Bellegarde;17598,3
23242;Saint-Silvain-Montaigut;20260,6
23243;Saint-Silvain-sous-Toulx;15869,6
23244;Saint-Sulpice-le-Dunois;17841,4
23245;Saint-Sulpice-le-Guérétois;21453,0
23246;Saint-Sulpice-les-Champs;16941,3
23247;Saint-Vaury;19879,3
23248;Saint-Victor-en-Marche;19515,2
23249;Saint-Yrieix-la-Montagne;15554,0
23250;Saint-Yrieix-les-Bois;17257,8
23251;Tardes;17182,0
23252;Tercillat;16968,0
23253;Thauron;17263,3
23254;Toulx-Sainte-Croix;15717,0
23255;Trois-Fonds;18152,5
23257;Vallière;17319,5
23258;Vareilles;18446,7
23259;Verneiges;20065,7
23260;Vidaillat;16022,8
23261;Viersat;15584,0
23262;Vigeville;16905,8
23263;Villard;18108,0
23264;La Villedieu;
23265;La Villeneuve;
23266;La Villetelle;16358,3
24001;Abjat-sur-Bandiat;16834,7
24002;Agonac;20690,7
24004;Ajat;19417,0
24005;Alles-sur-Dordogne;20019,5
24006;Allas-les-Mines;17750,3
24007;Allemans;19467,3
24008;Angoisse;18042,5
24009;Anlhiac;20575,5
24010;Annesse-et-Beaulieu;20486,7
24011;Antonne-et-Trigonant;21181,3
24012;Archignac;17891,7
24013;Atur;22614,3
24014;Aubas;18163,3
24015;Audrix;18757,6
24016;Augignac;18143,5
24018;Auriac-du-Périgord;19541,3
24019;Azerat;18267,1
24020;La Bachellerie;20115,2
24021;Badefols-d'Ans;15786,5
24022;Badefols-sur-Dordogne;19890,0
24023;Baneuil;21151,9
24024;Bardou;
24025;Bars;16127,0
24026;Bassillac;21719,0
24027;Bayac;19650,5
24028;Beaumont-du-Périgord;19603,0
24029;Beaupouyet;16637,2
24030;Beauregard-de-Terrasson;19855,0
24031;Beauregard-et-Bassac;17250,8
24032;Beauronne;16922,7
24033;Beaussac;18808,7
24034;Beleymas;20457,0
24035;Belvès;18053,0
24036;Berbiguières;20313,3
24037;Bergerac;17893,0
24038;Bertric-Burée;18930,0
24039;Besse;13641,5
24040;Beynac-et-Cazenac;18798,3
24041;Bézenac;18342,8
24042;Biras;18892,3
24043;Biron;16188,3
24044;Blis-et-Born;18653,9
24045;Boisse;17671,1
24046;Boisseuilh;15627,3
24047;La Boissière-d'Ans;19071,0
24048;Bonneville-et-Saint-Avit-de-Fumadières;17665,7
24050;Borrèze;17190,7
24051;Bosset;18924,4
24052;Bouillac;16008,0
24053;Boulazac;19877,9
24054;Bouniagues;18641,1
24055;Bourdeilles;20830,0
24056;Le Bourdeix;18112,7
24057;Bourg-des-Maisons;
24058;Bourg-du-Bost;17602,7
24059;Bourgnac;18995,0
24060;Bourniquel;
24061;Bourrou;18916,0
24062;Bouteilles-Saint-Sébastien;15101,7
24063;Bouzic;18640,9
24064;Brantôme;20030,7
24065;Breuilh;19611,0
24066;Brouchaud;20028,0
24067;Le Bugue;18517,5
24068;Le Buisson-de-Cadouin;18385,2
24069;Bussac;18634,0
24070;Busserolles;15932,0
24071;Bussière-Badil;16755,6
24073;Calès;18703,3
24074;Calviac-en-Périgord;19230,0
24075;Campagnac-lès-Quercy;18923,3
24076;Campagne;19607,1
24077;Campsegret;18686,2
24079;Cantillac;18762,4
24080;Capdrot;16709,3
24081;Carlux;19188,9
24082;Carsac-Aillac;20102,5
24083;Carsac-de-Gurson;18558,0
24084;Carves;16208,7
24085;La Cassagne;17302,5
24086;Castelnaud-la-Chapelle;17181,5
24087;Castels;18964,7
24088;Cause-de-Clérans;18294,7
24089;Cazoulès;18464,5
24090;Celles;18307,3
24091;Cénac-et-Saint-Julien;19371,9
24092;Cendrieux;18384,0
24093;Cercles;16687,0
24094;Chalagnac;19305,7
24095;Chalais;17544,0
24096;Champagnac-de-Belair;19201,9
24097;Champagne-et-Fontaine;18338,3
24098;Champcevinel;22959,3
24099;Champeaux-et-la-Chapelle-Pommier;18609,8
24100;Champniers-et-Reilhac;17932,8
24101;Champs-Romain;18360,0
24102;Chancelade;21380,7
24103;Le Change;20101,3
24104;Chantérac;19113,3
24105;Chapdeuil;18748,0
24106;La Chapelle-Aubareil;17392,7
24107;La Chapelle-Faucher;19035,0
24108;La Chapelle-Gonaguet;21665,0
24109;La Chapelle-Grésignac;17790,7
24110;La Chapelle-Montabourlet;
24111;La Chapelle-Montmoreau;
24113;La Chapelle-Saint-Jean;
24114;Chassaignes;
24115;Château-l'Évêque;20566,5
24116;Châtres;17657,4
24117;Chavagnac;20943,3
24118;Chenaud;17214,0
24119;Cherval;19164,0
24120;Cherveix-Cubas;19428,6
24121;Chourgnac;
24122;Cladech;
24123;Clermont-de-Beauregard;16504,0
24124;Clermont-d'Excideuil;18615,0
24126;Colombier;22497,0
24127;Coly;19133,8
24128;Comberanche-et-Épeluche;17473,2
24129;Condat-sur-Trincou;18979,6
24130;Condat-sur-Vézère;19097,3
24131;Connezac;
24132;Conne-de-Labarde;21888,1
24133;La Coquille;17734,8
24134;Corgnac-sur-l'Isle;19682,3
24135;Cornille;22984,4
24136;Coubjours;18154,4
24137;Coulaures;19325,3
24138;Coulounieix-Chamiers;19740,0
24139;Coursac;21450,8
24140;Cours-de-Pile;19980,0
24141;Coutures;18840,7
24142;Coux-et-Bigaroque;18830,0
24143;Couze-et-Saint-Front;19442,8
24144;Creyssac;
24145;Creysse;19721,0
24146;Creyssensac-et-Pissot;20090,5
24147;Cubjac;18725,0
24148;Cunèges;20344,6
24150;Daglan;17636,0
24151;Doissat;17740,7
24152;Domme;17693,0
24153;La Dornac;20043,3
24154;Douchapt;19107,0
24155;Douville;18489,4
24156;La Douze;18340,0
24157;Douzillac;18286,7
24158;Dussac;19803,5
24159;Échourgnac;17941,0
24160;Église-Neuve-de-Vergt;20807,0
24161;Église-Neuve-d'Issac;17517,6
24162;Escoire;21751,7
24163;Étouars;14550,0
24164;Excideuil;18441,3
24165;Eygurande-et-Gardedeuil;17885,6
24166;Eyliac;20487,0
24167;Eymet;18474,7
24168;Plaisance;17952,5
24170;Eyvirat;19478,8
24171;Eyzerac;19485,7
24172;Les Eyzies-de-Tayac-Sireuil;18331,3
24174;Fanlac;16857,6
24175;Les Farges;20196,3
24176;Faurilles;
24177;Faux;19220,5
24178;Festalemps;17852,0
24179;La Feuillade;20853,3
24180;Firbeix;17276,0
24181;Flaugeac;19230,0
24182;Le Fleix;19095,0
24183;Fleurac;17707,0
24184;Florimont-Gaumier;17343,0
24186;Fonroque;17304,6
24188;Fossemagne;17117,0
24189;Fougueyrolles;17999,1
24190;Fouleix;17375,3
24191;Fraisse;18816,1
24192;Gabillou;20396,0
24193;Gageac-et-Rouillac;20504,3
24194;Gardonne;18635,2
24195;Gaugeac;17183,5
24196;Génis;19718,0
24197;Ginestet;21862,6
24198;La Gonterie-Boulouneix;19978,0
24199;Gout-Rossignol;16786,7
24200;Grand-Brassac;17206,0
24202;Granges-d'Ans;18261,0
24203;Les Graulges;
24204;Grèzes;20101,5
24205;Grignols;19077,1
24206;Grives;16778,4
24207;Groléjac;18324,7
24208;Grun-Bordas;17069,5
24209;Hautefaye;15391,4
24210;Hautefort;18332,0
24211;Issac;17287,6
24212;Issigeac;19600,5
24213;Jaure;18804,0
24214;Javerlhac-et-la-Chapelle-Saint-Robert;17746,0
24215;Jayac;16455,7
24216;La Jemaye;17088,8
24217;Journiac;21374,3
24218;Jumilhac-le-Grand;17384,2
24219;Labouquerie;18275,6
24220;Lacropte;17640,2
24221;Rudeau-Ladosse;17557,0
24222;La Force;19395,0
24223;Lalinde;19372,4
24224;Lamonzie-Montastruc;19869,7
24225;Lamonzie-Saint-Martin;19403,0
24226;Lamothe-Montravel;17927,0
24227;Lanouaille;17507,3
24228;Lanquais;19384,0
24229;Le Lardin-Saint-Lazare;18357,0
24230;Larzac;14616,7
24231;Lavalade;
24232;Lavaur;
24233;Laveyssière;18844,3
24234;Les Lèches;18164,6
24235;Léguillac-de-Cercles;17753,3
24236;Léguillac-de-l'Auche;19923,9
24237;Lembras;21276,5
24238;Lempzours;17756,1
24239;Ligueux;19578,3
24240;Limeuil;17125,8
24241;Limeyrat;16825,0
24242;Liorac-sur-Louyre;21768,0
24243;Lisle;18070,7
24244;Lolme;18295,8
24245;Loubejac;15871,6
24246;Lunas;18689,2
24247;Lusignac;15140,0
24248;Lussas-et-Nontronneau;18907,3
24249;Manaurie;19276,7
24251;Manzac-sur-Vern;19377,6
24252;Marcillac-Saint-Quentin;19604,7
24253;Mareuil;19114,7
24254;Marnac;19925,5
24255;Marquay;18796,4
24256;Marsac-sur-l'Isle;19798,3
24257;Marsalès;17407,3
24258;Marsaneix;19851,3
24259;Maurens;19961,0
24260;Mauzac-et-Grand-Castang;19366,1
24261;Mauzens-et-Miremont;18210,7
24262;Mayac;20454,0
24263;Mazeyrolles;16241,7
24264;Ménesplet;19275,2
24266;Mensignac;19116,8
24267;Mescoules;20156,5
24268;Meyrals;17314,5
24269;Mialet;17421,9
24270;Milhac-d'Auberoche;19092,9
24271;Milhac-de-Nontron;18661,6
24272;Minzac;19140,4
24273;Molières;18636,8
24274;Monbazillac;22226,2
24276;Monestier;18044,3
24277;Monfaucon;17854,7
24278;Monmadalès;
24279;Monmarvès;
24280;Monpazier;16585,0
24281;Monsac;20027,3
24282;Monsaguel;20712,3
24283;Monsec;16679,6
24284;Montagnac-d'Auberoche;20562,9
24285;Montagnac-la-Crempse;16978,7
24286;Montagrier;20252,5
24287;Montaut;19888,8
24288;Montazeau;20076,1
24289;Montcaret;18544,0
24290;Montferrand-du-Périgord;15896,0
24291;Montignac;18092,0
24292;Montpeyroux;18508,0
24293;Monplaisant;20646,0
24294;Montpon-Ménestérol;18546,0
24295;Montrem;19870,7
24296;Mouleydier;18256,1
24297;Moulin-Neuf;18047,3
24298;Mouzens;19181,4
24299;Mussidan;17369,0
24300;Nabirat;17651,0
24301;Nadaillac;17186,0
24302;Nailhac;20001,5
24303;Nanteuil-Auriac-de-Bourzac;17161,0
24304;Nantheuil;19438,5
24305;Nanthiat;19205,0
24306;Nastringues;15684,0
24307;Naussannes;16404,7
24308;Négrondes;19008,4
24309;Neuvic;18822,0
24310;Nojals-et-Clotte;17808,0
24311;Nontron;19418,0
24312;Notre-Dame-de-Sanilhac;21167,3
24313;Orliac;
24314;Orliaguet;16676,1
24316;Parcoul;17378,6
24317;Paulin;16571,7
24318;Paunat;19278,6
24319;Paussac-et-Saint-Vivien;19848,8
24320;Payzac;16663,3
24321;Pazayac;19181,0
24322;Périgueux;18370,0
24323;Petit-Bersac;18843,0
24324;Peyrignac;19878,3
24325;Peyrillac-et-Millac;18221,5
24326;Peyzac-le-Moustier;15138,0
24327;Pezuls;23746,7
24328;Piégut-Pluviers;18317,4
24329;Le Pizou;18411,7
24330;Plazac;17125,0
24331;Pomport;19209,6
24333;Ponteyraud;
24334;Pontours;21130,7
24335;Port-Sainte-Foy-et-Ponchapt;18440,0
24336;Prats-de-Carlux;19189,2
24337;Prats-du-Périgord;17203,3
24338;Pressignac-Vicq;18274,3
24339;Preyssac-d'Excideuil;19108,1
24340;Prigonrieux;20341,7
24341;Proissans;19679,5
24343;Puymangou;
24344;Puyrenier;
24345;Queyssac;21327,2
24346;Quinsac;18342,7
24347;Rampieux;18275,7
24348;Razac-d'Eymet;17827,3
24349;Razac-de-Saussignac;18406,7
24350;Razac-sur-l'Isle;20003,0
24351;Ribagnac;17857,0
24352;Ribérac;18396,1
24353;La Rochebeaucourt-et-Argentine;18294,8
24354;La Roche-Chalais;17321,4
24355;La Roque-Gageac;20902,7
24356;Rouffignac-Saint-Cernin-de-Reilhac;17593,0
24357;Rouffignac-de-Sigoulès;19282,0
24359;Sadillac;17462,0
24360;Sagelat;16654,3
24361;Saint-Agne;19792,9
24362;Sainte-Alvère;19894,0
24363;Saint-Amand-de-Belvès;16497,0
24364;Saint-Amand-de-Coly;18565,6
24365;Saint-Amand-de-Vergt;18532,0
24366;Saint-André-d'Allas;19422,4
24367;Saint-André-de-Double;14691,5
24368;Saint-Antoine-Cumond;18414,3
24369;Saint-Antoine-d'Auberoche;19110,9
24370;Saint-Antoine-de-Breuilh;18236,0
24371;Saint-Aquilin;19016,0
24372;Saint-Astier;19194,0
24373;Saint-Aubin-de-Cadelech;17837,3
24374;Saint-Aubin-de-Lanquais;19067,8
24375;Saint-Aubin-de-Nabirat;17176,1
24376;Saint-Aulaye;18665,0
24377;Saint-Avit-de-Vialard;19179,3
24378;Saint-Avit-Rivière;
24379;Saint-Avit-Sénieur;18132,0
24380;Saint-Barthélemy-de-Bellegarde;17855,0
24381;Saint-Barthélemy-de-Bussière;17096,9
24382;Saint-Capraise-de-Lalinde;17991,6
24383;Saint-Capraise-d'Eymet;18809,1
24384;Saint-Cassien;
24385;Saint-Cernin-de-Labarde;20858,7
24386;Saint-Cernin-de-l'Herm;16488,6
24388;Saint-Chamassy;19641,7
24389;Saint-Cirq;14933,6
24390;Saint-Crépin-d'Auberoche;17877,6
24391;Saint-Crépin-de-Richemont;18188,3
24392;Saint-Crépin-et-Carlucet;19412,8
24393;Sainte-Croix;
24394;Sainte-Croix-de-Mareuil;17419,2
24395;Saint-Cybranet;18343,3
24396;Saint-Cyprien;16997,9
24397;Saint-Cyr-les-Champagnes;17431,3
24398;Saint-Estèphe;18557,6
24399;Saint-Étienne-de-Puycorbier;16066,0
24401;Sainte-Eulalie-d'Ans;17664,0
24402;Sainte-Eulalie-d'Eymet;
24403;Saint-Félix-de-Bourdeilles;
24404;Saint-Félix-de-Reillac-et-Mortemart;17258,1
24405;Saint-Félix-de-Villadeix;18917,3
24406;Sainte-Foy-de-Belvès;
24407;Sainte-Foy-de-Longas;22135,0
24408;Saint-Front-d'Alemps;19617,9
24409;Saint-Front-de-Pradoux;19256,7
24410;Saint-Front-la-Rivière;19239,3
24411;Saint-Front-sur-Nizonne;21819,5
24412;Saint-Geniès;18240,0
24413;Saint-Georges-Blancaneix;19536,2
24414;Saint-Georges-de-Montclard;18089,0
24415;Saint-Géraud-de-Corps;18600,6
24416;Saint-Germain-de-Belvès;21060,0
24417;Saint-Germain-des-Prés;18781,0
24418;Saint-Germain-du-Salembre;19282,8
24419;Saint-Germain-et-Mons;21147,8
24420;Saint-Géry;16262,0
24421;Saint-Geyrac;18985,6
24422;Saint-Hilaire-d'Estissac;20192,0
24423;Sainte-Innocence;
24424;Saint-Jean-d'Ataux;18094,0
24425;Saint-Jean-de-Côle;19678,0
24426;Saint-Jean-d'Estissac;17711,0
24427;Saint-Jean-d'Eyraud;19070,0
24428;Saint-Jory-de-Chalais;17343,3
24429;Saint-Jory-las-Bloux;19778,7
24430;Saint-Julien-de-Bourdeilles;
24431;Saint-Julien-de-Crempse;16835,0
24432;Saint-Julien-de-Lampon;19264,8
24433;Saint-Julien-d'Eymet;19680,7
24434;Saint-Just;17620,0
24435;Saint-Laurent-des-Bâtons;19906,0
24436;Saint-Laurent-des-Hommes;19322,1
24437;Saint-Laurent-des-Vignes;19955,5
24438;Saint-Laurent-la-Vallée;17712,0
24439;Saint-Laurent-sur-Manoire;21014,0
24441;Saint-Léon-d'Issigeac;21535,0
24442;Saint-Léon-sur-l'Isle;19141,4
24443;Saint-Léon-sur-Vézère;17823,0
24444;Saint-Louis-en-l'Isle;18507,3
24445;Saint-Marcel-du-Périgord;19979,0
24446;Saint-Marcory;
24447;Sainte-Marie-de-Chignac;19793,5
24448;Saint-Martial-d'Albarède;20125,2
24449;Saint-Martial-d'Artenset;19407,5
24450;Saint-Martial-de-Nabirat;19227,3
24451;Saint-Martial-de-Valette;18991,0
24452;Saint-Martial-Viveyrol;17998,7
24453;Saint-Martin-de-Fressengeas;19408,1
24454;Saint-Martin-de-Gurson;17932,0
24455;Saint-Martin-de-Ribérac;18702,7
24456;Saint-Martin-des-Combes;18872,8
24457;Saint-Martin-l'Astier;17991,3
24458;Saint-Martin-le-Pin;19508,0
24459;Saint-Maime-de-Péreyrol;20466,1
24460;Saint-Méard-de-Drône;17940,0
24461;Saint-Méard-de-Gurçon;18242,6
24462;Saint-Médard-de-Mussidan;19344,7
24463;Saint-Médard-d'Excideuil;19584,0
24464;Saint-Mesmin;16025,6
24465;Saint-Michel-de-Double;16352,0
24466;Saint-Michel-de-Montaigne;18355,3
24468;Saint-Michel-de-Villadeix;18134,4
24470;Sainte-Mondane;17984,7
24471;Sainte-Nathalène;19824,2
24472;Saint-Nexans;20506,4
24473;Sainte-Orse;18219,3
24474;Saint-Pancrace;18665,3
24475;Saint-Pantaly-d'Ans;16672,0
24476;Saint-Pantaly-d'Excideuil;21971,5
24477;Saint-Pardoux-de-Drône;17724,8
24478;Saint-Pardoux-et-Vielvic;17921,3
24479;Saint-Pardoux-la-Rivière;17863,1
24480;Saint-Paul-de-Serre;22787,2
24481;Saint-Paul-la-Roche;17303,6
24482;Saint-Paul-Lizonne;18891,3
24483;Saint-Perdoux;20023,3
24484;Saint-Pierre-de-Chignac;19560,0
24485;Saint-Pierre-de-Côle;16776,5
24486;Saint-Pierre-de-Frugie;17507,4
24487;Saint-Pierre-d'Eyraud;17902,0
24488;Saint-Pompont;16444,4
24489;Saint-Priest-les-Fougères;17948,4
24490;Saint-Privat-des-Prés;19402,3
24491;Saint-Rabier;18812,4
24492;Sainte-Radegonde;
24493;Saint-Raphaël;
24494;Saint-Rémy;18998,8
24495;Saint-Romain-de-Monpazier;
24496;Saint-Romain-et-Saint-Clément;20972,0
24497;Sainte-Sabine-Born;18030,0
24498;Saint-Saud-Lacoussière;17616,2
24499;Saint-Sauveur;20982,6
24500;Saint-Sauveur-Lalande;18232,0
24501;Saint-Seurin-de-Prats;17411,5
24502;Saint-Séverin-d'Estissac;19878,5
24503;Saint-Sulpice-de-Mareuil;20666,7
24504;Saint-Sulpice-de-Roumagnac;17129,4
24505;Saint-Sulpice-d'Excideuil;19388,3
24507;Sainte-Trie;20718,3
24508;Saint-Victor;21176,0
24509;Saint-Vincent-de-Connezac;16972,9
24510;Saint-Vincent-de-Cosse;18708,0
24511;Saint-Vincent-Jalmoutiers;18118,6
24512;Saint-Vincent-le-Paluel;21452,8
24513;Saint-Vincent-sur-l'Isle;21384,0
24514;Saint-Vivien;17228,6
24515;Salagnac;18928,0
24516;Salignac-Eyvigues;19012,5
24517;Salles-de-Belvès;
24518;Salon;18149,3
24519;Sarlande;18259,0
24520;Sarlat-la-Canéda;18968,0
24521;Sarliac-sur-l'Isle;19743,7
24522;Sarrazac;16261,2
24523;Saussignac;18923,0
24524;Savignac-de-Miremont;17358,4
24525;Savignac-de-Nontron;19547,0
24526;Savignac-Lédrier;18144,0
24527;Savignac-les-Églises;19494,0
24528;Sceau-Saint-Angel;16296,2
24529;Segonzac;19080,2
24530;Sencenac-Puy-de-Fourches;19499,6
24531;Sergeac;15842,7
24532;Serres-et-Montguyard;20768,8
24533;Servanches;
24534;Sigoulès;17887,3
24535;Simeyrols;18684,5
24536;Singleyrac;16422,8
24537;Siorac-de-Ribérac;20119,5
24538;Siorac-en-Périgord;16435,2
24540;Sorges;21256,1
24541;Soudat;
24542;Soulaures;
24543;Sourzac;19099,3
24544;Tamniès;18546,1
24545;Teillots;17686,4
24546;Temple-Laguyon;
24547;Terrasson-Lavilledieu;17400,4
24548;Teyjat;16884,0
24549;Thénac;18544,2
24550;Thenon;17740,0
24551;Thiviers;17959,0
24552;Thonac;17563,3
24553;Tocane-Saint-Apre;18106,5
24554;La Tour-Blanche;18230,7
24555;Tourtoirac;18022,7
24557;Trélissac;21697,5
24558;Trémolat;17621,0
24559;Tursac;18363,3
24560;Urval;19208,5
24561;Valeuil;20144,0
24562;Vallereuil;21880,5
24563;Valojoulx;19637,3
24564;Vanxains;17890,4
24565;Varaignes;16486,1
24566;Varennes;19938,0
24567;Vaunac;21546,0
24568;Vélines;17825,4
24569;Vendoire;16568,5
24570;Verdon;
24571;Vergt;17258,0
24572;Vergt-de-Biron;16771,0
24573;Verteillac;18745,3
24574;Veyrignac;18206,0
24575;Veyrines-de-Domme;18072,4
24576;Veyrines-de-Vergt;18790,5
24577;Vézac;19428,1
24579;Vieux-Mareuil;18254,3
24580;Villac;19468,0
24581;Villamblard;17957,4
24582;Villars;19105,0
24584;Villefranche-de-Lonchat;16823,0
24585;Villefranche-du-Périgord;16415,5
24586;Villetoureix;19126,7
24587;Vitrac;20903,5
25001;Abbans-Dessous;19687,0
25002;Abbans-Dessus;22671,3
25003;Abbenans;16852,9
25004;Abbévillers;24975,4
25005;Accolans;22482,0
25006;Adam-lès-Passavant;
25007;Adam-lès-Vercel;19848,6
25008;Aibre;21348,0
25009;Aïssey;19263,3
25011;Allenjoie;22647,0
25012;Les Alliés;26146,4
25013;Allondans;23894,8
25014;Amagney;21051,3
25015;Amancey;21436,7
25016;Amathay-Vésigneux;19938,7
25017;Amondans;
25018;Anteuil;20030,9
25019;Appenans;20345,3
25020;Arbouans;19596,3
25021;Arc-et-Senans;20023,3
25022;Arcey;22146,0
25024;Arçon;23831,0
25025;Arc-sous-Cicon;21078,0
25026;Arc-sous-Montenot;18740,7
25027;Arguel;23766,3
25028;Athose;20312,9
25029;Aubonne;19377,0
25030;Audeux;22132,4
25031;Audincourt;16590,9
25032;Autechaux;20324,8
25033;Autechaux-Roide;22204,7
25035;Les Auxons;23962,2
25036;Avanne-Aveney;23313,1
25038;Avilley;19794,3
25039;Avoudrey;21660,5
25040;Badevel;21660,0
25041;Bannans;24216,7
25042;Le Barboux;27908,6
25043;Bart;23663,7
25044;Bartherans;
25045;Battenans-les-Mines;
25046;Battenans-Varin;
25047;Baume-les-Dames;19394,6
25048;Bavans;20224,4
25049;Belfays;29346,4
25050;Le Bélieu;30092,8
25051;Belleherbe;20304,7
25052;Belmont;
25053;Belvoir;
25054;Berche;22256,7
25055;Berthelange;22478,5
25056;Besançon;18583,3
25057;Bethoncourt;15636,7
25058;Beure;20316,0
25059;Beutal;20204,3
25060;Bians-les-Usiers;22274,0
25061;Bief;24368,4
25062;Le Bizot;30516,7
25063;Blamont;23565,6
25065;Blarians;
25066;Blussangeaux;
25067;Blussans;21051,4
25070;Bolandoz;19663,9
25071;Bondeval;23273,7
25072;Bonnal;
25073;Bonnay;22319,5
25074;Bonnétage;27791,7
25075;Bonnevaux;24909,5
25076;Bonnevaux-le-Prieuré;19669,3
25077;La Bosse;
25078;Bouclans;21583,3
25079;Boujailles;20430,6
25082;Bourguignon;20998,9
25083;Bournois;16239,0
25084;Boussières;22340,0
25085;Bouverans;23793,8
25086;Braillans;22582,4
25087;Branne;18563,9
25088;Breconchaux;
25089;Bremondans;
25090;Brères;
25091;Les Bréseux;26325,2
25092;La Bretenière;
25093;Bretigney;
25094;Bretigney-Notre-Dame;19150,4
25095;Bretonvillers;19444,8
25096;Brey-et-Maison-du-Bois;26418,8
25097;Brognard;25067,6
25098;Buffard;23314,7
25099;Bugny;22910,7
25100;Bulle;23384,0
25101;Burgille;21317,1
25102;Burnevillers;
25103;Busy;23741,3
25104;By;
25105;Byans-sur-Doubs;20209,3
25106;Cademène;
25107;Cendrey;19266,0
25108;Cernay-l'Église;28381,2
25109;Cessey;21587,8
25110;Chaffois;25338,7
25111;Chalèze;22629,0
25112;Chalezeule;21595,3
25113;Chamesey;16191,0
25114;Chamesol;21358,7
25115;Champagney;23254,5
25116;Champlive;19378,0
25117;Champoux;
25119;Champvans-les-Moulins;21482,7
25120;Chantrans;19950,0
25121;Chapelle-des-Bois;20674,5
25122;Chapelle-d'Huin;22412,9
25123;Charbonnières-les-Sapins;22399,0
25124;Charmauvillers;27033,8
25125;Charmoille;18596,5
25126;Charnay;21038,7
25127;Charquemont;27774,3
25128;Chasnans;22238,1
25129;Chassagne-Saint-Denis;19849,5
25130;Châteauvieux-les-Fossés;
25131;Châtelblanc;20282,0
25132;Châtillon-Guyotte;19694,7
25133;Châtillon-le-Duc;26664,0
25134;Châtillon-sur-Lison;
25136;Chaucenne;22186,2
25137;Chaudefontaine;21710,0
25138;Les Terres-de-Chaux;20591,3
25139;La Chaux;24471,9
25140;Chaux-lès-Clerval;18983,6
25141;Chaux-lès-Passavant;
25142;Chaux-Neuve;24488,0
25143;Chay;21106,0
25145;Chazot;19888,0
25147;Chemaudin;22541,9
25148;La Chenalotte;33894,3
25149;Chenecey-Buillon;21082,4
25150;Chevigney-sur-l'Ognon;21005,2
25151;Chevigney-lès-Vercel;20350,4
25152;La Chevillotte;20487,8
25153;Chevroz;25127,3
25154;Chouzelot;19385,0
25155;Cléron;20285,0
25156;Clerval;17084,2
25157;La Cluse-et-Mijoux;26867,6
25159;Colombier-Fontaine;19357,3
25160;Les Combes;27545,4
25161;Consolation-Maisonnettes;
25162;Corcelles-Ferrières;22214,8
25163;Corcelle-Mieslot;22797,3
25164;Corcondray;19070,0
25166;Côtebrune;
25170;Courcelles-lès-Montbéliard;22033,3
25171;Courcelles;
25172;Courchapon;21091,2
25173;Cour-Saint-Maurice;21434,0
25174;Courtefontaine;20886,7
25175;Courtetain-et-Salans;
25176;Courvières;21539,6
25177;Crosey-le-Grand;18558,3
25178;Crosey-le-Petit;18363,5
25179;Le Crouzet;
25180;Crouzet-Migette;19959,3
25181;Cubrial;21233,7
25182;Cubry;
25183;Cusance;
25184;Cuse-et-Adrisans;17730,0
25185;Cussey-sur-Lison;
25186;Cussey-sur-l'Ognon;22425,4
25187;Dambelin;21308,6
25188;Dambenois;24370,0
