areaCode,areaName,areaType,date,age,VaccineRegisterPopulationByVaccinationDate,cumPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedCompleteByVaccinationDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,cumPeopleVaccinatedThirdInjectionByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage,cumVaccinationCompleteCoverageByVaccinationDatePercentage
E92000001,England,nation,2022-02-03,12_15,2886567.0,522523.0,13083.0,1565934.0,3339.0,522523.0,13083.0,2318.0,123.0,54.2,18.1,0.1,18.1
E92000001,England,nation,2022-02-03,16_17,1375012.0,654729.0,1425.0,918845.0,614.0,654729.0,1425.0,83588.0,917.0,66.8,47.6,6.1,47.6
E92000001,England,nation,2022-02-03,18_24,5399576.0,3393172.0,2112.0,3837066.0,1787.0,3393172.0,2112.0,1763634.0,5609.0,71.1,62.8,32.7,62.8
E92000001,England,nation,2022-02-03,25_29,4549150.0,2817918.0,1325.0,3096654.0,1048.0,2817918.0,1325.0,1591624.0,4056.0,68.1,61.9,35.0,61.9
E92000001,England,nation,2022-02-03,30_34,4847742.0,3134391.0,1090.0,3382266.0,792.0,3134391.0,1090.0,1941558.0,3664.0,69.8,64.7,40.1,64.7
E92000001,England,nation,2022-02-03,35_39,4597615.0,3174689.0,781.0,3362160.0,545.0,3174689.0,781.0,2156353.0,3177.0,73.1,69.1,46.9,69.1
E92000001,England,nation,2022-02-03,40_44,4216641.0,3143576.0,484.0,3281750.0,316.0,3143576.0,484.0,2338106.0,2401.0,77.8,74.6,55.4,74.6
E92000001,England,nation,2022-02-03,45_49,3999364.0,3208716.0,351.0,3311973.0,218.0,3208716.0,351.0,2563956.0,2005.0,82.8,80.2,64.1,80.2
E92000001,England,nation,2022-02-03,50_54,4249477.0,3615876.0,269.0,3700838.0,156.0,3615876.0,269.0,3093020.0,1574.0,87.1,85.1,72.8,85.1
E92000001,England,nation,2022-02-03,55_59,4121523.0,3615677.0,187.0,3683438.0,129.0,3615677.0,187.0,3203175.0,1184.0,89.4,87.7,77.7,87.7
E92000001,England,nation,2022-02-03,60_64,3507223.0,3144369.0,121.0,3192650.0,74.0,3144369.0,121.0,2874307.0,749.0,91.0,89.7,82.0,89.7
E92000001,England,nation,2022-02-03,65_69,2916416.0,2671299.0,68.0,2703830.0,50.0,2671299.0,68.0,2522368.0,459.0,92.7,91.6,86.5,91.6
E92000001,England,nation,2022-02-03,70_74,2852692.0,2679461.0,34.0,2703237.0,40.0,2679461.0,34.0,2578557.0,280.0,94.8,93.9,90.4,93.9
E92000001,England,nation,2022-02-03,75_79,2142723.0,2038191.0,33.0,2053544.0,19.0,2038191.0,33.0,1971626.0,213.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-02-03,80_84,1420966.0,1353710.0,17.0,1363235.0,9.0,1353710.0,17.0,1300655.0,149.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-02-03,85_89,867376.0,826164.0,13.0,832030.0,6.0,826164.0,13.0,788667.0,143.0,95.9,95.2,90.9,95.2
E92000001,England,nation,2022-02-03,90+,477852.0,447163.0,10.0,450709.0,5.0,447163.0,10.0,423129.0,106.0,94.3,93.6,88.5,93.6
E92000001,England,nation,2022-02-02,12_15,2886567.0,509440.0,14056.0,1562595.0,2885.0,509440.0,14056.0,2195.0,79.0,54.1,17.6,0.1,17.6
E92000001,England,nation,2022-02-02,16_17,1375012.0,653304.0,1477.0,918231.0,712.0,653304.0,1477.0,82671.0,906.0,66.8,47.5,6.0,47.5
E92000001,England,nation,2022-02-02,18_24,5399576.0,3391060.0,2008.0,3835279.0,2117.0,3391060.0,2008.0,1758025.0,5602.0,71.0,62.8,32.6,62.8
E92000001,England,nation,2022-02-02,25_29,4549150.0,2816593.0,1337.0,3095606.0,1149.0,2816593.0,1337.0,1587568.0,4216.0,68.0,61.9,34.9,61.9
E92000001,England,nation,2022-02-02,30_34,4847742.0,3133301.0,1115.0,3381474.0,824.0,3133301.0,1115.0,1937894.0,3637.0,69.8,64.6,40.0,64.6
E92000001,England,nation,2022-02-02,35_39,4597615.0,3173908.0,767.0,3361615.0,546.0,3173908.0,767.0,2153176.0,3122.0,73.1,69.0,46.8,69.0
E92000001,England,nation,2022-02-02,40_44,4216641.0,3143092.0,494.0,3281434.0,355.0,3143092.0,494.0,2335705.0,2391.0,77.8,74.5,55.4,74.5
E92000001,England,nation,2022-02-02,45_49,3999364.0,3208365.0,363.0,3311755.0,208.0,3208365.0,363.0,2561951.0,2090.0,82.8,80.2,64.1,80.2
E92000001,England,nation,2022-02-02,50_54,4249477.0,3615607.0,235.0,3700682.0,188.0,3615607.0,235.0,3091446.0,1528.0,87.1,85.1,72.7,85.1
E92000001,England,nation,2022-02-02,55_59,4121523.0,3615490.0,179.0,3683309.0,144.0,3615490.0,179.0,3201991.0,1152.0,89.4,87.7,77.7,87.7
E92000001,England,nation,2022-02-02,60_64,3507223.0,3144248.0,114.0,3192576.0,101.0,3144248.0,114.0,2873558.0,827.0,91.0,89.7,81.9,89.7
E92000001,England,nation,2022-02-02,65_69,2916416.0,2671231.0,72.0,2703780.0,56.0,2671231.0,72.0,2521909.0,456.0,92.7,91.6,86.5,91.6
E92000001,England,nation,2022-02-02,70_74,2852692.0,2679427.0,38.0,2703197.0,28.0,2679427.0,38.0,2578277.0,301.0,94.8,93.9,90.4,93.9
E92000001,England,nation,2022-02-02,75_79,2142723.0,2038158.0,37.0,2053525.0,19.0,2038158.0,37.0,1971413.0,228.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-02-02,80_84,1420966.0,1353693.0,14.0,1363226.0,13.0,1353693.0,14.0,1300506.0,188.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-02-02,85_89,867376.0,826151.0,12.0,832024.0,9.0,826151.0,12.0,788524.0,137.0,95.9,95.2,90.9,95.2
E92000001,England,nation,2022-02-02,90+,477852.0,447153.0,12.0,450704.0,1.0,447153.0,12.0,423023.0,130.0,94.3,93.6,88.5,93.6
E92000001,England,nation,2022-02-01,12_15,2886567.0,495384.0,14263.0,1559710.0,3064.0,495384.0,14263.0,2116.0,50.0,54.0,17.2,0.1,17.2
E92000001,England,nation,2022-02-01,16_17,1375012.0,651827.0,1442.0,917519.0,711.0,651827.0,1442.0,81765.0,818.0,66.7,47.4,5.9,47.4
E92000001,England,nation,2022-02-01,18_24,5399576.0,3389052.0,1944.0,3833162.0,1849.0,3389052.0,1944.0,1752423.0,5351.0,71.0,62.8,32.5,62.8
E92000001,England,nation,2022-02-01,25_29,4549150.0,2815256.0,1270.0,3094457.0,1120.0,2815256.0,1270.0,1583352.0,4186.0,68.0,61.9,34.8,61.9
E92000001,England,nation,2022-02-01,30_34,4847742.0,3132186.0,1062.0,3380650.0,836.0,3132186.0,1062.0,1934257.0,3577.0,69.7,64.6,39.9,64.6
E92000001,England,nation,2022-02-01,35_39,4597615.0,3173141.0,833.0,3361069.0,581.0,3173141.0,833.0,2150054.0,3168.0,73.1,69.0,46.8,69.0
E92000001,England,nation,2022-02-01,40_44,4216641.0,3142598.0,479.0,3281079.0,342.0,3142598.0,479.0,2333314.0,2481.0,77.8,74.5,55.3,74.5
E92000001,England,nation,2022-02-01,45_49,3999364.0,3208002.0,339.0,3311547.0,221.0,3208002.0,339.0,2559861.0,2103.0,82.8,80.2,64.0,80.2
E92000001,England,nation,2022-02-01,50_54,4249477.0,3615372.0,247.0,3700494.0,185.0,3615372.0,247.0,3089918.0,1607.0,87.1,85.1,72.7,85.1
E92000001,England,nation,2022-02-01,55_59,4121523.0,3615311.0,160.0,3683165.0,122.0,3615311.0,160.0,3200839.0,1265.0,89.4,87.7,77.7,87.7
E92000001,England,nation,2022-02-01,60_64,3507223.0,3144134.0,112.0,3192475.0,80.0,3144134.0,112.0,2872731.0,798.0,91.0,89.6,81.9,89.6
E92000001,England,nation,2022-02-01,65_69,2916416.0,2671159.0,62.0,2703724.0,60.0,2671159.0,62.0,2521453.0,461.0,92.7,91.6,86.5,91.6
E92000001,England,nation,2022-02-01,70_74,2852692.0,2679389.0,39.0,2703169.0,32.0,2679389.0,39.0,2577976.0,330.0,94.8,93.9,90.4,93.9
E92000001,England,nation,2022-02-01,75_79,2142723.0,2038121.0,30.0,2053506.0,21.0,2038121.0,30.0,1971185.0,232.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-02-01,80_84,1420966.0,1353679.0,16.0,1363213.0,17.0,1353679.0,16.0,1300318.0,190.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-02-01,85_89,867376.0,826139.0,12.0,832015.0,8.0,826139.0,12.0,788387.0,148.0,95.9,95.2,90.9,95.2
E92000001,England,nation,2022-02-01,90+,477852.0,447141.0,9.0,450703.0,1.0,447141.0,9.0,422893.0,110.0,94.3,93.6,88.5,93.6
E92000001,England,nation,2022-01-31,12_15,2886567.0,481121.0,11105.0,1556646.0,2476.0,481121.0,11105.0,2066.0,41.0,53.9,16.7,0.1,16.7
E92000001,England,nation,2022-01-31,16_17,1375012.0,650385.0,1479.0,916808.0,642.0,650385.0,1479.0,80947.0,921.0,66.7,47.3,5.9,47.3
E92000001,England,nation,2022-01-31,18_24,5399576.0,3387108.0,1938.0,3831313.0,2044.0,3387108.0,1938.0,1747072.0,5732.0,71.0,62.7,32.4,62.7
E92000001,England,nation,2022-01-31,25_29,4549150.0,2813986.0,1399.0,3093337.0,1272.0,2813986.0,1399.0,1579166.0,4448.0,68.0,61.9,34.7,61.9
E92000001,England,nation,2022-01-31,30_34,4847742.0,3131124.0,1159.0,3379814.0,1020.0,3131124.0,1159.0,1930680.0,3875.0,69.7,64.6,39.8,64.6
E92000001,England,nation,2022-01-31,35_39,4597615.0,3172308.0,762.0,3360488.0,666.0,3172308.0,762.0,2146886.0,3379.0,73.1,69.0,46.7,69.0
E92000001,England,nation,2022-01-31,40_44,4216641.0,3142119.0,500.0,3280737.0,405.0,3142119.0,500.0,2330833.0,2629.0,77.8,74.5,55.3,74.5
E92000001,England,nation,2022-01-31,45_49,3999364.0,3207663.0,320.0,3311326.0,276.0,3207663.0,320.0,2557758.0,2181.0,82.8,80.2,64.0,80.2
E92000001,England,nation,2022-01-31,50_54,4249477.0,3615125.0,239.0,3700309.0,172.0,3615125.0,239.0,3088311.0,1593.0,87.1,85.1,72.7,85.1
E92000001,England,nation,2022-01-31,55_59,4121523.0,3615151.0,191.0,3683043.0,137.0,3615151.0,191.0,3199574.0,1291.0,89.4,87.7,77.6,87.7
E92000001,England,nation,2022-01-31,60_64,3507223.0,3144022.0,111.0,3192395.0,103.0,3144022.0,111.0,2871933.0,764.0,91.0,89.6,81.9,89.6
E92000001,England,nation,2022-01-31,65_69,2916416.0,2671097.0,64.0,2703664.0,77.0,2671097.0,64.0,2520992.0,490.0,92.7,91.6,86.4,91.6
E92000001,England,nation,2022-01-31,70_74,2852692.0,2679350.0,31.0,2703137.0,34.0,2679350.0,31.0,2577646.0,293.0,94.8,93.9,90.4,93.9
E92000001,England,nation,2022-01-31,75_79,2142723.0,2038091.0,27.0,2053485.0,20.0,2038091.0,27.0,1970953.0,215.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-01-31,80_84,1420966.0,1353663.0,16.0,1363196.0,12.0,1353663.0,16.0,1300128.0,158.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-01-31,85_89,867376.0,826127.0,12.0,832007.0,8.0,826127.0,12.0,788239.0,125.0,95.9,95.2,90.9,95.2
E92000001,England,nation,2022-01-31,90+,477852.0,447132.0,10.0,450702.0,4.0,447132.0,10.0,422783.0,95.0,94.3,93.6,88.5,93.6
E92000001,England,nation,2022-01-30,12_15,2886567.0,470016.0,14362.0,1554170.0,2927.0,470016.0,14362.0,2025.0,88.0,53.8,16.3,0.1,16.3
E92000001,England,nation,2022-01-30,16_17,1375012.0,648906.0,2023.0,916166.0,675.0,648906.0,2023.0,80026.0,1465.0,66.6,47.2,5.8,47.2
E92000001,England,nation,2022-01-30,18_24,5399576.0,3385170.0,1634.0,3829269.0,1681.0,3385170.0,1634.0,1741340.0,5279.0,70.9,62.7,32.2,62.7
E92000001,England,nation,2022-01-30,25_29,4549150.0,2812587.0,1129.0,3092065.0,1008.0,2812587.0,1129.0,1574718.0,3783.0,68.0,61.8,34.6,61.8
E92000001,England,nation,2022-01-30,30_34,4847742.0,3129965.0,891.0,3378794.0,773.0,3129965.0,891.0,1926805.0,3443.0,69.7,64.6,39.7,64.6
E92000001,England,nation,2022-01-30,35_39,4597615.0,3171546.0,629.0,3359822.0,533.0,3171546.0,629.0,2143507.0,3142.0,73.1,69.0,46.6,69.0
E92000001,England,nation,2022-01-30,40_44,4216641.0,3141619.0,396.0,3280332.0,357.0,3141619.0,396.0,2328204.0,2526.0,77.8,74.5,55.2,74.5
E92000001,England,nation,2022-01-30,45_49,3999364.0,3207343.0,278.0,3311050.0,240.0,3207343.0,278.0,2555577.0,2320.0,82.8,80.2,63.9,80.2
E92000001,England,nation,2022-01-30,50_54,4249477.0,3614886.0,194.0,3700137.0,207.0,3614886.0,194.0,3086718.0,1567.0,87.1,85.1,72.6,85.1
E92000001,England,nation,2022-01-30,55_59,4121523.0,3614960.0,144.0,3682906.0,154.0,3614960.0,144.0,3198283.0,1123.0,89.4,87.7,77.6,87.7
E92000001,England,nation,2022-01-30,60_64,3507223.0,3143911.0,84.0,3192292.0,71.0,3143911.0,84.0,2871169.0,646.0,91.0,89.6,81.9,89.6
E92000001,England,nation,2022-01-30,65_69,2916416.0,2671033.0,36.0,2703587.0,53.0,2671033.0,36.0,2520502.0,283.0,92.7,91.6,86.4,91.6
E92000001,England,nation,2022-01-30,70_74,2852692.0,2679319.0,19.0,2703103.0,31.0,2679319.0,19.0,2577353.0,190.0,94.8,93.9,90.3,93.9
E92000001,England,nation,2022-01-30,75_79,2142723.0,2038064.0,12.0,2053465.0,12.0,2038064.0,12.0,1970738.0,111.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-01-30,80_84,1420966.0,1353647.0,12.0,1363184.0,6.0,1353647.0,12.0,1299970.0,70.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-01-30,85_89,867376.0,826115.0,2.0,831999.0,3.0,826115.0,2.0,788114.0,65.0,95.9,95.2,90.9,95.2
E92000001,England,nation,2022-01-30,90+,477852.0,447122.0,3.0,450698.0,0.0,447122.0,3.0,422688.0,36.0,94.3,93.6,88.5,93.6
E92000001,England,nation,2022-01-29,12_15,2886567.0,455654.0,20707.0,1551243.0,5042.0,455654.0,20707.0,1937.0,182.0,53.7,15.8,0.1,15.8
E92000001,England,nation,2022-01-29,16_17,1375012.0,646883.0,3226.0,915491.0,1078.0,646883.0,3226.0,78561.0,2454.0,66.6,47.0,5.7,47.0
E92000001,England,nation,2022-01-29,18_24,5399576.0,3383536.0,2788.0,3827588.0,2556.0,3383536.0,2788.0,1736061.0,8439.0,70.9,62.7,32.2,62.7
E92000001,England,nation,2022-01-29,25_29,4549150.0,2811458.0,1913.0,3091057.0,1704.0,2811458.0,1913.0,1570935.0,6626.0,67.9,61.8,34.5,61.8
E92000001,England,nation,2022-01-29,30_34,4847742.0,3129074.0,1664.0,3378021.0,1329.0,3129074.0,1664.0,1923362.0,6118.0,69.7,64.5,39.7,64.5
E92000001,England,nation,2022-01-29,35_39,4597615.0,3170917.0,1176.0,3359289.0,895.0,3170917.0,1176.0,2140365.0,5792.0,73.1,69.0,46.6,69.0
E92000001,England,nation,2022-01-29,40_44,4216641.0,3141223.0,740.0,3279975.0,611.0,3141223.0,740.0,2325678.0,4714.0,77.8,74.5,55.2,74.5
E92000001,England,nation,2022-01-29,45_49,3999364.0,3207065.0,482.0,3310810.0,429.0,3207065.0,482.0,2553257.0,4183.0,82.8,80.2,63.8,80.2
E92000001,England,nation,2022-01-29,50_54,4249477.0,3614692.0,389.0,3699930.0,346.0,3614692.0,389.0,3085151.0,3028.0,87.1,85.1,72.6,85.1
E92000001,England,nation,2022-01-29,55_59,4121523.0,3614816.0,292.0,3682752.0,264.0,3614816.0,292.0,3197160.0,2255.0,89.4,87.7,77.6,87.7
E92000001,England,nation,2022-01-29,60_64,3507223.0,3143827.0,150.0,3192221.0,134.0,3143827.0,150.0,2870523.0,1313.0,91.0,89.6,81.8,89.6
E92000001,England,nation,2022-01-29,65_69,2916416.0,2670997.0,82.0,2703534.0,70.0,2670997.0,82.0,2520219.0,660.0,92.7,91.6,86.4,91.6
E92000001,England,nation,2022-01-29,70_74,2852692.0,2679300.0,48.0,2703072.0,41.0,2679300.0,48.0,2577163.0,423.0,94.8,93.9,90.3,93.9
E92000001,England,nation,2022-01-29,75_79,2142723.0,2038052.0,27.0,2053453.0,31.0,2038052.0,27.0,1970627.0,249.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-01-29,80_84,1420966.0,1353635.0,19.0,1363178.0,17.0,1353635.0,19.0,1299900.0,203.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-01-29,85_89,867376.0,826113.0,7.0,831996.0,7.0,826113.0,7.0,788049.0,121.0,95.9,95.2,90.9,95.2
E92000001,England,nation,2022-01-29,90+,477852.0,447119.0,6.0,450698.0,1.0,447119.0,6.0,422652.0,67.0,94.3,93.6,88.4,93.6
E92000001,England,nation,2022-01-28,12_15,2886567.0,434947.0,17477.0,1546201.0,3848.0,434947.0,17477.0,1755.0,71.0,53.6,15.1,0.1,15.1
E92000001,England,nation,2022-01-28,16_17,1375012.0,643657.0,2184.0,914413.0,871.0,643657.0,2184.0,76107.0,1561.0,66.5,46.8,5.5,46.8
E92000001,England,nation,2022-01-28,18_24,5399576.0,3380748.0,2502.0,3825032.0,2755.0,3380748.0,2502.0,1727622.0,7637.0,70.8,62.6,32.0,62.6
E92000001,England,nation,2022-01-28,25_29,4549150.0,2809545.0,1629.0,3089353.0,1618.0,2809545.0,1629.0,1564309.0,5935.0,67.9,61.8,34.4,61.8
E92000001,England,nation,2022-01-28,30_34,4847742.0,3127410.0,1567.0,3376692.0,1343.0,3127410.0,1567.0,1917244.0,5566.0,69.7,64.5,39.5,64.5
E92000001,England,nation,2022-01-28,35_39,4597615.0,3169741.0,1085.0,3358394.0,937.0,3169741.0,1085.0,2134573.0,5121.0,73.0,68.9,46.4,68.9
E92000001,England,nation,2022-01-28,40_44,4216641.0,3140483.0,740.0,3279364.0,612.0,3140483.0,740.0,2320964.0,4352.0,77.8,74.5,55.0,74.5
E92000001,England,nation,2022-01-28,45_49,3999364.0,3206583.0,476.0,3310381.0,434.0,3206583.0,476.0,2549074.0,3715.0,82.8,80.2,63.7,80.2
E92000001,England,nation,2022-01-28,50_54,4249477.0,3614303.0,384.0,3699584.0,351.0,3614303.0,384.0,3082123.0,2731.0,87.1,85.1,72.5,85.1
E92000001,England,nation,2022-01-28,55_59,4121523.0,3614524.0,263.0,3682488.0,264.0,3614524.0,263.0,3194905.0,2096.0,89.3,87.7,77.5,87.7
E92000001,England,nation,2022-01-28,60_64,3507223.0,3143677.0,165.0,3192087.0,176.0,3143677.0,165.0,2869210.0,1280.0,91.0,89.6,81.8,89.6
E92000001,England,nation,2022-01-28,65_69,2916416.0,2670915.0,75.0,2703464.0,74.0,2670915.0,75.0,2519559.0,682.0,92.7,91.6,86.4,91.6
E92000001,England,nation,2022-01-28,70_74,2852692.0,2679252.0,55.0,2703031.0,42.0,2679252.0,55.0,2576740.0,442.0,94.8,93.9,90.3,93.9
E92000001,England,nation,2022-01-28,75_79,2142723.0,2038025.0,33.0,2053422.0,15.0,2038025.0,33.0,1970378.0,330.0,95.8,95.1,92.0,95.1
E92000001,England,nation,2022-01-28,80_84,1420966.0,1353616.0,17.0,1363161.0,13.0,1353616.0,17.0,1299697.0,257.0,95.9,95.3,91.5,95.3
E92000001,England,nation,2022-01-28,85_89,867376.0,826106.0,24.0,831989.0,8.0,826106.0,24.0,787928.0,209.0,95.9,95.2,90.8,95.2
E92000001,England,nation,2022-01-28,90+,477852.0,447113.0,7.0,450697.0,5.0,447113.0,7.0,422585.0,163.0,94.3,93.6,88.4,93.6
E92000001,England,nation,2022-01-27,12_15,2886567.0,417470.0,15116.0,1542353.0,3688.0,417470.0,15116.0,1684.0,85.0,53.4,14.5,0.1,14.5
E92000001,England,nation,2022-01-27,16_17,1375012.0,641473.0,1992.0,913542.0,889.0,641473.0,1992.0,74546.0,1280.0,66.4,46.7,5.4,46.7
E92000001,England,nation,2022-01-27,18_24,5399576.0,3378246.0,2570.0,3822277.0,2746.0,3378246.0,2570.0,1719985.0,7858.0,70.8,62.6,31.9,62.6
E92000001,England,nation,2022-01-27,25_29,4549150.0,2807916.0,1530.0,3087735.0,1551.0,2807916.0,1530.0,1558374.0,5873.0,67.9,61.7,34.3,61.7
E92000001,England,nation,2022-01-27,30_34,4847742.0,3125843.0,1284.0,3375349.0,1232.0,3125843.0,1284.0,1911678.0,5110.0,69.6,64.5,39.4,64.5
E92000001,England,nation,2022-01-27,35_39,4597615.0,3168656.0,928.0,3357457.0,883.0,3168656.0,928.0,2129452.0,4644.0,73.0,68.9,46.3,68.9
E92000001,England,nation,2022-01-27,40_44,4216641.0,3139743.0,627.0,3278752.0,580.0,3139743.0,627.0,2316612.0,3649.0,77.8,74.5,54.9,74.5
E92000001,England,nation,2022-01-27,45_49,3999364.0,3206107.0,414.0,3309947.0,411.0,3206107.0,414.0,2545359.0,3238.0,82.8,80.2,63.6,80.2
E92000001,England,nation,2022-01-27,50_54,4249477.0,3613919.0,335.0,3699233.0,308.0,3613919.0,335.0,3079392.0,2432.0,87.1,85.0,72.5,85.0
E92000001,England,nation,2022-01-27,55_59,4121523.0,3614261.0,252.0,3682224.0,277.0,3614261.0,252.0,3192809.0,1909.0,89.3,87.7,77.5,87.7
E92000001,England,nation,2022-01-27,60_64,3507223.0,3143512.0,161.0,3191911.0,174.0,3143512.0,161.0,2867930.0,1224.0,91.0,89.6,81.8,89.6
E92000001,England,nation,2022-01-27,65_69,2916416.0,2670840.0,85.0,2703390.0,95.0,2670840.0,85.0,2518877.0,756.0,92.7,91.6,86.4,91.6
E92000001,England,nation,2022-01-27,70_74,2852692.0,2679197.0,42.0,2702989.0,55.0,2679197.0,42.0,2576298.0,539.0,94.8,93.9,90.3,93.9
E92000001,England,nation,2022-01-27,75_79,2142723.0,2037992.0,40.0,2053407.0,27.0,2037992.0,40.0,1970048.0,384.0,95.8,95.1,91.9,95.1
E92000001,England,nation,2022-01-27,80_84,1420966.0,1353599.0,30.0,1363148.0,18.0,1353599.0,30.0,1299440.0,349.0,95.9,95.3,91.4,95.3
E92000001,England,nation,2022-01-27,85_89,867376.0,826082.0,16.0,831981.0,13.0,826082.0,16.0,787719.0,274.0,95.9,95.2,90.8,95.2
E92000001,England,nation,2022-01-27,90+,477852.0,447106.0,14.0,450692.0,8.0,447106.0,14.0,422422.0,191.0,94.3,93.6,88.4,93.6
E92000001,England,nation,2022-01-26,12_15,2886567.0,402354.0,15206.0,1538665.0,3372.0,402354.0,15206.0,1599.0,55.0,53.3,13.9,0.1,13.9
E92000001,England,nation,2022-01-26,16_17,1375012.0,639481.0,2073.0,912653.0,891.0,639481.0,2073.0,73266.0,1334.0,66.4,46.5,5.3,46.5
E92000001,England,nation,2022-01-26,18_24,5399576.0,3375676.0,2450.0,3819531.0,2574.0,3375676.0,2450.0,1712127.0,8090.0,70.7,62.5,31.7,62.5
E92000001,England,nation,2022-01-26,25_29,4549150.0,2806386.0,1662.0,3086184.0,1501.0,2806386.0,1662.0,1552501.0,6236.0,67.8,61.7,34.1,61.7
E92000001,England,nation,2022-01-26,30_34,4847742.0,3124559.0,1351.0,3374117.0,1137.0,3124559.0,1351.0,1906568.0,5354.0,69.6,64.5,39.3,64.5
E92000001,England,nation,2022-01-26,35_39,4597615.0,3167728.0,1012.0,3356574.0,787.0,3167728.0,1012.0,2124808.0,4742.0,73.0,68.9,46.2,68.9
E92000001,England,nation,2022-01-26,40_44,4216641.0,3139116.0,644.0,3278172.0,548.0,3139116.0,644.0,2312963.0,3746.0,77.7,74.4,54.9,74.4
E92000001,England,nation,2022-01-26,45_49,3999364.0,3205693.0,465.0,3309536.0,407.0,3205693.0,465.0,2542121.0,3295.0,82.8,80.2,63.6,80.2
E92000001,England,nation,2022-01-26,50_54,4249477.0,3613584.0,369.0,3698925.0,281.0,3613584.0,369.0,3076960.0,2519.0,87.0,85.0,72.4,85.0
E92000001,England,nation,2022-01-26,55_59,4121523.0,3614009.0,237.0,3681947.0,204.0,3614009.0,237.0,3190900.0,2042.0,89.3,87.7,77.4,87.7
E92000001,England,nation,2022-01-26,60_64,3507223.0,3143351.0,140.0,3191737.0,147.0,3143351.0,140.0,2866706.0,1301.0,91.0,89.6,81.7,89.6
E92000001,England,nation,2022-01-26,65_69,2916416.0,2670755.0,100.0,2703295.0,92.0,2670755.0,100.0,2518121.0,728.0,92.7,91.6,86.3,91.6
E92000001,England,nation,2022-01-26,70_74,2852692.0,2679155.0,54.0,2702934.0,51.0,2679155.0,54.0,2575759.0,561.0,94.8,93.9,90.3,93.9
E92000001,England,nation,2022-01-26,75_79,2142723.0,2037952.0,26.0,2053380.0,27.0,2037952.0,26.0,1969664.0,343.0,95.8,95.1,91.9,95.1
E92000001,England,nation,2022-01-26,80_84,1420966.0,1353569.0,24.0,1363130.0,9.0,1353569.0,24.0,1299091.0,331.0,95.9,95.3,91.4,95.3
E92000001,England,nation,2022-01-26,85_89,867376.0,826066.0,16.0,831968.0,15.0,826066.0,16.0,787445.0,248.0,95.9,95.2,90.8,95.2
E92000001,England,nation,2022-01-26,90+,477852.0,447092.0,8.0,450684.0,3.0,447092.0,8.0,422231.0,199.0,94.3,93.6,88.4,93.6
E92000001,England,nation,2022-01-25,12_15,2886567.0,387148.0,13285.0,1535293.0,3263.0,387148.0,13285.0,1544.0,57.0,53.2,13.4,0.1,13.4
E92000001,England,nation,2022-01-25,16_17,1375012.0,637408.0,1831.0,911762.0,744.0,637408.0,1831.0,71932.0,1164.0,66.3,46.4,5.2,46.4
E92000001,England,nation,2022-01-25,18_24,5399576.0,3373226.0,2260.0,3816957.0,2204.0,3373226.0,2260.0,1704037.0,8373.0,70.7,62.5,31.6,62.5
E92000001,England,nation,2022-01-25,25_29,4549150.0,2804724.0,1462.0,3084683.0,1373.0,2804724.0,1462.0,1546265.0,6340.0,67.8,61.7,34.0,61.7
E92000001,England,nation,2022-01-25,30_34,4847742.0,3123208.0,1350.0,3372980.0,1091.0,3123208.0,1350.0,1901214.0,5243.0,69.6,64.4,39.2,64.4
E92000001,England,nation,2022-01-25,35_39,4597615.0,3166716.0,931.0,3355787.0,675.0,3166716.0,931.0,2120066.0,4709.0,73.0,68.9,46.1,68.9
E92000001,England,nation,2022-01-25,40_44,4216641.0,3138472.0,617.0,3277624.0,463.0,3138472.0,617.0,2309217.0,3618.0,77.7,74.4,54.8,74.4
E92000001,England,nation,2022-01-25,45_49,3999364.0,3205228.0,418.0,3309129.0,344.0,3205228.0,418.0,2538826.0,3176.0,82.7,80.1,63.5,80.1
E92000001,England,nation,2022-01-25,50_54,4249477.0,3613215.0,307.0,3698644.0,239.0,3613215.0,307.0,3074441.0,2357.0,87.0,85.0,72.3,85.0
E92000001,England,nation,2022-01-25,55_59,4121523.0,3613772.0,228.0,3681743.0,175.0,3613772.0,228.0,3188858.0,1903.0,89.3,87.7,77.4,87.7
