"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","31",NA,NA,0,NA,NA,0,0,0,691120,0,0,0,0,0,523848,0,0,0,0,0,734339,734339,0,0,2021-01-03
"2021-01-10","00-39","1","31",0.00051833614098743,0.000425592282593276,0.000235586016812399,0.00051833614098743,0.000425592282593276,0.000235586016812399,120,120,1382240,231510,120,120,180,180,1047696,422940,180,180,173,173,734339,734339,173,173,2021-01-10
"2021-01-17","00-39","1","31",0.00216807429699382,0.00191516527166974,0.00106762680451399,0.00165032521114455,0.00151321700477609,0.000832040787701593,670,670,691120,309030,510,510,810,810,523848,422940,640,640,784,784,734339,734339,611,611,2021-01-17
"2021-01-24","00-39","1","31",0.00418137387998914,0.004114058731735,0.0023259012526912,0.00223444962712622,0.00219889346006526,0.0012582744481772,1540,1540,691120,368300,800,800,1740,1740,523848,422940,930,930,1708,1708,734339,734339,924,924,2021-01-24
"2021-01-31","00-39","1","31",0.00537620170025689,0.00541447959521445,0.00302585045871185,0.00134787036482358,0.00130042086347945,0.000699949206020653,2030,2030,691120,377590,450,450,2290,2290,523848,422940,550,550,2222,2222,734339,734339,514,514,2021-01-31
"2021-02-07","00-39","1","31",0.00640789957455749,0.00645481628599801,0.00362094346071773,0.00106015629732841,0.00106398070648319,0.000595093002005886,2440,2440,691120,380780,350,350,2730,2730,523848,422940,450,450,2659,2659,734339,734339,437,437,2021-02-07
"2021-02-14","00-39","1","31",0.00819370765271285,0.00836998155766775,0.00463273774101607,0.00191877198592901,0.00189152125597011,0.00101179428029834,3120,3120,691120,380780,600,600,3540,3540,523848,422940,800,800,3402,3402,734339,734339,743,743,2021-02-14
"2021-02-21","00-39","1","31",0.00672695600607835,0.00775033979322246,0.00524689550738828,0.00127899339762868,0.00120584480068095,0.000614157766372207,3630,3630,691120,539620,370,370,4060,4060,523848,523848,510,510,3853,3853,734339,734339,451,451,2021-02-21
"2021-02-28","00-39","1","31",0.00856158037137245,0.00988836456376659,0.00679931203436015,0.00278065374944535,0.00264812975835816,0.00155241652697188,4620,4620,691120,539620,940,940,5180,5180,523848,523848,1120,1120,4993,4993,734339,734339,1140,1140,2021-02-28
"2021-03-07","00-39","1","31",0.0111374671064823,0.0129808646783036,0.00898222755430394,0.00370772531052199,0.00385397455903911,0.00218291551994379,6010,6010,691120,539620,1400,1400,6800,6800,523848,523848,1630,1630,6596,6596,734339,734339,1603,1603,2021-03-07
