"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","67",NA,NA,1.28796033082181e-05,NA,NA,7.35977331898177e-06,0,0,538540,0,0,0,0,0,396516,0,0,0,7,7,543495,543495,4,4,2021-01-03
"2021-01-10","00-39","1","67",0.000141964792731403,0.000139494657354623,6.6237959870836e-05,0.000141964792731403,0.000139494657354623,5.33583565626179e-05,20,20,1077080,140880,20,20,30,30,793032,215062,30,30,36,36,543495,543495,29,29,2021-01-10
"2021-01-17","00-39","1","67",0.00128440366972477,0.00120241749201025,0.000697338521973523,0.00127768313458262,0.00107584722969338,0.000631100562102687,210,210,538540,163500,180,180,380,380,396516,316030,340,340,379,379,543495,543495,343,343,2021-01-17
"2021-01-24","00-39","1","67",0.00284270372710044,0.00275290320539189,0.00158971103690006,0.0017087340721574,0.00155048571338164,0.00089237251492654,720,720,538540,253280,350,350,870,870,396516,316030,490,490,864,864,543495,543495,485,485,2021-01-24
"2021-01-31","00-39","1","67",0.00447870013540256,0.00452488687782805,0.00256856088832464,0.00191144919055978,0.0018352688035946,0.000978849851424576,1290,1290,538540,288030,490,490,1430,1430,396516,316030,580,580,1396,1396,543495,543495,532,532,2021-01-31
"2021-02-07","00-39","1","67",0.00611944890772965,0.00620194285352656,0.00360076909631183,0.0018715524034673,0.00164541341011929,0.00103220820798719,1790,1790,538540,292510,380,380,1960,1960,396516,316030,520,520,1957,1957,543495,543495,561,561,2021-02-07
"2021-02-14","00-39","1","67",0.00581351830135482,0.00813213935385881,0.00461457787100157,0.00216169476869866,0.00196183906591146,0.00101380877468974,2330,2330,538540,400790,500,500,2570,2570,396516,316030,620,620,2508,2508,543495,543495,551,551,2021-02-14
"2021-02-21","00-39","1","67",0.00835849197834277,0.00912951810267429,0.00660907644044563,0.00363912054586808,0.00329082682023859,0.00199449856944406,3350,3350,538540,400790,960,960,3620,3620,396516,396516,1040,1040,3592,3592,543495,543495,1084,1084,2021-02-21
"2021-02-28","00-39","1","67",0.0117767409366501,0.0127359299498633,0.00939291069835049,0.00362181739553489,0.00452488687782805,0.00278383425790486,4720,4720,538540,400790,1340,1340,5050,5050,396516,396516,1430,1430,5105,5105,543495,543495,1513,1513,2021-02-28
"2021-03-07","00-39","1","67",0.0141668486039347,0.015737069878643,0.0116192421273425,0.00290974356185245,0.00373382273834763,0.00222633142899199,5840,5840,538540,412230,1070,1070,6240,6240,396516,396516,1180,1180,6315,6315,543495,543495,1210,1210,2021-03-07
"2021-03-14","00-39","1","67",0.0177328190573224,0.0196713373483037,0.0146385891314548,0.00379753558529849,0.00493624023035788,0.00301934700411227,7310,7310,538540,412230,1430,1430,7800,7800,396516,396516,1560,1560,7956,7956,543495,543495,1641,1641,2021-03-14
