"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","65",NA,NA,0,NA,NA,0,0,0,95160,0,0,0,0,0,65112,0,0,0,0,0,87212,87212,0,0,2021-01-03
"2021-01-10","00-39","1","65",NA,0.000299958005879177,0.000194927303582076,NA,0.000299958005879177,0.000194927303582076,0,0,190320,0,0,0,10,10,130224,33338,10,10,17,17,87212,87212,17,17,2021-01-10
"2021-01-17","00-39","1","65",0.00119712689545092,0.00209970604115424,0.00079117552630372,0.000798084596967279,0.00179974803527506,0.000596248222721644,30,30,95160,25060,20,20,70,70,65112,33338,60,60,69,69,87212,87212,52,52,2021-01-17
"2021-01-24","00-39","1","65",0.0020005715918834,0.00359949607055012,0.0013415585011237,0.000798084596967279,0.00149979002939588,0.000550382974819979,70,70,95160,34990,20,20,120,120,65112,33338,50,50,117,117,87212,87212,48,48,2021-01-24
"2021-01-31","00-39","1","65",0.00369640216855594,0.00361620057859209,0.00200660459569784,0.000798084596967279,0.00120540019286403,0.000665046094574141,150,150,95160,40580,20,20,180,180,65112,49776,60,60,175,175,87212,87212,58,58,2021-01-31
"2021-02-07","00-39","1","65",0.00384707862466939,0.00421890067502411,0.00252258863459157,NA,0.000599916011758354,0.00051598403889373,160,160,95160,41590,0,0,210,210,65112,49776,20,20,220,220,87212,87212,45,45,2021-02-07
"2021-02-14","00-39","1","65",0.00607760635811127,0.00602700096432015,0.00364628720818236,0.00195758564437194,0.00200900032144005,0.00112369857359079,260,260,95160,42780,60,60,300,300,65112,49776,100,100,318,318,87212,87212,98,98,2021-02-14
"2021-02-21","00-39","1","65",0.00754084625052367,0.0078351012536162,0.00470118790992065,0.00159616919393456,0.00160720025715204,0.00105490070173829,360,360,95160,47740,40,40,390,390,65112,49776,80,80,410,410,87212,87212,92,92,2021-02-21
"2021-02-28","00-39","1","65",0.00942605781315459,0.00984410157505625,0.00606567903499518,0.00207161882213673,0.00200900032144005,0.00136449112507453,450,450,95160,47740,70,70,490,490,65112,49776,100,100,529,529,87212,87212,119,119,2021-02-28
"2021-03-07","00-39","1","65",0.0124872057318321,0.0132594021215043,0.00820987937439802,0.00344318740777177,0.00341530054644809,0.00214420033940283,610,610,95160,48850,140,140,660,660,65112,49776,170,170,716,716,87212,87212,187,187,2021-03-07
