"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","94",NA,NA,2.66764836126361e-06,NA,NA,2.66764836126361e-06,0,0,682380,0,0,0,0,0,525371,0,0,0,2,2,749724,749724,2,2,2021-01-03
"2021-01-10","00-39","1","94",NA,0.000332537618318072,0.000245423649236252,NA,0.000332537618318072,0.000242756000874989,0,0,1364760,0,0,0,140,140,1050742,421005,140,140,184,184,749724,749724,182,182,2021-01-10
"2021-01-17","00-39","1","94",0.00237820965404481,0.00216149451906747,0.00161125961020322,0.00189768018279695,0.0018289569007494,0.00136583596096697,640,640,682380,269110,490,490,910,910,525371,421005,770,770,1208,1208,749724,749724,1024,1024,2021-01-17
"2021-01-24","00-39","1","94",0.00356409327050864,0.00372917186256695,0.0029690926260864,0.00186500888099467,0.00156767734349948,0.00135783301588318,1180,1180,682380,331080,420,420,1570,1570,525371,421005,660,660,2226,2226,749724,749724,1018,1018,2021-01-24
"2021-01-31","00-39","1","94",0.00420986310785268,0.0043942470992031,0.003405253133153,0.000973288634151617,0.000665075236636144,0.000436160507066601,1470,1470,682380,349180,90,90,1850,1850,525371,421005,280,280,2553,2553,749724,749724,327,327,2021-01-31
"2021-02-07","00-39","1","94",0.00438169425511198,0.00460802128240757,0.00354397084793871,NA,0.000261279557249914,0.000138717714785708,1530,1530,682380,349180,0,0,1940,1940,525371,421005,110,110,2657,2657,749724,749724,104,104,2021-02-07
"2021-02-14","00-39","1","94",0.00592693907790505,0.0061044405648389,0.00441095656534938,0.00180566053581927,0.00149641928243132,0.000866985717410674,2080,2080,682380,350940,430,430,2570,2570,525371,421005,630,630,3307,3307,749724,749724,650,650,2021-02-14
"2021-02-21","00-39","1","94",0.00798210241396454,0.00670002721886058,0.00567142041604644,0.00250008446231292,0.00223275258013563,0.00126046385069706,2890,2890,682380,362060,740,740,3520,3520,525371,525371,940,940,4252,4252,749724,749724,945,945,2021-02-21
"2021-02-28","00-39","1","94",0.0098580333360793,0.00822276067769253,0.00679049890359652,0.00193702894977812,0.00190021496181756,0.00111907848755009,3590,3590,682380,364170,550,550,4320,4320,525371,525371,800,800,5091,5091,749724,749724,839,839,2021-02-28
"2021-03-07","00-39","1","94",0.0138334518016294,0.0115727742871228,0.00898063820819395,0.00402888862361227,0.00413296754195318,0.00219013930459743,5060,5060,682380,365780,1350,1350,6080,6080,525371,525371,1740,1740,6733,6733,749724,749724,1642,1642,2021-03-07
"2021-03-14","00-39","1","94",0.0183443599978129,0.0152844370930257,0.0115695909428003,0.00454597113308331,0.00463177396943029,0.00258895273460634,6710,6710,682380,365780,1600,1600,8030,8030,525371,525371,1950,1950,8674,8674,749724,749724,1941,1941,2021-03-14
"2021-03-21","00-39","1","94",0.021269615615944,0.0177017764589214,0.0133542476964856,0.00307191349491598,0.00304034393890809,0.00178465675368536,7780,7780,682380,365780,1000,1000,9300,9300,525371,525371,1280,1280,10012,10012,749724,749724,1338,1338,2021-03-21
"2021-03-28","00-39","1","94",0.0253941603924552,0.0217941226295323,0.0158511665626284,0.00536427509402058,0.00508307502286196,0.00249691886614274,9680,9680,682380,381190,1840,1840,11450,11450,525371,525371,2140,2140,11884,11884,749724,749724,1872,1872,2021-03-28
