YearWeekISO,FirstDose,FirstDoseRefused,SecondDose,UnknownDose,NumberDosesReceived,Region,Population,ReportingCountry,TargetGroup,Vaccine,Denominator
2021-W17,10,,0,0,40800,AT,8901064,AT,Age15_17,MOD,
2021-W17,435,,347,0,40800,AT,8901064,AT,Age18_24,MOD,696064
2021-W17,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W17,6669,,430,0,296010,AT,8901064,AT,Age18_24,COM,696064
2021-W17,10,,0,0,12000,AT,8901064,AT,Age18_24,JANSS,696064
2021-W17,1279,,1063,0,319200,AT,8901064,AT,Age18_24,AZ,696064
2021-W17,9438,,3640,0,319200,AT,8901064,AT,Age25_49,AZ,3006228
2021-W17,14,,4,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W17,44380,,3064,0,296010,AT,8901064,AT,Age25_49,COM,3006228
2021-W17,3039,,2576,0,40800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W17,104,,0,0,12000,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W17,56167,,2485,0,296010,AT,8901064,AT,Age50_59,COM,1396889
2021-W17,2,,8,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W17,3420,,2053,0,40800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W17,7064,,1786,0,319200,AT,8901064,AT,Age50_59,AZ,1396889
2021-W17,55,,0,0,12000,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W17,0,,0,0,319200,AT,8901064,AT,Age5_9,AZ,
2021-W17,1,,0,0,40800,AT,8901064,AT,Age5_9,MOD,
2021-W17,1,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W17,7,,0,0,296010,AT,8901064,AT,Age5_9,COM,
2021-W17,0,,0,0,12000,AT,8901064,AT,Age5_9,JANSS,
2021-W17,13299,,681,0,319200,AT,8901064,AT,Age60_69,AZ,1016016
2021-W17,93041,,7627,0,296010,AT,8901064,AT,Age60_69,COM,1016016
2021-W17,10116,,2436,0,40800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W17,4,,2,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W17,26,,0,0,12000,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W17,2959,,83,0,319200,AT,8901064,AT,Age70_79,AZ,769199
2021-W17,3375,,8815,0,40800,AT,8901064,AT,Age70_79,MOD,769199
2021-W17,29,,0,0,12000,AT,8901064,AT,Age70_79,JANSS,769199
2021-W17,25913,,24360,0,296010,AT,8901064,AT,Age70_79,COM,769199
2021-W17,1,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W17,0,,1,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W17,449,,1860,0,40800,AT,8901064,AT,Age80+,MOD,474047
2021-W17,4341,,4621,0,296010,AT,8901064,AT,Age80+,COM,474047
2021-W17,1138,,14,0,319200,AT,8901064,AT,Age80+,AZ,474047
2021-W17,35,,0,0,12000,AT,8901064,AT,Age80+,JANSS,474047
2021-W17,466,,55,0,296010,AT,8901064,AT,Age<18,COM,
2021-W17,11,,0,0,40800,AT,8901064,AT,Age<18,MOD,
2021-W17,6,,4,0,319200,AT,8901064,AT,Age<18,AZ,
2021-W17,1,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W17,1,,0,0,12000,AT,8901064,AT,Age<18,JANSS,
2021-W18,101828,,61556,0,308874,AT,8901064,AT,1_Age60+,COM,2259262
2021-W18,10,,3,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W18,7695,,16225,0,58800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W18,11775,,2952,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W18,1839,,0,0,0,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W18,158915,,8554,0,308874,AT,8901064,AT,1_Age<60,COM,5099181
2021-W18,30,,8,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W18,4286,,0,0,0,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W18,22016,,3305,0,58800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W18,24332,,23969,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W18,259927,,70050,0,308874,AT,8901064,AT,ALL,COM,7358443
2021-W18,40,,11,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W18,29704,,19527,0,58800,AT,8901064,AT,ALL,MOD,7358443
2021-W18,36081,,26902,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W18,6120,,0,0,0,AT,8901064,AT,ALL,JANSS,7358443
2021-W18,0,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W18,0,,0,0,0,AT,8901064,AT,Age0_4,JANSS,
2021-W18,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W18,3,,0,0,308874,AT,8901064,AT,Age0_4,COM,
2021-W18,0,,0,0,58800,AT,8901064,AT,Age0_4,MOD,
2021-W18,0,,0,0,58800,AT,8901064,AT,Age10_14,MOD,
2021-W18,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W18,1,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W18,8,,1,0,308874,AT,8901064,AT,Age10_14,COM,
2021-W18,0,,0,0,0,AT,8901064,AT,Age10_14,JANSS,
2021-W18,5,,0,0,0,AT,8901064,AT,Age15_17,JANSS,
2021-W18,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W18,799,,59,0,308874,AT,8901064,AT,Age15_17,COM,
2021-W18,24,,19,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W18,7,,3,0,58800,AT,8901064,AT,Age15_17,MOD,
2021-W18,9707,,552,0,308874,AT,8901064,AT,Age18_24,COM,696064
2021-W18,400,,0,0,0,AT,8901064,AT,Age18_24,JANSS,696064
2021-W18,1,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W18,2380,,2896,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W18,1144,,192,0,58800,AT,8901064,AT,Age18_24,MOD,696064
2021-W18,72665,,4366,0,308874,AT,8901064,AT,Age25_49,COM,3006228
2021-W18,9076,,1684,0,58800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W18,11719,,13424,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W18,2513,,0,0,0,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W18,11,,8,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W18,11789,,1426,0,58800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W18,18,,0,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W18,10207,,7630,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W18,75727,,3576,0,308874,AT,8901064,AT,Age50_59,COM,1396889
2021-W18,1368,,0,0,0,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W18,0,,0,0,0,AT,8901064,AT,Age5_9,JANSS,
2021-W18,1,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W18,0,,0,0,58800,AT,8901064,AT,Age5_9,MOD,
2021-W18,6,,0,0,308874,AT,8901064,AT,Age5_9,COM,
2021-W18,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W18,9093,,2729,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W18,1044,,0,0,0,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W18,73323,,16021,0,308874,AT,8901064,AT,Age60_69,COM,1016016
2021-W18,7,,1,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W18,5281,,2369,0,58800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W18,1991,,11750,0,58800,AT,8901064,AT,Age70_79,MOD,769199
2021-W18,23083,,37922,0,308874,AT,8901064,AT,Age70_79,COM,769199
2021-W18,1,,2,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W18,560,,0,0,0,AT,8901064,AT,Age70_79,JANSS,769199
2021-W18,1713,,196,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W18,2,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W18,5422,,7613,0,308874,AT,8901064,AT,Age80+,COM,474047
2021-W18,969,,27,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W18,235,,0,0,0,AT,8901064,AT,Age80+,JANSS,474047
2021-W18,423,,2106,0,58800,AT,8901064,AT,Age80+,MOD,474047
2021-W18,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W18,816,,60,0,308874,AT,8901064,AT,Age<18,COM,
2021-W18,5,,0,0,0,AT,8901064,AT,Age<18,JANSS,
2021-W18,7,,3,0,58800,AT,8901064,AT,Age<18,MOD,
2021-W18,26,,19,0,0,AT,8901064,AT,Age<18,AZ,
2021-W19,1045,,0,0,18000,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W19,6298,,10281,0,58800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W19,69364,,45286,0,308880,AT,8901064,AT,1_Age60+,COM,2259262
2021-W19,8,,3,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W19,8371,,3187,0,57600,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W19,16,,11,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W19,172178,,13409,0,308880,AT,8901064,AT,1_Age<60,COM,5099181
2021-W19,25202,,27399,0,57600,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W19,29004,,4240,0,58800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W19,5960,,0,0,18000,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W19,240433,,58577,0,308880,AT,8901064,AT,ALL,COM,7358443
2021-W19,35284,,14520,0,58800,AT,8901064,AT,ALL,MOD,7358443
2021-W19,6989,,0,0,18000,AT,8901064,AT,ALL,JANSS,7358443
2021-W19,24,,14,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W19,33552,,30577,0,57600,AT,8901064,AT,ALL,AZ,7358443
2021-W19,4,,1,0,308880,AT,8901064,AT,Age0_4,COM,
2021-W19,0,,0,0,18000,AT,8901064,AT,Age0_4,JANSS,
2021-W19,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W19,2,,0,0,57600,AT,8901064,AT,Age0_4,AZ,
2021-W19,0,,0,0,58800,AT,8901064,AT,Age0_4,MOD,
2021-W19,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W19,0,,0,0,18000,AT,8901064,AT,Age10_14,JANSS,
2021-W19,0,,0,0,57600,AT,8901064,AT,Age10_14,AZ,
2021-W19,0,,0,0,58800,AT,8901064,AT,Age10_14,MOD,
2021-W19,12,,5,0,308880,AT,8901064,AT,Age10_14,COM,
2021-W19,16,,1,0,58800,AT,8901064,AT,Age15_17,MOD,
2021-W19,1088,,112,0,308880,AT,8901064,AT,Age15_17,COM,
2021-W19,18,,9,0,57600,AT,8901064,AT,Age15_17,AZ,
2021-W19,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W19,16,,0,0,18000,AT,8901064,AT,Age15_17,JANSS,
2021-W19,0,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W19,716,,0,0,18000,AT,8901064,AT,Age18_24,JANSS,696064
2021-W19,3293,,3021,0,57600,AT,8901064,AT,Age18_24,AZ,696064
2021-W19,10109,,861,0,308880,AT,8901064,AT,Age18_24,COM,696064
2021-W19,1895,,430,0,58800,AT,8901064,AT,Age18_24,MOD,696064
2021-W19,74208,,6717,0,308880,AT,8901064,AT,Age25_49,COM,3006228
2021-W19,3507,,0,0,18000,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W19,13459,,2150,0,58800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W19,7,,6,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W19,13435,,15798,0,57600,AT,8901064,AT,Age25_49,AZ,3006228
2021-W19,13632,,1659,0,58800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W19,86752,,5713,0,308880,AT,8901064,AT,Age50_59,COM,1396889
2021-W19,1721,,0,0,18000,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W19,9,,5,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W19,8453,,8571,0,57600,AT,8901064,AT,Age50_59,AZ,1396889
2021-W19,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W19,5,,0,0,308880,AT,8901064,AT,Age5_9,COM,
2021-W19,2,,0,0,58800,AT,8901064,AT,Age5_9,MOD,
2021-W19,0,,0,0,18000,AT,8901064,AT,Age5_9,JANSS,
2021-W19,1,,0,0,57600,AT,8901064,AT,Age5_9,AZ,
2021-W19,53284,,16908,0,308880,AT,8901064,AT,Age60_69,COM,1016016
2021-W19,528,,0,0,18000,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W19,6819,,2819,0,57600,AT,8901064,AT,Age60_69,AZ,1016016
2021-W19,6,,2,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W19,4609,,2482,0,58800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W19,12589,,23590,0,308880,AT,8901064,AT,Age70_79,COM,769199
2021-W19,2,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W19,224,,0,0,18000,AT,8901064,AT,Age70_79,JANSS,769199
2021-W19,1026,,316,0,57600,AT,8901064,AT,Age70_79,AZ,769199
2021-W19,1373,,6877,0,58800,AT,8901064,AT,Age70_79,MOD,769199
2021-W19,0,,1,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W19,3491,,4788,0,308880,AT,8901064,AT,Age80+,COM,474047
2021-W19,293,,0,0,18000,AT,8901064,AT,Age80+,JANSS,474047
2021-W19,526,,52,0,57600,AT,8901064,AT,Age80+,AZ,474047
2021-W19,316,,922,0,58800,AT,8901064,AT,Age80+,MOD,474047
2021-W19,21,,9,0,57600,AT,8901064,AT,Age<18,AZ,
2021-W19,1109,,118,0,308880,AT,8901064,AT,Age<18,COM,
2021-W19,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W19,18,,1,0,58800,AT,8901064,AT,Age<18,MOD,
2021-W19,16,,0,0,18000,AT,8901064,AT,Age<18,JANSS,
2021-W20,7,,3,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W20,70429,,75176,0,308880,AT,8901064,AT,1_Age60+,COM,2259262
2021-W20,4406,,10200,0,33600,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W20,10242,,17578,0,58800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W20,2204,,0,0,24000,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W20,209172,,24705,0,308880,AT,8901064,AT,1_Age<60,COM,5099181
2021-W20,12,,9,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W20,16383,,46780,0,33600,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W20,10056,,0,0,24000,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W20,36374,,3740,0,58800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W20,19,,12,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W20,46564,,21315,0,58800,AT,8901064,AT,ALL,MOD,7358443
2021-W20,12246,,0,0,24000,AT,8901064,AT,ALL,JANSS,7358443
2021-W20,20762,,56952,0,33600,AT,8901064,AT,ALL,AZ,7358443
2021-W20,277326,,99770,0,308880,AT,8901064,AT,ALL,COM,7358443
2021-W20,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W20,2,,0,0,33600,AT,8901064,AT,Age0_4,AZ,
2021-W20,5,,1,0,308880,AT,8901064,AT,Age0_4,COM,
2021-W20,1,,0,0,58800,AT,8901064,AT,Age0_4,MOD,
2021-W20,1,,0,0,24000,AT,8901064,AT,Age0_4,JANSS,
2021-W20,0,,0,0,24000,AT,8901064,AT,Age10_14,JANSS,
2021-W20,29,,1,0,308880,AT,8901064,AT,Age10_14,COM,
2021-W20,0,,0,0,33600,AT,8901064,AT,Age10_14,AZ,
2021-W20,0,,0,0,58800,AT,8901064,AT,Age10_14,MOD,
2021-W20,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W20,13,,0,0,24000,AT,8901064,AT,Age15_17,JANSS,
2021-W20,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W20,50,,3,0,58800,AT,8901064,AT,Age15_17,MOD,
2021-W20,24,,28,0,33600,AT,8901064,AT,Age15_17,AZ,
2021-W20,2236,,109,0,308880,AT,8901064,AT,Age15_17,COM,
2021-W20,0,,1,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W20,2132,,271,0,58800,AT,8901064,AT,Age18_24,MOD,696064
2021-W20,1863,,5038,0,33600,AT,8901064,AT,Age18_24,AZ,696064
2021-W20,14492,,1235,0,308880,AT,8901064,AT,Age18_24,COM,696064
2021-W20,1038,,0,0,24000,AT,8901064,AT,Age18_24,JANSS,696064
2021-W20,114706,,11073,0,308880,AT,8901064,AT,Age25_49,COM,3006228
2021-W20,8888,,26404,0,33600,AT,8901064,AT,Age25_49,AZ,3006228
2021-W20,6379,,0,0,24000,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W20,7,,5,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W20,20816,,2106,0,58800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W20,2625,,0,0,24000,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W20,5605,,15310,0,33600,AT,8901064,AT,Age50_59,AZ,1396889
2021-W20,5,,3,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W20,13374,,1360,0,58800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W20,77699,,12286,0,308880,AT,8901064,AT,Age50_59,COM,1396889
2021-W20,1,,0,0,58800,AT,8901064,AT,Age5_9,MOD,
2021-W20,1,,0,0,33600,AT,8901064,AT,Age5_9,AZ,
2021-W20,0,,0,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W20,5,,0,0,308880,AT,8901064,AT,Age5_9,COM,
2021-W20,0,,0,0,24000,AT,8901064,AT,Age5_9,JANSS,
2021-W20,5,,3,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W20,3295,,7785,0,33600,AT,8901064,AT,Age60_69,AZ,1016016
2021-W20,1194,,0,0,24000,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W20,53462,,27280,0,308880,AT,8901064,AT,Age60_69,COM,1016016
2021-W20,8987,,4669,0,58800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W20,928,,12081,0,58800,AT,8901064,AT,Age70_79,MOD,769199
2021-W20,547,,0,0,24000,AT,8901064,AT,Age70_79,JANSS,769199
2021-W20,13016,,30385,0,308880,AT,8901064,AT,Age70_79,COM,769199
2021-W20,694,,2053,0,33600,AT,8901064,AT,Age70_79,AZ,769199
2021-W20,1,,0,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W20,417,,362,0,33600,AT,8901064,AT,Age80+,AZ,474047
2021-W20,463,,0,0,24000,AT,8901064,AT,Age80+,JANSS,474047
2021-W20,1,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W20,3951,,17511,0,308880,AT,8901064,AT,Age80+,COM,474047
2021-W20,327,,828,0,58800,AT,8901064,AT,Age80+,MOD,474047
2021-W20,52,,3,0,58800,AT,8901064,AT,Age<18,MOD,
2021-W20,27,,28,0,33600,AT,8901064,AT,Age<18,AZ,
2021-W20,2275,,111,0,308880,AT,8901064,AT,Age<18,COM,
2021-W20,0,,0,0,0,AT,8901064,AT,Age<18,UNK,
2021-W20,14,,0,0,24000,AT,8901064,AT,Age<18,JANSS,
2021-W21,1741,,16737,0,0,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W21,0,,3,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W21,3177,,8655,0,58800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W21,36469,,90992,0,310044,AT,8901064,AT,1_Age60+,COM,2259262
2021-W21,1650,,0,0,48000,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W21,8,,13,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W21,6512,,57863,0,0,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W21,10505,,0,0,48000,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W21,38003,,3704,0,58800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W21,155703,,53863,0,310044,AT,8901064,AT,1_Age<60,COM,5099181
2021-W21,8234,,74585,0,0,AT,8901064,AT,ALL,AZ,7358443
2021-W21,190089,,144487,0,310044,AT,8901064,AT,ALL,COM,7358443
2021-W21,41150,,12353,0,58800,AT,8901064,AT,ALL,MOD,7358443
2021-W21,8,,15,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W21,12141,,0,0,48000,AT,8901064,AT,ALL,JANSS,7358443
2021-W21,2,,0,0,0,AT,8901064,AT,Age0_4,AZ,
2021-W21,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W21,0,,0,0,48000,AT,8901064,AT,Age0_4,JANSS,
2021-W21,7,,1,0,310044,AT,8901064,AT,Age0_4,COM,
2021-W21,1,,0,0,58800,AT,8901064,AT,Age0_4,MOD,
2021-W21,0,,0,0,48000,AT,8901064,AT,Age10_14,JANSS,
2021-W21,39,,4,0,310044,AT,8901064,AT,Age10_14,COM,
2021-W21,1,,0,0,0,AT,8901064,AT,Age10_14,AZ,
2021-W21,3,,1,0,58800,AT,8901064,AT,Age10_14,MOD,
2021-W21,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W21,14,,0,0,48000,AT,8901064,AT,Age15_17,JANSS,
2021-W21,16,,15,0,0,AT,8901064,AT,Age15_17,AZ,
2021-W21,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W21,2034,,363,0,310044,AT,8901064,AT,Age15_17,COM,
2021-W21,25,,5,0,58800,AT,8901064,AT,Age15_17,MOD,
2021-W21,1079,,0,0,48000,AT,8901064,AT,Age18_24,JANSS,696064
2021-W21,14778,,2642,0,310044,AT,8901064,AT,Age18_24,COM,696064
2021-W21,1,,0,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W21,888,,5040,0,0,AT,8901064,AT,Age18_24,AZ,696064
2021-W21,2694,,273,0,58800,AT,8901064,AT,Age18_24,MOD,696064
2021-W21,3650,,32299,0,0,AT,8901064,AT,Age25_49,AZ,3006228
2021-W21,7185,,0,0,48000,AT,8901064,AT,Age25_49,JANSS,3006228
2021-W21,24454,,2009,0,58800,AT,8901064,AT,Age25_49,MOD,3006228
2021-W21,3,,11,0,0,AT,8901064,AT,Age25_49,UNK,3006228
2021-W21,91862,,26465,0,310044,AT,8901064,AT,Age25_49,COM,3006228
2021-W21,10825,,1416,0,58800,AT,8901064,AT,Age50_59,MOD,1396889
2021-W21,1955,,20509,0,0,AT,8901064,AT,Age50_59,AZ,1396889
2021-W21,4,,1,0,0,AT,8901064,AT,Age50_59,UNK,1396889
2021-W21,46980,,24388,0,310044,AT,8901064,AT,Age50_59,COM,1396889
2021-W21,2227,,0,0,48000,AT,8901064,AT,Age50_59,JANSS,1396889
2021-W21,0,,1,0,0,AT,8901064,AT,Age5_9,UNK,
2021-W21,1,,0,0,58800,AT,8901064,AT,Age5_9,MOD,
2021-W21,0,,0,0,48000,AT,8901064,AT,Age5_9,JANSS,
2021-W21,0,,0,0,0,AT,8901064,AT,Age5_9,AZ,
2021-W21,3,,0,0,310044,AT,8901064,AT,Age5_9,COM,
2021-W21,1120,,10709,0,0,AT,8901064,AT,Age60_69,AZ,1016016
2021-W21,2514,,4375,0,58800,AT,8901064,AT,Age60_69,MOD,1016016
2021-W21,27679,,39652,0,310044,AT,8901064,AT,Age60_69,COM,1016016
2021-W21,0,,2,0,0,AT,8901064,AT,Age60_69,UNK,1016016
2021-W21,834,,0,0,48000,AT,8901064,AT,Age60_69,JANSS,1016016
2021-W21,6604,,41287,0,310044,AT,8901064,AT,Age70_79,COM,769199
2021-W21,499,,3847,0,58800,AT,8901064,AT,Age70_79,MOD,769199
2021-W21,0,,1,0,0,AT,8901064,AT,Age70_79,UNK,769199
2021-W21,357,,4724,0,0,AT,8901064,AT,Age70_79,AZ,769199
2021-W21,414,,0,0,48000,AT,8901064,AT,Age70_79,JANSS,769199
2021-W21,164,,433,0,58800,AT,8901064,AT,Age80+,MOD,474047
2021-W21,402,,0,0,48000,AT,8901064,AT,Age80+,JANSS,474047
2021-W21,264,,1304,0,0,AT,8901064,AT,Age80+,AZ,474047
2021-W21,2186,,10053,0,310044,AT,8901064,AT,Age80+,COM,474047
2021-W21,0,,0,0,0,AT,8901064,AT,Age80+,UNK,474047
2021-W21,19,,15,0,0,AT,8901064,AT,Age<18,AZ,
2021-W21,30,,6,0,58800,AT,8901064,AT,Age<18,MOD,
2021-W21,0,,1,0,0,AT,8901064,AT,Age<18,UNK,
2021-W21,2083,,368,0,310044,AT,8901064,AT,Age<18,COM,
2021-W21,14,,0,0,48000,AT,8901064,AT,Age<18,JANSS,
2021-W22,365,,22989,0,244800,AT,8901064,AT,1_Age60+,AZ,2259262
2021-W22,1720,,0,0,36000,AT,8901064,AT,1_Age60+,JANSS,2259262
2021-W22,2376,,6403,0,58800,AT,8901064,AT,1_Age60+,MOD,2259262
2021-W22,30797,,109133,0,497250,AT,8901064,AT,1_Age60+,COM,2259262
2021-W22,1,,7,0,0,AT,8901064,AT,1_Age60+,UNK,2259262
2021-W22,18363,,0,0,36000,AT,8901064,AT,1_Age<60,JANSS,5099181
2021-W22,214351,,76173,0,497250,AT,8901064,AT,1_Age<60,COM,5099181
2021-W22,36704,,9829,0,58800,AT,8901064,AT,1_Age<60,MOD,5099181
2021-W22,7,,14,0,0,AT,8901064,AT,1_Age<60,UNK,5099181
2021-W22,2367,,42844,0,244800,AT,8901064,AT,1_Age<60,AZ,5099181
2021-W22,8,,21,0,0,AT,8901064,AT,ALL,UNK,7358443
2021-W22,2714,,65820,0,244800,AT,8901064,AT,ALL,AZ,7358443
2021-W22,39037,,16230,0,58800,AT,8901064,AT,ALL,MOD,7358443
2021-W22,20069,,0,0,36000,AT,8901064,AT,ALL,JANSS,7358443
2021-W22,239757,,184793,0,497250,AT,8901064,AT,ALL,COM,7358443
2021-W22,1,,0,0,36000,AT,8901064,AT,Age0_4,JANSS,
2021-W22,0,,0,0,0,AT,8901064,AT,Age0_4,UNK,
2021-W22,0,,0,0,58800,AT,8901064,AT,Age0_4,MOD,
2021-W22,4,,0,0,497250,AT,8901064,AT,Age0_4,COM,
2021-W22,5,,1,0,244800,AT,8901064,AT,Age0_4,AZ,
2021-W22,2,,0,0,244800,AT,8901064,AT,Age10_14,AZ,
2021-W22,2,,0,0,58800,AT,8901064,AT,Age10_14,MOD,
2021-W22,0,,0,0,36000,AT,8901064,AT,Age10_14,JANSS,
2021-W22,0,,0,0,0,AT,8901064,AT,Age10_14,UNK,
2021-W22,818,,7,0,497250,AT,8901064,AT,Age10_14,COM,
2021-W22,9,,12,0,244800,AT,8901064,AT,Age15_17,AZ,
2021-W22,0,,0,0,0,AT,8901064,AT,Age15_17,UNK,
2021-W22,4560,,504,0,497250,AT,8901064,AT,Age15_17,COM,
2021-W22,39,,2,0,58800,AT,8901064,AT,Age15_17,MOD,
2021-W22,13,,0,0,36000,AT,8901064,AT,Age15_17,JANSS,
2021-W22,0,,1,0,0,AT,8901064,AT,Age18_24,UNK,696064
2021-W22,23480,,4780,0,497250,AT,8901064,AT,Age18_24,COM,696064
2021-W22,396,,3389,0,244800,AT,8901064,AT,Age18_24,AZ,696064
2021-W22,3938,,390,0,58800,AT,8901064,AT,Age18_24,MOD,696064
2021-W22,2401,,0,0,36000,AT,8901064,AT,Age18_24,JANSS,696064
