dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;pop;couv_tot_dose1;couv_tot_complet
32;69;2021-07-08;11342;10290;14445.0;78.5;71.2
32;74;2021-07-08;11246;10516;13008.0;86.5;80.8
32;79;2021-07-08;7464;6948;8613.0;86.7;80.7
32;80;2021-07-08;13818;12732;18030.0;76.6;70.6
33;04;2021-07-08;42;12;83937.0;0.1;0.0
33;09;2021-07-08;39;6;94854.0;0.0;0.0
33;11;2021-07-08;67;10;39240.0;0.2;0.0
33;17;2021-07-08;25439;2166;117160.0;21.7;1.8
33;24;2021-07-08;69077;27607;152227.0;45.4;18.1
33;29;2021-07-08;47896;21514;96491.0;49.6;22.3
33;39;2021-07-08;110693;54885;211536.0;52.3;25.9
33;49;2021-07-08;140061;79946;220133.0;63.6;36.3
33;59;2021-07-08;159391;121473;205186.0;77.7;59.2
33;64;2021-07-08;78689;68825;94195.0;83.5;73.1
33;69;2021-07-08;79033;71072;91164.0;86.7;78.0
33;74;2021-07-08;80171;74819;82221.0;97.5;91.0
33;79;2021-07-08;49932;47038;51472.0;97.0;91.4
33;80;2021-07-08;80936;74990;93624.0;86.4;80.1
34;04;2021-07-08;37;10;60240.0;0.1;0.0
34;09;2021-07-08;22;3;66947.0;0.0;0.0
34;11;2021-07-08;37;7;27418.0;0.1;0.0
34;17;2021-07-08;12241;1573;81939.0;14.9;1.9
34;24;2021-07-08;43235;21958;109686.0;39.4;20.0
34;29;2021-07-08;28106;15859;65836.0;42.7;24.1
34;39;2021-07-08;65102;40887;142491.0;45.7;28.7
34;49;2021-07-08;87251;60829;145553.0;59.9;41.8
34;59;2021-07-08;107294;88197;147241.0;72.9;59.9
34;64;2021-07-08;55165;49143;69781.0;79.1;70.4
34;69;2021-07-08;57688;52452;71456.0;80.7;73.4
34;74;2021-07-08;60491;56586;67486.0;89.6;83.8
34;79;2021-07-08;41947;39560;44508.0;94.2;88.9
34;80;2021-07-08;61171;56764;75563.0;81.0;75.1
35;04;2021-07-08;26;6;59204.0;0.0;0.0
35;09;2021-07-08;12;1;68790.0;0.0;0.0
35;11;2021-07-08;36;5;28654.0;0.1;0.0
35;17;2021-07-08;17833;1348;85764.0;20.8;1.6
35;24;2021-07-08;48394;17495;104190.0;46.4;16.8
35;29;2021-07-08;31597;12803;61845.0;51.1;20.7
35;39;2021-07-08;72437;31673;136675.0;53.0;23.2
35;49;2021-07-08;89389;44325;143253.0;62.4;30.9
35;59;2021-07-08;103339;71700;135357.0;76.3;53.0
35;64;2021-07-08;51457;43733;59016.0;87.2;74.1
35;69;2021-07-08;49616;43298;55998.0;88.6;77.3
35;74;2021-07-08;48947;45005;50609.0;96.7;88.9
35;79;2021-07-08;30252;28639;30280.0;99.0;94.6
35;80;2021-07-08;55749;52021;62438.0;89.3;83.3
36;04;2021-07-08;2;0;8766.0;0.0;0.0
36;09;2021-07-08;5;0;10807.0;0.0;0.0
36;11;2021-07-08;6;0;4647.0;0.1;0.0
36;17;2021-07-08;2850;216;14285.0;20.0;1.5
36;24;2021-07-08;6031;2032;13347.0;45.2;15.2
36;29;2021-07-08;3566;1574;8959.0;39.8;17.6
36;39;2021-07-08;9633;4716;20646.0;46.7;22.8
36;49;2021-07-08;14306;7957;25665.0;55.7;31.0
36;59;2021-07-08;21370;15763;30627.0;69.8;51.5
36;64;2021-07-08;13054;11027;16697.0;78.2;66.0
36;69;2021-07-08;13881;12131;16845.0;82.4;72.0
36;74;2021-07-08;14405;13262;15444.0;93.3;85.9
36;79;2021-07-08;9570;9033;9912.0;96.5;91.1
36;80;2021-07-08;17252;16076;20492.0;84.2;78.5
37;04;2021-07-08;11;3;30767.0;0.0;0.0
37;09;2021-07-08;15;0;35521.0;0.0;0.0
37;11;2021-07-08;19;1;14523.0;0.1;0.0
37;17;2021-07-08;10012;1074;44602.0;22.4;2.4
37;24;2021-07-08;26625;10922;51128.0;52.1;21.4
37;29;2021-07-08;15789;7273;30771.0;51.3;23.6
37;39;2021-07-08;38061;19189;71384.0;53.3;26.9
37;49;2021-07-08;47882;27257;75823.0;63.1;35.9
37;59;2021-07-08;58186;43000;77908.0;74.7;55.2
37;64;2021-07-08;30395;25403;38120.0;79.7;66.6
37;69;2021-07-08;30945;26572;37052.0;83.5;71.7
37;74;2021-07-08;31046;28260;33451.0;92.8;84.5
37;79;2021-07-08;19956;18625;21199.0;94.1;87.9
37;80;2021-07-08;35644;32848;43131.0;82.6;76.2
38;04;2021-07-08;37;13;70823.0;0.1;0.0
38;09;2021-07-08;15;1;81216.0;0.0;0.0
38;11;2021-07-08;90;10;33580.0;0.3;0.0
38;17;2021-07-08;18579;2923;99889.0;18.6;2.9
38;24;2021-07-08;51852;28691;108965.0;47.6;26.3
38;29;2021-07-08;32743;19567;67727.0;48.3;28.9
38;39;2021-07-08;76136;48675;156507.0;48.6;31.1
38;49;2021-07-08;97586;69329;166838.0;58.5;41.6
38;59;2021-07-08;115502;94960;165540.0;69.8;57.4
38;64;2021-07-08;57331;51355;73262.0;78.3;70.1
38;69;2021-07-08;54522;49837;68087.0;80.1;73.2
38;74;2021-07-08;53782;50299;60493.0;88.9;83.1
38;79;2021-07-08;36665;34743;41745.0;87.8;83.2
38;80;2021-07-08;56802;53201;70307.0;80.8;75.7
39;04;2021-07-08;5;1;12428.0;0.0;0.0
39;09;2021-07-08;2;0;14464.0;0.0;0.0
39;11;2021-07-08;16;1;6231.0;0.3;0.0
39;17;2021-07-08;3074;373;19130.0;16.1;1.9
39;24;2021-07-08;7053;2827;16259.0;43.4;17.4
39;29;2021-07-08;3984;1912;11639.0;34.2;16.4
39;39;2021-07-08;11289;5760;28552.0;39.5;20.2
39;49;2021-07-08;17043;10150;32094.0;53.1;31.6
39;59;2021-07-08;24350;18988;36427.0;66.8;52.1
39;64;2021-07-08;13746;11955;17732.0;77.5;67.4
39;69;2021-07-08;14218;12652;17001.0;83.6;74.4
39;74;2021-07-08;14822;13665;15842.0;93.6;86.3
39;79;2021-07-08;10161;9670;10318.0;98.5;93.7
39;80;2021-07-08;16286;15252;19732.0;82.5;77.3
40;04;2021-07-08;11;0;18009.0;0.1;0.0
40;09;2021-07-08;14;1;22036.0;0.1;0.0
40;11;2021-07-08;21;2;9505.0;0.2;0.0
40;17;2021-07-08;7439;601;27786.0;26.8;2.2
40;24;2021-07-08;14358;5439;23141.0;62.0;23.5
40;29;2021-07-08;8587;3714;17313.0;49.6;21.5
40;39;2021-07-08;22345;10868;45849.0;48.7;23.7
40;49;2021-07-08;32086;18118;54129.0;59.3;33.5
40;59;2021-07-08;41447;30974;58062.0;71.4;53.3
40;64;2021-07-08;23732;20515;29228.0;81.2;70.2
40;69;2021-07-08;25656;23098;30256.0;84.8;76.3
40;74;2021-07-08;26158;24433;27412.0;95.4;89.1
40;79;2021-07-08;16199;15450;17201.0;94.2;89.8
40;80;2021-07-08;26855;25232;32052.0;83.8;78.7
41;04;2021-07-08;9;3;15114.0;0.1;0.0
41;09;2021-07-08;3;0;18722.0;0.0;0.0
41;11;2021-07-08;3;0;7960.0;0.0;0.0
41;17;2021-07-08;3846;343;24327.0;15.8;1.4
41;24;2021-07-08;9412;3905;20436.0;46.1;19.1
41;29;2021-07-08;5623;2757;14376.0;39.1;19.2
41;39;2021-07-08;15614;8363;34921.0;44.7;23.9
41;49;2021-07-08;23546;13921;40911.0;57.6;34.0
41;59;2021-07-08;32261;23959;45162.0;71.4;53.1
41;64;2021-07-08;18352;15640;22728.0;80.7;68.8
41;69;2021-07-08;18792;16265;22685.0;82.8;71.7
41;74;2021-07-08;19203;17677;20510.0;93.6;86.2
41;79;2021-07-08;12510;11792;12424.0;99.0;94.9
41;80;2021-07-08;23356;21714;27559.0;84.7;78.8
42;04;2021-07-08;23;6;41994.0;0.1;0.0
42;09;2021-07-08;16;1;47476.0;0.0;0.0
42;11;2021-07-08;31;5;19354.0;0.2;0.0
42;17;2021-07-08;10211;1863;57810.0;17.7;3.2
42;24;2021-07-08;30829;17304;61452.0;50.2;28.2
42;29;2021-07-08;17912;10633;38460.0;46.6;27.6
42;39;2021-07-08;44894;28701;87478.0;51.3;32.8
42;49;2021-07-08;60141;42342;93717.0;64.2;45.2
42;59;2021-07-08;71992;58262;96985.0;74.2;60.1
42;64;2021-07-08;37761;33176;45737.0;82.6;72.5
42;69;2021-07-08;38656;34519;46317.0;83.5;74.5
42;74;2021-07-08;39847;36633;44186.0;90.2;82.9
42;79;2021-07-08;26338;24622;28220.0;93.3;87.3
42;80;2021-07-08;45216;41797;55551.0;81.4;75.2
43;04;2021-07-08;4;2;10473.0;0.0;0.0
43;09;2021-07-08;3;0;12253.0;0.0;0.0
43;11;2021-07-08;4;0;5400.0;0.1;0.0
43;17;2021-07-08;2297;357;16790.0;13.7;2.1
43;24;2021-07-08;6006;3117;13944.0;43.1;22.4
43;29;2021-07-08;3218;1912;9892.0;32.5;19.3
43;39;2021-07-08;8808;5550;24155.0;36.5;23.0
43;49;2021-07-08;13626;9424;28786.0;47.3;32.7
43;59;2021-07-08;19277;15593;32117.0;60.0;48.6
43;64;2021-07-08;11808;10338;16538.0;71.4;62.5
43;69;2021-07-08;12766;11537;15751.0;81.0;73.2
43;74;2021-07-08;13922;12988;14568.0;95.6;89.2
43;79;2021-07-08;8325;7894;8692.0;95.8;90.8
43;80;2021-07-08;14599;13698;17542.0;83.2;78.1
44;04;2021-07-08;36;13;82679.0;0.0;0.0
44;09;2021-07-08;25;4;93073.0;0.0;0.0
44;11;2021-07-08;67;6;37893.0;0.2;0.0
44;17;2021-07-08;25218;2063;112366.0;22.4;1.8
44;24;2021-07-08;58593;22335;121915.0;48.1;18.3
44;29;2021-07-08;39738;16727;83347.0;47.7;20.1
44;39;2021-07-08;98117;44597;190072.0;51.6;23.5
44;49;2021-07-08;119962;63688;190724.0;62.9;33.4
44;59;2021-07-08;134426;95933;177335.0;75.8;54.1
44;64;2021-07-08;66435;56344;80388.0;82.6;70.1
44;69;2021-07-08;65994;57755;78183.0;84.4;73.9
44;74;2021-07-08;65922;60729;68887.0;95.7;88.2
44;79;2021-07-08;39906;37693;41100.0;97.1;91.7
44;80;2021-07-08;68537;63764;79175.0;86.6;80.5
45;04;2021-07-08;17;3;38709.0;0.0;0.0
45;09;2021-07-08;9;2;44474.0;0.0;0.0
45;11;2021-07-08;34;4;18265.0;0.2;0.0
45;17;2021-07-08;12837;1323;53977.0;23.8;2.5
45;24;2021-07-08;24752;10600;53473.0;46.3;19.8
45;29;2021-07-08;15483;7519;36199.0;42.8;20.8
45;39;2021-07-08;38881;20820;82596.0;47.1;25.2
45;49;2021-07-08;50874;30747;87117.0;58.4;35.3
45;59;2021-07-08;59650;44405;87500.0;68.2;50.7
45;64;2021-07-08;30464;25527;40935.0;74.4;62.4
45;69;2021-07-08;30431;26443;39320.0;77.4;67.3
45;74;2021-07-08;32039;29287;35729.0;89.7;82.0
45;79;2021-07-08;20321;19282;21933.0;92.7;87.9
45;80;2021-07-08;34702;32300;42663.0;81.3;75.7
46;04;2021-07-08;10;2;6514.0;0.2;0.0
46;09;2021-07-08;4;0;8020.0;0.0;0.0
46;11;2021-07-08;7;0;3497.0;0.2;0.0
46;17;2021-07-08;1468;144;10797.0;13.6;1.3
46;24;2021-07-08;4234;1622;9162.0;46.2;17.7
46;29;2021-07-08;2620;1270;6807.0;38.5;18.7
46;39;2021-07-08;6926;3717;16429.0;42.2;22.6
46;49;2021-07-08;11012;6561;19814.0;55.6;33.1
46;59;2021-07-08;17658;13265;24719.0;71.4;53.7
46;64;2021-07-08;11681;10049;14220.0;82.1;70.7
46;69;2021-07-08;12844;11510;14062.0;91.3;81.9
46;74;2021-07-08;13085;12247;13341.0;98.1;91.8
46;79;2021-07-08;8319;7974;8404.0;99.0;94.9
46;80;2021-07-08;14291;13536;17380.0;82.2;77.9
47;04;2021-07-08;10;4;15055.0;0.1;0.0
47;09;2021-07-08;4;0;18101.0;0.0;0.0
47;11;2021-07-08;13;4;7711.0;0.2;0.1
47;17;2021-07-08;4176;436;22695.0;18.4;1.9
47;24;2021-07-08;10362;4262;20332.0;51.0;21.0
47;29;2021-07-08;6197;3031;14531.0;42.6;20.9
47;39;2021-07-08;16231;8916;35714.0;45.4;25.0
47;49;2021-07-08;23113;14319;38760.0;59.6;36.9
47;59;2021-07-08;32183;25293;45512.0;70.7;55.6
47;64;2021-07-08;17774;15383;23318.0;76.2;66.0
47;69;2021-07-08;18703;16511;23718.0;78.9;69.6
47;74;2021-07-08;18867;17325;21876.0;86.2;79.2
47;79;2021-07-08;13036;12134;14687.0;88.8;82.6
47;80;2021-07-08;22372;20524;28326.0;79.0;72.5
48;09;2021-07-08;1;0;3829.0;0.0;0.0
48;17;2021-07-08;556;85;5215.0;10.7;1.6
48;24;2021-07-08;1520;669;5269.0;28.8;12.7
48;29;2021-07-08;981;500;3397.0;28.9;14.7
48;39;2021-07-08;2839;1599;7892.0;36.0;20.3
48;49;2021-07-08;4502;2898;9437.0;47.7;30.7
48;59;2021-07-08;6498;4756;10818.0;60.1;44.0
48;64;2021-07-08;3852;3134;5523.0;69.7;56.7
48;69;2021-07-08;4060;3495;5546.0;73.2;63.0
48;74;2021-07-08;4213;3866;4893.0;86.1;79.0
48;79;2021-07-08;2689;2554;3046.0;88.3;83.8
48;80;2021-07-08;4926;4675;6546.0;75.3;71.4
49;04;2021-07-08;18;4;41422.0;0.0;0.0
49;09;2021-07-08;12;0;49839.0;0.0;0.0
49;11;2021-07-08;36;8;21944.0;0.2;0.0
49;17;2021-07-08;13754;1259;66804.0;20.6;1.9
49;24;2021-07-08;39064;16941;73580.0;53.1;23.0
49;29;2021-07-08;21900;10372;40160.0;54.5;25.8
49;39;2021-07-08;53141;27707;95013.0;55.9;29.2
49;49;2021-07-08;70468;41836;102005.0;69.1;41.0
49;59;2021-07-08;82584;63429;102416.0;80.6;61.9
49;64;2021-07-08;43018;37897;49545.0;86.8;76.5
49;69;2021-07-08;42576;38369;47115.0;90.4;81.4
49;74;2021-07-08;40197;37670;41943.0;95.8;89.8
49;79;2021-07-08;24703;23563;26000.0;95.0;90.6
49;80;2021-07-08;46492;43841;58095.0;80.0;75.5
50;04;2021-07-08;11;0;22546.0;0.0;0.0
50;09;2021-07-08;6;0;26622.0;0.0;0.0
50;11;2021-07-08;30;3;11475.0;0.3;0.0
50;17;2021-07-08;10362;755;34806.0;29.8;2.2
50;24;2021-07-08;19283;6731;30917.0;62.4;21.8
50;29;2021-07-08;11987;4808;22751.0;52.7;21.1
50;39;2021-07-08;29594;13610;52724.0;56.1;25.8
50;49;2021-07-08;38517;20537;58061.0;66.3;35.4
50;59;2021-07-08;52311;36875;68673.0;76.2;53.7
50;64;2021-07-08;29896;25189;35084.0;85.2;71.8
50;69;2021-07-08;30135;26417;34247.0;88.0;77.1
50;74;2021-07-08;30768;28349;31790.0;96.8;89.2
50;79;2021-07-08;18054;17056;18769.0;96.2;90.9
50;80;2021-07-08;35214;32722;42204.0;83.4;77.5
51;04;2021-07-08;11;3;30191.0;0.0;0.0
51;09;2021-07-08;10;2;34561.0;0.0;0.0
51;11;2021-07-08;18;2;13604.0;0.1;0.0
51;17;2021-07-08;9162;909;41912.0;21.9;2.2
51;24;2021-07-08;23283;12316;53016.0;43.9;23.2
51;29;2021-07-08;14318;8187;31606.0;45.3;25.9
51;39;2021-07-08;33251;20402;69338.0;48.0;29.4
51;49;2021-07-08;42963;29263;70406.0;61.0;41.6
51;59;2021-07-08;53323;42482;72009.0;74.1;59.0
51;64;2021-07-08;27207;23340;34031.0;79.9;68.6
51;69;2021-07-08;27162;24007;32988.0;82.3;72.8
51;74;2021-07-08;27658;25557;29996.0;92.2;85.2
51;79;2021-07-08;16101;15166;17033.0;94.5;89.0
51;80;2021-07-08;27295;25391;33132.0;82.4;76.6
52;04;2021-07-08;3;1;7524.0;0.0;0.0
52;09;2021-07-08;3;0;9030.0;0.0;0.0
52;11;2021-07-08;9;0;3779.0;0.2;0.0
52;17;2021-07-08;2022;255;11324.0;17.9;2.3
52;24;2021-07-08;4972;2652;10948.0;45.4;24.2
52;29;2021-07-08;2983;1788;8345.0;35.7;21.4
52;39;2021-07-08;8297;5683;17980.0;46.1;31.6
52;49;2021-07-08;11485;8578;19980.0;57.5;42.9
52;59;2021-07-08;16559;13901;24288.0;68.2;57.2
52;64;2021-07-08;9408;8384;12592.0;74.7;66.6
52;69;2021-07-08;9671;8731;12380.0;78.1;70.5
52;74;2021-07-08;9809;9172;11009.0;89.1;83.3
52;79;2021-07-08;6089;5803;6500.0;93.7;89.3
52;80;2021-07-08;10894;10202;13571.0;80.3;75.2
53;04;2021-07-08;1;0;15655.0;0.0;0.0
53;09;2021-07-08;9;1;19227.0;0.0;0.0
53;11;2021-07-08;13;2;8102.0;0.2;0.0
53;17;2021-07-08;5867;462;24567.0;23.9;1.9
53;24;2021-07-08;13097;4422;21795.0;60.1;20.3
53;29;2021-07-08;7088;2678;13770.0;51.5;19.4
53;39;2021-07-08;18246;7679;33591.0;54.3;22.9
53;49;2021-07-08;25521;12421;38239.0;66.7;32.5
53;59;2021-07-08;29269;19777;40380.0;72.5;49.0
53;64;2021-07-08;14870;12081;19825.0;75.0;60.9
53;69;2021-07-08;15114;13020;18906.0;79.9;68.9
53;74;2021-07-08;16489;15189;16974.0;97.1;89.5
53;79;2021-07-08;9339;8797;10260.0;91.0;85.7
53;80;2021-07-08;19834;18606;24074.0;82.4;77.3
54;04;2021-07-08;32;4;36751.0;0.1;0.0
54;09;2021-07-08;12;3;42458.0;0.0;0.0
54;11;2021-07-08;38;5;17248.0;0.2;0.0
54;17;2021-07-08;10815;1159;52300.0;20.7;2.2
54;24;2021-07-08;30706;14994;73381.0;41.8;20.4
54;29;2021-07-08;18321;9805;42716.0;42.9;23.0
54;39;2021-07-08;43116;26020;91468.0;47.1;28.4
54;49;2021-07-08;54391;36423;89778.0;60.6;40.6
54;59;2021-07-08;67088;54247;92748.0;72.3;58.5
54;64;2021-07-08;35398;30760;45058.0;78.6;68.3
54;69;2021-07-08;34627;30832;42708.0;81.1;72.2
54;74;2021-07-08;32907;30255;37042.0;88.8;81.7
54;79;2021-07-08;19790;18506;21736.0;91.0;85.1
54;80;2021-07-08;35528;32879;45006.0;78.9;73.1
55;04;2021-07-08;4;2;8589.0;0.0;0.0
55;09;2021-07-08;2;2;10471.0;0.0;0.0
55;11;2021-07-08;5;0;4233.0;0.1;0.0
55;17;2021-07-08;2172;252;13183.0;16.5;1.9
55;24;2021-07-08;5468;2498;12250.0;44.6;20.4
55;29;2021-07-08;3146;1701;8717.0;36.1;19.5
55;39;2021-07-08;8505;5181;20573.0;41.3;25.2
55;49;2021-07-08;11527;7761;22189.0;51.9;35.0
55;59;2021-07-08;16417;13284;25507.0;64.4;52.1
55;64;2021-07-08;10258;9089;13096.0;78.3;69.4
55;69;2021-07-08;10662;9640;12914.0;82.6;74.6
55;74;2021-07-08;10323;9653;10888.0;94.8;88.7
55;79;2021-07-08;5389;5091;6009.0;89.7;84.7
55;80;2021-07-08;9981;9257;13022.0;76.6;71.1
56;04;2021-07-08;21;9;34639.0;0.1;0.0
56;09;2021-07-08;9;3;42173.0;0.0;0.0
56;11;2021-07-08;14;2;18241.0;0.1;0.0
56;17;2021-07-08;12820;709;55069.0;23.3;1.3
56;24;2021-07-08;27241;8916;49375.0;55.2;18.1
56;29;2021-07-08;14551;5666;31552.0;46.1;18.0
56;39;2021-07-08;38818;16902;80891.0;48.0;20.9
56;49;2021-07-08;57122;28265;94257.0;60.6;30.0
56;59;2021-07-08;76703;53105;103556.0;74.1;51.3
56;64;2021-07-08;46596;38335;55073.0;84.6;69.6
56;69;2021-07-08;48458;41807;54410.0;89.1;76.8
56;74;2021-07-08;50009;46009;49802.0;99.0;92.4
56;79;2021-07-08;28976;27501;28672.0;99.0;95.9
56;80;2021-07-08;50241;47016;57856.0;86.8;81.3
57;04;2021-07-08;31;14;52229.0;0.1;0.0
57;09;2021-07-08;15;1;59116.0;0.0;0.0
57;11;2021-07-08;60;10;24087.0;0.2;0.0
57;17;2021-07-08;14194;1723;71097.0;20.0;2.4
57;24;2021-07-08;37102;17817;76564.0;48.5;23.3
57;29;2021-07-08;25091;13357;57735.0;43.5;23.1
57;39;2021-07-08;62382;37446;132378.0;47.1;28.3
57;49;2021-07-08;76898;51083;131505.0;58.5;38.8
57;59;2021-07-08;101909;83248;147461.0;69.1;56.5
57;64;2021-07-08;53521;47814;71227.0;75.1;67.1
57;69;2021-07-08;51466;46763;64651.0;79.6;72.3
57;74;2021-07-08;47289;44002;50986.0;92.7;86.3
57;79;2021-07-08;29270;27773;34126.0;85.8;81.4
57;80;2021-07-08;50707;47274;62704.0;80.9;75.4
58;04;2021-07-08;2;0;7980.0;0.0;0.0
58;09;2021-07-08;1;0;9450.0;0.0;0.0
58;11;2021-07-08;5;0;4033.0;0.1;0.0
58;17;2021-07-08;2500;193;12790.0;19.5;1.5
58;24;2021-07-08;4669;1566;11645.0;40.1;13.4
58;29;2021-07-08;2888;1269;7782.0;37.1;16.3
58;39;2021-07-08;8139;3957;18995.0;42.8;20.8
58;49;2021-07-08;12183;6594;22646.0;53.8;29.1
58;59;2021-07-08;18817;13444;27780.0;67.7;48.4
58;64;2021-07-08;12573;10416;15906.0;79.0;65.5
58;69;2021-07-08;14019;12033;16731.0;83.8;71.9
58;74;2021-07-08;14819;13525;15108.0;98.1;89.5
58;79;2021-07-08;9345;8760;9264.0;99.0;94.6
58;80;2021-07-08;16817;15571;19486.0;86.3;79.9
59;04;2021-07-08;61;21;153673.0;0.0;0.0
59;09;2021-07-08;34;3;172144.0;0.0;0.0
59;11;2021-07-08;86;18;68748.0;0.1;0.0
59;17;2021-07-08;44211;6601;206385.0;21.4;3.2
59;24;2021-07-08;124212;71720;248677.0;49.9;28.8
59;29;2021-07-08;77382;47256;155795.0;49.7;30.3
59;39;2021-07-08;179371;119311;335101.0;53.5;35.6
59;49;2021-07-08;210245;153923;326530.0;64.4;47.1
59;59;2021-07-08;238026;195079;320261.0;74.3;60.9
59;64;2021-07-08;118022;102987;148581.0;79.4;69.3
59;69;2021-07-08;113015;100925;137139.0;82.4;73.6
59;74;2021-07-08;109087;100928;119660.0;91.2;84.3
59;79;2021-07-08;59815;56265;64728.0;92.4;86.9
59;80;2021-07-08;101774;93811;131566.0;77.4;71.3
60;04;2021-07-08;28;5;48983.0;0.1;0.0
60;09;2021-07-08;15;2;56022.0;0.0;0.0
60;11;2021-07-08;14;1;23150.0;0.1;0.0
60;17;2021-07-08;10953;1347;66888.0;16.4;2.0
60;24;2021-07-08;28064;13994;62002.0;45.3;22.6
60;29;2021-07-08;16894;9340;44676.0;37.8;20.9
60;39;2021-07-08;45135;27713;106081.0;42.5;26.1
60;49;2021-07-08;59586;40403;111306.0;53.5;36.3
60;59;2021-07-08;73404;57999;110477.0;66.4;52.5
60;64;2021-07-08;36368;31288;49312.0;73.8;63.4
60;69;2021-07-08;35212;31137;46165.0;76.3;67.4
60;74;2021-07-08;34560;31909;38888.0;88.9;82.1
60;79;2021-07-08;19988;18848;21958.0;91.0;85.8
60;80;2021-07-08;31173;28958;39169.0;79.6;73.9
61;04;2021-07-08;6;4;12269.0;0.0;0.0
61;09;2021-07-08;6;1;15185.0;0.0;0.0
61;11;2021-07-08;7;0;6511.0;0.1;0.0
61;17;2021-07-08;4344;400;19890.0;21.8;2.0
61;24;2021-07-08;9714;4234;18051.0;53.8;23.5
61;29;2021-07-08;5477;2609;11845.0;46.2;22.0
61;39;2021-07-08;14652;8127;27860.0;52.6;29.2
61;49;2021-07-08;20804;12896;32672.0;63.7;39.5
61;59;2021-07-08;28313;20943;38069.0;74.4;55.0
61;64;2021-07-08;17115;14628;20092.0;85.2;72.8
61;69;2021-07-08;17736;15834;20194.0;87.8;78.4
61;74;2021-07-08;18240;16918;18393.0;99.0;92.0
61;79;2021-07-08;11464;10668;11048.0;99.0;96.6
61;80;2021-07-08;21657;19947;24824.0;87.2;80.4
62;04;2021-07-08;37;10;79806.0;0.0;0.0
62;09;2021-07-08;15;1;95271.0;0.0;0.0
62;11;2021-07-08;64;4;39314.0;0.2;0.0
62;17;2021-07-08;27571;3514;116038.0;23.8;3.0
62;24;2021-07-08;61469;36723;115190.0;53.4;31.9
62;29;2021-07-08;35918;22690;76661.0;46.9;29.6
62;39;2021-07-08;93608;63896;181223.0;51.7;35.3
62;49;2021-07-08;117404;87783;185396.0;63.3;47.3
62;59;2021-07-08;138501;113636;188804.0;73.4;60.2
62;64;2021-07-08;73207;63704;92654.0;79.0;68.8
62;69;2021-07-08;72921;65109;88487.0;82.4;73.6
62;74;2021-07-08;69786;64409;74647.0;93.5;86.3
62;79;2021-07-08;36946;34391;39304.0;94.0;87.5
62;80;2021-07-08;63179;57347;79983.0;79.0;71.7
63;04;2021-07-08;15;4;32258.0;0.0;0.0
63;09;2021-07-08;8;0;36231.0;0.0;0.0
63;11;2021-07-08;20;4;14867.0;0.1;0.0
63;17;2021-07-08;9016;1029;46773.0;19.3;2.2
63;24;2021-07-08;26090;14238;57859.0;45.1;24.6
63;29;2021-07-08;16110;9508;34784.0;46.3;27.3
63;39;2021-07-08;38596;24745;77930.0;49.5;31.8
63;49;2021-07-08;50142;35025;83111.0;60.3;42.1
63;59;2021-07-08;61231;49040;86381.0;70.9;56.8
63;64;2021-07-08;32506;28338;42614.0;76.3;66.5
63;69;2021-07-08;32864;29367;41854.0;78.5;70.2
63;74;2021-07-08;33891;31506;37974.0;89.2;83.0
63;79;2021-07-08;20932;20030;23482.0;89.1;85.3
63;80;2021-07-08;34057;31836;44122.0;77.2;72.2
64;04;2021-07-08;37;12;31084.0;0.1;0.0
64;09;2021-07-08;13;1;36218.0;0.0;0.0
64;11;2021-07-08;28;2;15499.0;0.2;0.0
64;17;2021-07-08;11376;1148;46826.0;24.3;2.5
64;24;2021-07-08;27784;11901;47008.0;59.1;25.3
64;29;2021-07-08;17208;8470;31664.0;54.3;26.7
64;39;2021-07-08;44029;23421;78556.0;56.0;29.8
64;49;2021-07-08;58502;35786;87908.0;66.5;40.7
64;59;2021-07-08;74883;58535;94942.0;78.9;61.7
64;64;2021-07-08;39918;35530;45492.0;87.7;78.1
64;69;2021-07-08;40623;37039;44637.0;91.0;83.0
64;74;2021-07-08;40759;38211;40739.0;99.0;93.8
64;79;2021-07-08;27497;26203;27526.0;99.0;95.2
64;80;2021-07-08;47189;44113;55070.0;85.7;80.1
65;04;2021-07-08;9;5;9175.0;0.1;0.1
65;09;2021-07-08;3;1;10945.0;0.0;0.0
65;11;2021-07-08;9;2;4592.0;0.2;0.0
65;17;2021-07-08;2982;269;14905.0;20.0;1.8
65;24;2021-07-08;7895;3809;15160.0;52.1;25.1
65;29;2021-07-08;4425;2395;9487.0;46.6;25.2
65;39;2021-07-08;11994;7639;22948.0;52.3;33.3
65;49;2021-07-08;18152;12750;26998.0;67.2;47.2
65;59;2021-07-08;25413;21306;32331.0;78.6;65.9
65;64;2021-07-08;14316;12881;17205.0;83.2;74.9
65;69;2021-07-08;14961;13716;17101.0;87.5;80.2
65;74;2021-07-08;15384;14359;15217.0;99.0;94.4
65;79;2021-07-08;9910;9321;10138.0;97.8;91.9
65;80;2021-07-08;17418;16137;20637.0;84.4;78.2
66;04;2021-07-08;12;1;22439.0;0.1;0.0
66;09;2021-07-08;8;1;26444.0;0.0;0.0
66;11;2021-07-08;9;1;10907.0;0.1;0.0
66;17;2021-07-08;5266;530;32183.0;16.4;1.6
66;24;2021-07-08;13856;6860;31663.0;43.8;21.7
66;29;2021-07-08;8321;4612;21408.0;38.9;21.5
66;39;2021-07-08;22339;13633;51091.0;43.7;26.7
66;49;2021-07-08;33370;23187;57577.0;58.0;40.3
