dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;pop;couv_tot_dose1;couv_tot_complet
66;59;2021-07-08;45992;37336;63924.0;71.9;58.4
66;64;2021-07-08;27036;24168;32657.0;82.8;74.0
66;69;2021-07-08;29434;27011;33729.0;87.3;80.1
66;74;2021-07-08;31335;29515;33285.0;94.1;88.7
66;79;2021-07-08;20838;19773;22201.0;93.9;89.1
66;80;2021-07-08;31164;29064;39492.0;78.9;73.6
67;04;2021-07-08;39;17;58954.0;0.1;0.0
67;09;2021-07-08;22;6;64003.0;0.0;0.0
67;11;2021-07-08;62;10;26200.0;0.2;0.0
67;17;2021-07-08;18202;2188;78708.0;23.1;2.8
67;24;2021-07-08;49501;23486;103470.0;47.8;22.7
67;29;2021-07-08;34369;17851;68258.0;50.4;26.2
67;39;2021-07-08;76626;43252;143902.0;53.2;30.1
67;49;2021-07-08;91621;57486;144948.0;63.2;39.7
67;59;2021-07-08;116458;88582;155713.0;74.8;56.9
67;64;2021-07-08;58205;49123;71470.0;81.4;68.7
67;69;2021-07-08;55116;48027;65531.0;84.1;73.3
67;74;2021-07-08;50002;45546;51149.0;97.8;89.0
67;79;2021-07-08;31765;29589;36563.0;86.9;80.9
67;80;2021-07-08;52717;48541;63738.0;82.7;76.2
68;04;2021-07-08;15;2;40363.0;0.0;0.0
68;09;2021-07-08;16;1;45549.0;0.0;0.0
68;11;2021-07-08;30;3;18718.0;0.2;0.0
68;17;2021-07-08;9467;1198;54806.0;17.3;2.2
68;24;2021-07-08;23439;11237;53910.0;43.5;20.8
68;29;2021-07-08;15547;8446;40567.0;38.3;20.8
68;39;2021-07-08;40027;23693;94190.0;42.5;25.2
68;49;2021-07-08;54138;35608;100879.0;53.7;35.3
68;59;2021-07-08;71897;57032;108273.0;66.4;52.7
68;64;2021-07-08;37373;32458;50002.0;74.7;64.9
68;69;2021-07-08;36834;32872;46609.0;79.0;70.5
68;74;2021-07-08;33883;31209;37574.0;90.2;83.1
68;79;2021-07-08;22301;21064;26401.0;84.5;79.8
68;80;2021-07-08;36551;34026;45363.0;80.6;75.0
69;04;2021-07-08;56;16;117240.0;0.0;0.0
69;09;2021-07-08;25;5;119514.0;0.0;0.0
69;11;2021-07-08;51;14;46948.0;0.1;0.0
69;17;2021-07-08;26757;4565;139571.0;19.2;3.3
69;24;2021-07-08;86979;42509;193707.0;44.9;21.9
69;29;2021-07-08;65614;34390;128544.0;51.0;26.8
69;39;2021-07-08;137685;78241;255779.0;53.8;30.6
69;49;2021-07-08;149342;95830;235508.0;63.4;40.7
69;59;2021-07-08;168646;133635;220390.0;76.5;60.6
69;64;2021-07-08;74227;65305;92849.0;79.9;70.3
69;69;2021-07-08;68724;61948;86477.0;79.5;71.6
69;74;2021-07-08;71726;66851;80551.0;89.0;83.0
69;79;2021-07-08;52808;50076;56229.0;93.9;89.1
69;80;2021-07-08;84411;78662;102744.0;82.2;76.6
70;04;2021-07-08;2;0;10911.0;0.0;0.0
70;09;2021-07-08;5;1;13309.0;0.0;0.0
70;11;2021-07-08;12;3;5605.0;0.2;0.1
70;17;2021-07-08;3569;401;17545.0;20.3;2.3
70;24;2021-07-08;6733;2787;14595.0;46.1;19.1
70;29;2021-07-08;3851;1992;9950.0;38.7;20.0
70;39;2021-07-08;10819;6147;25822.0;41.9;23.8
70;49;2021-07-08;16384;10595;29753.0;55.1;35.6
70;59;2021-07-08;21885;17081;33090.0;66.1;51.6
70;64;2021-07-08;12402;10687;16609.0;74.7;64.3
70;69;2021-07-08;12908;11498;16317.0;79.1;70.5
70;74;2021-07-08;13390;12432;14717.0;91.0;84.5
70;79;2021-07-08;8072;7560;8819.0;91.5;85.7
70;80;2021-07-08;13004;11996;16152.0;80.5;74.3
71;04;2021-07-08;8;2;25011.0;0.0;0.0
71;09;2021-07-08;5;1;30465.0;0.0;0.0
71;11;2021-07-08;37;3;12680.0;0.3;0.0
71;17;2021-07-08;9516;1183;38040.0;25.0;3.1
71;24;2021-07-08;16826;6762;33329.0;50.5;20.3
71;29;2021-07-08;9501;4548;23851.0;39.8;19.1
71;39;2021-07-08;27585;14463;58219.0;47.4;24.8
71;49;2021-07-08;38781;22533;65377.0;59.3;34.5
71;59;2021-07-08;54537;38759;76338.0;71.4;50.8
71;64;2021-07-08;31467;25580;38652.0;81.4;66.2
71;69;2021-07-08;33867;28686;39372.0;86.0;72.9
71;74;2021-07-08;34685;31261;36506.0;95.0;85.6
71;79;2021-07-08;22319;20583;23611.0;94.5;87.2
71;80;2021-07-08;38842;35441;46373.0;83.8;76.4
72;04;2021-07-08;16;2;28994.0;0.1;0.0
72;09;2021-07-08;6;1;34608.0;0.0;0.0
72;11;2021-07-08;26;2;14437.0;0.2;0.0
72;17;2021-07-08;7709;791;43686.0;17.6;1.8
72;24;2021-07-08;20040;9568;42293.0;47.4;22.6
72;29;2021-07-08;11513;6014;26871.0;42.8;22.4
72;39;2021-07-08;29602;17131;61693.0;48.0;27.8
72;49;2021-07-08;41551;26946;69750.0;59.6;38.6
72;59;2021-07-08;51938;39794;73282.0;70.9;54.3
72;64;2021-07-08;27359;23175;36635.0;74.7;63.3
72;69;2021-07-08;27873;24247;35483.0;78.6;68.3
72;74;2021-07-08;27128;24664;31469.0;86.2;78.4
72;79;2021-07-08;16938;15847;19674.0;86.1;80.5
72;80;2021-07-08;32528;29966;41352.0;78.7;72.5
73;04;2021-07-08;10;5;22025.0;0.0;0.0
73;09;2021-07-08;7;1;25237.0;0.0;0.0
73;11;2021-07-08;9;3;10258.0;0.1;0.0
73;17;2021-07-08;5628;823;30899.0;18.2;2.7
73;24;2021-07-08;13639;5983;32141.0;42.4;18.6
73;29;2021-07-08;9069;4477;21474.0;42.2;20.8
73;39;2021-07-08;23163;13008;52325.0;44.3;24.9
73;49;2021-07-08;31320;19874;57492.0;54.5;34.6
73;59;2021-07-08;41231;32536;59925.0;68.8;54.3
73;64;2021-07-08;20909;18509;27935.0;74.8;66.3
73;69;2021-07-08;20853;18918;25927.0;80.4;73.0
73;74;2021-07-08;20497;19194;22860.0;89.7;84.0
73;79;2021-07-08;15051;14079;15657.0;96.1;89.9
73;80;2021-07-08;23117;21268;28393.0;81.4;74.9
74;04;2021-07-08;48;26;50236.0;0.1;0.1
74;09;2021-07-08;12;2;54646.0;0.0;0.0
74;11;2021-07-08;26;6;21745.0;0.1;0.0
74;17;2021-07-08;10820;1697;60852.0;17.8;2.8
74;24;2021-07-08;26675;12507;54544.0;48.9;22.9
74;29;2021-07-08;21029;10855;50048.0;42.0;21.7
74;39;2021-07-08;53868;30385;121243.0;44.4;25.1
74;49;2021-07-08;65889;42005;117006.0;56.3;35.9
74;59;2021-07-08;73752;56770;110349.0;66.8;51.4
74;64;2021-07-08;34099;29586;44341.0;76.9;66.7
74;69;2021-07-08;32378;28841;41045.0;78.9;70.3
74;74;2021-07-08;33328;30516;37053.0;89.9;82.4
74;79;2021-07-08;23028;21464;24722.0;93.1;86.8
74;80;2021-07-08;32401;29839;40575.0;79.9;73.5
75;04;2021-07-08;211;77;104958.0;0.2;0.1
75;09;2021-07-08;57;11;93620.0;0.1;0.0
75;11;2021-07-08;93;21;38206.0;0.2;0.1
75;17;2021-07-08;30227;6675;118562.0;25.5;5.6
75;24;2021-07-08;141125;85269;222205.0;63.5;38.4
75;29;2021-07-08;150153;95623;215331.0;69.7;44.4
75;39;2021-07-08;233572;156295;332595.0;70.2;47.0
75;49;2021-07-08;209993;151650;277369.0;75.7;54.7
75;59;2021-07-08;243700;199145;259307.0;94.0;76.8
75;64;2021-07-08;102030;89638;110883.0;92.0;80.8
75;69;2021-07-08;82438;74010;102872.0;80.1;71.9
75;74;2021-07-08;81531;75276;98223.0;83.0;76.6
75;79;2021-07-08;55278;51697;64896.0;85.2;79.7
75;80;2021-07-08;84483;77877;109244.0;77.3;71.3
750;64;2021-07-08;1;0;;;
76;04;2021-07-08;11;4;68897.0;0.0;0.0
76;09;2021-07-08;10;5;76958.0;0.0;0.0
76;11;2021-07-08;37;8;31122.0;0.1;0.0
76;17;2021-07-08;25539;2626;93775.0;27.2;2.8
76;24;2021-07-08;56816;26690;106184.0;53.5;25.1
76;29;2021-07-08;34793;18092;69080.0;50.4;26.2
76;39;2021-07-08;84219;48092;152559.0;55.2;31.5
76;49;2021-07-08;102322;64921;151379.0;67.6;42.9
76;59;2021-07-08;123693;93235;159079.0;77.8;58.6
76;64;2021-07-08;64341;54329;77692.0;82.8;69.9
76;69;2021-07-08;63589;55500;75020.0;84.8;74.0
76;74;2021-07-08;63219;58214;65404.0;96.7;89.0
76;79;2021-07-08;38506;36381;39775.0;96.8;91.5
76;80;2021-07-08;64807;60309;76864.0;84.3;78.5
77;04;2021-07-08;59;15;91756.0;0.1;0.0
77;09;2021-07-08;44;5;102206.0;0.0;0.0
77;11;2021-07-08;57;11;41595.0;0.1;0.0
77;17;2021-07-08;21372;3199;118899.0;18.0;2.7
77;24;2021-07-08;53323;27442;119700.0;44.5;22.9
77;29;2021-07-08;34551;19121;83196.0;41.5;23.0
77;39;2021-07-08;84295;51379;192425.0;43.8;26.7
77;49;2021-07-08;105925;72108;196727.0;53.8;36.7
77;59;2021-07-08;116297;93103;185341.0;62.7;50.2
77;64;2021-07-08;50629;43695;76699.0;66.0;57.0
77;69;2021-07-08;46560;41388;66623.0;69.9;62.1
77;74;2021-07-08;45895;42330;56446.0;81.3;75.0
77;79;2021-07-08;29681;28087;34428.0;86.2;81.6
77;80;2021-07-08;45336;42234;57566.0;78.8;73.4
78;04;2021-07-08;33;9;90846.0;0.0;0.0
78;09;2021-07-08;18;0;99774.0;0.0;0.0
78;11;2021-07-08;42;8;40259.0;0.1;0.0
78;17;2021-07-08;24374;3399;119154.0;20.5;2.9
78;24;2021-07-08;54564;28858;114179.0;47.8;25.3
78;29;2021-07-08;36395;20585;79205.0;46.0;26.0
78;39;2021-07-08;87953;55540;184091.0;47.8;30.2
78;49;2021-07-08;115010;82281;202141.0;56.9;40.7
78;59;2021-07-08;125283;104268;192045.0;65.2;54.3
78;64;2021-07-08;57335;51332;78301.0;73.2;65.6
78;69;2021-07-08;48512;44217;68519.0;70.8;64.5
78;74;2021-07-08;48418;45488;62672.0;77.3;72.6
78;79;2021-07-08;30626;29078;42980.0;71.3;67.7
78;80;2021-07-08;52604;49400;74459.0;70.6;66.3
79;04;2021-07-08;12;5;17785.0;0.1;0.0
79;09;2021-07-08;7;1;21847.0;0.0;0.0
79;11;2021-07-08;12;0;9640.0;0.1;0.0
79;17;2021-07-08;7889;552;28163.0;28.0;2.0
79;24;2021-07-08;13806;4378;23587.0;58.5;18.6
79;29;2021-07-08;7738;2951;16506.0;46.9;17.9
79;39;2021-07-08;21386;9547;41182.0;51.9;23.2
79;49;2021-07-08;30674;15913;47239.0;64.9;33.7
79;59;2021-07-08;37285;26845;51600.0;72.3;52.0
79;64;2021-07-08;20015;16742;25727.0;77.8;65.1
79;69;2021-07-08;20201;17627;24538.0;82.3;71.8
79;74;2021-07-08;20961;19400;21802.0;96.1;89.0
79;79;2021-07-08;12939;12321;13843.0;93.5;89.0
79;80;2021-07-08;24656;23031;29168.0;84.5;79.0
80;04;2021-07-08;13;1;29286.0;0.0;0.0
80;09;2021-07-08;6;0;34254.0;0.0;0.0
80;11;2021-07-08;10;1;13838.0;0.1;0.0
80;17;2021-07-08;9316;995;44095.0;21.1;2.3
80;24;2021-07-08;24936;12305;53274.0;46.8;23.1
80;29;2021-07-08;14450;7970;30964.0;46.7;25.7
80;39;2021-07-08;34731;21170;67453.0;51.5;31.4
80;49;2021-07-08;44487;29685;71182.0;62.5;41.7
80;59;2021-07-08;54571;42275;73570.0;74.2;57.5
80;64;2021-07-08;28351;23502;35831.0;79.1;65.6
80;69;2021-07-08;28422;24422;34903.0;81.4;70.0
80;74;2021-07-08;27784;25497;30000.0;92.6;85.0
80;79;2021-07-08;16516;15498;17445.0;94.7;88.8
80;80;2021-07-08;26651;24630;33674.0;79.1;73.1
81;04;2021-07-08;8;2;17508.0;0.0;0.0
81;09;2021-07-08;4;0;21674.0;0.0;0.0
81;11;2021-07-08;10;1;9398.0;0.1;0.0
81;17;2021-07-08;4213;526;27718.0;15.2;1.9
81;24;2021-07-08;11760;5393;25382.0;46.3;21.2
81;29;2021-07-08;6626;3507;16270.0;40.7;21.6
81;39;2021-07-08;17655;10320;41434.0;42.6;24.9
81;49;2021-07-08;27650;18335;48581.0;56.9;37.7
81;59;2021-07-08;36193;29675;53768.0;67.3;55.2
81;64;2021-07-08;19881;17713;26784.0;74.2;66.1
81;69;2021-07-08;21382;19523;26379.0;81.1;74.0
81;74;2021-07-08;21947;20627;24116.0;91.0;85.5
81;79;2021-07-08;14464;13672;15421.0;93.8;88.7
81;80;2021-07-08;27121;25300;33465.0;81.0;75.6
82;04;2021-07-08;9;4;13660.0;0.1;0.0
82;09;2021-07-08;2;0;16491.0;0.0;0.0
82;11;2021-07-08;4;1;7130.0;0.1;0.0
82;17;2021-07-08;3224;307;20730.0;15.6;1.5
82;24;2021-07-08;7752;2940;16792.0;46.2;17.5
82;29;2021-07-08;4777;2151;11727.0;40.7;18.3
82;39;2021-07-08;13706;6926;30052.0;45.6;23.0
82;49;2021-07-08;21130;11958;35032.0;60.3;34.1
82;59;2021-07-08;26097;19133;35322.0;73.9;54.2
82;64;2021-07-08;13165;11216;16858.0;78.1;66.5
82;69;2021-07-08;14001;12314;16693.0;83.9;73.8
82;74;2021-07-08;13989;12783;14495.0;96.5;88.2
82;79;2021-07-08;9477;8909;9336.0;99.0;95.4
82;80;2021-07-08;15555;14391;18300.0;85.0;78.6
83;04;2021-07-08;37;11;50696.0;0.1;0.0
83;09;2021-07-08;10;1;57547.0;0.0;0.0
83;11;2021-07-08;32;6;23642.0;0.1;0.0
83;17;2021-07-08;7455;1126;69695.0;10.7;1.6
83;24;2021-07-08;24834;13329;69501.0;35.7;19.2
83;29;2021-07-08;16389;9540;48220.0;34.0;19.8
83;39;2021-07-08;42976;27488;120276.0;35.7;22.9
83;49;2021-07-08;62793;44125;131324.0;47.8;33.6
83;59;2021-07-08;92661;76011;145518.0;63.7;52.2
83;64;2021-07-08;53240;47748;72726.0;73.2;65.7
83;69;2021-07-08;57803;53272;73312.0;78.8;72.7
83;74;2021-07-08;63126;59673;72201.0;87.4;82.6
83;79;2021-07-08;46517;44275;53309.0;87.3;83.1
83;80;2021-07-08;67547;62908;85869.0;78.7;73.3
84;04;2021-07-08;17;4;29982.0;0.1;0.0
84;09;2021-07-08;13;1;34016.0;0.0;0.0
84;11;2021-07-08;19;0;14320.0;0.1;0.0
84;17;2021-07-08;4984;738;41523.0;12.0;1.8
84;24;2021-07-08;13606;5890;39477.0;34.5;14.9
84;29;2021-07-08;8839;4430;27578.0;32.1;16.1
84;39;2021-07-08;24885;13933;63922.0;38.9;21.8
84;49;2021-07-08;36695;23065;70030.0;52.4;32.9
84;59;2021-07-08;51661;39188;77217.0;66.9;50.8
84;64;2021-07-08;27542;23767;36344.0;75.8;65.4
84;69;2021-07-08;27953;24798;35290.0;79.2;70.3
84;74;2021-07-08;28266;25887;31933.0;88.5;81.1
84;79;2021-07-08;21008;19723;21947.0;95.7;89.9
84;80;2021-07-08;30033;27711;37418.0;80.3;74.1
85;04;2021-07-08;9;1;31989.0;0.0;0.0
85;09;2021-07-08;6;0;40008.0;0.0;0.0
85;11;2021-07-08;20;1;17488.0;0.1;0.0
85;17;2021-07-08;9621;730;51584.0;18.7;1.4
85;24;2021-07-08;23550;8834;41969.0;56.1;21.0
85;29;2021-07-08;13397;5938;29084.0;46.1;20.4
85;39;2021-07-08;37529;18317;75720.0;49.6;24.2
85;49;2021-07-08;54764;30122;86574.0;63.3;34.8
85;59;2021-07-08;66358;48988;89803.0;73.9;54.6
85;64;2021-07-08;40071;34562;47935.0;83.6;72.1
85;69;2021-07-08;44438;39567;49126.0;90.5;80.5
85;74;2021-07-08;45940;43064;45117.0;99.0;95.4
85;79;2021-07-08;26643;25455;26284.0;99.0;96.8
85;80;2021-07-08;45396;42772;50506.0;89.9;84.7
86;04;2021-07-08;10;4;20954.0;0.0;0.0
86;09;2021-07-08;7;0;24599.0;0.0;0.0
86;11;2021-07-08;10;1;10342.0;0.1;0.0
86;17;2021-07-08;4498;436;32563.0;13.8;1.3
86;24;2021-07-08;17336;9066;42794.0;40.5;21.2
86;29;2021-07-08;10144;5909;21569.0;47.0;27.4
86;39;2021-07-08;24603;15750;48717.0;50.5;32.3
86;49;2021-07-08;33453;23652;52927.0;63.2;44.7
86;59;2021-07-08;42168;34562;55357.0;76.2;62.4
86;64;2021-07-08;23069;20069;28304.0;81.5;70.9
86;69;2021-07-08;23642;21021;27405.0;86.3;76.7
86;74;2021-07-08;22983;21216;23771.0;96.7;89.3
86;79;2021-07-08;15030;14183;15115.0;99.0;93.8
86;80;2021-07-08;27627;25773;32981.0;83.8;78.1
87;04;2021-07-08;15;4;16882.0;0.1;0.0
87;09;2021-07-08;14;0;19243.0;0.1;0.0
87;11;2021-07-08;19;1;8204.0;0.2;0.0
87;17;2021-07-08;5459;567;24978.0;21.9;2.3
87;24;2021-07-08;13941;6327;30878.0;45.1;20.5
87;29;2021-07-08;8400;4387;17124.0;49.1;25.6
87;39;2021-07-08;20534;11775;39312.0;52.2;30.0
87;49;2021-07-08;28608;18592;44763.0;63.9;41.5
87;59;2021-07-08;37526;28970;49746.0;75.4;58.2
87;64;2021-07-08;20742;18003;25026.0;82.9;71.9
87;69;2021-07-08;21608;19182;25500.0;84.7;75.2
87;74;2021-07-08;22150;20369;23660.0;93.6;86.1
87;79;2021-07-08;13751;13010;14787.0;93.0;88.0
87;80;2021-07-08;24593;22933;30671.0;80.2;74.8
88;04;2021-07-08;8;4;16128.0;0.0;0.0
88;09;2021-07-08;6;1;18953.0;0.0;0.0
88;11;2021-07-08;9;3;8337.0;0.1;0.0
88;17;2021-07-08;4967;516;25662.0;19.4;2.0
88;24;2021-07-08;12263;5680;23721.0;51.7;23.9
88;29;2021-07-08;6842;3629;15975.0;42.8;22.7
88;39;2021-07-08;17970;10790;38540.0;46.6;28.0
88;49;2021-07-08;26258;17654;43251.0;60.7;40.8
88;59;2021-07-08;36558;29538;51489.0;71.0;57.4
88;64;2021-07-08;20812;18089;26457.0;78.7;68.4
88;69;2021-07-08;21862;19466;25999.0;84.1;74.9
88;74;2021-07-08;22193;20533;23464.0;94.6;87.5
88;79;2021-07-08;12338;11600;13069.0;94.4;88.8
88;80;2021-07-08;22621;21121;28475.0;79.4;74.2
89;04;2021-07-08;4;2;16094.0;0.0;0.0
89;09;2021-07-08;5;0;19051.0;0.0;0.0
89;11;2021-07-08;18;0;8299.0;0.2;0.0
89;17;2021-07-08;4138;472;23927.0;17.3;2.0
89;24;2021-07-08;8505;3457;20050.0;42.4;17.2
89;29;2021-07-08;5428;2702;14639.0;37.1;18.5
89;39;2021-07-08;15347;8507;36906.0;41.6;23.1
89;49;2021-07-08;21386;13302;40908.0;52.3;32.5
89;59;2021-07-08;30442;23402;45251.0;67.3;51.7
89;64;2021-07-08;17646;14746;23463.0;75.2;62.8
89;69;2021-07-08;18901;16249;24006.0;78.7;67.7
89;74;2021-07-08;19490;17637;21497.0;90.7;82.0
89;79;2021-07-08;11655;10830;12690.0;91.8;85.3
89;80;2021-07-08;20635;18955;25315.0;81.5;74.9
90;04;2021-07-08;5;2;7363.0;0.1;0.0
90;09;2021-07-08;7;1;8239.0;0.1;0.0
90;11;2021-07-08;15;2;3397.0;0.4;0.1
90;17;2021-07-08;2089;309;10624.0;19.7;2.9
90;24;2021-07-08;4813;2441;11142.0;43.2;21.9
90;29;2021-07-08;2727;1584;8158.0;33.4;19.4
90;39;2021-07-08;6822;4417;16796.0;40.6;26.3
90;49;2021-07-08;9677;6985;17954.0;53.9;38.9
90;59;2021-07-08;13444;11352;18412.0;73.0;61.7
90;64;2021-07-08;6870;6175;8988.0;76.4;68.7
90;69;2021-07-08;6906;6295;8307.0;83.1;75.8
90;74;2021-07-08;7074;6634;7344.0;96.3;90.3
90;79;2021-07-08;4173;3924;4601.0;90.7;85.3
90;80;2021-07-08;7177;6651;8820.0;81.4;75.4
91;04;2021-07-08;53;15;89697.0;0.1;0.0
91;09;2021-07-08;31;7;92270.0;0.0;0.0
91;11;2021-07-08;63;13;37022.0;0.2;0.0
91;17;2021-07-08;19433;2882;106495.0;18.2;2.7
91;24;2021-07-08;49551;24247;117572.0;42.1;20.6
91;29;2021-07-08;32526;17350;81175.0;40.1;21.4
91;39;2021-07-08;77171;46255;174980.0;44.1;26.4
91;49;2021-07-08;98752;66469;179847.0;54.9;37.0
91;59;2021-07-08;112126;90000;169548.0;66.1;53.1
91;64;2021-07-08;48722;42757;68442.0;71.2;62.5
91;69;2021-07-08;41222;36977;57526.0;71.7;64.3
91;74;2021-07-08;41312;38593;50951.0;81.1;75.7
91;79;2021-07-08;28960;27832;33960.0;85.3;82.0
91;80;2021-07-08;48095;45282;59916.0;80.3;75.6
92;04;2021-07-08;78;30;101696.0;0.1;0.0
92;09;2021-07-08;36;8;99977.0;0.0;0.0
92;11;2021-07-08;59;11;39309.0;0.2;0.0
92;17;2021-07-08;26513;5454;114545.0;23.1;4.8
92;24;2021-07-08;74867;45197;139712.0;53.6;32.4
92;29;2021-07-08;68061;43686;114932.0;59.2;38.0
92;39;2021-07-08;136936;94876;241384.0;56.7;39.3
92;49;2021-07-08;150712;114288;227139.0;66.4;50.3
92;59;2021-07-08;146665;125195;201643.0;72.7;62.1
92;64;2021-07-08;57513;51753;79326.0;72.5;65.2
92;69;2021-07-08;46790;42735;69102.0;67.7;61.8
92;74;2021-07-08;47009;44080;62608.0;75.1;70.4
92;79;2021-07-08;31518;30196;42778.0;73.7;70.6
92;80;2021-07-08;57432;54207;79611.0;72.1;68.1
93;04;2021-07-08;101;33;130803.0;0.1;0.0
93;09;2021-07-08;36;10;127706.0;0.0;0.0
93;11;2021-07-08;52;10;47943.0;0.1;0.0
93;17;2021-07-08;16302;3799;135048.0;12.1;2.8
93;24;2021-07-08;67971;35557;149422.0;45.5;23.8
93;29;2021-07-08;67142;38349;116400.0;57.7;32.9
93;39;2021-07-08;140231;84634;256009.0;54.8;33.1
93;49;2021-07-08;144641;96081;231000.0;62.6;41.6
93;59;2021-07-08;141625;111243;197192.0;71.8;56.4
93;64;2021-07-08;61201;52090;78405.0;78.1;66.4
93;69;2021-07-08;50113;43802;65255.0;76.8;67.1
93;74;2021-07-08;41421;37400;51275.0;80.8;72.9
93;79;2021-07-08;28015;26019;31866.0;87.9;81.7
93;80;2021-07-08;42084;38598;51825.0;81.2;74.5
94;04;2021-07-08;58;12;92725.0;0.1;0.0
94;09;2021-07-08;32;6;91757.0;0.0;0.0
94;11;2021-07-08;47;6;35689.0;0.1;0.0
94;17;2021-07-08;19388;3637;103275.0;18.8;3.5
94;24;2021-07-08;65269;36255;128757.0;50.7;28.2
94;29;2021-07-08;57143;34057;96273.0;59.4;35.4
94;39;2021-07-08;116397;74405;201248.0;57.8;37.0
94;49;2021-07-08;123914;87108;189650.0;65.3;45.9
94;59;2021-07-08;132611;108237;178549.0;74.3;60.6
94;64;2021-07-08;56051;49383;73435.0;76.3;67.2
94;69;2021-07-08;47056;42738;61325.0;76.7;69.7
94;74;2021-07-08;45016;42143;53054.0;84.8;79.4
94;79;2021-07-08;28435;26992;34793.0;81.7;77.6
94;80;2021-07-08;48540;45613;65511.0;74.1;69.6
947;64;2021-07-08;0;1;;;
95;04;2021-07-08;56;13;91209.0;0.1;0.0
95;09;2021-07-08;24;3;93856.0;0.0;0.0
95;11;2021-07-08;38;6;35857.0;0.1;0.0
95;17;2021-07-08;17824;3167;103633.0;17.2;3.1
95;24;2021-07-08;51546;26383;107945.0;47.8;24.4
95;29;2021-07-08;38062;20942;76531.0;49.7;27.4
95;39;2021-07-08;90886;54399;175116.0;51.9;31.1
95;49;2021-07-08;106697;71340;167938.0;63.5;42.5
95;59;2021-07-08;113081;89680;155011.0;73.0;57.9
95;64;2021-07-08;50380;43531;65805.0;76.6;66.2
95;69;2021-07-08;42962;38268;55323.0;77.7;69.2
95;74;2021-07-08;41079;37861;45137.0;91.0;83.9
95;79;2021-07-08;26014;24426;26895.0;96.7;90.8
95;80;2021-07-08;40464;37639;48098.0;84.1;78.3
970;59;2021-07-08;1;0;;;
970;74;2021-07-08;1;0;;;
970;79;2021-07-08;1;0;;;
971;04;2021-07-08;10;4;18024.0;0.1;0.0
971;09;2021-07-08;5;2;22110.0;0.0;0.0
971;11;2021-07-08;9;3;9848.0;0.1;0.0
971;17;2021-07-08;968;132;31305.0;3.1;0.4
971;24;2021-07-08;2374;1308;27093.0;8.8;4.8
971;29;2021-07-08;2085;1387;16795.0;12.4;8.3
971;39;2021-07-08;5786;4180;37149.0;15.6;11.3
971;49;2021-07-08;8997;6853;48928.0;18.4;14.0
971;59;2021-07-08;12960;9992;60524.0;21.4;16.5
971;64;2021-07-08;7089;5522;27495.0;25.8;20.1
971;69;2021-07-08;7458;5693;23618.0;31.6;24.1
971;74;2021-07-08;6708;5226;19823.0;33.8;26.4
971;79;2021-07-08;4699;3777;13239.0;35.5;28.5
971;80;2021-07-08;4599;3705;20928.0;22.0;17.7
972;04;2021-07-08;9;0;15550.0;0.1;0.0
972;09;2021-07-08;2;1;18441.0;0.0;0.0
972;11;2021-07-08;8;0;8430.0;0.1;0.0
972;17;2021-07-08;885;123;26182.0;3.4;0.5
972;24;2021-07-08;2214;1343;24337.0;9.1;5.5
972;29;2021-07-08;2116;1583;15561.0;13.6;10.2
972;39;2021-07-08;5960;4744;34280.0;17.4;13.8
972;49;2021-07-08;8221;6786;42967.0;19.1;15.8
972;59;2021-07-08;11602;9768;62671.0;18.5;15.6
972;64;2021-07-08;6458;5445;28516.0;22.6;19.1
972;69;2021-07-08;6854;5674;24040.0;28.5;23.6
972;74;2021-07-08;6195;5243;19607.0;31.6;26.7
972;79;2021-07-08;4243;3737;13902.0;30.5;26.9
972;80;2021-07-08;4473;3826;24265.0;18.4;15.8
973;04;2021-07-08;23;10;32085.0;0.1;0.0
973;09;2021-07-08;11;5;29958.0;0.0;0.0
973;11;2021-07-08;9;4;12235.0;0.1;0.0
973;17;2021-07-08;2121;926;35925.0;5.9;2.6
973;24;2021-07-08;4058;2593;30954.0;13.1;8.4
973;29;2021-07-08;4189;3034;19945.0;21.0;15.2
973;39;2021-07-08;10311;7924;39602.0;26.0;20.0
973;49;2021-07-08;10672;8449;34757.0;30.7;24.3
973;59;2021-07-08;10408;8618;27026.0;38.5;31.9
973;64;2021-07-08;3794;3154;10200.0;37.2;30.9
973;69;2021-07-08;2636;2230;7246.0;36.4;30.8
973;74;2021-07-08;1717;1460;4665.0;36.8;31.3
973;79;2021-07-08;983;857;2703.0;36.4;31.7
973;80;2021-07-08;867;759;3390.0;25.6;22.4
974;04;2021-07-08;19;4;57908.0;0.0;0.0
974;09;2021-07-08;10;2;63783.0;0.0;0.0
974;11;2021-07-08;14;1;27281.0;0.1;0.0
974;17;2021-07-08;4298;498;82143.0;5.2;0.6
974;24;2021-07-08;15541;9373;74456.0;20.9;12.6
974;29;2021-07-08;11127;7853;48787.0;22.8;16.1
974;39;2021-07-08;30965;22815;104568.0;29.6;21.8
974;49;2021-07-08;42869;32739;113615.0;37.7;28.8
974;59;2021-07-08;57844;47734;125597.0;46.1;38.0
974;64;2021-07-08;26911;23493;49376.0;54.5;47.6
974;69;2021-07-08;23687;20974;40475.0;58.5;51.8
974;74;2021-07-08;17520;15793;27194.0;64.4;58.1
974;79;2021-07-08;12015;11086;19499.0;61.6;56.9
974;80;2021-07-08;13540;12335;25277.0;53.6;48.8
975;59;2021-07-08;3;2;978.2;0.3;0.2
