dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel
37;80;2021-10-28;37990;37194;11041;43131.0;88.1;86.2;25.6
38;04;2021-10-28;55;24;1;70823.0;0.1;0.0;0.0
38;11;2021-10-28;529;474;1;33580.0;1.6;1.4;0.0
38;17;2021-10-28;71473;67917;32;99889.0;71.6;68.0;0.0
38;24;2021-10-28;93587;89987;178;108965.0;85.9;82.6;0.2
38;29;2021-10-28;58861;56631;163;67727.0;86.9;83.6;0.2
38;39;2021-10-28;126631;123105;459;156507.0;80.9;78.7;0.3
38;49;2021-10-28;138386;135980;694;166838.0;82.9;81.5;0.4
38;59;2021-10-28;144595;142902;2637;165540.0;87.3;86.3;1.6
38;09;2021-10-28;20;5;0;81216.0;0.0;0.0;0.0
38;64;2021-10-28;65689;64943;1862;73262.0;89.7;88.6;2.5
38;69;2021-10-28;60102;59415;3045;68087.0;88.3;87.3;4.5
38;74;2021-10-28;57735;57070;5663;60493.0;95.4;94.3;9.4
38;79;2021-10-28;38961;38581;12629;41745.0;93.3;92.4;30.3
38;80;2021-10-28;60861;59680;21157;70307.0;86.6;84.9;30.1
39;04;2021-10-28;9;1;0;12428.0;0.1;0.0;0.0
39;11;2021-10-28;80;70;0;6231.0;1.3;1.1;0.0
39;17;2021-10-28;15792;14707;5;19130.0;82.6;76.9;0.0
39;24;2021-10-28;16773;16083;20;16259.0;99.0;98.9;0.1
39;29;2021-10-28;9710;9291;32;11639.0;83.4;79.8;0.3
39;39;2021-10-28;22824;21856;91;28552.0;79.9;76.5;0.3
39;49;2021-10-28;27205;26476;221;32094.0;84.8;82.5;0.7
39;59;2021-10-28;32711;32122;632;36427.0;89.8;88.2;1.7
39;09;2021-10-28;2;1;0;14464.0;0.0;0.0;0.0
39;64;2021-10-28;16168;15999;501;17732.0;91.2;90.2;2.8
39;69;2021-10-28;15968;15767;912;17001.0;93.9;92.7;5.4
39;74;2021-10-28;16016;15848;1574;15842.0;99.0;99.0;9.9
39;79;2021-10-28;10783;10707;3587;10318.0;99.0;99.0;34.8
39;80;2021-10-28;17547;17163;6177;19732.0;88.9;87.0;31.3
40;04;2021-10-28;20;9;0;18009.0;0.1;0.0;0.0
40;11;2021-10-28;112;94;0;9505.0;1.2;1.0;0.0
40;17;2021-10-28;29362;27618;7;27786.0;99.0;99.0;0.0
40;24;2021-10-28;28997;29321;30;23141.0;99.0;99.0;0.1
40;29;2021-10-28;17416;17064;50;17313.0;99.0;98.6;0.3
40;39;2021-10-28;39725;39169;145;45849.0;86.6;85.4;0.3
40;49;2021-10-28;47351;47207;299;54129.0;87.5;87.2;0.6
40;59;2021-10-28;52277;52078;1078;58062.0;90.0;89.7;1.9
40;09;2021-10-28;15;2;0;22036.0;0.1;0.0;0.0
40;64;2021-10-28;27024;27041;878;29228.0;92.5;92.5;3.0
40;69;2021-10-28;28019;28095;1753;30256.0;92.6;92.9;5.8
40;74;2021-10-28;27855;27852;3065;27412.0;99.0;99.0;11.2
40;79;2021-10-28;17113;16987;5951;17201.0;99.0;98.8;34.6
40;80;2021-10-28;28594;28063;10464;32052.0;89.2;87.6;32.6
41;04;2021-10-28;11;5;0;15114.0;0.1;0.0;0.0
41;11;2021-10-28;33;25;0;7960.0;0.4;0.3;0.0
41;17;2021-10-28;18291;17915;5;24327.0;75.2;73.6;0.0
41;24;2021-10-28;19353;19162;27;20436.0;94.7;93.8;0.1
41;29;2021-10-28;11633;11424;33;14376.0;80.9;79.5;0.2
41;39;2021-10-28;27359;27091;143;34921.0;78.3;77.6;0.4
41;49;2021-10-28;34165;33807;209;40911.0;83.5;82.6;0.5
41;59;2021-10-28;40959;40598;968;45162.0;90.7;89.9;2.1
41;09;2021-10-28;4;0;0;18722.0;0.0;0.0;0.0
41;64;2021-10-28;21066;20954;663;22728.0;92.7;92.2;2.9
41;69;2021-10-28;20817;20638;997;22685.0;91.8;91.0;4.4
41;74;2021-10-28;20750;20632;1623;20510.0;99.0;99.0;7.9
41;79;2021-10-28;13269;13127;3777;12424.0;99.0;99.0;30.4
41;80;2021-10-28;24981;24463;8303;27559.0;90.6;88.8;30.1
42;04;2021-10-28;29;18;0;41994.0;0.1;0.0;0.0
42;11;2021-10-28;196;179;1;19354.0;1.0;0.9;0.0
42;17;2021-10-28;46169;43512;18;57810.0;79.9;75.3;0.0
42;24;2021-10-28;59139;56128;78;61452.0;96.2;91.3;0.1
42;29;2021-10-28;34728;32897;90;38460.0;90.3;85.5;0.2
42;39;2021-10-28;77813;74652;288;87478.0;89.0;85.3;0.3
42;49;2021-10-28;88740;85994;451;93717.0;94.7;91.8;0.5
42;59;2021-10-28;93820;92515;1518;96985.0;96.7;95.4;1.6
42;09;2021-10-28;14;0;0;47476.0;0.0;0.0;0.0
42;64;2021-10-28;44287;43753;1157;45737.0;96.8;95.7;2.5
42;69;2021-10-28;43220;42699;2197;46317.0;93.3;92.2;4.7
42;74;2021-10-28;43442;42891;3729;44186.0;98.3;97.1;8.4
42;79;2021-10-28;28285;27940;8100;28220.0;99.0;99.0;28.7
42;80;2021-10-28;49060;48087;15763;55551.0;88.3;86.6;28.4
43;04;2021-10-28;5;4;1;10473.0;0.0;0.0;0.0
43;11;2021-10-28;45;39;0;5400.0;0.8;0.7;0.0
43;17;2021-10-28;12858;12032;8;16790.0;76.6;71.7;0.0
43;24;2021-10-28;13946;13529;14;13944.0;99.0;97.0;0.1
43;29;2021-10-28;7669;7381;28;9892.0;77.5;74.6;0.3
43;39;2021-10-28;17877;17401;82;24155.0;74.0;72.0;0.3
43;49;2021-10-28;22417;22057;148;28786.0;77.9;76.6;0.5
43;59;2021-10-28;27026;26841;471;32117.0;84.1;83.6;1.5
43;09;2021-10-28;3;1;0;12253.0;0.0;0.0;0.0
43;64;2021-10-28;14249;14245;458;16538.0;86.2;86.1;2.8
43;69;2021-10-28;14530;14501;972;15751.0;92.2;92.1;6.2
43;74;2021-10-28;15198;15078;1868;14568.0;99.0;99.0;12.8
43;79;2021-10-28;9023;8935;3059;8692.0;99.0;99.0;35.2
43;80;2021-10-28;15769;15466;5827;17542.0;89.9;88.2;33.2
44;04;2021-10-28;79;42;0;82679.0;0.1;0.1;0.0
44;11;2021-10-28;317;281;0;37893.0;0.8;0.7;0.0
44;17;2021-10-28;96000;95015;24;112366.0;85.4;84.6;0.0
44;24;2021-10-28;110721;111314;129;121915.0;90.8;91.3;0.1
44;29;2021-10-28;74304;74496;195;83347.0;89.2;89.4;0.2
44;39;2021-10-28;165660;165749;513;190072.0;87.2;87.2;0.3
44;49;2021-10-28;172979;173723;902;190724.0;90.7;91.1;0.5
44;59;2021-10-28;168181;167844;3694;177335.0;94.8;94.6;2.1
44;09;2021-10-28;44;15;0;93073.0;0.0;0.0;0.0
44;64;2021-10-28;76215;75815;2490;80388.0;94.8;94.3;3.1
44;69;2021-10-28;72662;72346;3698;78183.0;92.9;92.5;4.7
44;74;2021-10-28;70854;70560;5663;68887.0;99.0;99.0;8.2
44;79;2021-10-28;42268;41954;11654;41100.0;99.0;99.0;28.4
44;80;2021-10-28;73061;71703;23198;79175.0;92.3;90.6;29.3
45;04;2021-10-28;24;13;1;38709.0;0.1;0.0;0.0
45;11;2021-10-28;190;163;0;18265.0;1.0;0.9;0.0
45;17;2021-10-28;42376;39953;22;53977.0;78.5;74.0;0.0
45;24;2021-10-28;47068;45494;64;53473.0;88.0;85.1;0.1
45;29;2021-10-28;29816;28963;71;36199.0;82.4;80.0;0.2
45;39;2021-10-28;66191;64661;207;82596.0;80.1;78.3;0.3
45;49;2021-10-28;72949;72089;344;87117.0;83.7;82.7;0.4
45;59;2021-10-28;75636;75002;1676;87500.0;86.4;85.7;1.9
45;09;2021-10-28;14;5;0;44474.0;0.0;0.0;0.0
45;64;2021-10-28;35347;35020;1145;40935.0;86.3;85.6;2.8
45;69;2021-10-28;33727;33463;1765;39320.0;85.8;85.1;4.5
45;74;2021-10-28;34504;34142;3250;35729.0;96.6;95.6;9.1
45;79;2021-10-28;21663;21522;7009;21933.0;98.8;98.1;32.0
45;80;2021-10-28;37292;36590;13320;42663.0;87.4;85.8;31.2
46;04;2021-10-28;14;5;0;6514.0;0.2;0.1;0.0
46;11;2021-10-28;36;31;0;3497.0;1.0;0.9;0.0
46;17;2021-10-28;9832;9173;0;10797.0;91.1;85.0;0.0
46;24;2021-10-28;10530;10194;7;9162.0;99.0;99.0;0.1
46;29;2021-10-28;6311;6098;14;6807.0;92.7;89.6;0.2
46;39;2021-10-28;14253;14073;24;16429.0;86.8;85.7;0.1
46;49;2021-10-28;18061;17762;89;19814.0;91.2;89.6;0.4
46;59;2021-10-28;23682;23424;342;24719.0;95.8;94.8;1.4
46;09;2021-10-28;8;2;0;8020.0;0.1;0.0;0.0
46;64;2021-10-28;13829;13684;318;14220.0;97.3;96.2;2.2
46;69;2021-10-28;14426;14289;639;14062.0;99.0;99.0;4.5
46;74;2021-10-28;14208;14168;1212;13341.0;99.0;99.0;9.1
46;79;2021-10-28;8941;8924;2537;8404.0;99.0;99.0;30.2
46;80;2021-10-28;15465;15226;5128;17380.0;89.0;87.6;29.5
47;04;2021-10-28;15;9;0;15055.0;0.1;0.1;0.0
47;11;2021-10-28;47;39;0;7711.0;0.6;0.5;0.0
47;17;2021-10-28;18679;17580;2;22695.0;82.3;77.5;0.0
47;24;2021-10-28;21461;20322;20;20332.0;99.0;99.0;0.1
47;29;2021-10-28;12721;12086;14;14531.0;87.5;83.2;0.1
47;39;2021-10-28;29628;28741;101;35714.0;83.0;80.5;0.3
47;49;2021-10-28;35281;34312;193;38760.0;91.0;88.5;0.5
47;59;2021-10-28;41866;41181;654;45512.0;92.0;90.5;1.4
47;09;2021-10-28;5;1;0;18101.0;0.0;0.0;0.0
47;64;2021-10-28;21047;20810;548;23318.0;90.3;89.2;2.4
47;69;2021-10-28;21115;20895;996;23718.0;89.0;88.1;4.2
47;74;2021-10-28;20802;20571;1679;21876.0;95.1;94.0;7.7
47;79;2021-10-28;14249;14016;3419;14687.0;97.0;95.4;23.3
47;80;2021-10-28;24647;24064;6610;28326.0;87.0;85.0;23.3
48;04;2021-10-28;2;0;0;3154.0;0.1;0.0;0.0
48;11;2021-10-28;12;14;0;1721.0;0.7;0.8;0.0
48;17;2021-10-28;3851;3622;3;5215.0;73.8;69.5;0.1
48;24;2021-10-28;3934;3913;4;5269.0;74.7;74.3;0.1
48;29;2021-10-28;2287;2261;11;3397.0;67.3;66.6;0.3
48;39;2021-10-28;5645;5600;40;7892.0;71.5;71.0;0.5
48;49;2021-10-28;7260;7206;79;9437.0;76.9;76.4;0.8
48;59;2021-10-28;8894;8860;267;10818.0;82.2;81.9;2.5
48;09;2021-10-28;1;0;0;3829.0;0.0;0.0;0.0
48;64;2021-10-28;4675;4682;200;5523.0;84.6;84.8;3.6
48;69;2021-10-28;4610;4631;411;5546.0;83.1;83.5;7.4
48;74;2021-10-28;4612;4638;730;4893.0;94.3;94.8;14.9
48;79;2021-10-28;2909;2923;1088;3046.0;95.5;96.0;35.7
48;80;2021-10-28;5372;5322;2103;6546.0;82.1;81.3;32.1
49;04;2021-10-28;31;16;0;41422.0;0.1;0.0;0.0
49;11;2021-10-28;241;213;0;21944.0;1.1;1.0;0.0
49;17;2021-10-28;57598;55165;7;66804.0;86.2;82.6;0.0
49;24;2021-10-28;70752;67107;64;73580.0;96.2;91.2;0.1
49;29;2021-10-28;40007;38221;98;40160.0;99.0;95.2;0.2
49;39;2021-10-28;87284;84124;245;95013.0;91.9;88.5;0.3
49;49;2021-10-28;98315;95734;497;102005.0;96.4;93.9;0.5
49;59;2021-10-28;101509;99947;2141;102416.0;99.0;97.6;2.1
49;09;2021-10-28;19;2;0;49839.0;0.0;0.0;0.0
49;64;2021-10-28;48547;48038;1329;49545.0;98.0;97.0;2.7
49;69;2021-10-28;46280;45757;1809;47115.0;98.2;97.1;3.8
49;74;2021-10-28;42944;42652;3100;41943.0;99.0;99.0;7.4
49;79;2021-10-28;26070;25835;6931;26000.0;99.0;99.0;26.7
49;80;2021-10-28;49332;48536;15819;58095.0;84.9;83.5;27.2
50;04;2021-10-28;14;8;0;22546.0;0.1;0.0;0.0
50;11;2021-10-28;126;107;1;11475.0;1.1;0.9;0.0
50;17;2021-10-28;34665;33111;7;34806.0;99.0;95.1;0.0
50;24;2021-10-28;35341;34994;34;30917.0;99.0;99.0;0.1
50;29;2021-10-28;22175;21698;67;22751.0;97.5;95.4;0.3
50;39;2021-10-28;48836;48097;224;52724.0;92.6;91.2;0.4
50;49;2021-10-28;54695;54123;363;58061.0;94.2;93.2;0.6
50;59;2021-10-28;65424;64910;1514;68673.0;95.3;94.5;2.2
50;09;2021-10-28;10;0;0;26622.0;0.0;0.0;0.0
50;64;2021-10-28;34063;33846;1113;35084.0;97.1;96.5;3.2
50;69;2021-10-28;33116;32960;1896;34247.0;96.7;96.2;5.5
50;74;2021-10-28;32937;32707;3020;31790.0;99.0;99.0;9.5
50;79;2021-10-28;19162;18985;6032;18769.0;99.0;99.0;32.1
50;80;2021-10-28;37626;36730;12744;42204.0;89.2;87.0;30.2
51;04;2021-10-28;17;8;0;30191.0;0.1;0.0;0.0
51;11;2021-10-28;86;71;0;13604.0;0.6;0.5;0.0
51;17;2021-10-28;34791;33151;4;41912.0;83.0;79.1;0.0
51;24;2021-10-28;43194;42206;55;53016.0;81.5;79.6;0.1
51;29;2021-10-28;26972;26282;81;31606.0;85.3;83.2;0.3
51;39;2021-10-28;57283;56333;232;69338.0;82.6;81.2;0.3
51;49;2021-10-28;61758;61188;375;70406.0;87.7;86.9;0.5
51;59;2021-10-28;66819;66258;1700;72009.0;92.8;92.0;2.4
51;09;2021-10-28;14;4;0;34561.0;0.0;0.0;0.0
51;64;2021-10-28;31389;31081;1212;34031.0;92.2;91.3;3.6
51;69;2021-10-28;30098;29795;1889;32988.0;91.2;90.3;5.7
51;74;2021-10-28;29837;29506;2995;29996.0;99.0;98.4;10.0
51;79;2021-10-28;17230;17068;5598;17033.0;99.0;99.0;32.9
51;80;2021-10-28;29435;28839;10521;33132.0;88.8;87.0;31.8
52;04;2021-10-28;6;3;0;7524.0;0.1;0.0;0.0
52;11;2021-10-28;31;23;0;3779.0;0.8;0.6;0.0
52;17;2021-10-28;9692;9368;3;11324.0;85.6;82.7;0.0
52;24;2021-10-28;10367;10017;9;10948.0;94.7;91.5;0.1
52;29;2021-10-28;6276;5981;10;8345.0;75.2;71.7;0.1
52;39;2021-10-28;15005;14591;39;17980.0;83.5;81.2;0.2
52;49;2021-10-28;17060;16832;96;19980.0;85.4;84.2;0.5
52;59;2021-10-28;21234;21067;412;24288.0;87.4;86.7;1.7
52;09;2021-10-28;5;1;0;9030.0;0.1;0.0;0.0
52;64;2021-10-28;10958;10883;317;12592.0;87.0;86.4;2.5
52;69;2021-10-28;10908;10826;516;12380.0;88.1;87.4;4.2
52;74;2021-10-28;10650;10611;824;11009.0;96.7;96.4;7.5
52;79;2021-10-28;6525;6527;1548;6500.0;99.0;99.0;23.8
52;80;2021-10-28;11833;11673;3378;13571.0;87.2;86.0;24.9
53;04;2021-10-28;2;1;0;15655.0;0.0;0.0;0.0
53;11;2021-10-28;62;54;0;8102.0;0.8;0.7;0.0
53;17;2021-10-28;22445;21476;6;24567.0;91.4;87.4;0.0
53;24;2021-10-28;23574;22667;22;21795.0;99.0;99.0;0.1
53;29;2021-10-28;13435;12926;22;13770.0;97.6;93.9;0.2
53;39;2021-10-28;30138;29101;115;33591.0;89.7;86.6;0.3
53;49;2021-10-28;35649;34701;258;38239.0;93.2;90.7;0.7
53;59;2021-10-28;36576;36336;895;40380.0;90.6;90.0;2.2
53;09;2021-10-28;11;1;0;19227.0;0.1;0.0;0.0
53;64;2021-10-28;17213;17063;697;19825.0;86.8;86.1;3.5
53;69;2021-10-28;16664;16566;973;18906.0;88.1;87.6;5.1
53;74;2021-10-28;17511;17258;1741;16974.0;99.0;99.0;10.3
53;79;2021-10-28;9848;9747;3290;10260.0;96.0;95.0;32.1
53;80;2021-10-28;20978;20594;8147;24074.0;87.1;85.5;33.8
54;04;2021-10-28;47;13;0;36751.0;0.1;0.0;0.0
54;11;2021-10-28;195;175;0;17248.0;1.1;1.0;0.0
54;17;2021-10-28;41340;39412;12;52300.0;79.0;75.4;0.0
54;24;2021-10-28;56537;54496;120;73381.0;77.0;74.3;0.2
54;29;2021-10-28;34197;33021;168;42716.0;80.1;77.3;0.4
54;39;2021-10-28;73466;71697;463;91468.0;80.3;78.4;0.5
54;49;2021-10-28;78128;76915;736;89778.0;87.0;85.7;0.8
54;59;2021-10-28;83944;82916;2398;92748.0;90.5;89.4;2.6
54;09;2021-10-28;24;8;0;42458.0;0.1;0.0;0.0
54;64;2021-10-28;40613;40102;1622;45058.0;90.1;89.0;3.6
54;69;2021-10-28;38146;37745;3047;42708.0;89.3;88.4;7.1
54;74;2021-10-28;35414;35128;4549;37042.0;95.6;94.8;12.3
54;79;2021-10-28;20898;20571;7340;21736.0;96.1;94.6;33.8
54;80;2021-10-28;38084;37240;13993;45006.0;84.6;82.7;31.1
55;04;2021-10-28;6;3;0;8589.0;0.1;0.0;0.0
55;11;2021-10-28;60;55;0;4233.0;1.4;1.3;0.0
55;17;2021-10-28;9656;9062;1;13183.0;73.2;68.7;0.0
55;24;2021-10-28;10731;10186;15;12250.0;87.6;83.2;0.1
55;29;2021-10-28;6297;5967;18;8717.0;72.2;68.5;0.2
55;39;2021-10-28;15205;14716;68;20573.0;73.9;71.5;0.3
55;49;2021-10-28;17158;16772;121;22189.0;77.3;75.6;0.5
55;59;2021-10-28;21113;20884;521;25507.0;82.8;81.9;2.0
55;09;2021-10-28;4;3;0;10471.0;0.0;0.0;0.0
55;64;2021-10-28;11796;11702;400;13096.0;90.1;89.4;3.1
55;69;2021-10-28;11782;11694;634;12914.0;91.2;90.6;4.9
55;74;2021-10-28;11145;11077;897;10888.0;99.0;99.0;8.2
55;79;2021-10-28;5760;5708;1618;6009.0;95.9;95.0;26.9
55;80;2021-10-28;10851;10614;3435;13022.0;83.3;81.5;26.4
56;04;2021-10-28;30;15;0;34639.0;0.1;0.0;0.0
56;11;2021-10-28;99;98;0;18241.0;0.5;0.5;0.0
56;17;2021-10-28;53118;50319;13;55069.0;96.5;91.4;0.0
56;24;2021-10-28;53514;52329;41;49375.0;99.0;99.0;0.1
56;29;2021-10-28;29883;29156;52;31552.0;94.7;92.4;0.2
56;39;2021-10-28;70600;69542;217;80891.0;87.3;86.0;0.3
56;49;2021-10-28;85793;84819;437;94257.0;91.0;90.0;0.5
56;59;2021-10-28;98365;97228;2284;103556.0;95.0;93.9;2.2
56;09;2021-10-28;10;3;0;42173.0;0.0;0.0;0.0
56;64;2021-10-28;53620;53263;1572;55073.0;97.4;96.7;2.9
56;69;2021-10-28;53312;53086;2252;54410.0;98.0;97.6;4.1
56;74;2021-10-28;53562;53240;3458;49802.0;99.0;99.0;6.9
56;79;2021-10-28;30575;30372;8689;28672.0;99.0;99.0;30.3
56;80;2021-10-28;53393;52388;16425;57856.0;92.3;90.5;28.4
57;04;2021-10-28;50;28;1;52229.0;0.1;0.1;0.0
57;11;2021-10-28;314;284;0;24087.0;1.3;1.2;0.0
57;17;2021-10-28;54403;51327;19;71097.0;76.5;72.2;0.0
57;24;2021-10-28;69760;66953;139;76564.0;91.1;87.4;0.2
57;29;2021-10-28;46560;44829;169;57735.0;80.6;77.6;0.3
57;39;2021-10-28;104355;100914;571;132378.0;78.8;76.2;0.4
57;49;2021-10-28;110650;108027;928;131505.0;84.1;82.1;0.7
57;59;2021-10-28;127049;125094;2783;147461.0;86.2;84.8;1.9
57;09;2021-10-28;14;1;0;59116.0;0.0;0.0;0.0
57;64;2021-10-28;61461;60874;2598;71227.0;86.3;85.5;3.6
57;69;2021-10-28;56888;56238;5535;64651.0;88.0;87.0;8.6
57;74;2021-10-28;51055;50375;7823;50986.0;99.0;98.8;15.3
57;79;2021-10-28;31323;31043;10702;34126.0;91.8;91.0;31.4
57;80;2021-10-28;54769;53674;20490;62704.0;87.3;85.6;32.7
58;04;2021-10-28;4;2;0;7980.0;0.1;0.0;0.0
58;11;2021-10-28;41;37;0;4033.0;1.0;0.9;0.0
58;17;2021-10-28;11531;10886;2;12790.0;90.2;85.1;0.0
58;24;2021-10-28;11304;11024;16;11645.0;97.1;94.7;0.1
58;29;2021-10-28;6998;6801;18;7782.0;89.9;87.4;0.2
58;39;2021-10-28;16121;15883;79;18995.0;84.9;83.6;0.4
58;49;2021-10-28;19633;19484;136;22646.0;86.7;86.0;0.6
58;59;2021-10-28;25583;25354;782;27780.0;92.1;91.3;2.8
58;09;2021-10-28;1;0;0;9450.0;0.0;0.0;0.0
58;64;2021-10-28;15135;14961;690;15906.0;95.2;94.1;4.3
58;69;2021-10-28;15972;15803;1200;16731.0;95.5;94.5;7.2
58;74;2021-10-28;16374;16259;1760;15108.0;99.0;99.0;11.6
58;79;2021-10-28;10078;9942;3658;9264.0;99.0;99.0;39.5
58;80;2021-10-28;18211;17795;7164;19486.0;93.5;91.3;36.8
59;04;2021-10-28;89;38;1;153673.0;0.1;0.0;0.0
59;11;2021-10-28;583;515;2;68748.0;0.8;0.7;0.0
59;17;2021-10-28;164555;156950;98;206385.0;79.7;76.0;0.0
59;24;2021-10-28;219918;211481;518;248677.0;88.4;85.0;0.2
59;29;2021-10-28;136450;132033;524;155795.0;87.6;84.7;0.3
59;39;2021-10-28;292306;284335;1588;335101.0;87.2;84.9;0.5
59;49;2021-10-28;300628;294693;2429;326530.0;92.1;90.2;0.7
59;59;2021-10-28;300337;296003;8201;320261.0;93.8;92.4;2.6
59;09;2021-10-28;53;14;2;172144.0;0.0;0.0;0.0
59;64;2021-10-28;137109;135360;6265;148581.0;92.3;91.1;4.2
59;69;2021-10-28;126437;124741;11101;137139.0;92.2;91.0;8.1
59;74;2021-10-28;118868;117463;17662;119660.0;99.0;98.2;14.8
59;79;2021-10-28;64753;64016;22778;64728.0;99.0;98.9;35.2
59;80;2021-10-28;111031;108460;39733;131566.0;84.4;82.4;30.2
60;04;2021-10-28;44;15;0;48983.0;0.1;0.0;0.0
60;11;2021-10-28;144;126;0;23150.0;0.6;0.5;0.0
60;17;2021-10-28;45268;42947;13;66888.0;67.7;64.2;0.0
60;24;2021-10-28;53641;50477;52;62002.0;86.5;81.4;0.1
60;29;2021-10-28;32851;30993;74;44676.0;73.5;69.4;0.2
60;39;2021-10-28;78083;74596;320;106081.0;73.6;70.3;0.3
