dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel
11;39;2021-10-28;28459;27986;110;39384.0;72.3;71.1;0.3
11;49;2021-10-28;36055;35723;198;45681.0;78.9;78.2;0.4
11;59;2021-10-28;43552;43334;810;51248.0;85.0;84.6;1.6
11;09;2021-10-28;10;0;0;20110.0;0.0;0.0;0.0
11;64;2021-10-28;22475;22392;782;26525.0;84.7;84.4;2.9
11;69;2021-10-28;24010;23888;1467;27686.0;86.7;86.3;5.3
11;74;2021-10-28;24383;24347;2581;25828.0;94.4;94.3;10.0
11;79;2021-10-28;15881;16098;4738;16823.0;94.4;95.7;28.2
11;80;2021-10-28;24345;24279;7637;30100.0;80.9;80.7;25.4
12;04;2021-10-28;11;5;0;11791.0;0.1;0.0;0.0
12;11;2021-10-28;68;67;0;6137.0;1.1;1.1;0.0
12;17;2021-10-28;15034;14166;6;18532.0;81.1;76.4;0.0
12;24;2021-10-28;16382;15780;11;16356.0;99.0;96.5;0.1
12;29;2021-10-28;9258;8986;29;11329.0;81.7;79.3;0.3
12;39;2021-10-28;22285;21710;64;28724.0;77.6;75.6;0.2
12;49;2021-10-28;28157;27700;133;33377.0;84.4;83.0;0.4
12;59;2021-10-28;34755;34254;568;39683.0;87.6;86.3;1.4
12;09;2021-10-28;2;1;0;14098.0;0.0;0.0;0.0
12;64;2021-10-28;18323;18158;451;20219.0;90.6;89.8;2.2
12;69;2021-10-28;18790;18639;838;20502.0;91.6;90.9;4.1
12;74;2021-10-28;18889;18716;1482;18733.0;99.0;99.0;7.9
12;79;2021-10-28;12152;12019;3578;12213.0;99.0;98.4;29.3
12;80;2021-10-28;23165;22714;7941;26666.0;86.9;85.2;29.8
13;04;2021-10-28;142;65;1;115829.0;0.1;0.1;0.0
13;11;2021-10-28;337;275;0;48590.0;0.7;0.6;0.0
13;17;2021-10-28;80796;75836;45;143381.0;56.4;52.9;0.0
13;24;2021-10-28;129863;123278;257;166869.0;77.8;73.9;0.2
13;29;2021-10-28;91019;86649;359;113164.0;80.4;76.6;0.3
13;39;2021-10-28;200283;192340;991;254362.0;78.7;75.6;0.4
13;49;2021-10-28;221174;215390;1642;256640.0;86.2;83.9;0.6
13;59;2021-10-28;238925;234369;4528;265649.0;89.9;88.2;1.7
13;09;2021-10-28;81;32;0;122467.0;0.1;0.0;0.0
13;64;2021-10-28;108980;107356;4005;120563.0;90.4;89.0;3.3
13;69;2021-10-28;100260;98839;7990;115967.0;86.5;85.2;6.9
13;74;2021-10-28;97785;96413;12911;105855.0;92.4;91.1;12.2
13;79;2021-10-28;70133;68832;20201;76830.0;91.3;89.6;26.3
13;80;2021-10-28;106530;103322;32129;128303.0;83.0;80.5;25.0
14;04;2021-10-28;26;12;0;32713.0;0.1;0.0;0.0
14;11;2021-10-28;157;131;0;16901.0;0.9;0.8;0.0
14;17;2021-10-28;46696;44188;7;52063.0;89.7;84.9;0.0
14;24;2021-10-28;57618;55683;66;60987.0;94.5;91.3;0.1
14;29;2021-10-28;34734;33482;104;34960.0;99.0;95.8;0.3
14;39;2021-10-28;73683;71967;308;78671.0;93.7;91.5;0.4
14;49;2021-10-28;81283;80098;538;84964.0;95.7;94.3;0.6
14;59;2021-10-28;87527;86593;2123;89285.0;98.0;97.0;2.4
14;09;2021-10-28;8;4;0;39456.0;0.0;0.0;0.0
14;64;2021-10-28;44011;43604;1565;45437.0;96.9;96.0;3.4
14;69;2021-10-28;44532;44165;2531;45564.0;97.7;96.9;5.6
14;74;2021-10-28;42643;42286;4031;39971.0;99.0;99.0;10.1
14;79;2021-10-28;24993;24733;8295;23384.0;99.0;99.0;35.5
14;80;2021-10-28;42921;42030;15744;47097.0;91.1;89.2;33.4
15;04;2021-10-28;6;5;0;5285.0;0.1;0.1;0.0
15;11;2021-10-28;42;39;0;2969.0;1.4;1.3;0.0
15;17;2021-10-28;8571;8049;0;9080.0;94.4;88.6;0.0
15;24;2021-10-28;8905;8671;16;8091.0;99.0;99.0;0.2
15;29;2021-10-28;5196;5015;11;5406.0;96.1;92.8;0.2
15;39;2021-10-28;12406;12177;60;14131.0;87.8;86.2;0.4
15;49;2021-10-28;15622;15431;118;17202.0;90.8;89.7;0.7
15;59;2021-10-28;19167;19011;425;21195.0;90.4;89.7;2.0
15;09;2021-10-28;4;0;0;6563.0;0.1;0.0;0.0
15;64;2021-10-28;10429;10344;335;11135.0;93.7;92.9;3.0
15;69;2021-10-28;10635;10567;551;11435.0;93.0;92.4;4.8
15;74;2021-10-28;10337;10268;899;10127.0;99.0;99.0;8.9
15;79;2021-10-28;6287;6219;1906;6453.0;97.4;96.4;29.5
15;80;2021-10-28;11862;11671;3881;13739.0;86.3;84.9;28.2
16;04;2021-10-28;12;5;0;15081.0;0.1;0.0;0.0
16;11;2021-10-28;59;47;0;7841.0;0.8;0.6;0.0
16;17;2021-10-28;19484;19055;5;23113.0;84.3;82.4;0.0
16;24;2021-10-28;20614;20313;27;22805.0;90.4;89.1;0.1
16;29;2021-10-28;13188;13026;44;16488.0;80.0;79.0;0.3
16;39;2021-10-28;30392;30026;143;37221.0;81.7;80.7;0.4
16;49;2021-10-28;36293;36076;232;42419.0;85.6;85.0;0.5
16;59;2021-10-28;45164;44699;1104;48767.0;92.6;91.7;2.3
16;09;2021-10-28;8;0;0;18130.0;0.0;0.0;0.0
16;64;2021-10-28;24105;23778;872;25626.0;94.1;92.8;3.4
16;69;2021-10-28;24357;24105;1345;25227.0;96.6;95.6;5.3
16;74;2021-10-28;23273;23043;2079;22007.0;99.0;99.0;9.4
16;79;2021-10-28;14716;14556;4694;14324.0;99.0;99.0;32.8
16;80;2021-10-28;26352;25834;9896;29131.0;90.5;88.7;34.0
17;04;2021-10-28;34;12;0;26217.0;0.1;0.0;0.0
17;11;2021-10-28;101;86;1;14224.0;0.7;0.6;0.0
17;17;2021-10-28;41734;39725;10;43133.0;96.8;92.1;0.0
17;24;2021-10-28;45497;45088;46;41888.0;99.0;99.0;0.1
17;29;2021-10-28;25310;24960;48;25772.0;98.2;96.8;0.2
17;39;2021-10-28;59599;59203;189;66631.0;89.4;88.9;0.3
17;49;2021-10-28;72005;71931;428;78405.0;91.8;91.7;0.5
17;59;2021-10-28;82473;82470;2018;85909.0;96.0;96.0;2.3
17;09;2021-10-28;19;2;0;32589.0;0.1;0.0;0.0
17;64;2021-10-28;45272;45372;1596;47547.0;95.2;95.4;3.4
17;69;2021-10-28;50440;50564;2922;51529.0;97.9;98.1;5.7
17;74;2021-10-28;51182;51192;5071;47920.0;99.0;99.0;10.6
17;79;2021-10-28;31540;31344;11213;30024.0;99.0;99.0;37.3
17;80;2021-10-28;50266;49393;18754;55292.0;90.9;89.3;33.9
18;04;2021-10-28;14;10;1;13630.0;0.1;0.1;0.0
18;11;2021-10-28;84;85;0;6832.0;1.2;1.2;0.0
18;17;2021-10-28;16521;15839;3;19484.0;84.8;81.3;0.0
18;24;2021-10-28;18347;17743;16;18426.0;99.0;96.3;0.1
18;29;2021-10-28;10909;10563;15;13223.0;82.5;79.9;0.1
18;39;2021-10-28;25238;24510;96;31552.0;80.0;77.7;0.3
18;49;2021-10-28;30355;29756;183;35301.0;86.0;84.3;0.5
18;59;2021-10-28;37362;36960;879;41611.0;89.8;88.8;2.1
18;09;2021-10-28;8;1;0;15979.0;0.1;0.0;0.0
18;64;2021-10-28;19463;19264;734;21471.0;90.6;89.7;3.4
18;69;2021-10-28;19222;19045;1201;21413.0;89.8;88.9;5.6
18;74;2021-10-28;19536;19310;2208;20101.0;97.2;96.1;11.0
18;79;2021-10-28;12755;11968;4199;12438.0;99.0;96.2;33.8
18;80;2021-10-28;22116;20789;7981;24943.0;88.7;83.3;32.0
19;04;2021-10-28;5;1;0;9787.0;0.1;0.0;0.0
19;11;2021-10-28;89;80;0;5142.0;1.7;1.6;0.0
19;17;2021-10-28;13891;13276;3;15894.0;87.4;83.5;0.0
19;24;2021-10-28;15037;14653;15;15462.0;97.3;94.8;0.1
19;29;2021-10-28;9025;8769;32;10380.0;86.9;84.5;0.3
19;39;2021-10-28;21124;20785;83;24486.0;86.3;84.9;0.3
19;49;2021-10-28;25620;25374;169;29167.0;87.8;87.0;0.6
19;59;2021-10-28;30205;30003;685;33019.0;91.5;90.9;2.1
19;09;2021-10-28;5;1;0;12051.0;0.0;0.0;0.0
19;64;2021-10-28;15590;15476;595;17701.0;88.1;87.4;3.4
19;69;2021-10-28;16084;15927;1144;18195.0;88.4;87.5;6.3
19;74;2021-10-28;16377;16114;1769;16310.0;99.0;98.8;10.8
19;79;2021-10-28;10557;10377;2987;10544.0;99.0;98.4;28.3
19;80;2021-10-28;19884;19274;6504;22198.0;89.6;86.8;29.3
21;04;2021-10-28;30;14;0;25826.0;0.1;0.1;0.0
21;11;2021-10-28;148;136;0;12159.0;1.2;1.1;0.0
21;17;2021-10-28;29313;27719;12;38757.0;75.6;71.5;0.0
21;24;2021-10-28;42552;40137;126;51370.0;82.8;78.1;0.2
21;29;2021-10-28;25827;24680;105;29584.0;87.3;83.4;0.4
21;39;2021-10-28;52558;50848;348;62868.0;83.6;80.9;0.6
21;49;2021-10-28;57020;55667;512;65826.0;86.6;84.6;0.8
21;59;2021-10-28;62300;61237;1725;68688.0;90.7;89.2;2.5
21;09;2021-10-28;16;8;0;29383.0;0.1;0.0;0.0
21;64;2021-10-28;29836;29509;1223;33480.0;89.1;88.1;3.7
21;69;2021-10-28;28688;28369;2076;32324.0;88.8;87.8;6.4
21;74;2021-10-28;28949;28577;3135;29647.0;97.6;96.4;10.6
21;79;2021-10-28;18084;17944;6075;18184.0;99.0;98.7;33.4
21;80;2021-10-28;31181;30643;10991;34790.0;89.6;88.1;31.6
22;04;2021-10-28;27;8;0;27035.0;0.1;0.0;0.0
22;11;2021-10-28;106;80;0;14357.0;0.7;0.6;0.0
22;17;2021-10-28;42834;39332;6;43994.0;97.4;89.4;0.0
22;24;2021-10-28;42967;40226;40;36952.0;99.0;99.0;0.1
22;29;2021-10-28;23720;22209;36;23678.0;99.0;93.8;0.2
22;39;2021-10-28;55897;53228;180;60806.0;91.9;87.5;0.3
22;49;2021-10-28;68080;65697;394;72804.0;93.5;90.2;0.5
22;59;2021-10-28;77415;75794;1775;80453.0;96.2;94.2;2.2
22;09;2021-10-28;11;5;0;33070.0;0.0;0.0;0.0
22;64;2021-10-28;41792;41211;1388;43408.0;96.3;94.9;3.2
22;69;2021-10-28;43626;43089;2888;44297.0;98.5;97.3;6.5
22;74;2021-10-28;45480;44853;4596;40776.0;99.0;99.0;11.3
22;79;2021-10-28;25977;25599;8409;24257.0;99.0;99.0;34.7
22;80;2021-10-28;46532;45319;16915;50299.0;92.5;90.1;33.6
23;04;2021-10-28;5;2;0;4191.0;0.1;0.0;0.0
23;11;2021-10-28;35;29;0;2304.0;1.5;1.3;0.0
23;17;2021-10-28;6005;5430;1;7037.0;85.3;77.2;0.0
23;24;2021-10-28;6732;6187;13;6260.0;99.0;98.8;0.2
23;29;2021-10-28;4085;3713;15;4492.0;90.9;82.7;0.3
23;39;2021-10-28;9088;8539;39;10711.0;84.8;79.7;0.4
23;49;2021-10-28;11518;11005;88;13371.0;86.1;82.3;0.7
23;59;2021-10-28;15350;14860;397;17031.0;90.1;87.3;2.3
23;09;2021-10-28;4;0;0;5159.0;0.1;0.0;0.0
23;64;2021-10-28;8806;8686;332;9821.0;89.7;88.4;3.4
23;69;2021-10-28;8934;8841;604;9849.0;90.7;89.8;6.1
23;74;2021-10-28;8786;8692;1060;8970.0;97.9;96.9;11.8
23;79;2021-10-28;5322;5248;1646;5131.0;99.0;99.0;32.1
23;80;2021-10-28;10350;10088;3789;11943.0;86.7;84.5;31.7
24;04;2021-10-28;37;16;0;15506.0;0.2;0.1;0.0
24;11;2021-10-28;67;53;0;8549.0;0.8;0.6;0.0
24;17;2021-10-28;21246;20056;6;25834.0;82.2;77.6;0.0
24;24;2021-10-28;22409;21553;28;22541.0;99.0;95.6;0.1
24;29;2021-10-28;13353;12887;30;15932.0;83.8;80.9;0.2
24;39;2021-10-28;31830;31147;124;39189.0;81.2;79.5;0.3
24;49;2021-10-28;39855;39254;221;48292.0;82.5;81.3;0.5
24;59;2021-10-28;50099;49707;1070;59110.0;84.8;84.1;1.8
24;09;2021-10-28;10;5;0;19080.0;0.1;0.0;0.0
24;64;2021-10-28;28042;27765;923;32291.0;86.8;86.0;2.9
24;69;2021-10-28;29094;28866;1557;33389.0;87.1;86.5;4.7
24;74;2021-10-28;29973;29727;2473;30858.0;97.1;96.3;8.0
24;79;2021-10-28;18433;18195;4511;19184.0;96.1;94.8;23.5
24;80;2021-10-28;32082;31293;9286;38638.0;83.0;81.0;24.0
25;04;2021-10-28;31;13;0;29568.0;0.1;0.0;0.0
25;11;2021-10-28;144;123;0;13811.0;1.0;0.9;0.0
25;17;2021-10-28;30045;28683;11;41084.0;73.1;69.8;0.0
25;24;2021-10-28;39042;37538;53;47429.0;82.3;79.1;0.1
25;29;2021-10-28;23831;22866;48;30431.0;78.3;75.1;0.2
25;39;2021-10-28;51288;49619;149;67253.0;76.3;73.8;0.2
25;49;2021-10-28;57806;56521;274;67339.0;85.8;83.9;0.4
25;59;2021-10-28;59865;59121;1009;67781.0;88.3;87.2;1.5
25;09;2021-10-28;16;7;0;33510.0;0.0;0.0;0.0
25;64;2021-10-28;27724;27400;768;31706.0;87.4;86.4;2.4
25;69;2021-10-28;26060;25786;1415;30203.0;86.3;85.4;4.7
25;74;2021-10-28;26331;25996;2744;28593.0;92.1;90.9;9.6
25;79;2021-10-28;17182;16934;5706;17681.0;97.2;95.8;32.3
25;80;2021-10-28;28695;28069;10153;33060.0;86.8;84.9;30.7
26;04;2021-10-28;29;12;0;27732.0;0.1;0.0;0.0
26;11;2021-10-28;105;88;0;13808.0;0.8;0.6;0.0
26;17;2021-10-28;29910;28565;13;39847.0;75.1;71.7;0.0
26;24;2021-10-28;36053;34730;37;34548.0;99.0;99.0;0.1
26;29;2021-10-28;22105;21120;45;24822.0;89.1;85.1;0.2
26;39;2021-10-28;52467;50816;153;62462.0;84.0;81.4;0.2
26;49;2021-10-28;59694;58487;246;65055.0;91.8;89.9;0.4
26;59;2021-10-28;66750;65964;914;69283.0;96.3;95.2;1.3
26;09;2021-10-28;15;0;0;32309.0;0.0;0.0;0.0
26;64;2021-10-28;30947;30689;743;33560.0;92.2;91.4;2.2
26;69;2021-10-28;30038;29740;1684;32308.0;93.0;92.1;5.2
26;74;2021-10-28;29528;29191;3029;29997.0;98.4;97.3;10.1
26;79;2021-10-28;20622;20342;6476;19941.0;99.0;99.0;32.5
26;80;2021-10-28;30991;30229;10330;34888.0;88.8;86.6;29.6
27;04;2021-10-28;16;4;0;33179.0;0.0;0.0;0.0
27;11;2021-10-28;169;151;0;16746.0;1.0;0.9;0.0
27;17;2021-10-28;38094;36255;12;48374.0;78.7;74.9;0.0
27;24;2021-10-28;38171;36407;33;40670.0;93.9;89.5;0.1
27;29;2021-10-28;22800;21680;57;28567.0;79.8;75.9;0.2
27;39;2021-10-28;56208;54179;208;73301.0;76.7;73.9;0.3
27;49;2021-10-28;65375;63803;366;80019.0;81.7;79.7;0.5
27;59;2021-10-28;72139;71134;1627;80762.0;89.3;88.1;2.0
27;09;2021-10-28;15;2;0;39766.0;0.0;0.0;0.0
27;64;2021-10-28;34749;34442;1313;38454.0;90.4;89.6;3.4
27;69;2021-10-28;33190;32870;2232;36662.0;90.5;89.7;6.1
27;74;2021-10-28;30843;30585;3869;31470.0;98.0;97.2;12.3
27;79;2021-10-28;19324;18984;5966;18731.0;99.0;99.0;31.9
27;80;2021-10-28;30066;29277;10631;33986.0;88.5;86.1;31.3
28;04;2021-10-28;13;4;0;24097.0;0.1;0.0;0.0
28;11;2021-10-28;81;64;0;11613.0;0.7;0.6;0.0
28;17;2021-10-28;29330;27825;12;33676.0;87.1;82.6;0.0
28;24;2021-10-28;28672;27539;54;27514.0;99.0;99.0;0.2
28;29;2021-10-28;17051;16403;67;20894.0;81.6;78.5;0.3
28;39;2021-10-28;41434;40227;203;51269.0;80.8;78.5;0.4
28;49;2021-10-28;48044;47413;417;55770.0;86.1;85.0;0.7
28;59;2021-10-28;51178;50682;1318;57755.0;88.6;87.8;2.3
28;09;2021-10-28;6;2;0;27820.0;0.0;0.0;0.0
28;64;2021-10-28;24192;23893;906;27002.0;89.6;88.5;3.4
28;69;2021-10-28;23521;23272;1237;26418.0;89.0;88.1;4.7
28;74;2021-10-28;23042;22766;2053;23002.0;99.0;99.0;8.9
28;79;2021-10-28;13829;13693;4634;13878.0;99.0;98.7;33.4
28;80;2021-10-28;24410;23781;9009;28717.0;85.0;82.8;31.4
29;04;2021-10-28;43;15;0;41580.0;0.1;0.0;0.0
29;11;2021-10-28;200;174;0;21519.0;0.9;0.8;0.0
29;17;2021-10-28;61831;59774;11;65991.0;93.7;90.6;0.0
29;24;2021-10-28;69326;68402;78;70022.0;99.0;97.7;0.1
29;29;2021-10-28;39536;38744;89;42569.0;92.9;91.0;0.2
29;39;2021-10-28;90486;89563;308;99828.0;90.6;89.7;0.3
29;49;2021-10-28;105167;104580;583;113799.0;92.4;91.9;0.5
29;59;2021-10-28;116777;116525;3964;123509.0;94.5;94.3;3.2
29;09;2021-10-28;26;6;0;49680.0;0.1;0.0;0.0
29;64;2021-10-28;60529;60405;2516;63508.0;95.3;95.1;4.0
29;69;2021-10-28;58411;58256;3095;60999.0;95.8;95.5;5.1
29;74;2021-10-28;56656;56436;4677;54208.0;99.0;99.0;8.6
29;79;2021-10-28;33130;32811;9856;32298.0;99.0;99.0;30.5
29;80;2021-10-28;61364;60284;20843;67044.0;91.5;89.9;31.1
2A;04;2021-10-28;17;13;0;7413.0;0.2;0.2;0.0
2A;11;2021-10-28;53;43;2;3518.0;1.5;1.2;0.1
2A;17;2021-10-28;7641;7057;12;9322.0;82.0;75.7;0.1
2A;24;2021-10-28;10574;10137;23;9206.0;99.0;99.0;0.2
2A;29;2021-10-28;7579;7048;27;7844.0;96.6;89.9;0.3
2A;39;2021-10-28;16280;15398;71;20657.0;78.8;74.5;0.3
2A;49;2021-10-28;18602;17887;129;22044.0;84.4;81.1;0.6
2A;59;2021-10-28;21506;21047;391;23268.0;92.4;90.5;1.7
2A;09;2021-10-28;5;1;0;8580.0;0.1;0.0;0.0
2A;64;2021-10-28;9793;9854;452;10671.0;91.8;92.3;4.2
2A;69;2021-10-28;9454;9531;1197;10602.0;89.2;89.9;11.3
2A;74;2021-10-28;8602;8680;1716;9731.0;88.4;89.2;17.6
2A;79;2021-10-28;5904;5866;2249;7933.0;74.4;73.9;28.3
2A;80;2021-10-28;8853;8635;3205;11632.0;76.1;74.2;27.6
2B;04;2021-10-28;19;10;0;8250.0;0.2;0.1;0.0
2B;11;2021-10-28;21;22;0;4048.0;0.5;0.5;0.0
2B;17;2021-10-28;6232;6038;2;11185.0;55.7;54.0;0.0
2B;24;2021-10-28;9019;8591;14;13486.0;66.9;63.7;0.1
2B;29;2021-10-28;6457;6164;30;9563.0;67.5;64.5;0.3
2B;39;2021-10-28;15333;14741;87;22967.0;66.8;64.2;0.4
2B;49;2021-10-28;18097;17634;155;23161.0;78.1;76.1;0.7
2B;59;2021-10-28;21502;21145;393;24702.0;87.0;85.6;1.6
2B;09;2021-10-28;4;0;0;9501.0;0.0;0.0;0.0
2B;64;2021-10-28;10629;10585;395;11790.0;90.2;89.8;3.4
2B;69;2021-10-28;10398;10428;956;12032.0;86.4;86.7;7.9
2B;74;2021-10-28;9839;9867;1712;10849.0;90.7;90.9;15.8
2B;79;2021-10-28;6838;6776;2479;8172.0;83.7;82.9;30.3
2B;80;2021-10-28;10358;10147;4124;12552.0;82.5;80.8;32.9
30;04;2021-10-28;41;24;1;37678.0;0.1;0.1;0.0
30;11;2021-10-28;206;178;0;18277.0;1.1;1.0;0.0
30;17;2021-10-28;38181;36387;21;54361.0;70.2;66.9;0.0
30;24;2021-10-28;45586;44410;103;52820.0;86.3;84.1;0.2
30;29;2021-10-28;26315;25600;123;34641.0;76.0;73.9;0.4
30;39;2021-10-28;62860;61769;409;84369.0;74.5;73.2;0.5
30;49;2021-10-28;75451;74557;691;91908.0;82.1;81.1;0.8
30;59;2021-10-28;89428;88434;2026;103521.0;86.4;85.4;2.0
30;09;2021-10-28;15;7;0;42949.0;0.0;0.0;0.0
30;64;2021-10-28;45199;44722;1490;50969.0;88.7;87.7;2.9
30;69;2021-10-28;44841;44400;2639;50457.0;88.9;88.0;5.2
30;74;2021-10-28;46448;45840;4769;45688.0;99.0;99.0;10.4
30;79;2021-10-28;30709;30163;8917;30153.0;99.0;99.0;29.6
30;80;2021-10-28;45273;43893;14267;50677.0;89.3;86.6;28.2
31;04;2021-10-28;41;24;1;78558.0;0.1;0.0;0.0
31;11;2021-10-28;153;140;0;33314.0;0.5;0.4;0.0
31;17;2021-10-28;73002;69715;25;99355.0;73.5;70.2;0.0
31;24;2021-10-28;108174;105673;211;147618.0;73.3;71.6;0.1
31;29;2021-10-28;76865;75327;232;96416.0;79.7;78.1;0.2
31;39;2021-10-28;150180;148112;605;194920.0;77.0;76.0;0.3
31;49;2021-10-28;151207;150254;881;184340.0;82.0;81.5;0.5
31;59;2021-10-28;152245;150588;3188;174175.0;87.4;86.5;1.8
31;09;2021-10-28;24;1;0;84158.0;0.0;0.0;0.0
31;64;2021-10-28;66034;65255;2116;72167.0;91.5;90.4;2.9
31;69;2021-10-28;57867;57197;3153;65865.0;87.9;86.8;4.8
31;74;2021-10-28;55763;55195;4806;59889.0;93.1;92.2;8.0
31;79;2021-10-28;37391;37178;10074;39232.0;95.3;94.8;25.7
31;80;2021-10-28;61926;60888;18234;70928.0;87.3;85.8;25.7
32;04;2021-10-28;10;4;0;7650.0;0.1;0.1;0.0
32;11;2021-10-28;44;43;0;4295.0;1.0;1.0;0.0
32;17;2021-10-28;10331;9351;2;12530.0;82.5;74.6;0.0
32;24;2021-10-28;12253;10918;19;10079.0;99.0;99.0;0.2
32;29;2021-10-28;7301;6459;33;7305.0;99.0;88.4;0.5
32;39;2021-10-28;17533;15821;92;18813.0;93.2;84.1;0.5
32;49;2021-10-28;21784;20422;145;23258.0;93.7;87.8;0.6
32;59;2021-10-28;24844;24174;530;27973.0;88.8;86.4;1.9
32;09;2021-10-28;9;3;0;9623.0;0.1;0.0;0.0
32;64;2021-10-28;12884;12669;390;14418.0;89.4;87.9;2.7
32;69;2021-10-28;12596;12490;665;14445.0;87.2;86.5;4.6
32;74;2021-10-28;12208;12098;1027;13008.0;93.8;93.0;7.9
32;79;2021-10-28;8021;7852;2375;8613.0;93.1;91.2;27.6
32;80;2021-10-28;14936;14535;4752;18030.0;82.8;80.6;26.4
33;04;2021-10-28;82;39;0;83937.0;0.1;0.0;0.0
33;11;2021-10-28;391;327;0;39240.0;1.0;0.8;0.0
33;17;2021-10-28;97547;94133;41;117160.0;83.3;80.3;0.0
33;24;2021-10-28;128349;125999;245;152227.0;84.3;82.8;0.2
33;29;2021-10-28;87057;85550;340;96491.0;90.2;88.7;0.4
33;39;2021-10-28;185084;182699;800;211536.0;87.5;86.4;0.4
33;49;2021-10-28;200856;199153;1367;220133.0;91.2;90.5;0.6
33;59;2021-10-28;199540;197503;5132;205186.0;97.2;96.3;2.5
33;09;2021-10-28;56;14;0;94854.0;0.1;0.0;0.0
33;64;2021-10-28;90444;89547;3190;94195.0;96.0;95.1;3.4
33;69;2021-10-28;87402;86581;5370;91164.0;95.9;95.0;5.9
33;74;2021-10-28;86348;85649;8688;82221.0;99.0;99.0;10.6
33;79;2021-10-28;53289;52501;16744;51472.0;99.0;99.0;32.5
33;80;2021-10-28;87433;85456;28098;93624.0;93.4;91.3;30.0
34;04;2021-10-28;60;24;2;60240.0;0.1;0.0;0.0
34;11;2021-10-28;259;219;0;27418.0;0.9;0.8;0.0
34;17;2021-10-28;58679;55787;19;81939.0;71.6;68.1;0.0
34;24;2021-10-28;88367;85298;142;109686.0;80.6;77.8;0.1
34;29;2021-10-28;56626;54651;183;65836.0;86.0;83.0;0.3
34;39;2021-10-28;118022;115386;552;142491.0;82.8;81.0;0.4
34;49;2021-10-28;131320;129657;1001;145553.0;90.2;89.1;0.7
34;59;2021-10-28;140084;138519;3238;147241.0;95.1;94.1;2.2
34;09;2021-10-28;29;9;0;66947.0;0.0;0.0;0.0
34;64;2021-10-28;65323;65188;2373;69781.0;93.6;93.4;3.4
34;69;2021-10-28;64836;64819;4198;71456.0;90.7;90.7;5.9
34;74;2021-10-28;65727;65506;7830;67486.0;97.4;97.1;11.6
34;79;2021-10-28;45099;44552;14700;44508.0;99.0;99.0;33.0
34;80;2021-10-28;66545;65093;21341;75563.0;88.1;86.1;28.2
35;04;2021-10-28;40;22;0;59204.0;0.1;0.0;0.0
35;11;2021-10-28;168;147;0;28654.0;0.6;0.5;0.0
35;17;2021-10-28;74305;73711;19;85764.0;86.6;85.9;0.0
35;24;2021-10-28;87814;88293;131;104190.0;84.3;84.7;0.1
35;29;2021-10-28;56682;56841;146;61845.0;91.7;91.9;0.2
35;39;2021-10-28;118733;119229;439;136675.0;86.9;87.2;0.3
35;49;2021-10-28;127733;128105;732;143253.0;89.2;89.4;0.5
35;59;2021-10-28;128323;128137;3546;135357.0;94.8;94.7;2.6
35;09;2021-10-28;23;6;0;68790.0;0.0;0.0;0.0
35;64;2021-10-28;58449;58215;1867;59016.0;99.0;98.6;3.2
35;69;2021-10-28;54310;53969;2715;55998.0;97.0;96.4;4.8
35;74;2021-10-28;52467;52116;4054;50609.0;99.0;99.0;8.0
35;79;2021-10-28;31918;31679;9447;30280.0;99.0;99.0;31.2
35;80;2021-10-28;59216;58069;19583;62438.0;94.8;93.0;31.4
36;04;2021-10-28;6;3;0;8766.0;0.1;0.0;0.0
36;11;2021-10-28;63;56;0;4647.0;1.4;1.2;0.0
36;17;2021-10-28;12147;11629;5;14285.0;85.0;81.4;0.0
36;24;2021-10-28;12481;12184;10;13347.0;93.5;91.3;0.1
36;29;2021-10-28;7293;7139;21;8959.0;81.4;79.7;0.2
36;39;2021-10-28;16908;16577;67;20646.0;81.9;80.3;0.3
36;49;2021-10-28;21206;21039;122;25665.0;82.6;82.0;0.5
36;59;2021-10-28;27765;27495;647;30627.0;90.7;89.8;2.1
36;09;2021-10-28;6;1;0;10807.0;0.1;0.0;0.0
36;64;2021-10-28;15259;15115;497;16697.0;91.4;90.5;3.0
36;69;2021-10-28;15590;15478;827;16845.0;92.5;91.9;4.9
36;74;2021-10-28;15636;15532;1376;15444.0;99.0;99.0;8.9
36;79;2021-10-28;10251;10117;3388;9912.0;99.0;99.0;34.2
36;80;2021-10-28;18691;18256;6964;20492.0;91.2;89.1;34.0
37;04;2021-10-28;15;6;1;30767.0;0.0;0.0;0.0
37;11;2021-10-28;103;88;0;14523.0;0.7;0.6;0.0
37;17;2021-10-28;35917;34657;10;44602.0;80.5;77.7;0.0
37;24;2021-10-28;47868;47128;83;51128.0;93.6;92.2;0.2
37;29;2021-10-28;28593;28126;92;30771.0;92.9;91.4;0.3
37;39;2021-10-28;62340;61446;261;71384.0;87.3;86.1;0.4
37;49;2021-10-28;67327;66752;452;75823.0;88.8;88.0;0.6
37;59;2021-10-28;72531;71994;2265;77908.0;93.1;92.4;2.9
37;09;2021-10-28;13;0;0;35521.0;0.0;0.0;0.0
37;64;2021-10-28;34787;34472;1319;38120.0;91.3;90.4;3.5
37;69;2021-10-28;34121;33828;1712;37052.0;92.1;91.3;4.6
37;74;2021-10-28;33328;33044;2398;33451.0;99.0;98.8;7.2
37;79;2021-10-28;21207;20984;5716;21199.0;99.0;99.0;27.0
