"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","63",NA,NA,0,NA,NA,0,0,0,271590,0,0,0,0,0,215418,0,0,0,0,0,300702,300702,0,0,2021-01-03
"2021-01-10","00-39","1","63",0.000140845070422535,0.000174666387200447,5.65343762262971e-05,0.000140845070422535,0.000174666387200447,5.65343762262971e-05,10,10,543180,71000,10,10,20,20,430836,114504,20,20,17,17,300702,300702,17,17,2021-01-10
"2021-01-17","00-39","1","63",0.00138260432378079,0.00119388729703916,0.000512134937579398,0.0012569130216189,0.00101480420248329,0.0004556005613531,110,110,271590,79560,100,100,200,200,215418,167520,170,170,154,154,300702,300702,137,137,2021-01-17
"2021-01-24","00-39","1","63",0.00254129606099111,0.00232808022922636,0.00103092097824424,0.00123787910047452,0.00119388729703916,0.000518786040664844,300,300,271590,118050,120,120,390,390,215418,167520,200,200,310,310,300702,300702,156,156,2021-01-24
"2021-01-31","00-39","1","63",0.00312158576556891,0.00310410697230181,0.00139340609640109,0.00072209614194347,0.000716332378223496,0.000362485118156846,400,400,271590,128140,70,70,520,520,215418,167520,120,120,419,419,300702,300702,109,109,2021-01-31
"2021-02-07","00-39","1","63",0.00479908316023207,0.00471585482330468,0.0022214684305392,0.00178459891139466,0.00161174785100287,0.000828062334138117,670,670,271590,139610,200,200,790,790,215418,167520,270,270,668,668,300702,300702,249,249,2021-02-07
"2021-02-14","00-39","1","63",0.00691650786929212,0.00680515759312321,0.00327566826958251,0.00245432233433324,0.00208930276981853,0.00105419983904331,980,980,271590,141690,270,270,1140,1140,215418,167520,350,350,985,985,300702,300702,317,317,2021-02-14
"2021-02-21","00-39","1","63",0.00892732598688799,0.00877507163323782,0.00429661259319858,0.00212037188060675,0.00202960840496657,0.00102094432361607,1280,1280,271590,143380,260,260,1470,1470,215418,167520,340,340,1292,1292,300702,300702,307,307,2021-02-21
"2021-02-28","00-39","1","63",0.0146463941972381,0.0143863419293219,0.00748249097112756,0.0056617126680821,0.00555157593123209,0.00318587837792898,2100,2100,271590,143380,800,800,2410,2410,215418,167520,930,930,2250,2250,300702,300702,958,958,2021-02-28
"2021-03-07","00-39","1","63",0.0197377597991352,0.0194603629417383,0.0103191864370706,0.00552400217847973,0.00507402101241643,0.00283669546594303,2830,2830,271590,143380,710,710,3260,3260,215418,167520,850,850,3103,3103,300702,300702,853,853,2021-03-07
"2021-03-14","00-39","1","63",0.018341670456268,0.0248925501432665,0.0133288105832352,0.00568306010928962,0.00549188156638013,0.00300962414616464,3630,3630,271590,197910,780,780,4170,4170,215418,167520,920,920,4008,4008,300702,300702,905,905,2021-03-14
"2021-03-21","00-39","1","63",0.0205143752210601,0.0277578796561605,0.0148951453598579,0.00291545189504373,0.00280563514804202,0.0015663347766227,4060,4060,271590,197910,360,360,4650,4650,215418,167520,470,470,4479,4479,300702,300702,471,471,2021-03-21
"2021-03-28","00-39","1","63",0.0247770999530737,0.0360553963705826,0.0198535427100585,0.00873862903803452,0.00829751671442216,0.00495839735020053,5280,5280,271590,213100,1220,1220,6040,6040,215418,167520,1390,1390,5970,5970,300702,300702,1491,1491,2021-03-28
