"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","02",NA,NA,0,NA,NA,0,0,0,236860,0,0,0,0,0,171358,0,0,0,0,0,243894,243894,0,0,2021-01-03
"2021-01-10","00-39","1","02",NA,0.000336976422882946,0.000123004255947256,NA,0.000336976422882946,0.000123004255947256,0,0,473720,0,0,0,30,30,342716,89027,30,30,30,30,243894,243894,30,30,2021-01-10
"2021-01-17","00-39","1","02",0.00236842105263158,0.00208318866745365,0.00118904114082347,0.002112569790252,0.0018517232599588,0.00106603688487622,180,180,236860,76000,140,140,270,270,171358,129609,240,240,290,290,243894,243894,260,260,2021-01-17
"2021-01-24","00-39","1","02",0.00460959548447789,0.00447499787823376,0.00246418526081002,0.00271610769957487,0.00246896434661173,0.00127514411998655,490,490,236860,106300,230,230,580,580,171358,129609,320,320,601,601,243894,243894,311,311,2021-01-24
"2021-01-31","00-39","1","02",0.00545625587958608,0.00501508382905508,0.00269789334710981,0.00112233445566779,0.000673952845765891,0.000233708086299786,580,580,236860,106300,20,20,650,650,171358,129609,60,60,658,658,243894,243894,57,57,2021-01-31
"2021-02-07","00-39","1","02",0.0056234074334417,0.00524654923654993,0.0027880964681378,NA,0.000336976422882946,9.02031210279876e-05,640,640,236860,113810,0,0,680,680,171358,129609,30,30,680,680,243894,243894,22,22,2021-02-07
"2021-02-14","00-39","1","02",0.00782005096212987,0.00771551358316166,0.00403453959506999,0.0027710843373494,0.00239180921078012,0.00124644312693219,890,890,236860,113810,230,230,1000,1000,171358,129609,310,310,984,984,243894,243894,304,304,2021-02-14
"2021-02-21","00-39","1","02",0.00971541569942395,0.0097215471147837,0.00496937194026913,0.00228380024360536,0.00200603353162203,0.000934832345199144,1130,1130,236860,116310,150,150,1260,1260,171358,129609,260,260,1212,1212,243894,243894,228,228,2021-02-21
"2021-02-28","00-39","1","02",0.0109721867823424,0.0111874946955844,0.00562129449678959,0.00145301905069422,0.00146594758080072,0.000651922556520456,1290,1290,236860,117570,90,90,1450,1450,171358,129609,190,190,1371,1371,243894,243894,159,159,2021-02-28
"2021-03-07","00-39","1","02",0.0134388024155822,0.0135021487705329,0.00684723691439724,0.00264200792602378,0.0023146540749485,0.00122594241760765,1580,1580,236860,117570,200,200,1750,1750,171358,129609,300,300,1670,1670,243894,243894,299,299,2021-03-07
"2021-03-14","00-39","1","02",0.0170111422982053,0.0168198196112924,0.00861849820003772,0.00376450904527868,0.00331767084075951,0.00177126128564048,2000,2000,236860,117570,360,360,2180,2180,171358,129609,430,430,2102,2102,243894,243894,432,432,2021-03-14
"2021-03-21","00-39","1","02",0.019137535085481,0.0189801634145777,0.00972143636169811,0.00259372789436454,0.00223749893911688,0.00110293816166039,2250,2250,236860,117570,220,220,2460,2460,171358,129609,290,290,2371,2371,243894,243894,269,269,2021-03-21
"2021-03-28","00-39","1","02",0.0237305435059964,0.0237637818361379,0.0120339163735065,0.00480261262126597,0.00478361842156023,0.00231248001180841,2790,2790,236860,117570,500,500,3080,3080,171358,129609,620,620,2935,2935,243894,243894,564,564,2021-03-28
"2021-04-04","00-39","1","02",0.0289189419069491,0.0219423662741162,0.0142684936898817,0.00512731380898583,0.00516939410071831,0.00223457731637515,3400,3400,236860,117570,590,590,3760,3760,171358,171358,670,670,3480,3480,243894,243894,545,545,2021-04-04
