"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","84",NA,NA,0,NA,NA,0,0,0,269040,0,0,0,0,0,177648,0,0,0,0,0,250818,250818,0,0,2021-01-03
"2021-01-10","00-39","1","84",NA,NA,1.59478187370922e-05,NA,NA,1.59478187370922e-05,0,0,538080,0,0,0,0,0,355296,0,0,0,4,4,250818,250818,4,4,2021-01-10
"2021-01-17","00-39","1","84",0.00096789804807227,0.000879997653339591,0.000590069293272413,0.00096789804807227,0.000879997653339591,0.00057412147453532,60,60,269040,61990,60,60,120,120,177648,136364,120,120,148,148,250818,250818,144,144,2021-01-17
"2021-01-24","00-39","1","84",0.00209205020920502,0.00219999413334898,0.0012279820427561,0.00131280582408402,0.00124666334223109,0.000637912749483689,240,240,269040,114720,110,110,300,300,177648,136364,170,170,308,308,250818,250818,160,160,2021-01-24
"2021-01-31","00-39","1","84",0.00324807145757207,0.00329999120002347,0.00188981652034543,0.00141134205799333,0.00109999706667449,0.000661834477589328,400,400,269040,123150,110,110,450,450,177648,136364,150,150,474,474,250818,250818,166,166,2021-01-31
"2021-02-07","00-39","1","84",0.00396578538102644,0.00403332257780646,0.00227256417003564,0.000806581706726891,0.000806664515561292,0.000382747649690214,510,510,269040,128600,50,50,550,550,177648,136364,110,110,570,570,250818,250818,96,96,2021-02-07
"2021-02-14","00-39","1","84",0.00464419475655431,0.00483998709336775,0.00265132486504158,0.000806581706726891,0.000806664515561292,0.000378760695005941,620,620,269040,133500,50,50,660,660,177648,136364,110,110,665,665,250818,250818,95,95,2021-02-14
"2021-02-21","00-39","1","84",0.00569526627218935,0.00593998416004224,0.00324538111299827,0.00096789804807227,0.00109999706667449,0.000594056247956686,770,770,269040,135200,60,60,810,810,177648,136364,150,150,814,814,250818,250818,149,149,2021-02-21
"2021-02-28","00-39","1","84",0.00673076923076923,0.00696664808893843,0.00389924168121905,0.00121934697195502,0.00102666392889619,0.000653860568220782,910,910,269040,135200,90,90,950,950,177648,136364,140,140,978,978,250818,250818,164,164,2021-02-28
"2021-03-07","00-39","1","84",0.00902366863905326,0.00916664222228741,0.00511526285992233,0.00241610738255034,0.00212666099557068,0.00121602117870328,1220,1220,269040,135200,270,270,1250,1250,177648,136364,290,290,1283,1283,250818,250818,305,305,2021-03-07
"2021-03-14","00-39","1","84",0.0113905325443787,0.00906286589210123,0.006614357821209,0.00254934210526316,0.00263999296001877,0.00149909496128667,1540,1540,269040,135200,310,310,1610,1610,177648,177648,360,360,1659,1659,250818,250818,376,376,2021-03-14
"2021-03-21","00-39","1","84",0.0127958579881657,0.0103575610195443,0.00757920085480308,0.00159444757081223,0.00168666216890088,0.00096484303359408,1730,1730,269040,135200,170,170,1840,1840,177648,177648,230,230,1901,1901,250818,250818,242,242,2021-03-21
"2021-03-28","00-39","1","84",0.0116871607400022,0.0125529136269477,0.00932548700651468,0.00283057015770319,0.00285999237335367,0.0017462861517116,2110,2110,269040,180540,350,350,2230,2230,177648,177648,390,390,2339,2339,250818,250818,438,438,2021-03-28
"2021-04-04","00-39","1","84",0.0145120194970644,0.0157615058993065,0.0115900772671818,0.00399744163735209,0.00410665571558476,0.0022645902606671,2620,2620,269040,180540,500,500,2800,2800,177648,177648,560,560,2907,2907,250818,250818,568,568,2021-04-04
"2021-04-11","00-39","1","84",0.0182231084524205,0.0198144645591282,0.0149191844285498,0.0049438202247191,0.00535331905781585,0.003329107161368,3290,3290,269040,180540,660,660,3520,3520,177648,177648,730,730,3742,3742,250818,250818,835,835,2021-04-11
"2021-04-18","00-39","1","84",0.0204821738686281,0.0240925875889399,0.0183200567742347,0.00539325842696629,0.00549998533337244,0.00340087234568492,4010,4010,269040,195780,720,720,4280,4280,177648,177648,750,750,4595,4595,250818,250818,853,853,2021-04-18
"2021-04-25","00-39","1","84",0.0240576156910818,0.0282581284337566,0.0217209291199196,0.00506692883611888,0.00535331905781585,0.00340087234568492,4710,4710,269040,195780,670,670,5020,5020,177648,177648,730,730,5448,5448,250818,250818,853,853,2021-04-25
"2021-05-02","00-39","1","84",0.0287056900602717,0.0338309465910114,0.0262102400944111,0.00687869822485207,0.00733331377782993,0.00448931097449146,5620,5620,269040,195780,930,930,6010,6010,177648,177648,1000,1000,6574,6574,250818,250818,1126,1126,2021-05-02
"2021-05-09","00-39","1","84",0.0306795783700403,0.0427812302981176,0.0326890414563548,0.00808685055943281,0.00895028370710619,0.00647880136194372,7160,7160,269040,233380,1460,1460,7600,7600,177648,177648,1590,1590,8199,8199,250818,250818,1625,1625,2021-05-09
"2021-05-16","00-39","1","84",0.038638985005767,0.0597811402323696,0.0439043449832149,0.0129308361327136,0.0170562010267495,0.0112153035268601,10050,10050,269040,260100,2810,2810,10620,10620,177648,177648,3030,3030,11012,11012,250818,250818,2813,2813,2021-05-16
"2021-05-23","00-39","1","84",0.0512321902696234,0.081228046473926,0.0568619477071024,0.0152736529486636,0.0215031973340539,0.0129576027238874,13700,13700,269040,267410,3600,3600,14430,14430,177648,177648,3820,3820,14262,14262,250818,250818,3250,3250,2021-05-23
"2021-05-30","00-39","1","84",0.0671275646743979,0.107741151040259,0.074946774154965,0.017401764234162,0.0264568134738359,0.0180848264478626,18060,18060,269040,269040,4340,4340,19140,19140,177648,177648,4700,4700,18798,18798,250818,250818,4536,4536,2021-05-30
"2021-06-06","00-39","1","84",0.09002378828427,0.144330361163649,0.101806887862913,0.0229236004637074,0.0366455012158876,0.0268601137079476,24220,24220,269040,269040,6130,6130,25640,25640,177648,177648,6510,6510,25535,25535,250818,250818,6737,6737,2021-06-06
"2021-06-13","00-39","1","84",0.113737734165923,0.181707646582005,0.129906944477669,0.0239332859653715,0.0373772854183554,0.0281000566147565,30600,30600,269040,269040,6400,6400,32280,32280,177648,177648,6640,6640,32583,32583,250818,250818,7048,7048,2021-06-13
"2021-06-20","00-39","1","84",0.135295866785608,0.216214086282987,0.156962418965146,0.0217068093963723,0.0345064397009817,0.027055474487477,36400,36400,269040,269040,5840,5840,38410,38410,177648,177648,6130,6130,39369,39369,250818,250818,6786,6786,2021-06-20
"2021-06-27","00-39","1","84",0.153731787094856,0.245429163289201,0.179636230254607,0.0181757359500446,0.0292150770062145,0.0226738112894609,41360,41360,269040,269040,4890,4890,43600,43600,177648,177648,5190,5190,45056,45056,250818,250818,5687,5687,2021-06-27
