"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","81",NA,NA,0,NA,NA,0,0,0,161050,0,0,0,0,0,113811,0,0,0,0,0,159384,159384,0,0,2021-01-03
"2021-01-10","00-39","1","81",0.000707213578500707,0.000518457071754459,0.000213321286954776,0.000707213578500707,0.000518457071754459,0.000213321286954776,10,10,322100,14140,10,10,30,30,227622,57864,30,30,34,34,159384,159384,34,34,2021-01-10
"2021-01-17","00-39","1","81",0.0019262520638415,0.00207382828701784,0.000809366059328414,0.00110071546505228,0.00155537121526338,0.000596044772373638,70,70,161050,36340,40,40,120,120,113811,57864,90,90,129,129,159384,159384,95,95,2021-01-17
"2021-01-24","00-39","1","81",0.00318685005031869,0.00325535971724876,0.00176303769512624,0.00175377060680463,0.00241946633485414,0.000953671635797822,190,190,161050,59620,100,100,280,280,113811,86012,140,140,281,281,159384,159384,152,152,2021-01-24
"2021-01-31","00-39","1","81",0.003584229390681,0.00395293679951635,0.00212693871404909,0.000567536889897843,0.00103691414350892,0.000363901018922853,260,260,161050,72540,10,10,340,340,113811,86012,60,60,339,339,159384,159384,58,58,2021-01-31
"2021-02-07","00-39","1","81",0.00441707937357783,0.00476677672882854,0.00264769362043869,0.000694203401596668,0.00120973316742707,0.0005207549063896,330,330,161050,74710,20,20,410,410,113811,86012,70,70,422,422,159384,159384,83,83,2021-02-07
"2021-02-14","00-39","1","81",0.00615714094498728,0.00651071943449751,0.00373312252170858,0.00172302390695671,0.00174394270566898,0.00108542890126989,460,460,161050,74710,80,80,560,560,113811,86012,150,150,595,595,159384,159384,173,173,2021-02-14
"2021-02-21","00-39","1","81",0.0087478783130957,0.00941729061061247,0.00535185464036541,0.00308047747400847,0.00279030832907036,0.00161873211865683,670,670,161050,76590,160,160,810,810,113811,86012,240,240,853,853,159384,159384,258,258,2021-02-21
"2021-02-28","00-39","1","81",0.011741935483871,0.0122075989396828,0.00686392611554485,0.00273514663425011,0.00290657117611496,0.00151207147517944,910,910,161050,77500,180,180,1050,1050,113811,86012,250,250,1094,1094,159384,159384,241,241,2021-02-28
"2021-03-07","00-39","1","81",0.0160240360540811,0.0167418499744222,0.00919791196105004,0.00416031063652753,0.00465051388178394,0.0023339858455052,1280,1280,161050,79880,300,300,1440,1440,113811,86012,400,400,1466,1466,159384,159384,372,372,2021-03-07
"2021-03-14","00-39","1","81",0.0200300450676014,0.0209273124680277,0.0112432866536164,0.00414522584333905,0.00418546249360554,0.00204537469256638,1600,1600,161050,79880,290,290,1800,1800,113811,86012,360,360,1792,1792,159384,159384,326,326,2021-03-14
"2021-03-21","00-39","1","81",0.0225338007010516,0.0233688322559643,0.0125043919088491,0.00297200062568434,0.00244151978793657,0.00126110525523265,1800,1800,161050,79880,190,190,2010,2010,113811,86012,210,210,1993,1993,159384,159384,201,201,2021-03-21
"2021-03-28","00-39","1","81",0.0264146219328993,0.0275542947495698,0.0144870250464288,0.00400228702115495,0.00418546249360554,0.00198263313757968,2110,2110,161050,79880,280,280,2370,2370,113811,86012,360,360,2309,2309,159384,159384,316,316,2021-03-28
"2021-04-04","00-39","1","81",0.0335112324686608,0.0349951169604241,0.0181574060131506,0.00686106346483705,0.0075570850578989,0.00367038096672188,2700,2700,161050,80570,520,520,3010,3010,113811,86012,650,650,2894,2894,159384,159384,585,585,2021-04-04
"2021-04-11","00-39","1","81",0.0326345140968708,0.0310163340977586,0.0208427445665813,0.00592613009922822,0.00581314235222992,0.00268533855343071,3160,3160,161050,96830,430,430,3530,3530,113811,113811,500,500,3322,3322,159384,159384,428,428,2021-04-11
"2021-04-18","00-39","1","81",0.0343941139969861,0.0376940717505338,0.0254354263916077,0.00886108939275476,0.00883597637538948,0.00459268182502635,3880,3880,161050,112810,680,680,4290,4290,113811,113811,760,760,4054,4054,159384,159384,732,732,2021-04-18
"2021-04-25","00-39","1","81",0.0347648261758691,0.0431416998356925,0.0291999196908096,0.00682639539552938,0.0070920336697205,0.00376449329920193,4420,4420,161050,127140,510,510,4910,4910,113811,113811,610,610,4654,4654,159384,159384,600,600,2021-04-25
"2021-05-02","00-39","1","81",0.0385315533980582,0.0499073024575832,0.0343698238217136,0.00895953757225434,0.00906850206947868,0.00516990413090398,5080,5080,161050,131840,620,620,5680,5680,113811,113811,780,780,5478,5478,159384,159384,824,824,2021-05-02
"2021-05-09","00-39","1","81",0.0463724217510457,0.0629991828557872,0.0445653265070522,0.0136708319982911,0.0172069013626006,0.0101955026853386,6430,6430,161050,138660,1280,1280,7170,7170,113811,113811,1480,1480,7103,7103,159384,159384,1625,1625,2021-05-09
"2021-05-16","00-39","1","81",0.0556171983356449,0.0780240925745315,0.0562540782010741,0.0140666122152645,0.0198809468446263,0.011688751694022,8020,8020,161050,144200,1550,1550,8880,8880,113811,113811,1710,1710,8966,8966,159384,159384,1863,1863,2021-05-16
"2021-05-23","00-39","1","81",0.0708859129539016,0.10710739735175,0.0809052351553481,0.0198816410665603,0.0290833047772184,0.024651156954274,11010,11010,161050,155320,2990,2990,12190,12190,113811,113811,3310,3310,12895,12895,159384,159384,3929,3929,2021-05-23
"2021-05-30","00-39","1","81",0.0913773368943152,0.139178111078894,0.109308337097827,0.0221424296828247,0.0320707137271441,0.0284031019424785,14370,14370,161050,157260,3330,3330,15840,15840,113811,113811,3650,3650,17422,17422,159384,159384,4527,4527,2021-05-30
"2021-06-06","00-39","1","81",0.116212972904693,0.176696452891197,0.138903528585052,0.0260613977792293,0.0375183418123029,0.0295951914872258,18400,18400,161050,158330,3990,3990,20110,20110,113811,113811,4270,4270,22139,22139,159384,159384,4717,4717,2021-06-06
"2021-06-13","00-39","1","81",0.146393166656275,0.224494996090009,0.174001154444612,0.0325779036827195,0.0477106782296966,0.0350976258595593,23480,23480,161050,160390,5060,5060,25550,25550,113811,113811,5430,5430,27733,27733,159384,159384,5594,5594,2021-06-13
"2021-06-20","00-39","1","81",0.172058366966781,0.263682772315506,0.20127490839733,0.0264875721817725,0.0393635061637276,0.027273753952718,27710,27710,161050,161050,4220,4220,30010,30010,113811,113811,4480,4480,32080,32080,159384,159384,4347,4347,2021-06-20
"2021-06-27","00-39","1","81",0.192486805339957,0.295489891135303,0.22344149977413,0.0208123107971746,0.0316313888815668,0.0221665913768007,31000,31000,161050,161050,3300,3300,33630,33630,113811,113811,3600,3600,35613,35613,159384,159384,3533,3533,2021-06-27
"2021-07-04","00-39","1","81",0.209872710338404,0.322112976777289,0.2438701500778,0.0177191328934967,0.0266230856419854,0.0204286503036691,33800,33800,161050,161050,2820,2820,36660,36660,113811,113811,3030,3030,38869,38869,159384,159384,3256,3256,2021-07-04
"2021-07-11","00-39","1","81",0.228810928283142,0.350581226770699,0.264123124027506,0.0192656979761287,0.0285561149625256,0.0202529739497064,36850,36850,161050,161050,2970,2970,39900,39900,113811,113811,3250,3250,42097,42097,159384,159384,3228,3228,2021-07-11
"2021-07-18","00-39","1","81",0.266438994101211,0.406902671973711,0.30410204286503,0.0377570794523973,0.0562335802338965,0.0399789188375245,42910,42910,161050,161050,6040,6040,46310,46310,113811,113811,6400,6400,48469,48469,159384,159384,6372,6372,2021-07-18
"2021-07-25","00-39","1","81",0.32542688606023,0.496876400347945,0.375621141394368,0.0591120769947221,0.0901494583124654,0.071519098529338,52410,52410,161050,161050,9520,9520,56550,56550,113811,113811,10260,10260,59868,59868,159384,159384,11399,11399,2021-07-25
"2021-08-01","00-39","1","81",0.379695746662527,0.579469471316481,0.440364151985143,0.054641415709407,0.0825930709685355,0.0647430105907745,61150,61150,161050,161050,8800,8800,65950,65950,113811,113811,9400,9400,70187,70187,159384,159384,10319,10319,2021-08-01
