"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","27",NA,NA,3.56375377312431e-06,NA,NA,0,0,0,340340,0,0,0,0,0,194727,0,0,0,1,1,280603,280603,0,0,2021-01-03
"2021-01-10","00-39","1","27",0.000984639621898385,0.0006133756789728,0.00018175144242934,0.000984639621898385,0.0006133756789728,0.000178187688656215,50,50,680680,50780,50,50,90,90,389454,146729,90,90,51,51,280603,280603,50,50,2021-01-10
"2021-01-17","00-39","1","27",0.00276093871916452,0.0031350312480832,0.00124731382059351,0.00234944973414121,0.0025216555691104,0.00106556237816417,460,460,340340,166610,380,380,460,460,194727,146729,370,370,350,350,280603,280603,299,299,2021-01-17
"2021-01-24","00-39","1","27",0.00384130604405498,0.0040210183399328,0.00152172286112408,0.00111586386460852,0.0009541399450688,0.000274409040530572,640,640,340340,166610,120,120,590,590,194727,146729,140,140,427,427,280603,280603,77,77,2021-01-24
"2021-01-31","00-39","1","27",0.00444151011343857,0.0044980883124672,0.00166783676582218,0.00128608173763933,0.000685434516523868,0.000146113904698097,740,740,340340,166610,90,90,660,660,194727,146729,70,70,468,468,280603,280603,41,41,2021-01-31
"2021-02-07","00-39","1","27",0.00522177540363724,0.0053159225510976,0.00210261472614334,0.000877963125548727,0.0007496813854112,0.000434777960321165,870,870,340340,166610,60,60,780,780,194727,146729,110,110,590,590,280603,280603,122,122,2021-02-07
"2021-02-14","00-39","1","27",0.0073224896464798,0.0073605081476736,0.00299355316942442,0.00222419928825623,0.002044585596576,0.000890938443281077,1220,1220,340340,166610,350,350,1080,1080,194727,146729,300,300,840,840,280603,280603,250,250,2021-02-14
"2021-02-21","00-39","1","27",0.00948322429626073,0.0094050937442496,0.00377757899951177,0.00227159792716689,0.002044585596576,0.000784025830087348,1580,1580,340340,166610,320,320,1380,1380,194727,146729,300,300,1060,1060,280603,280603,220,220,2021-02-21
"2021-02-28","00-39","1","27",0.0114638977252266,0.0114496793408256,0.00470415498052409,0.00204904036609521,0.0019764327433568,0.00092657598101232,1910,1910,340340,166610,300,300,1680,1680,194727,146729,290,290,1320,1320,280603,280603,260,260,2021-02-28
"2021-03-07","00-39","1","27",0.0130844487125623,0.0131535006713056,0.0053955232125102,0.00186727951738006,0.00170382133048,0.000691368231986116,2180,2180,340340,166610,260,260,1930,1930,194727,146729,250,250,1514,1514,280603,280603,194,194,2021-03-07
"2021-03-14","00-39","1","27",0.0171658363843707,0.017378977570896,0.00732707775754358,0.00406905055487053,0.0042254768995904,0.00193155454503337,2860,2860,340340,166610,660,660,2550,2550,194727,146729,620,620,2056,2056,280603,280603,542,542,2021-03-14
