"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","33",NA,NA,3.77147382911452e-06,NA,NA,1.25715794303817e-06,0,0,735890,0,0,0,0,0,568261,0,0,0,3,3,795445,795445,1,1,2021-01-03
"2021-01-10","00-39","1","33",0.000309679702707485,0.000388310557840476,0.000137030215791161,0.000309679702707485,0.000388310557840476,0.000133258741962046,70,70,1471780,226040,70,70,120,120,1136522,309031,120,120,109,109,795445,795445,106,106,2021-01-10
"2021-01-17","00-39","1","33",0.00154559505409583,0.00153055452655956,0.000744237502278599,0.00126591704520069,0.00124218918097587,0.000607207286487438,430,430,735890,278210,340,340,690,690,568261,450817,560,560,592,592,795445,795445,483,483,2021-01-17
"2021-01-24","00-39","1","33",0.00301131276959388,0.00319420075108082,0.00168459164367115,0.00170062768621873,0.00166364622452126,0.000940354141392554,1110,1110,735890,368610,550,550,1440,1440,568261,450817,750,750,1340,1340,795445,795445,748,748,2021-01-24
"2021-01-31","00-39","1","33",0.00397185950520495,0.00417020653613329,0.00215099724053831,0.000865153958079358,0.000998187734712755,0.000466405596867162,1530,1530,735890,385210,220,220,1880,1880,568261,450817,450,450,1711,1711,795445,795445,371,371,2021-01-31
"2021-02-07","00-39","1","33",0.00537007953797052,0.00565639716337228,0.00302723632683592,0.00182494811422028,0.00150837257689927,0.000876239086297607,2120,2120,735890,394780,510,510,2550,2550,568261,450817,680,680,2408,2408,795445,795445,697,697,2021-02-07
"2021-02-14","00-39","1","33",0.00612999645372106,0.00641058345182191,0.00334529728642458,0.000752079278003893,0.000732004338789354,0.000318060959588658,2420,2420,735890,394780,170,170,2890,2890,568261,450817,330,330,2661,2661,795445,795445,253,253,2021-02-14
"2021-02-21","00-39","1","33",0.00756357422856568,0.00791895602872119,0.00415239268585509,0.00171725090528988,0.00150837257689927,0.000807095399430507,3010,3010,735890,397960,460,460,3570,3570,568261,450817,680,680,3303,3303,795445,795445,642,642,2021-02-21
"2021-02-28","00-39","1","33",0.00804403800053272,0.0118229791689311,0.00651207814493774,0.0039907818559946,0.00390402314020989,0.00235968545908265,4530,4530,735890,563150,1420,1420,5330,5330,568261,450817,1760,1760,5180,5180,795445,795445,1877,1877,2021-02-28
"2021-03-07","00-39","1","33",0.0120216638551008,0.0140252454417952,0.00994411932943195,0.00583204749326569,0.00583385276065455,0.00343204118449421,6770,6770,735890,563150,2230,2230,7970,7970,568261,568261,2630,2630,7910,7910,795445,795445,2730,2730,2021-03-07
