"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","18",NA,NA,8.39447307892484e-06,NA,NA,8.39447307892484e-06,0,0,123560,0,0,0,0,0,86077,0,0,0,1,1,119126,119126,1,1,2021-01-03
"2021-01-10","00-39","1","18",NA,0.0002190052780272,0.000117522623104948,NA,0.0002190052780272,0.000109128150026023,0,0,247120,0,0,0,10,10,172154,45661,10,10,14,14,119126,119126,13,13,2021-01-10
"2021-01-17","00-39","1","18",0.0019047619047619,0.0017520422242176,0.000705135738629686,0.00188323917137476,0.0015330369461904,0.000587613115524738,50,50,123560,26250,40,40,80,80,86077,45661,70,70,84,84,119126,119126,70,70,2021-01-17
"2021-01-24","00-39","1","18",0.00393700787401575,0.00347143611802883,0.00181320618504776,0.00255567725447243,0.00226398007697532,0.00110807044641808,170,170,123560,43180,70,70,230,230,86077,66255,150,150,216,216,119126,119126,132,132,2021-01-24
"2021-01-31","00-39","1","18",0.00481927710843374,0.00407516413855558,0.00225811325823078,0.000941619585687382,0.000876021112108802,0.000444907073183016,220,220,123560,45650,20,20,270,270,86077,66255,40,40,269,269,119126,119126,53,53,2021-01-31
"2021-02-07","00-39","1","18",0.00569550930996714,0.00498075616934571,0.002568708762151,0.000941619585687382,0.001095026390136,0.000310595503920219,260,260,123560,45650,20,20,330,330,86077,66255,50,50,306,306,119126,119126,37,37,2021-02-07
"2021-02-14","00-39","1","18",0.00878250387463406,0.00875405629763791,0.00465053808572436,0.00536672629695885,0.0037733001282922,0.00208182932357336,510,510,123560,58070,180,180,580,580,86077,66255,250,250,554,554,119126,119126,248,248,2021-02-14
"2021-02-21","00-39","1","18",0.0106767694162218,0.0101124443438231,0.00543961855514329,0.0014040014040014,0.00135838804618519,0.000789080469418935,620,620,123560,58070,40,40,670,670,86077,66255,90,90,648,648,119126,119126,94,94,2021-02-21
"2021-02-28","00-39","1","18",0.0117100051661788,0.0107161723643499,0.00561590248980072,0.000815328169588259,0.000754660025658441,0.000176283934657422,680,680,123560,58070,20,20,710,710,86077,66255,50,50,669,669,119126,119126,21,21,2021-02-28
"2021-03-07","00-39","1","18",0.0136042707077665,0.0122254924156667,0.0061531487668519,0.00192554557124519,0.00150932005131688,0.00053724627705119,790,790,123560,58070,60,60,810,810,86077,66255,100,100,733,733,119126,119126,64,64,2021-03-07
