"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","52",NA,NA,1.45074713477441e-05,NA,NA,1.45074713477441e-05,0,0,72050,0,0,0,0,0,50711,0,0,0,1,1,68930,68930,1,1,2021-01-03
"2021-01-10","00-39","1","52",NA,0.000372536601721119,0.000420716669084579,NA,0.000372536601721119,0.000406209197736834,0,0,144100,0,0,0,10,10,101422,26843,10,10,29,29,68930,68930,28,28,2021-01-10
"2021-01-17","00-39","1","52",0.00510899182561308,0.00409815070949234,0.00301755404033077,0.00476839237057221,0.00384201629014907,0.00259683737124619,150,150,72050,29360,140,140,160,160,50711,39042,150,150,208,208,68930,68930,179,179,2021-01-17
"2021-01-24","00-39","1","52",0.0061307901907357,0.00486655396752216,0.00382997243580444,0.001953125,0.00111760980516336,0.000812418395473669,180,180,72050,29360,20,20,190,190,50711,39042,30,30,264,264,68930,68930,56,56,2021-01-24
"2021-01-31","00-39","1","52",0.00681198910081744,0.0053788228062087,0.0040475845060206,0.00227790432801822,0.000372536601721119,0.000217612070216161,200,200,72050,29360,10,10,210,210,50711,39042,10,10,279,279,68930,68930,15,15,2021-01-31
"2021-02-07","00-39","1","52",0.0080166270783848,0.00691562932226833,0.00496155520092848,0.0024,0.0018626830086056,0.000913970694907878,270,270,72050,33680,30,30,270,270,50711,39042,50,50,342,342,68930,68930,63,63,2021-02-07
"2021-02-14","00-39","1","52",0.00890736342042755,0.00768403258029814,0.00535325692731757,NA,0.000745073203442238,0.00039170172638909,300,300,72050,33680,0,0,300,300,50711,39042,20,20,369,369,68930,68930,27,27,2021-02-14
"2021-02-21","00-39","1","52",0.0112826603325416,0.00973310793504431,0.00645582474974612,0.00214247455811462,0.00204907535474617,0.00110256782242855,380,380,72050,33680,40,40,380,380,50711,39042,80,80,445,445,68930,68930,76,76,2021-02-21
"2021-02-28","00-39","1","52",0.0127672209026128,0.0110137800317607,0.00694907877556942,0.0009765625,0.00102453767737309,0.000493254025823299,430,430,72050,33680,10,10,430,430,50711,39042,40,40,479,479,68930,68930,34,34,2021-02-28
"2021-03-07","00-39","1","52",0.0145486935866983,0.0125505865478203,0.00808066154069346,0.00214247455811462,0.00204907535474617,0.00113158276512404,490,490,72050,33680,40,40,490,490,50711,39042,80,80,557,557,68930,68930,78,78,2021-03-07
