"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","24",NA,NA,6.81984027934066e-06,NA,NA,6.81984027934066e-06,0,0,155830,0,0,0,0,0,108259,0,0,0,1,1,146631,146631,1,1,2021-01-03
"2021-01-10","00-39","1","24",0.00135685210312076,0.000716499184982177,0.00030689281257033,0.00135685210312076,0.000716499184982177,0.000300072972290989,30,30,311660,22110,30,30,40,40,216518,55827,40,40,45,45,146631,146631,44,44,2021-01-10
"2021-01-17","00-39","1","24",0.00452284034373587,0.00219231471895743,0.00133668869475077,0.00361827227498869,0.00170513367030023,0.00102979588218044,100,100,155830,22110,80,80,180,180,108259,82105,140,140,196,196,146631,146631,151,151,2021-01-17
"2021-01-24","00-39","1","24",0.00403334229631621,0.00304488155410755,0.00173905927123187,0.000600600600600601,0.00107474877747327,0.000402370576481099,150,150,155830,37190,20,20,250,250,108259,82105,60,60,255,255,146631,146631,59,59,2021-01-24
"2021-01-31","00-39","1","24",0.00657370517928287,0.00548078679739358,0.00332808205631824,0.003003003003003,0.00243590524328604,0.00158902278508637,330,330,155830,50200,100,100,450,450,108259,82105,200,200,488,488,146631,146631,233,233,2021-01-31
"2021-02-07","00-39","1","24",0.00807442513603651,0.00742951099202241,0.0045283739454822,0.00316598824061511,0.00207051945679313,0.00120029188916396,460,460,155830,56970,70,70,610,610,108259,82105,170,170,664,664,146631,146631,176,176,2021-02-07
"2021-02-14","00-39","1","24",0.00970149253731343,0.00950003044881554,0.0057695848763222,0.0027027027027027,0.00207051945679313,0.00124121093084,650,650,155830,67000,90,90,780,780,108259,82105,170,170,846,846,146631,146631,182,182,2021-02-14
"2021-02-21","00-39","1","24",0.0110924803301948,0.011692345167773,0.00707217436967626,0.00221606648199446,0.00219231471895743,0.00130258949335407,860,860,155830,77530,80,80,960,960,108259,82105,180,180,1037,1037,146631,146631,191,191,2021-02-21
"2021-02-28","00-39","1","24",0.0138729795087183,0.0147372267218805,0.00884533284230483,0.00510204081632653,0.00304488155410755,0.00177315847262857,1090,1090,155830,78570,160,160,1210,1210,108259,82105,250,250,1297,1297,146631,146631,260,260,2021-02-28
"2021-03-07","00-39","1","24",0.0168004012036108,0.0175385177516595,0.0104684548287879,0.00366468163078333,0.00280129102977894,0.00162312198648308,1340,1340,155830,79760,160,160,1440,1440,108259,82105,230,230,1535,1535,146631,146631,238,238,2021-03-07
"2021-03-14","00-39","1","24",0.0203109327983952,0.0211923756165885,0.0122688926625338,0.00454029511918275,0.00365385786492905,0.00180043783374593,1620,1620,155830,79760,200,200,1740,1740,108259,82105,300,300,1799,1799,146631,146631,264,264,2021-03-14
"2021-03-21","00-39","1","24",0.0223169508525577,0.0176428749572784,0.0133396075863903,0.00198356474922074,0.00194872419462883,0.00107071492385648,1780,1780,155830,79760,70,70,1910,1910,108259,108259,160,160,1956,1956,146631,146631,157,157,2021-03-21
