"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","72",NA,NA,3.95911030873142e-06,NA,NA,3.95911030873142e-06,0,0,259550,0,0,0,0,0,177640,0,0,0,1,1,252582,252582,1,1,2021-01-03
"2021-01-10","00-39","1","72",0.00173761946133797,NA,2.771377216112e-05,0.00173761946133797,NA,2.37546618523885e-05,20,20,519100,11510,20,20,0,0,355280,0,0,0,7,7,252582,252582,6,6,2021-01-10
"2021-01-17","00-39","1","72",0.00218396711202467,0.00134594533966426,0.00064137587001449,0.00205549845837616,0.0012711705985718,0.00061366209785337,170,170,259550,77840,160,160,180,180,177640,133735,170,170,162,162,252582,252582,155,155,2021-01-17
"2021-01-24","00-39","1","72",0.00395911978639168,0.00306576438479082,0.00146091170392189,0.00249522970791135,0.0016450443040341,0.000819535833907404,430,430,259550,108610,170,170,410,410,177640,133735,220,220,369,369,252582,252582,207,207,2021-01-24
"2021-01-31","00-39","1","72",0.00433047465398658,0.00381351179571541,0.00181723163170772,0.000635458589281932,0.00074774741092459,0.000356319927785828,510,510,259550,117770,30,30,510,510,177640,133735,100,100,459,459,252582,252582,90,90,2021-01-31
"2021-02-07","00-39","1","72",0.00474124075859852,0.00433693498336262,0.00204290091930541,0.000635458589281932,0.000673907427583031,0.000225669287597691,590,590,259550,124440,30,30,580,580,177640,133735,60,60,516,516,252582,252582,57,57,2021-02-07
"2021-02-14","00-39","1","72",0.00687177885366235,0.00620630351067409,0.00303267849648827,0.00252625980587688,0.00194414326840393,0.000989777577182855,880,880,259550,128060,190,190,830,830,177640,133735,260,260,766,766,252582,252582,250,250,2021-02-14
"2021-02-21","00-39","1","72",0.00960487271591441,0.00904774367218754,0.00445795820763158,0.00303982166379572,0.00284144016151344,0.00142527971114331,1230,1230,259550,128060,300,300,1210,1210,177640,133735,380,380,1126,1126,252582,252582,360,360,2021-02-21
"2021-02-28","00-39","1","72",0.0124160549742308,0.0115900848693311,0.00574466905796929,0.0032,0.0025423411971436,0.00128671085033771,1590,1590,259550,128060,300,300,1550,1550,177640,133735,340,340,1451,1451,252582,252582,325,325,2021-02-28
"2021-03-07","00-39","1","72",0.0157738560049977,0.0150297229595843,0.00770838777110008,0.00386734989848207,0.00343963809025311,0.00196371871313079,2020,2020,259550,128060,400,400,2010,2010,177640,133735,460,460,1947,1947,252582,252582,496,496,2021-03-07
"2021-03-14","00-39","1","72",0.0207715133531157,0.0201891800949639,0.0103570325676414,0.00485823510672189,0.00508468239428721,0.00264864479654132,2660,2660,259550,128060,610,610,2700,2700,177640,133735,680,680,2616,2616,252582,252582,669,669,2021-03-14
"2021-03-21","00-39","1","72",0.0167597765363128,0.0167192073857239,0.0113705648066766,0.00195920248933963,0.00194414326840393,0.00101353223903524,2910,2910,259550,173630,170,170,2970,2970,177640,177640,260,260,2872,2872,252582,252582,256,256,2021-03-21
"2021-03-28","00-39","1","72",0.0196970569602027,0.0193087142535465,0.0130769413497399,0.0040358382436032,0.00358918757243803,0.00170637654306324,3420,3420,259550,173630,500,500,3430,3430,177640,177640,480,480,3303,3303,252582,252582,431,431,2021-03-28
