"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","10",NA,NA,0,NA,NA,0,0,0,126110,0,0,0,0,0,100068,0,0,0,0,0,144262,144262,0,0,2021-01-03
"2021-01-10","00-39","1","10",NA,0.000378622948336899,0.000187159473735287,NA,0.000378622948336899,0.000187159473735287,0,0,252220,0,0,0,20,20,200136,52823,20,20,27,27,144262,144262,27,27,2021-01-10
"2021-01-17","00-39","1","10",0.00146735143066764,0.00157505118916365,0.000824888050907377,0.00106951871657754,0.00170380326751604,0.00063772857717209,60,60,126110,40890,40,40,120,120,100068,76188,90,90,119,119,144262,144262,92,92,2021-01-17
"2021-01-24","00-39","1","10",0.00510293858877353,0.00525017063054549,0.00269648278826025,0.0039020160416215,0.00367511944138184,0.00187159473735287,290,290,126110,56830,180,180,400,400,100068,76188,280,280,389,389,144262,144262,270,270,2021-01-24
"2021-01-31","00-39","1","10",0.00563082878761218,0.00577518769360004,0.00287671042963497,0.00053475935828877,0.000567934422505348,0.000180227641374721,320,320,126110,56830,20,20,440,440,100068,76188,30,30,415,415,144262,144262,26,26,2021-01-31
"2021-02-07","00-39","1","10",0.00611205432937182,0.00603769622512732,0.00307773356809139,0.00053475935828877,0.000567934422505348,0.00020102313845642,360,360,126110,58900,20,20,460,460,100068,76188,30,30,444,444,144262,144262,29,29,2021-02-07
"2021-02-14","00-39","1","10",0.0090453884671297,0.00918779860345461,0.00469285050810331,0.00347593582887701,0.00301884811256366,0.00161511694001192,560,560,126110,61910,130,130,700,700,100068,76188,230,230,677,677,144262,144262,233,233,2021-02-14
"2021-02-21","00-39","1","10",0.0121143595541916,0.0116816296529637,0.0059059211712024,0.00267379679144385,0.00236257678374547,0.00121307066309908,750,750,126110,61910,100,100,890,890,100068,76188,180,180,852,852,144262,144262,175,175,2021-02-21
"2021-02-28","00-39","1","10",0.013596837944664,0.0131254265763637,0.00650205875421109,0.00171107308726473,0.00157505118916365,0.000596137583008692,860,860,126110,63250,70,70,1000,1000,100068,76188,120,120,938,938,144262,144262,86,86,2021-02-28
"2021-03-07","00-39","1","10",0.0158102766798419,0.0156192576258728,0.00776365224383414,0.00249037808467285,0.00249383104950911,0.00126159348962305,1000,1000,126110,63250,110,110,1190,1190,100068,76188,190,190,1120,1120,144262,144262,182,182,2021-03-07
"2021-03-14","00-39","1","10",0.0131035177905453,0.0198193941303092,0.00996104310213362,0.00492813141683778,0.00433139077020003,0.00219739085829948,1300,1300,126110,99210,240,240,1510,1510,100068,76188,330,330,1437,1437,144262,144262,317,317,2021-03-14
"2021-03-21","00-39","1","10",0.0159258139300474,0.0242820391662729,0.0125743439020671,0.00480034911629937,0.00433139077020003,0.00261330079993345,1580,1580,126110,99210,220,220,1850,1850,100068,76188,330,330,1814,1814,144262,144262,377,377,2021-03-21
"2021-03-28","00-39","1","10",0.020058461848604,0.0305822439229275,0.0159085552674994,0.00717610550814585,0.00630020475665459,0.00333421136543234,1990,1990,126110,99210,370,370,2330,2330,100068,76188,480,480,2295,2295,144262,144262,481,481,2021-03-28
"2021-04-04","00-39","1","10",0.0233847394415885,0.0354386517561821,0.0181752644494046,0.00567000567000567,0.00485640783325458,0.00226670918190514,2320,2320,126110,99210,300,300,2700,2700,100068,76188,370,370,2622,2622,144262,144262,327,327,2021-04-04
"2021-04-11","00-39","1","10",0.0271142021973591,0.0405575681209639,0.0208232244111408,0.0058063307735531,0.00511891636478186,0.00264795996173629,2690,2690,126110,99210,310,310,3090,3090,100068,76188,390,390,3004,3004,144262,144262,382,382,2021-04-11
"2021-04-18","00-39","1","10",0.0340691462554178,0.0509266551162913,0.0263132356407093,0.0112252964426877,0.0102378327295637,0.00549001122956842,3380,3380,126110,99210,710,710,3880,3880,100068,76188,780,780,3796,3796,144262,144262,792,792,2021-04-18
"2021-04-25","00-39","1","10",0.0375970164297954,0.0561768257468368,0.0291414232438203,0.00593912397921307,0.00538142489630913,0.00282818760311101,3730,3730,126110,99210,320,320,4280,4280,100068,76188,410,410,4204,4204,144262,144262,408,408,2021-04-25
"2021-05-02","00-39","1","10",0.0446527567785506,0.0512651397050006,0.0350612080797438,0.0112252964426877,0.0110253583241455,0.00591978483592353,4430,4430,126110,99210,710,710,5130,5130,100068,100068,840,840,5058,5058,144262,144262,854,854,2021-05-02
"2021-05-09","00-39","1","10",0.0619883040935673,0.0738497821481393,0.0514896507742857,0.019453684104425,0.0295322097968184,0.0164284426945419,6360,6360,126110,102600,1930,1930,7390,7390,100068,100068,2250,2250,7428,7428,144262,144262,2370,2370,2021-05-09
"2021-05-16","00-39","1","10",0.0849536616391059,0.108726066274933,0.0780593642123359,0.0297349057554682,0.0348762841267938,0.0265697134380502,9350,9350,126110,110060,2950,2950,10880,10880,100068,100068,3490,3490,11261,11261,144262,144262,3833,3833,2021-05-16
"2021-05-23","00-39","1","10",0.107763063991753,0.157093176639885,0.11556750911536,0.0353496353496354,0.0484670424111604,0.0375081449030237,13590,13590,126110,126110,4120,4120,15720,15720,100068,100068,4850,4850,16672,16672,144262,144262,5411,5411,2021-05-23
