"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","12",NA,NA,0,NA,NA,0,0,0,113080,0,0,0,0,0,77998,0,0,0,0,0,106967,106967,0,0,2021-01-03
"2021-01-10","00-39","1","12",NA,NA,9.3486776295493e-05,NA,NA,9.3486776295493e-05,0,0,226160,0,0,0,0,0,155996,0,0,0,10,10,106967,106967,10,10,2021-01-10
"2021-01-17","00-39","1","12",0.000791139240506329,0.00123234663446134,0.000486131236736564,NA,0.000985877307569073,0.000392644460441071,10,10,113080,12640,0,0,50,50,77998,40573,40,40,52,52,106967,106967,42,42,2021-01-17
"2021-01-24","00-39","1","12",0.0028030833917309,0.00218976872673371,0.00125272280235961,0.00344234079173838,0.00172528528824588,0.000766591565623043,80,80,113080,28540,20,20,130,130,77998,59367,70,70,134,134,106967,106967,82,82,2021-01-24
"2021-01-31","00-39","1","12",0.00571689915389892,0.0057270874391497,0.00327203717034226,0.0037159372419488,0.00353731871241599,0.00201931436798265,250,250,113080,43730,90,90,340,340,77998,59367,210,210,350,350,106967,106967,216,216,2021-01-31
"2021-02-07","00-39","1","12",0.00600858369098712,0.00623241868378055,0.00359924088737648,NA,0.000739407980676805,0.000327203717034225,280,280,113080,46600,0,0,370,370,77998,59367,30,30,385,385,106967,106967,35,35,2021-02-07
"2021-02-14","00-39","1","12",0.00799843932891143,0.0079168561658834,0.00448736526218366,0.0021680216802168,0.00168443748210285,0.000888124374807184,410,410,113080,51260,40,40,470,470,77998,59367,100,100,480,480,106967,106967,95,95,2021-02-14
"2021-02-21","00-39","1","12",0.0114360704911886,0.0112857311300891,0.00654407434068451,0.003933910306845,0.0033688749642057,0.00205670907850085,610,610,113080,53340,100,100,670,670,77998,59367,200,200,700,700,106967,106967,220,220,2021-02-21
"2021-02-28","00-39","1","12",0.0129294421869228,0.012970168612192,0.00744154739312124,0.00295275590551181,0.00185288123031314,0.000897473052436733,700,700,113080,54140,60,60,770,770,77998,59367,110,110,796,796,106967,106967,96,96,2021-02-28
"2021-03-07","00-39","1","12",0.014127875384894,0.0146546060942948,0.0080772574719306,0.00169033130493577,0.00168443748210285,0.000635710078809352,780,780,113080,55210,50,50,870,870,77998,59367,100,100,864,864,106967,106967,68,68,2021-03-07
"2021-03-14","00-39","1","12",0.0175093800250134,0.0176865935620799,0.00958239457028803,0.00332115576220525,0.00303198746778513,0.00150513709835744,980,980,113080,55970,100,100,1050,1050,77998,59367,180,180,1025,1025,106967,106967,161,161,2021-03-14
"2021-03-21","00-39","1","12",0.0203680543148115,0.0202132497852342,0.0110501369581273,0.00366666666666667,0.00269509997136456,0.00146774238783924,1140,1140,113080,55970,110,110,1200,1200,77998,59367,160,160,1182,1182,106967,106967,157,157,2021-03-21
"2021-03-28","00-39","1","12",0.0253164556962025,0.0259403372243839,0.0142473847074331,0.00568421052631579,0.0057270874391497,0.00319724774930586,1460,1460,113080,57670,270,270,1540,1540,77998,59367,340,340,1524,1524,106967,106967,342,342,2021-03-28
"2021-04-04","00-39","1","12",0.0329460724813595,0.033688749642057,0.0183234081539166,0.00796425796425796,0.00757996866946283,0.00407602344648349,1900,1900,113080,57670,410,410,2000,2000,77998,59367,450,450,1960,1960,106967,106967,436,436,2021-04-04
"2021-04-11","00-39","1","12",0.0393192488262911,0.0366676068617144,0.0268867968625838,0.0137531668476294,0.0144861623460845,0.00856338870866716,2680,2680,113080,68160,760,760,2860,2860,77998,77998,860,860,2876,2876,106967,106967,916,916,2021-04-11
"2021-04-18","00-39","1","12",0.0444542253521127,0.042308777148132,0.031009563697215,0.00653995503780912,0.00741152492125255,0.00412276683463124,3030,3030,113080,68160,320,320,3300,3300,77998,77998,440,440,3317,3317,106967,106967,441,441,2021-04-18
"2021-04-25","00-39","1","12",0.0503227699530516,0.0473089053565476,0.0343002982228164,0.00677339901477833,0.00640086243199084,0.00329073452560135,3430,3430,113080,68160,330,330,3690,3690,77998,77998,380,380,3669,3669,106967,106967,352,352,2021-04-25
"2021-05-02","00-39","1","12",0.050464807436919,0.052565450396164,0.0380771639851543,0.00694870222767219,0.00707463742483198,0.00377686576233792,3800,3800,113080,75300,340,340,4100,4100,77998,77998,420,420,4073,4073,106967,106967,404,404,2021-05-02
"2021-05-09","00-39","1","12",0.0612217795484728,0.0642324162158004,0.0465751119504146,0.0141381185426862,0.015328381087136,0.00849794796526031,4610,4610,113080,75300,780,780,5010,5010,77998,77998,910,910,4982,4982,106967,106967,909,909,2021-05-09
"2021-05-16","00-39","1","12",0.0647313590073745,0.0767968409446396,0.0555591911524115,0.0134946486738018,0.0165074873246079,0.00898407920199688,5530,5530,113080,85430,870,870,5990,5990,77998,77998,980,980,5943,5943,106967,106967,961,961,2021-05-16
"2021-05-23","00-39","1","12",0.0757495497404386,0.0983358547655068,0.0703768451952471,0.019625,0.0279616622029073,0.0148176540428356,7150,7150,113080,94390,1570,1570,7670,7670,77998,77998,1660,1660,7528,7528,106967,106967,1585,1585,2021-05-23
