"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","75",NA,NA,8.26316308551841e-05,NA,NA,6.93039484591866e-05,0,0,1011950,0,0,0,0,0,865938,0,0,0,93,93,1125477,1125477,78,78,2021-01-03
"2021-01-10","00-39","1","75",0.00056344972091631,0.000590243542534425,0.000592637610542019,0.00056344972091631,0.000576828916567734,0.000510005979686835,320,320,2023900,567930,320,320,440,440,1731876,745455,430,430,667,667,1125477,1125477,574,574,2021-01-10
"2021-01-17","00-39","1","75",0.00303606476938175,0.00308536397233904,0.00283968486250719,0.0024687193326791,0.00249512042980462,0.00224704725196517,1980,1980,1011950,652160,1610,1610,2300,2300,865938,745455,1860,1860,3196,3196,1125477,1125477,2529,2529,2021-01-17
"2021-01-24","00-39","1","75",0.00456190505154953,0.00473536296624209,0.00409959510500881,0.00160736579275905,0.00164999899390305,0.00125991024250162,3000,3000,1011950,657620,1030,1030,3530,3530,865938,745455,1230,1230,4614,4614,1125477,1125477,1418,1418,2021-01-24
"2021-01-31","00-39","1","75",0.00532222256014111,0.00473475006293753,0.00478552649232281,0.000750450270162097,0.000764633680101415,0.000685931387314001,3500,3500,1011950,657620,450,450,4100,4100,865938,865938,570,570,5386,5386,1125477,1125477,772,772,2021-01-31
"2021-02-07","00-39","1","75",0.00564155591374958,0.00506964701860872,0.00507340443207635,0.000364578336371486,0.000389024153034053,0.000287877939753544,3710,3710,1011950,657620,190,190,4390,4390,865938,865938,290,290,5710,5710,1125477,1125477,324,324,2021-02-07
"2021-02-14","00-39","1","75",0.00781606398832152,0.00695199887289852,0.00694638806479386,0.00219271344455348,0.0021999986585374,0.00187298363271751,5140,5140,1011950,657620,1430,1430,6020,6020,865938,865938,1640,1640,7818,7818,1125477,1125477,2108,2108,2021-02-14
"2021-02-21","00-39","1","75",0.0106292387701104,0.00940021110056378,0.00956216786304829,0.00281317478178887,0.0028304860789719,0.00261577979825443,6990,6990,1011950,657620,1850,1850,8140,8140,865938,865938,2110,2110,10762,10762,1125477,1125477,2944,2944,2021-02-21
"2021-02-28","00-39","1","75",0.0127845247618355,0.0117560379611473,0.0122952312663875,0.00276005888125613,0.00273658369720506,0.00273306340333921,8790,8790,1011950,687550,1800,1800,10180,10180,865938,865938,2040,2040,13838,13838,1125477,1125477,3076,3076,2021-02-28
"2021-03-07","00-39","1","75",0.0178605192349647,0.0164676916823144,0.0181203169855981,0.00530701620996928,0.00544633814247674,0.00582508571921061,12280,12280,1011950,687550,3490,3490,14260,14260,865938,865938,4060,4060,20394,20394,1125477,1125477,6556,6556,2021-03-07
"2021-03-14","00-39","1","75",0.0205545785865382,0.0214795978464971,0.0245131619748782,0.00577841306529607,0.00502345433506787,0.0063928449892801,16130,16130,1011950,784740,3800,3800,18600,18600,865938,865938,4350,4350,27589,27589,1125477,1125477,7195,7195,2021-03-14
"2021-03-21","00-39","1","75",0.0226179548375252,0.0245629594728491,0.0278033225023701,0.00355828594020863,0.00358170513310663,0.0032901605274919,18480,18480,1011950,817050,2340,2340,21270,21270,865938,865938,2670,2670,31292,31292,1125477,1125477,3703,3703,2021-03-21
"2021-03-28","00-39","1","75",0.0264065093496454,0.0300367924724403,0.0342521437577134,0.00638666707216934,0.0054738329995912,0.00644882125534329,22750,22750,1011950,861530,4200,4200,26010,26010,865938,865938,4740,4740,38550,38550,1125477,1125477,7258,7258,2021-03-28
"2021-04-04","00-39","1","75",0.0313013879785191,0.0361111303580626,0.0438187541815604,0.00673641312612147,0.00608588605650751,0.00956661042384696,27220,27220,1011950,869610,4430,4430,31270,31270,865938,865938,5270,5270,49317,49317,1125477,1125477,10767,10767,2021-04-04
"2021-04-11","00-39","1","75",0.0353812636165577,0.0429707438638794,0.0522924946489355,0.00727161284930209,0.0068480653349316,0.00847374046737517,32480,32480,1011950,918000,5220,5220,37210,37210,865938,865938,5930,5930,58854,58854,1125477,1125477,9537,9537,2021-04-11
"2021-04-18","00-39","1","75",0.0393267247966671,0.0494608159013694,0.0598270777634727,0.00663050829476588,0.0065016202083752,0.00753458311453721,37570,37570,1011950,955330,5000,5000,42830,42830,865938,865938,5630,5630,67334,67334,1125477,1125477,8480,8480,2021-04-18
"2021-04-25","00-39","1","75",0.0443930369610501,0.0557430208629255,0.0660706527099177,0.00668654055108238,0.00628220496155614,0.00624357494644493,42410,42410,1011950,955330,4800,4800,48270,48270,865938,865938,5440,5440,74361,74361,1125477,1125477,7027,7027,2021-04-25
"2021-05-02","00-39","1","75",0.0529400741265148,0.0667253313747636,0.0761046205297843,0.0111981634478064,0.010982310511838,0.0100339678198666,50850,50850,1011950,960520,8390,8390,57780,57780,865938,865938,9510,9510,85654,85654,1125477,1125477,11293,11293,2021-05-02
"2021-05-09","00-39","1","75",0.071254622530892,0.0930782573348207,0.0967696363408581,0.0212390866353257,0.0263529259600572,0.0206650158110739,71100,71100,1011950,997830,20240,20240,80600,80600,865938,865938,22820,22820,108912,108912,1125477,1125477,23258,23258,2021-05-09
"2021-05-16","00-39","1","75",0.108257769779193,0.143497571419663,0.130621949626692,0.0380837823329423,0.0504077659139569,0.0338523132858335,109480,109480,1011950,1011290,38310,38310,124260,124260,865938,865938,43650,43650,147012,147012,1125477,1125477,38100,38100,2021-05-16
"2021-05-23","00-39","1","75",0.166786975051667,0.221205213306264,0.183299170040792,0.0585390936328847,0.0777191900574868,0.0526772204141,168670,168670,1011950,1011290,59200,59200,191550,191550,865938,865938,67300,67300,206299,206299,1125477,1125477,59287,59287,2021-05-23
"2021-05-30","00-39","1","75",0.226354458167291,0.300564243629452,0.245256011451145,0.0595971481968575,0.0793590303231871,0.0619568414103531,228910,228910,1011950,1011290,60270,60270,260270,260270,865938,865938,68720,68720,276030,276030,1125477,1125477,69731,69731,2021-05-30
"2021-06-06","00-39","1","75",0.288492514452295,0.383895844737152,0.309695355835792,0.0623560007515154,0.0833316011077005,0.0644393443846476,291940,291940,1011950,1011950,63060,63060,332430,332430,865938,865938,72160,72160,348555,348555,1125477,1125477,72525,72525,2021-06-06
"2021-06-13","00-39","1","75",0.341202628588369,0.454859354826789,0.369002653985821,0.052744514432062,0.0709519619187517,0.0593072981500288,345280,345280,1011950,1011950,53340,53340,393880,393880,865938,865938,61440,61440,415304,415304,1125477,1125477,66749,66749,2021-06-13
"2021-06-20","00-39","1","75",0.377637235041257,0.503534895107964,0.412146138925984,0.0364741340975345,0.0486755402811749,0.0431434849401632,382150,382150,1011950,1011950,36910,36910,436030,436030,865938,865938,42150,42150,463861,463861,1125477,1125477,48557,48557,2021-06-20
"2021-06-27","00-39","1","75",0.404970601314294,0.540004018763468,0.44868709000717,0.0273432481841988,0.0364691236555042,0.036540951081186,409810,409810,1011950,1011950,27670,27670,467610,467610,865938,865938,31580,31580,504987,504987,1125477,1125477,41126,41126,2021-06-27
"2021-07-04","00-39","1","75",0.43089085429122,0.574787109469731,0.4864142048216,0.0259569460787707,0.034783090706263,0.0377271148144298,436040,436040,1011950,1011950,26250,26250,497730,497730,865938,865938,30120,30120,547448,547448,1125477,1125477,42461,42461,2021-07-04
"2021-07-11","00-39","1","75",0.455299174860418,0.607803330030556,0.523188834600796,0.0244478482138446,0.0330046723899402,0.0367746297791958,460740,460740,1011950,1011950,24740,24740,526320,526320,865938,865938,28580,28580,588837,588837,1125477,1125477,41389,41389,2021-07-11
"2021-07-18","00-39","1","75",0.486941054399921,0.650543110476732,0.572397303543298,0.0316724183963057,0.0427397804461751,0.0492084689425017,492760,492760,1011950,1011950,32030,32030,563330,563330,865938,865938,37010,37010,644220,644220,1125477,1125477,55383,55383,2021-07-18
