"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","date"
"2021-01-03","00-39","1","44",NA,NA,6.93149602478703e-06,NA,NA,5.54519681982962e-06,2021-01-03
"2021-01-10","00-39","1","44",0.000379424359043851,0.000329331347587282,9.28820467321462e-05,0.000325220879180443,0.000329331347587282,8.59505507073592e-05,2021-01-10
"2021-01-17","00-39","1","44",0.00124668003685837,0.000936270354390981,0.000413117163077307,0.000867255677814516,0.000708528916836418,0.000320235116345161,2021-01-17
"2021-01-24","00-39","1","44",0.00215884558572889,0.0022521097713729,0.00111735715919567,0.00130666969662538,0.00131583941698192,0.000704239996118362,2021-01-24
"2021-01-31","00-39","1","44",0.00339122111308628,0.00349203537583663,0.00180218896644463,0.00132969655642687,0.00123992560446373,0.000684831807248959,2021-01-31
"2021-02-07","00-39","1","44",0.00371940380144947,0.00387160443842757,0.00200181605195849,0.000433627838907258,0.000379569062590938,0.000199627085513866,2021-02-07
"2021-02-14","00-39","1","44",0.00426480945300884,0.00617432341814593,0.00322037305311605,0.00230900222241464,0.00230271897971836,0.00121855700115756,2021-02-14
"2021-02-21","00-39","1","44",0.00708193129352845,0.0101218416690917,0.00539409020648927,0.0040398372843316,0.00394751825094576,0.00217371715337321,2021-02-21
"2021-02-28","00-39","1","44",0.00970341967290085,0.0106572704410183,0.007355703581504,0.00356452058579718,0.00356794918835482,0.00196161337501473,2021-02-28
"2021-03-07","00-39","1","44",0.01202627964812,0.0139409681599298,0.00974984230846544,0.00421597009471879,0.00420056429267305,0.00239413872696144,2021-03-07
"2021-03-14","00-39","1","44",0.0153854719572399,0.0178735402783868,0.0124794654430266,0.0035214023006495,0.00503561623037312,0.00272962313456113,2021-03-14
"2021-03-21","00-39","1","44",0.0173712928250622,0.0201151063859072,0.0140543013398582,0.00208643199471162,0.00283411566734567,0.00157483589683161,2021-03-21
"2021-03-28","00-39","1","44",0.0190779300176215,0.0227106039840888,0.0158398547158433,0.00334346504559271,0.00334020775080026,0.00178555337598514,2021-03-28
"2021-04-04","00-39","1","44",0.0221781969914794,0.0271347476173529,0.0188314884001414,0.00397135926128805,0.00569353593886408,0.00299163368429808,2021-04-04
"2021-04-11","00-39","1","44",0.0245368529856087,0.033151582958592,0.0230333612903673,0.00536035683543313,0.00771790427268241,0.0042018728902259,2021-04-11
"2021-04-18","00-39","1","44",0.027278163668982,0.0380476352460709,0.0264006820592088,0.00459738633695907,0.00627554183483685,0.00336732076884154,2021-04-18
"2021-04-25","00-39","1","44",0.0302068479077541,0.0420588588068969,0.0291372366897948,0.00363878237733782,0.00513683464706403,0.00273655463058592,2021-04-25
"2021-05-02","00-39","1","44",0.0336953618801745,0.0484492884993895,0.033587257137708,0.00579075044995696,0.008223996356137,0.00445002044791327,2021-05-02
"2021-05-09","00-39","1","44",0.0393045665238562,0.0574745415112481,0.0397257900172594,0.00807966194537914,0.00902525301185867,0.00613853287955139,2021-05-09
"2021-05-16","00-39","1","44",0.0497667408311204,0.0744435902023898,0.0507759809799749,0.0123085730642622,0.0169690486911417,0.0110501909627155,2021-05-16
"2021-05-23","00-39","1","44",0.0654664020413949,0.0998086803664371,0.0663981867206399,0.0173789303177559,0.0253650901640472,0.015622205740665,2021-05-23
"2021-05-30","00-39","1","44",0.0887439750496172,0.135831040971503,0.0886358122673617,0.0236130050958157,0.0360223606050655,0.0222376255467217,2021-05-30
"2021-06-06","00-39","1","44",0.122908987808336,0.188429193055864,0.122378334916025,0.034264247235611,0.0525981520843615,0.0337425226486633,2021-06-06
"2021-06-13","00-39","1","44",0.167139211794726,0.256069433493323,0.169161774185723,0.0442585766940743,0.0676402404374593,0.0467834392696976,2021-06-13
"2021-06-20","00-39","1","44",0.214587468103204,0.327917526097532,0.221958979406525,0.0474340799546357,0.071828429743616,0.0527972052208028,2021-06-20
"2021-06-27","00-39","1","44",0.249716472923164,0.380201072412417,0.260229155258579,0.0351573575276439,0.052283546314885,0.0382701758520541,2021-06-27
"2021-07-04","00-39","1","44",0.277161893960873,0.420942519559631,0.290504543595644,0.0274879500992345,0.0407414471472139,0.0302753883370648,2021-07-04
"2021-07-11","00-39","1","44",0.302877799829884,0.459127794829847,0.320282250518129,0.0257442585766941,0.0381852752702169,0.0297777069224851,2021-07-11
"2021-07-18","00-39","1","44",0.329897930252339,0.5000265448618,0.34972863193063,0.0270059540686136,0.0408987500319521,0.0294463814125003,2021-07-18
"2021-07-25","00-39","1","44",0.359696626027786,0.544759552709247,0.378606630669097,0.0298695775446555,0.0447526707080399,0.0288779987384677,2021-07-25
"2021-08-01","00-39","1","44",0.408477459597392,0.618613257093868,0.427095217960893,0.0487950099234477,0.073834041524029,0.0484885872917952,2021-08-01
"2021-08-08","00-39","1","44",0.456336830167281,0.690520338279854,0.47485461187088,0.0479018996314148,0.0719070811859851,0.0477593939099876,2021-08-08
"2021-08-15","00-39","1","44",0.498298837538985,0.753874075108195,0.523235067824689,0.0420187127870712,0.0633733996889335,0.0483804559538085,2021-08-15
"2021-08-22","00-39","1","44",0.522568755316133,0.789267224174307,0.549860330355101,0.0242557414233059,0.0353734862055202,0.0266252625304119,2021-08-22
"2021-08-29","00-39","1","44",0.538375389849731,0.812548051115572,0.56779349687043,0.015806634533598,0.0233004898018574,0.017933166515329,2021-08-29
"2021-09-05","00-39","1","44",0.550779699461299,0.831011477211728,0.582180510019477,0.0124468386730933,0.018443763235563,0.014387013149048,2021-09-05
"2021-09-12","00-39","1","44",0.558690104905018,0.842769867845914,0.591488122881561,0.00793875815140346,0.0117780534947785,0.00930761286208402,2021-09-12
"2021-09-19","00-39","1","44",0.564516586333995,0.851244560761189,0.598121564577283,0.00585483413666005,0.00849435577586698,0.00663344169572119,2021-09-19
"2021-09-26","00-39","1","44",0.569095548624894,0.858047910526119,0.603388115256916,0.00463566770626595,0.0068033497649305,0.00526655067963318,2021-09-26
"2021-10-03","00-39","1","44",0.573235043946697,0.864281037333873,0.608212436490168,0.00416784802948682,0.00625278966834653,0.00482432123325177,2021-10-03
"2021-10-10","00-39","1","44",0.576254607314999,0.868842820991283,0.611797406234188,0.00304791607598526,0.00456178365741005,0.00358496974401985,2021-10-10
"2021-10-17","00-39","1","44",0.579089878083357,0.872991684576256,0.614973417712745,0.00283609103994755,0.00414886358497207,0.00317601147855742,2021-10-17
