"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","90",NA,NA,0,NA,NA,0,0,0,59620,0,0,0,0,0,46603,0,0,0,0,0,65719,65719,0,0,2021-01-03
"2021-01-10","00-39","1","90",NA,NA,3.04325994004778e-05,NA,NA,3.04325994004778e-05,0,0,119240,0,0,0,0,0,93206,0,0,0,2,2,65719,65719,2,2,2021-01-10
"2021-01-17","00-39","1","90",0.00178412132024978,0.00163559044815178,0.00114122247751792,0.00133809099018733,0.00163559044815178,0.00111078987811744,40,40,59620,22420,30,30,40,40,46603,24456,40,40,75,75,65719,65719,73,73,2021-01-17
"2021-01-24","00-39","1","90",0.00356824264049955,0.00277924460131736,0.0022672286553356,0.00178412132024978,0.00163559044815178,0.00112600617781768,80,80,59620,22420,40,40,100,100,46603,35981,40,40,149,149,65719,65719,74,74,2021-01-24
"2021-01-31","00-39","1","90",0.00395126769838657,0.00361301798171257,0.0025411220499399,0.000892060660124889,0.00122669283611384,0.0002738933946043,120,120,59620,30370,20,20,130,130,46603,35981,30,30,167,167,65719,65719,18,18,2021-01-31
"2021-02-07","00-39","1","90",0.00428054000658545,0.00389094244184431,0.002738933946043,NA,0.000408897612037946,0.000197811896103106,130,130,59620,30370,0,0,140,140,46603,35981,10,10,180,180,65719,65719,13,13,2021-02-07
"2021-02-14","00-39","1","90",0.00691471847217649,0.00639226258302993,0.0049300811028774,0.00267618198037467,0.00250132014118563,0.0021911471568344,210,210,59620,30370,60,60,230,230,46603,35981,90,90,324,324,65719,65719,144,144,2021-02-14
"2021-02-21","00-39","1","90",0.00823180770497201,0.00778188488368861,0.00598000578219389,0.00178412132024978,0.00163559044815178,0.00104992467931648,250,250,59620,30370,40,40,280,280,46603,35981,40,40,393,393,65719,65719,69,69,2021-02-21
"2021-02-28","00-39","1","90",0.0105367138623642,0.0100052805647425,0.00753206835161825,0.00223015165031222,0.00194547122092215,0.00155206256942437,320,320,59620,30370,50,50,360,360,46603,35981,70,70,495,495,65719,65719,102,102,2021-02-28
"2021-03-07","00-39","1","90",0.013829436944353,0.0136182985464551,0.0115187388730808,0.00355169692186267,0.00389094244184431,0.00398667052146259,420,420,59620,30370,90,90,490,490,46603,35981,140,140,757,757,65719,65719,262,262,2021-03-07
"2021-03-14","00-39","1","90",0.0181099769509384,0.0177871654484311,0.0144402684155267,0.00400728597449909,0.00416886690197604,0.00292152954244587,550,550,59620,30370,110,110,640,640,46603,35981,150,150,949,949,65719,65719,192,192,2021-03-14
"2021-03-21","00-39","1","90",0.0194270661837339,0.0194547122092215,0.0153228137981406,0.00178412132024978,0.00166754676079042,0.000882545382613856,590,590,59620,30370,40,40,700,700,46603,35981,60,60,1007,1007,65719,65719,58,58,2021-03-21
"2021-03-28","00-39","1","90",0.0139103554868624,0.0233456546510658,0.0187160486312938,0.00395126769838657,0.00389094244184431,0.00339323483315327,720,720,59620,51760,120,120,840,840,46603,35981,140,140,1230,1230,65719,65719,223,223,2021-03-28
"2021-04-04","00-39","1","90",0.0170015455950541,0.0280703704733054,0.0230679103455622,0.00493908462298321,0.00472471582223952,0.00435186171426832,880,880,59620,51760,150,150,1010,1010,46603,35981,170,170,1516,1516,65719,65719,286,286,2021-04-04
"2021-04-11","00-39","1","90",0.0185471406491499,0.0311275395347545,0.024969947808092,0.0032927230819888,0.0030571690614491,0.00190203746252986,960,960,59620,51760,100,100,1120,1120,46603,35981,110,110,1641,1641,65719,65719,125,125,2021-04-11
"2021-04-18","00-39","1","90",0.0229907264296754,0.0375198021177844,0.0302652201037752,0.00724399078037537,0.00667018704316167,0.00529527229568314,1190,1190,59620,51760,220,220,1350,1350,46603,35981,240,240,1989,1989,65719,65719,348,348,2021-04-18
