"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","date"
"2021-01-03","00-39","1","95",NA,NA,2.92334834472708e-06,NA,NA,2.92334834472708e-06,2021-01-03
"2021-01-10","00-39","1","95",0.000127893592531014,0.00027637069996802,7.16220344458136e-05,0.000127893592531014,0.00027637069996802,6.86986861010865e-05,2021-01-10
"2021-01-17","00-39","1","95",0.00127460699617618,0.00149540578112798,0.000836077626591946,0.00112340342393826,0.00127386418392383,0.000764455592146132,2021-01-17
"2021-01-24","00-39","1","95",0.00243081525804039,0.00265849916644974,0.00146605919488063,0.00110971726334073,0.00116309338532176,0.000629981568288686,2021-01-24
"2021-01-31","00-39","1","95",0.00292165295437547,0.0032123531594601,0.00169261869159698,0.00054094433425208,0.000526161293359844,0.000226559496716349,2021-01-31
"2021-02-07","00-39","1","95",0.0031320119670905,0.00343389475666425,0.00178616583862825,0.000234403777249439,0.00027637069996802,9.35471470312667e-05,2021-02-07
"2021-02-14","00-39","1","95",0.00455777860882573,0.00490160783814171,0.00271579061225146,0.001428401380788,0.00149540578112798,0.000929624773623213,2021-02-14
"2021-02-21","00-39","1","95",0.00591342557965595,0.00639701361926969,0.00350947968784486,0.00142329204954055,0.00146771308147746,0.000793689075593403,2021-02-21
"2021-02-28","00-39","1","95",0.0068717277486911,0.00725548730843575,0.00390997841107247,0.000958631369368041,0.000858473689166062,0.00040049872322761,2021-02-28
"2021-03-07","00-39","1","95",0.00715853618582708,0.0080666095996945,0.00553974511325782,0.0027513019553896,0.00315696776015907,0.00162976670218535,2021-03-07
"2021-03-14","00-39","1","95",0.0081619731879869,0.0109199582080971,0.00717097348961554,0.00364622288706058,0.00365543635386839,0.00163122837635771,2021-03-14
"2021-03-21","00-39","1","95",0.00870640424230063,0.0126148043739903,0.00847040182884672,0.00208069260756224,0.00218772327239093,0.00129942833923119,2021-03-21
"2021-03-28","00-39","1","95",0.0111411380787273,0.0163263029398072,0.0117357819299069,0.0043707928197457,0.00476314433988912,0.00326538010106015,2021-03-28
"2021-04-04","00-39","1","95",0.0142004894962268,0.020874497714103,0.0149061532097634,0.00551608077786088,0.00584315962625933,0.00317037127985652,2021-04-04
"2021-04-11","00-39","1","95",0.017604017948195,0.025851767467106,0.0186261139784286,0.00397599730042988,0.00642470631892021,0.00371996076866521,2021-04-11
"2021-04-18","00-39","1","95",0.0202299612482154,0.0296061735307936,0.0210203362727601,0.00381528000755501,0.00481852973919015,0.00239422229433148,2021-04-18
"2021-04-25","00-39","1","95",0.0224366946918064,0.0333391258455459,0.0234233286121258,0.00374303621169916,0.00479083703953964,0.00240299233936566,2021-04-25
"2021-05-02","00-39","1","95",0.0257623869151039,0.0397108892793471,0.027758654207356,0.00470724254686597,0.00822473179620388,0.00433532559523026,2021-05-02
"2021-05-09","00-39","1","95",0.0376196509009009,0.0580752983680133,0.0420304408263136,0.0128220709771512,0.0183429553397308,0.0142717866189576,2021-05-09
"2021-05-16","00-39","1","95",0.0570971433910261,0.0867804144435219,0.0665734118544699,0.019596851423633,0.028726569824444,0.0245429710281562,2021-05-16
"2021-05-23","00-39","1","95",0.0882208674935183,0.131704564714161,0.105220076971762,0.0311704388853853,0.0449026965217037,0.038646665117292,2021-05-23
"2021-05-30","00-39","1","95",0.115794268096139,0.172187788955181,0.136002935041738,0.0276084366897905,0.0405046779899554,0.0307828580699762,2021-05-30
"2021-06-06","00-39","1","95",0.149790951346554,0.221574319004374,0.179113553081428,0.0339733258589681,0.0493865300491934,0.0431106180396903,2021-06-06
"2021-06-13","00-39","1","95",0.178053394996847,0.262250626985813,0.210671098462757,0.0282507649545699,0.0406548542325029,0.0315575453813289,2021-06-13
"2021-06-20","00-39","1","95",0.203816597762362,0.300674291329038,0.242636450938176,0.025844953635578,0.0384236643432257,0.0319653524754183,2021-06-20
"2021-06-27","00-39","1","95",0.224546282671151,0.332318571008691,0.268396996551911,0.0207296849087894,0.0316442796796526,0.0257605456137351,2021-06-27
"2021-07-04","00-39","1","95",0.242554831476421,0.359393202165112,0.288744962705383,0.0180085488052694,0.0270960849053568,0.0203479661534729,2021-07-04
"2021-07-11","00-39","1","95",0.261894751594142,0.388784838206552,0.308986226644274,0.0193632775091678,0.0293701822925047,0.0202412639388903,2021-07-11
"2021-07-18","00-39","1","95",0.29579800527877,0.442869739272589,0.343033003141138,0.0338915749889052,0.0541063548149721,0.034046776496864,2021-07-18
"2021-07-25","00-39","1","95",0.337747880316726,0.511521735865734,0.389406077933544,0.041961553733679,0.06867345034208,0.0463730747924057,2021-07-25
"2021-08-01","00-39","1","95",0.376591222292294,0.574338312748461,0.432263826341415,0.038878378062738,0.062795123133792,0.0428577484078714,2021-08-01
"2021-08-08","00-39","1","95",0.4017471328802,0.616795281891534,0.463933920634016,0.0251559105879055,0.0424784228920083,0.0316700942926009,2021-08-08
"2021-08-15","00-39","1","95",0.420246186905846,0.649104627788183,0.489454751683483,0.0184756966341999,0.0323093458966487,0.0255208310494674,2021-08-15
"2021-08-22","00-39","1","95",0.434716090906968,0.674098245297875,0.510459009540347,0.0145049400882909,0.0250150712586271,0.0210042578568641,2021-08-22
"2021-08-29","00-39","1","95",0.449034171863686,0.697804637871445,0.529940202909609,0.0143647957396118,0.0237063925735703,0.0194811933692613,2021-08-29
"2021-09-05","00-39","1","95",0.461845701072104,0.718400236849388,0.545818369443994,0.0127764931212482,0.0205955989779434,0.0158781665343852,2021-09-05
