"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","53",NA,NA,0,NA,NA,0,0,0,141210,0,0,0,0,0,96729,0,0,0,0,0,136707,136707,0,0,2021-01-03
"2021-01-10","00-39","1","53",NA,0.000418252540884186,0.000124353544441762,NA,0.000418252540884186,0.000124353544441762,0,0,282420,0,0,0,20,20,193458,47818,20,20,17,17,136707,136707,17,17,2021-01-10
"2021-01-17","00-39","1","53",0.00116959064327485,0.00188213643397884,0.000636397550966666,0.000779727095516569,0.00167301016353674,0.000512044006524904,30,30,141210,25650,20,20,90,90,96729,47818,80,80,87,87,136707,136707,70,70,2021-01-17
"2021-01-24","00-39","1","53",0.0027957365018347,0.00278032641032057,0.00146298287578544,0.00160513643659711,0.00139016320516029,0.000826585324818773,160,160,141210,57230,60,60,200,200,96729,71934,100,100,200,200,136707,136707,113,113,2021-01-24
"2021-01-31","00-39","1","53",0.00381854284405071,0.00417048961548086,0.00226762345746743,0.00149413020277481,0.00152917952567631,0.000804640581681991,250,250,141210,65470,70,70,300,300,96729,71934,110,110,310,310,136707,136707,110,110,2021-01-31
"2021-02-07","00-39","1","53",0.00397128455781274,0.00430950593599689,0.00236271734439348,NA,0.000418252540884186,9.50938869260535e-05,260,260,141210,65470,0,0,310,310,96729,71934,20,20,323,323,136707,136707,13,13,2021-02-07
"2021-02-14","00-39","1","53",0.00746050321825629,0.00792393026941363,0.00431579948356704,0.00366501740883269,0.00347540801290071,0.00195308213917356,510,510,141210,68360,200,200,570,570,96729,71934,250,250,590,590,136707,136707,267,267,2021-02-14
"2021-02-21","00-39","1","53",0.0127267407840843,0.0137626157310868,0.00751973198153716,0.00562823243078795,0.0058386854616732,0.00320393249797011,870,870,141210,68360,370,370,990,990,96729,71934,420,420,1028,1028,136707,136707,438,438,2021-02-21
"2021-02-28","00-39","1","53",0.0146284376828555,0.0154308115772792,0.00807566547433562,0.00182232346241458,0.00152917952567631,0.000555933492798467,1000,1000,141210,68360,80,80,1110,1110,96729,71934,110,110,1104,1104,136707,136707,76,76,2021-02-28
"2021-03-07","00-39","1","53",0.0169689877121123,0.0177940890260517,0.00902660434359616,0.00296296296296296,0.00236327744877249,0.000950938869260535,1160,1160,141210,68360,140,140,1280,1280,96729,71934,170,170,1234,1234,136707,136707,130,130,2021-03-07
"2021-03-14","00-39","1","53",0.0206260971328262,0.0214085133594684,0.0107163495651283,0.00384872824631861,0.00375344065393277,0.00168974522153218,1410,1410,141210,68360,230,230,1540,1540,96729,71934,270,270,1465,1465,136707,136707,231,231,2021-03-14
"2021-03-21","00-39","1","53",0.0232592159157402,0.0240498234492729,0.0121354429546402,0.00306999590667212,0.00278032641032057,0.00141909338951188,1590,1590,141210,68360,150,150,1730,1730,96729,71934,200,200,1659,1659,136707,136707,194,194,2021-03-21
"2021-03-28","00-39","1","53",0.0269163253364541,0.0276642477826897,0.0138544478336881,0.00350039777247414,0.00361442433341674,0.00171900487904789,1840,1840,141210,68360,220,220,1990,1990,96729,71934,260,260,1894,1894,136707,136707,235,235,2021-03-28
"2021-04-04","00-39","1","53",0.0258657094594595,0.0369783412572636,0.0189163685839057,0.00921591574019895,0.00931409347457392,0.00506192075021762,2450,2450,141210,94720,630,630,2660,2660,96729,71934,670,670,2586,2586,136707,136707,692,692,2021-04-04
"2021-04-11","00-39","1","53",0.0316722972972973,0.0453193204882253,0.0227274389753268,0.00804564072557051,0.00834097923096172,0.00381107039142107,3000,3000,141210,94720,550,550,3260,3260,96729,71934,600,600,3107,3107,136707,136707,521,521,2021-04-11
"2021-04-18","00-39","1","53",0.0339518357678642,0.0515750549114466,0.0249950624327942,0.0043285472972973,0.00639475074373732,0.00226762345746743,3440,3440,141210,101320,410,410,3710,3710,96729,71934,460,460,3417,3417,136707,136707,310,310,2021-04-18
"2021-04-25","00-39","1","53",0.0365179628898539,0.0556065282064114,0.0267140673118421,0.00437828371278459,0.00403147329496483,0.00171900487904789,3700,3700,141210,101320,250,250,4000,4000,96729,71934,290,290,3652,3652,136707,136707,235,235,2021-04-25
"2021-05-02","00-39","1","53",0.0348947960862412,0.0446608566200416,0.0282209396739011,0.00425920292059629,0.00417048961548086,0.001506872362059,4030,4030,141210,115490,280,280,4320,4320,96729,96729,300,300,3858,3858,136707,136707,206,206,2021-05-02
"2021-05-09","00-39","1","53",0.0403062941770448,0.052414477561021,0.0331804516228138,0.0105324751316559,0.0104262240387021,0.00495951194891264,4790,4790,141210,118840,720,720,5070,5070,96729,96729,750,750,4536,4536,136707,136707,678,678,2021-05-09
"2021-05-16","00-39","1","53",0.0458583086589153,0.0691622987935366,0.0444454197663616,0.0148045795499408,0.0225206439235966,0.0112649681435479,6350,6350,141210,138470,1500,1500,6690,6690,96729,96729,1620,1620,6076,6076,136707,136707,1540,1540,2021-05-16
"2021-05-23","00-39","1","53",0.0644430281141562,0.0994531112696296,0.0661195110711229,0.021356783919598,0.0303941940886394,0.0216740913047613,9100,9100,141210,141210,2720,2720,9620,9620,96729,96729,2940,2940,9039,9039,136707,136707,2963,2963,2021-05-23
"2021-05-30","00-39","1","53",0.0848381842645705,0.130467595033547,0.0875595251157585,0.0218989280245023,0.0310144837639178,0.0214400140446356,11980,11980,141210,141210,2860,2860,12620,12620,96729,96729,3000,3000,11970,11970,136707,136707,2931,2931,2021-05-30
"2021-06-06","00-39","1","53",0.123362368104242,0.190118785472816,0.133804413819336,0.0385950003540826,0.0595478088267221,0.0462448887035777,17420,17420,141210,141210,5450,5450,18390,18390,96729,96729,5760,5760,18292,18292,136707,136707,6322,6322,2021-06-06
"2021-06-13","00-39","1","53",0.170455350187664,0.262382532642744,0.190078050136423,0.0474470646554777,0.072160365557382,0.0562736363170869,24070,24070,141210,141210,6700,6700,25380,25380,96729,96729,6980,6980,25985,25985,136707,136707,7693,7693,2021-06-13
"2021-06-20","00-39","1","53",0.21414913957935,0.329167054347714,0.241245876217019,0.0434813398484527,0.0668879033175159,0.0511678260805957,30240,30240,141210,141210,6140,6140,31840,31840,96729,96729,6470,6470,32980,32980,136707,136707,6995,6995,2021-06-20
"2021-06-27","00-39","1","53",0.249061681184052,0.380651097395817,0.278851851039084,0.0350541746335245,0.0515874246606499,0.0376059748220647,35170,35170,141210,141210,4950,4950,36820,36820,96729,96729,4990,4990,38121,38121,136707,136707,5141,5141,2021-06-27
"2021-07-04","00-39","1","53",0.277105020890872,0.422107124026921,0.308660127133212,0.0281141562212308,0.0412492634060106,0.0298082760941283,39130,39130,141210,141210,3970,3970,40830,40830,96729,96729,3990,3990,42196,42196,136707,136707,4075,4075,2021-07-04
"2021-07-11","00-39","1","53",0.29898732384392,0.454982476816673,0.333113885901966,0.0216698534098152,0.0329787344022992,0.0244537587687536,42220,42220,141210,141210,3060,3060,44010,44010,96729,96729,3190,3190,45539,45539,136707,136707,3343,3343,2021-07-11
"2021-07-18","00-39","1","53",0.324198002974294,0.491579567658096,0.356836153232826,0.0254231286736067,0.0365970908414229,0.0237222673308609,45780,45780,141210,141210,3590,3590,47550,47550,96729,96729,3540,3540,48782,48782,136707,136707,3243,3243,2021-07-18
"2021-07-25","00-39","1","53",0.356136250973727,0.538204674916519,0.386900451330217,0.0317966149706111,0.046625107258423,0.0300642980973908,50290,50290,141210,141210,4490,4490,52060,52060,96729,96729,4510,4510,52892,52892,136707,136707,4110,4110,2021-07-25
"2021-08-01","00-39","1","53",0.405212095460661,0.612742817562468,0.44081868521729,0.0490758444869344,0.0746415242584954,0.0539182338870723,57220,57220,141210,141210,6930,6930,59270,59270,96729,96729,7220,7220,60263,60263,136707,136707,7371,7371,2021-08-01
"2021-08-08","00-39","1","53",0.458395297783443,0.69524134437449,0.502922308294381,0.053324835351604,0.0823951451994748,0.0621036230770919,64730,64730,141210,141210,7530,7530,67250,67250,96729,96729,7970,7970,68753,68753,136707,136707,8490,8490,2021-08-08
"2021-08-15","00-39","1","53",0.500106224771617,0.758200746415243,0.550001097237157,0.0417817435025848,0.062959402040753,0.0470787889427754,70620,70620,141210,141210,5900,5900,73340,73340,96729,96729,6090,6090,75189,75189,136707,136707,6436,6436,2021-08-15
"2021-08-22","00-39","1","53",0.530486509454005,0.803171747872923,0.583810631496558,0.0304511011967991,0.0449710014576807,0.0338095342594015,74910,74910,141210,141210,4300,4300,77690,77690,96729,96729,4350,4350,79811,79811,136707,136707,4622,4622,2021-08-22
"2021-08-29","00-39","1","53",0.550810849090008,0.832015217773367,0.604533783932059,0.0201118900927696,0.0288434699004435,0.0207231524355007,77780,77780,141210,141210,2840,2840,80480,80480,96729,96729,2790,2790,82644,82644,136707,136707,2833,2833,2021-08-29
"2021-09-05","00-39","1","53",0.563628638198428,0.850934052869357,0.617912762331117,0.0129594221372424,0.0188154534834434,0.0133789783990578,79590,79590,141210,141210,1830,1830,82310,82310,96729,96729,1820,1820,84473,84473,136707,136707,1829,1829,2021-09-05
"2021-09-12","00-39","1","53",0.571206005240422,0.862409411862006,0.625717775973432,0.00772730555354951,0.0114753589926496,0.00780501364231532,80660,80660,141210,141210,1070,1070,83420,83420,96729,96729,1110,1110,85540,85540,136707,136707,1067,1067,2021-09-12
"2021-09-19","00-39","1","53",0.578783372282416,0.874505060529934,0.634195761738609,0.00793144961405,0.0121990302804743,0.00847798576517662,81730,81730,141210,141210,1120,1120,84590,84590,96729,96729,1180,1180,86699,86699,136707,136707,1159,1159,2021-09-19
"2021-09-26","00-39","1","53",0.583528078747964,0.881328246957996,0.638767583225438,0.00477154424522846,0.00671980481551551,0.0045718214868295,82400,82400,141210,141210,660,660,85250,85250,96729,96729,650,650,87324,87324,136707,136707,625,625,2021-09-26
