"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","13",NA,NA,1.45128552798804e-05,NA,NA,1.24395902398975e-05,0,0,967100,0,0,0,0,0,685825,0,0,0,14,14,964662,964662,12,12,2021-01-03
"2021-01-10","00-39","1","13",NA,0.000108100219713697,3.21356081197352e-05,NA,0.000108100219713697,1.76227528398548e-05,0,0,1934200,0,0,0,40,40,1371650,370027,40,40,31,31,964662,964662,17,17,2021-01-10
"2021-01-17","00-39","1","13",0.00178850883076235,0.0012564137148643,0.000701800216034217,0.00169908338922423,0.00118250702575463,0.000669664607914482,400,400,967100,223650,380,380,680,680,685825,541223,640,640,677,677,964662,964662,646,646,2021-01-17
"2021-01-24","00-39","1","13",0.00436894388713968,0.00445287801885729,0.00263511986581829,0.00326635924462011,0.00317798763171558,0.00193331964978407,1790,1790,967100,409710,1190,1190,2410,2410,685825,541223,1720,1720,2542,2542,964662,964662,1865,1865,2021-01-24
"2021-01-31","00-39","1","13",0.00622058617958157,0.00633749859115374,0.00377023247520893,0.00234166331272182,0.00188462057229645,0.00113511260939065,2670,2670,967100,429220,640,640,3430,3430,685825,541223,1020,1020,3637,3637,964662,964662,1095,1095,2021-01-31
"2021-02-07","00-39","1","13",0.00680947012401353,0.00558451500018226,0.0042232408864452,0.000932090545938748,0.00072059021881923,0.000453008411236267,3020,3020,967100,443500,140,140,3830,3830,685825,685825,390,390,4074,4074,964662,964662,437,437,2021-02-07
"2021-02-14","00-39","1","13",0.00812597456789581,0.00675099332920206,0.00507120628779821,0.001538123489343,0.00145965710991588,0.000847965401353013,3700,3700,967100,455330,420,420,4630,4630,685825,685825,790,790,4892,4892,964662,964662,818,818,2021-02-14
"2021-02-21","00-39","1","13",0.00916020754596118,0.0076550140341924,0.00572532140791282,0.00161583518481115,0.00116403035347722,0.00065411512011461,4290,4290,967100,468330,320,320,5250,5250,685825,685825,630,630,5523,5523,964662,964662,631,631,2021-02-21
"2021-02-28","00-39","1","13",0.0103982858583312,0.00870484453031021,0.00647169682230667,0.00194857457533782,0.00131184373169655,0.00074637541439385,4950,4950,967100,476040,460,460,5970,5970,685825,685825,710,710,6243,6243,964662,964662,720,720,2021-02-28
"2021-03-07","00-39","1","13",0.0122877204441541,0.0103379141909379,0.00767315391297677,0.0020675841571364,0.00206938729507061,0.0012014570906701,6020,6020,967100,489920,640,640,7090,7090,685825,685825,1120,1120,7402,7402,964662,964662,1159,1159,2021-03-07
"2021-03-14","00-39","1","13",0.0145528952803488,0.0130645572850217,0.00966348835136037,0.00327574492866155,0.00345513771587682,0.0019903344383836,7610,7610,967100,522920,1350,1350,8960,8960,685825,685825,1870,1870,9322,9322,964662,964662,1920,1920,2021-03-14
"2021-03-21","00-39","1","13",0.0171518068607227,0.0153975139430613,0.011405030984946,0.0031129269851858,0.00293779089210917,0.00174154263358565,8980,8980,967100,523560,1120,1120,10560,10560,685825,685825,1590,1590,11002,11002,964662,964662,1680,1680,2021-03-21
"2021-03-28","00-39","1","13",0.0200418676617821,0.0187511391389932,0.0139665499418449,0.0041048920654851,0.0033827871541574,0.00256151895689889,11010,11010,967100,549350,1700,1700,12860,12860,685825,685825,2320,2320,13473,13473,964662,964662,2471,2471,2021-03-28
"2021-04-04","00-39","1","13",0.0250239627550322,0.0247730835125579,0.0186148101614866,0.00711820534943917,0.00761238897829545,0.0046482602196417,14620,14620,967100,584240,3300,3300,16990,16990,685825,685825,4120,4120,17957,17957,964662,964662,4484,4484,2021-04-04
"2021-04-11","00-39","1","13",0.0299433233577985,0.0302846936171764,0.022821464927612,0.00670112123335669,0.00696570544858589,0.00420665476612534,17910,17910,967100,598130,3060,3060,20770,20770,685825,685825,3770,3770,22015,22015,964662,964662,4058,4058,2021-04-11
