"thedate","agcl","inj","dep","txEPCI","txRes","txSPF","txEPCIw","txResw","txSPFw","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","date"
"2021-01-03","00-39","1","54",NA,NA,0,NA,NA,0,0,0,350540,0,0,0,0,0,249615,0,0,0,0,0,356322,356322,0,0,2021-01-03
"2021-01-10","00-39","1","54",0.00355239786856128,0.00219021229778738,0.00138638647066417,0.00355239786856128,0.00219021229778738,0.00138638647066417,340,340,701080,95710,340,340,430,430,499230,196328,430,430,494,494,356322,356322,494,494,2021-01-10
"2021-01-17","00-39","1","54",0.00737463126843658,0.00723279409966994,0.00426861097546601,0.00519174041297935,0.00504258180188256,0.00288222450480184,1250,1250,350540,169500,880,880,1420,1420,249615,196328,990,990,1521,1521,356322,356322,1027,1027,2021-01-17
"2021-01-24","00-39","1","54",0.00973647388059701,0.00942300639745732,0.00529577180190951,0.00256904303147078,0.00219021229778738,0.0010271608264435,1670,1670,350540,171520,320,320,1850,1850,249615,196328,430,430,1887,1887,356322,356322,366,366,2021-01-24
"2021-01-31","00-39","1","54",0.0100694444444444,0.0098304877551852,0.00544451367021963,0.000748036404438349,0.000521395851178727,0.000148741868310124,1740,1740,350540,172800,60,60,1930,1930,249615,196328,70,70,1940,1940,356322,356322,53,53,2021-01-31
"2021-02-07","00-39","1","54",0.0111000662690524,0.0111548021678008,0.00618822301177025,0.00149844803596275,0.00132431441261562,0.00074370934155062,2010,2010,350540,181080,140,140,2190,2190,249615,196328,260,260,2205,2205,356322,356322,265,265,2021-02-07
"2021-02-14","00-39","1","54",0.0144259130154985,0.0148730695570678,0.00830989947294863,0.00443078682198242,0.00371826738926694,0.00212167646117837,2690,2690,350540,186470,620,620,2920,2920,249615,196328,730,730,2961,2961,356322,356322,756,756,2021-02-14
"2021-02-21","00-39","1","54",0.0191987987343809,0.0199156513589503,0.0112286078322416,0.00513274336283186,0.00509351697159855,0.002918708359293,3580,3580,350540,186470,870,870,3910,3910,249615,196328,1000,1000,4001,4001,356322,356322,1040,1040,2021-02-21
"2021-02-28","00-39","1","54",0.0219874510645144,0.0226152153538976,0.0122585751090306,0.00286449199111423,0.00269956399494723,0.00102996727678897,4100,4100,350540,186470,490,490,4440,4440,249615,196328,530,530,4368,4368,356322,356322,367,367,2021-02-28
"2021-03-07","00-39","1","54",0.0258486619831608,0.0263334827431645,0.0140518968797885,0.00390887436633482,0.00371826738926694,0.00179332177075791,4820,4820,350540,186470,640,640,5170,5170,249615,196328,730,730,5007,5007,356322,356322,639,639,2021-03-07
