CODGEO;NBMENFISC18;NBPERSMENFISC18;MED18;PIMP18;TP6018;TP60AGE118;TP60AGE218;TP60AGE318;TP60AGE418;TP60AGE518;TP60AGE618;TP60TOL118;TP60TOL218;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18;D118;D918;RD18
200072684;12710;30465;21610;48;8.6;13.2;8.2;10.4;8.5;6;;5.4;22;72.9;66.2;2.4;4.3;30.4;6.7;4.7;2.6;1.3;0.8;-14.7;13520;32410;2.4
200072692;6867;14614;20700;45.6;11.6;;14.6;14.2;13.3;8.2;;6.7;26.4;61;53.1;2.4;5.5;39.7;8.8;4.8;2;1.7;1.1;-14.3;12600;31160;2.5
200072700;9625;22113;20440;42;11.6;16.1;13;12.9;12.7;8.3;8.2;7.4;26.9;67.8;59.3;2.8;5.7;32.6;8.6;5.1;2.5;1.6;1;-14.1;12550;31220;2.5
200072718;7396;17654;20940;45.3;11.7;;13.7;12.6;11.7;7.5;;7.2;27.2;71.8;63;2.5;6.3;29.1;8.6;5;2.6;1.4;1;-14.5;12490;32840;2.6
200072726;18382;43417;19660;37.6;14.3;20.9;16.1;16.7;12.9;9.4;13.5;8.7;32.5;68.8;58.8;2.7;7.3;29.1;9.1;7;3.1;2.5;1.4;-14;11810;30480;2.6
200072734;14935;39532;23350;54.6;5.4;;5;6;5.4;5;;5;13.9;82.5;76.3;2.6;3.6;21.9;7;4.5;2.7;1.1;0.7;-15.9;14950;35780;2.4
200072825;5017;12251;23210;55.3;7.5;;;7.8;;;;5.2;20.8;75.6;66.9;2.2;6.5;28.2;9.4;3.8;2.2;1;0.6;-17;14080;36500;2.6
200072874;10552;28426;25770;67.8;5.7;;5.8;6;5.5;5;;5;16.2;86.3;78.9;2.7;4.7;20.9;8.6;3.1;1.9;0.8;0.4;-18.9;15490;40530;2.6
200072882;17604;44609;21480;46.3;7.4;7.5;6.4;7.7;8.2;6;11.7;5;18;78.2;70.9;2.7;4.6;23.6;8.5;4.8;2.8;1.2;0.8;-15.1;13960;32270;2.3
200072981;14216;33261;21010;43.4;11.3;15.3;13.2;10.8;11.6;8.9;11.1;7;25.5;70.4;62.3;2.7;5.4;31.3;7.5;5.4;2.5;1.8;1.1;-14.6;12620;33630;2.7
200072999;9655;20555;21040;47.6;13;16.8;15;16.3;11.5;8.9;12.5;6.4;26.8;68.3;58.2;2.7;7.4;32.5;9.6;5.3;2;2.1;1.2;-15.7;12040;33720;2.8
200073013;12149;31283;26900;72;5.7;;6.8;6.4;5.2;5;;5;16.1;84.2;77.6;2.5;4.1;25.1;8.6;2.6;1.6;0.6;0.4;-20.5;15430;43270;2.8
200073096;24059;56797;21810;48.6;11.1;15.5;12.8;13;10;8.2;9.1;6.2;24;72.6;63.5;3.1;6;28;10.5;5.1;2.4;1.6;1.1;-16.2;12610;35950;2.8
200073104;4507;9108;19230;45;22;;23.5;27.3;24.2;18.2;17.4;14.2;33;60.7;45.9;3.3;11.5;37;15.5;5;1.3;2.4;1.3;-18.2;9860;37060;3.8
200073112;9889;22397;20100;39.6;13.2;17.3;16.8;15.5;14.5;8.5;8.4;8.6;30.3;64.3;56.1;2.9;5.3;36.4;7.8;5.1;2.5;1.5;1.1;-13.6;12170;30560;2.5
200073120;2750;5601;20250;44.2;19.3;;;21.3;20.1;16.7;;13.4;32.5;63.4;50.3;3.1;10;36.7;12.5;5.1;1.3;2.7;1.1;-17.7;10230;36660;3.6
200073138;2398;4716;19450;38.7;20.8;;;;;19.4;20.4;15.8;30.5;58.1;46.5;2.8;8.8;41.6;9.4;6;1.4;3.4;1.2;-15.1;9880;34250;3.5
200073146;8015;16628;20570;43.2;15.2;;20.4;18.2;15.1;11.2;11.8;10.3;31;60.3;52.1;3;5.2;40.1;9;5.4;1.8;2.4;1.2;-14.8;11340;33350;2.9
200073161;16245;39978;23520;58.7;6.7;11.5;7.3;7.1;6.8;5;;5;16.9;77;69.9;2.4;4.7;28.3;8.8;3.8;2;1.1;0.7;-17.9;14640;38130;2.6
200073237;8603;21646;22800;51.5;7.9;;6.7;8.3;8.6;6.1;;5.1;20.1;78.6;70.5;2.7;5.4;24.9;8.4;4.2;2.3;1.2;0.7;-16.1;13920;36160;2.6
200073245;17722;37461;20080;43.1;16.6;27.2;22.7;20.8;15.9;10.8;10.5;8.9;31.7;58;48.7;3.5;5.8;33.6;19.9;6.1;2;2.5;1.6;-17.6;11070;33730;3
200073252;4614;9672;18640;38.2;24.7;;26.2;27.4;22.7;22.4;25;16.2;37.7;64.3;53.6;3.4;7.3;35;8.6;7.6;1.6;4.2;1.8;-15.5;9340;32810;3.5
200073260;24580;54481;20450;43.5;11.3;14.2;12.3;13.4;12.3;8.3;9.9;7.5;24.3;61;51.7;3;6.3;39.9;9.1;4.9;2.2;1.7;1;-14.9;12660;32260;2.5
200073344;32024;78648;28240;73;5;12.4;6.3;5.3;5;5;5;5;13;82.5;76.4;2.2;3.9;27.4;10.1;2.5;1.4;0.6;0.5;-22.5;16000;48640;3
200073393;7934;16093;19130;35;17.3;;19.1;20.8;18.2;12.9;17.4;14;30.3;56.5;44.1;2.8;9.6;39.7;11.2;5.9;1.9;2.8;1.2;-13.3;11080;30750;2.8
200073401;4791;10742;20690;40.1;12.1;;11;11.7;14.1;9.7;;9.3;22.6;65.6;54.7;2.5;8.4;33.7;9.6;5.1;2.3;1.8;1;-14;12360;31980;2.6
200073419;37203;79574;20740;44.1;13.1;21.8;14.4;15.5;13.2;8.9;10.5;7.3;27.2;64.6;54.8;2.5;7.3;34.2;10.7;6.2;2.2;2.6;1.4;-15.7;12040;34170;2.8
200073427;12819;31253;21930;46.3;8;;8.3;9.2;7.1;6.2;8;5.1;19.2;71.7;63.4;2.6;5.7;26.8;12.7;4.8;2.4;1.5;0.9;-16;13740;34850;2.5
200077014;37560;89486;23160;55.4;12.1;17.6;14.5;13.5;11.2;8.6;9.1;5;26.3;75.8;68.4;2.7;4.7;26.7;10.3;4.9;2.2;1.6;1.1;-17.7;12260;39480;3.2
200083392;47861;110697;21680;50.1;11.2;20.5;13.7;12.8;10.2;6.4;6.5;5;27;73;66.1;2.5;4.4;29.7;8.7;5.4;2.6;1.6;1.2;-16.8;12640;35420;2.8
200084952;115015;257069;21100;50.5;16.2;28.4;20.5;18.3;14.8;10.3;8.2;5;30.9;72.1;64.3;3.2;4.6;30.3;7.2;7.3;2.5;3;1.8;-16.9;11170;36550;3.3
200085728;7807;16541;20300;41;14.8;24.4;17.2;17.3;13.3;11.4;12.3;8.4;31;63.2;53.1;3;7.1;35;10.4;6.2;2.1;2.6;1.5;-14.8;11760;32860;2.8
200085751;27045;66549;21800;49.5;12.7;19;16.2;15.1;10.6;9;8.6;7;28.2;72.1;65;3.1;4;29;8.7;5.4;2.6;1.7;1.1;-15.2;12170;35140;2.9
200089456;39996;98121;21780;52.7;13.7;20.9;16.8;15.1;13.9;8.4;7.5;5;29.1;75.9;69.5;3.2;3.2;26.8;7.1;6.4;2.7;2.3;1.4;-16.2;11850;35690;3
200090504;36720;92764;23540;59.6;9.9;16.1;12.2;10.6;8.9;7;6.2;5.2;22.7;81.1;73.6;2.9;4.6;23.7;8.6;4.6;2.3;1.5;0.8;-18;13100;38390;2.9
200090561;17845;37720;19290;40.4;19.6;32.9;27.7;25.2;19.1;12.3;8.5;9;42.5;60.1;53.1;3.2;3.8;38.3;7.6;8.4;2.5;3.9;2;-14.4;10410;31380;3
200090579;10712;24115;21310;48.5;11;;12.7;11.9;11;7.6;11.3;7.8;22;70.6;62;2.8;5.8;31.9;8.5;4.4;2.2;1.3;0.9;-15.4;12770;33970;2.7
200090751;42969;98569;18290;40.2;24;40.1;30.2;27.1;22.7;13.5;10.1;8.7;42.3;68.8;60.5;3.7;4.6;29.3;6.4;10.6;3.4;4.5;2.7;-15.1;9950;31260;3.1
200093201;467493;1094383;20730;49.2;19;28.2;20.3;21.5;19;13.1;10.5;6.9;34.9;77.9;69.5;3.1;5.3;23.3;9.4;7.5;2.7;3;1.8;-18.1;10540;38750;3.7
240100610;9071;23558;24170;59.4;7;;8.4;7.6;6;5.2;;5;15.8;81.7;75.2;2.6;3.9;22.3;8.6;4.3;2.4;1.1;0.8;-16.9;14090;39400;2.8
240100750;33377;81094;35820;51.6;12.3;14.9;10.8;12.8;14.6;11.1;7.5;8.3;19;92.5;87.1;2.9;2.5;16.9;7.9;1.5;0.6;0.5;0.4;-18.8;11510;79550;6.9
240100800;9139;22984;26030;65.1;6.3;;7.9;6.6;5.5;5;;5;15.2;80.2;73.3;2.4;4.5;23.7;12.4;3.5;1.8;1;0.7;-19.8;14790;45520;3.1
240100883;33027;79249;23010;54.5;9.4;14.2;10.7;10.1;8.4;6.9;7.4;5;20.3;77.5;70.7;2.7;4.1;25.2;9.2;4.8;2.4;1.4;1;-16.7;13250;37570;2.8
240100891;8433;19668;23330;47.5;14.2;16.1;15.3;16.9;14.3;10.6;;6.6;25.5;79.9;73.7;3.4;2.8;23.9;7.5;3.9;1.7;1.3;0.9;-15.2;11390;46420;4.1
240200444;10848;25234;18950;39.7;19.6;29.5;24.1;21.5;19.4;13.5;12.8;11.5;37.8;65.9;54.7;2.9;8.3;30.1;9.7;8.1;3.1;3.2;1.8;-13.8;10580;31360;3
240200469;5873;14067;19660;41.2;15.9;28;18.1;18.1;16.6;9.4;;8.3;36.3;68.2;58;3.2;7;29.4;9.7;7;2.9;2.6;1.5;-14.3;11520;32640;2.8
240200477;22532;49846;19230;43.5;21.1;32.1;28.1;25.4;22.1;13;8.2;6.5;35.9;65.5;57.2;3.2;5.1;32.9;8.8;8.6;2.8;3.6;2.2;-15.8;10180;33670;3.3
240200493;12386;30488;19430;43.2;18.3;28.6;21.2;21.3;18.7;12.2;10.1;10;39.1;69.3;59.7;3;6.6;29.8;8;7.6;3;3;1.6;-14.7;10910;32800;3
240200501;8082;20096;21040;46.4;11.2;16.2;12.3;11.6;11.8;9;;6.9;25.8;73.5;65.4;3;5.1;27.6;8.2;5.7;2.7;1.9;1.1;-15;12720;33290;2.6
240200519;2193;5520;21240;47;10.5;;;;;;;6.9;24.2;76.5;65.2;3.1;8.2;24.7;9;4.9;2.3;1.7;0.9;-15.1;12770;34290;2.7
240200576;8246;20153;20920;44.9;11.4;18;12.5;12.5;11.7;7.9;;6.6;25.5;73.3;64.3;2.9;6.1;27.6;7.9;5.8;2.7;2;1.1;-14.6;12610;33410;2.7
240200584;6085;14903;21690;54.4;10.9;;11.9;13.3;11;7.1;;7;23.5;75.5;63.5;2.9;9.1;25.7;11.1;5.1;2.5;1.6;1;-17.4;12580;36460;2.9
240200592;2132;5266;20990;43.4;13.5;;;16.1;;;;8.6;29.5;73.7;65.4;3.4;4.9;26.7;8.8;5.7;2.7;1.9;1.1;-14.9;11930;32730;2.7
240200600;8686;19361;17550;33.5;26;40.3;33.6;30.9;25.7;17;12.6;14.5;46.8;59.5;51.7;3.1;4.7;33.6;8.7;11;3.4;4.9;2.7;-12.8;9700;29150;3
240200634;2847;6520;17970;31.7;23;;29.4;27.3;23.7;15.5;;14.2;44.6;59.9;46.5;3.2;10.2;32.5;11.9;8.8;3;3.8;2;-13.1;9910;31560;3.2
240300491;3746;8202;19600;38;16.3;;17.1;18.6;19.9;12;;11.4;29.7;61.8;52.7;2.7;6.4;35.1;10.8;6.3;2.2;2.7;1.4;-14;11460;31270;2.7
240300558;3447;6880;19290;39;18.3;;23.5;22.9;22.2;13.1;;14.2;31.2;53.3;43.6;3;6.7;43.5;10.9;6.4;1.9;3.2;1.3;-14.1;10390;31580;3
240300566;2471;5508;20530;45.1;11.8;;;;;;;8.2;26.6;65.6;56.8;2.6;6.2;34.7;9.2;5.3;2.1;2.2;1;-14.8;12670;32070;2.5
240300657;3330;7359;20370;41.2;15.1;;16.4;14.5;19.2;;;11.2;34;65;55.1;2.6;7.3;34.8;8.7;5.7;2.2;2.4;1.1;-14.2;11440;32040;2.8
240400440;4326;8719;19920;42.2;19.1;;26.6;23.9;21.3;12.7;;11.1;32.2;54.6;42;3.7;8.9;42.8;12.6;6.3;1.8;2.9;1.6;-16.3;10350;35380;3.4
240500439;9215;19165;20820;49.9;13.1;;16;15.9;12.9;8.8;;7.7;20.5;68.4;56.4;4.1;7.9;31.5;12.4;4.9;1.8;1.9;1.2;-17.2;12040;35670;3
240500462;2969;6604;20470;46.9;13.8;;;17.5;;;;8.7;25.9;66.1;53.5;3.9;8.7;35.8;9.7;4.3;2;1.4;0.9;-15.9;11760;33690;2.9
240600551;36452;76163;22110;57.4;15.2;17.9;16.2;17.1;14.4;13.8;13.2;9.3;22.8;76.1;68.6;2.8;4.7;29.8;10.8;3.3;0.9;1.6;0.8;-20;11160;40140;3.6
240600585;84317;182291;24160;60.1;12.6;17.4;13;13.2;12.9;11.3;10.7;7.1;21.4;75.6;65.8;3.1;6.7;27.9;15.1;3.5;1.3;1.4;0.8;-22.1;12010;46920;3.9
240600593;10340;25008;22740;56.8;11.3;;13.6;12.1;11.4;8.2;10.7;7;21.9;76.4;67.2;3;6.2;27.7;9.5;4.1;1.8;1.6;0.7;-17.7;12590;37510;3
240700302;3833;7955;19340;39;21.9;;32;32.7;24.3;12.7;;16;36.8;51;39.4;4.2;7.4;44.4;13;6;1.9;2.6;1.5;-14.4;10170;33060;3.2
240700617;2619;5499;19140;38.9;20.1;;;24.4;25.2;;;12;38.5;55;44.6;4.1;6.3;40.1;11.9;6.9;2.1;3;1.8;-13.9;10190;31610;3.1
240700716;2429;5744;20910;42.8;11.4;;;;;;;7.9;29;68.7;61;2.9;4.8;32;8.8;4.9;2.4;1.6;0.9;-14.4;12560;32470;2.6
240700815;2985;6694;20510;44.4;14.6;;;16.9;;;;9.4;28.8;65.8;56.6;3.8;5.4;32.1;11.1;5.9;2.4;2.2;1.3;-14.9;11540;32380;2.8
240700864;7934;18038;20610;45.7;16.1;;16.7;21.8;15.7;12.9;11;8.6;32.7;67;58.5;3.4;5.1;31.6;11.4;6;2.4;2.2;1.4;-16;11150;35230;3.2
240800821;11263;25105;18750;39.1;20.3;28.8;24.7;25.6;19.4;14.3;13.1;10.9;36.8;63.6;56.5;3.7;3.4;33.5;9.4;7.8;2.5;3.4;1.9;-14.3;10540;31570;3
240800847;8390;19416;19550;38.3;18;26.1;20.5;20.6;17;13.8;12.8;10.8;35.2;65;56.5;3.1;5.4;29.6;12.2;6.6;2.4;2.6;1.6;-13.4;10960;31620;2.9
240800862;9043;21280;20610;43.1;14.2;16.9;14.8;16.4;14.5;10.4;13.5;9.8;30.8;69.6;59.2;2.5;7.9;29.7;9.6;5.7;2.5;2.1;1.1;-14.6;11790;33990;2.9
240800920;7594;16656;19740;38.7;16.8;25.8;19.4;20;17.9;11.4;12.3;11;33.9;62.1;49.1;2.1;10.9;33.1;12.5;6.5;2.4;2.7;1.4;-14.2;11100;32950;3
240900431;3881;7968;19650;40.1;16.7;;;21.2;16.3;13;;10.2;32.6;58;49.1;3.4;5.5;40.9;8.5;6.6;1.9;3.1;1.6;-14;10980;31890;2.9
240900464;7046;14145;18460;32.2;20.8;45;30.8;26.7;22.2;14.5;13.6;12.3;41.9;50.7;42.1;3.6;5;45;9.1;8.1;1.8;4.2;2.1;-12.9;10280;30190;2.9
241000223;2731;6770;22190;49.6;8.6;;;;;;;5;21.7;75.5;62;2.6;10.9;25.9;10.4;4.3;2.3;1.2;0.8;-16.1;13640;36870;2.7
241000405;4935;10169;20530;44.6;14.6;;24.4;15.7;12.4;9.9;;5.6;30.5;64.7;45.1;2.5;17.1;32.1;15.3;5.5;1.7;2.4;1.4;-17.6;11740;39230;3.3
241000447;3388;7556;20390;44.9;15.1;;23.6;14.8;14.4;;;8.2;38.6;64.4;53.7;2.9;7.8;35.8;8.8;5.8;2.4;2.2;1.2;-14.8;11620;34010;2.9
241000488;3524;8376;21710;49;9;;12.2;;;;;5.2;22.1;71.1;58.2;2.8;10.1;30.2;9.9;4.5;2.3;1.3;0.9;-15.7;13320;36150;2.7
241100593;60424;125235;19420;41.4;20.1;34.4;25.5;24;21.2;13.5;12.8;10.5;35.7;59;48.4;3.7;6.9;39.1;9.9;7.7;2.1;3.6;2;-15.7;10290;33790;3.3
241200187;25112;51643;22170;53.8;12;21.7;14.6;13.4;11.1;7.3;8.4;5;26.2;70.4;61.8;2.1;6.5;31;11.7;5.1;1.8;2;1.3;-18.2;12310;37400;3
241200542;2308;4936;19260;36.5;18.5;;;21.9;19.8;;;16;30.7;56.2;36.9;1.9;17.4;38.5;13.6;5.3;1.7;2.6;1;-13.6;11020;32850;3
241200567;14282;29883;20030;40.8;15.1;28.2;19.4;18.3;12.7;10.1;10.7;6.6;31.3;63.9;54.1;3;6.8;34.6;10.5;6.5;2.1;2.7;1.7;-15.5;11590;33490;2.9
241200625;2298;5282;21060;42.3;12.5;;;;;;;9.1;25.6;68.7;57.6;2.2;8.9;30.2;10.8;5;2.3;1.7;1;-14.7;12350;33290;2.7
241200641;5000;11323;22090;47.5;11.5;;12;11.1;10.6;9.6;15.8;8.4;25.1;66.1;55.8;1.9;8.4;32.7;13.7;4.1;1.9;1.4;0.8;-16.6;12500;36090;2.9
241200658;3254;7790;21810;48.3;9.8;;;;;;;7.4;22.1;72;57.3;2;12.7;27.5;11.7;4.2;2;1.4;0.8;-15.4;13160;34770;2.6
241200674;2653;5975;20500;41.1;11.9;;;;;;;9.3;22;62.9;52.2;1.9;8.8;35.3;10.9;5;2.2;1.8;1;-14.1;12280;33360;2.7
241200765;2353;5181;19560;36.7;15.8;;;;18;;;14.2;23.7;60.5;39.7;1.7;19.1;33.8;15.2;4.4;1.7;1.8;0.9;-13.9;11130;33420;3
241200807;2462;5314;19090;35.9;18.1;;;23.5;;;;14.9;31.1;55.3;42.3;2.3;10.7;40.4;12.7;5.2;1.8;2.3;1.1;-13.6;10820;31410;2.9
241200906;2376;5076;19090;37.6;19.4;;;24.3;21;;;14.9;29.9;61.6;45.7;3.3;12.6;36.4;10.3;5.4;2.1;2.2;1.1;-13.7;10620;31840;3
241200914;2254;4871;19290;36.3;18;;;;;;;14.7;31.2;58.9;43;3.2;12.7;37.2;12;5.3;1.8;2.4;1.1;-13.4;10800;31540;2.9
241300375;12661;28074;22630;53.4;13.7;18.9;12.9;13;15;12.9;13.4;9.3;21.5;65.3;53.6;3;8.7;32.2;20.7;3.4;1.3;1.4;0.7;-21.6;11680;43240;3.7
241300417;37774;85856;19220;42.2;22.7;30.2;26.3;26.8;23.8;17.8;14.1;9.3;37.1;67.2;57;4;6.2;30.6;10.6;8.1;2.7;3.3;2.1;-16.5;9900;33970;3.4
241400415;11510;21073;21580;53.8;14;;20.3;18.5;17.3;10.8;7.7;7.3;21.9;54.7;44.6;3;7.1;45.7;16.8;3.8;1.1;1.7;1;-21;11770;43760;3.7
241400514;11408;26838;20630;41.6;12.2;14.2;13.9;12.3;14.3;8.8;10.3;7;25.8;70.1;61.8;3;5.3;29.9;8;6.1;2.7;2.1;1.3;-14.1;12400;32100;2.6
241400555;13614;29767;21890;49.8;11;17.5;12.5;13.6;12;7;7.2;5;22;65.9;56.7;2.7;6.5;35.2;10;5.4;2;2.1;1.3;-16.5;12710;36820;2.9
241400860;11190;24421;24230;59.6;8.1;;11.9;9.5;8.4;5;;5;18.5;66.8;58.3;2.4;6.1;38;10.5;3.4;1.4;1.2;0.8;-18.7;13810;41860;3
241400878;8191;18998;22120;50.9;10.7;;11;11.6;11.6;8.8;;7.4;19.9;71.4;60.2;2.9;8.3;30.9;11.5;3.8;1.8;1.2;0.8;-17.6;12730;38790;3
241500230;25219;51893;21500;49.3;11;18.1;11.9;13;10.9;7.7;9.2;5;25.9;67.1;58.4;2;6.7;33.6;11.1;5.2;1.6;2.3;1.3;-17;12730;35870;2.8
241500255;3151;6111;19240;37.5;16.4;;;19.2;19;13.3;;13.7;24.9;56.5;42.1;2;12.4;40.4;12;4.9;1.5;2.4;1;-13.8;11290;32140;2.8
241500271;3142;6344;20020;40.2;14;;;;;;;9.4;25.5;60.1;47.5;2.1;10.5;37.8;11.7;5.1;1.7;2.2;1.2;-14.7;11960;32810;2.7
241501055;3860;7754;19850;39.3;14;;;18.4;14.8;10.8;;10.2;26.1;57.9;45.9;2.1;9.9;40.4;10.6;5.1;1.6;2.4;1.1;-14;11880;32040;2.7
241501089;2258;4736;20440;39.8;12.7;;;;;;;9.4;23.5;60.2;48.1;2.6;9.5;36.6;13.5;4.7;1.8;2;0.9;-15;12160;34670;2.9
241501139;3900;7830;19240;35.5;15.9;;;;16.8;13.3;21.2;12.8;27.9;56;41.2;2;12.8;40.4;12.2;5.1;1.6;2.5;1;-13.7;11340;31390;2.8
241600303;4223;9489;20610;44;13.4;;17.5;13.2;12.3;9.6;;9;29.5;69.6;54.5;3;12.1;30.5;10.5;5.3;2.1;2.1;1.1;-15.9;11870;34480;2.9
241700434;80028;167019;22740;54.6;11.7;22.9;14.7;14.1;12.2;6.9;6.1;5;23.4;66.4;57.2;3.1;6.1;35.9;11.2;5;1.6;2.1;1.3;-18.5;12450;40080;3.2
241700459;8822;18393;24980;62.2;9.7;;15.5;12.5;13.9;6;;6.1;16.3;51.9;40.1;3;8.8;46.8;20.9;2.4;0.9;1;0.5;-22;13150;48900;3.7
241700517;7250;17353;20790;43.7;12.2;;11.8;13.7;12.6;8.6;13.9;9.4;21.5;67;58.2;3;5.8;32.7;9.5;5.4;2.5;1.9;1;-14.6;12320;33040;2.7
241700624;11647;22812;21300;50.3;13.1;;18.5;18.3;16;8.2;9.2;8.4;24.1;50.6;38.1;3.2;9.3;48.8;14.1;3.8;1.2;1.7;0.9;-17.3;12000;37430;3.1
241700632;6209;14319;20120;41.2;12;;12;13.4;13.3;9.2;14.3;9;21.9;65.2;53.2;3.5;8.5;33.8;10;5.7;2.3;2.3;1.1;-14.7;12350;32850;2.7
241700640;44108;86831;21750;50.7;12.1;19.6;16.9;16.8;15;8;8;7.7;23.5;48.2;38.1;2.8;7.3;51.4;14.4;3.8;1.1;1.8;0.9;-17.8;12360;38210;3.1
241700699;6931;14790;20020;42.2;13.4;;13.8;17.9;15.8;9.1;10.9;9.3;24.5;58.7;47;3.4;8.3;41.2;9.6;5.5;1.9;2.4;1.2;-15;12100;31860;2.6
241800374;4162;9981;21280;47;9.4;;10.2;10.5;;;;5;20.3;74.8;66.3;2.5;6;26.1;8.2;5.7;2.7;1.9;1.1;-14.8;13200;33620;2.5
241800424;3215;7058;20840;43.5;11.5;;;12.4;;;;7;26.9;64.4;56.3;2.5;5.6;34.6;10.5;5.6;2.1;2.3;1.2;-15.1;12530;33120;2.6
241800432;2421;4876;18510;33.2;19.6;;;27.3;;;;13;35.8;50.1;42.6;2.7;4.8;45.1;9.9;7.9;1.9;4.2;1.8;-13;10280;29570;2.9
241800457;5152;11257;20860;47.8;12.7;;13.9;14.8;13.1;8.5;;7;30.8;66.8;60.8;2.6;3.4;35.1;6.9;5.7;2.1;2.4;1.2;-14.5;12230;32680;2.7
241800507;47477;99027;21670;52.5;14.7;25.5;20.1;17.3;13.4;9.5;7.7;5;31.2;68.7;61.5;2.3;4.9;33.8;8.4;6.6;2;2.9;1.7;-17.5;11470;36950;3.2
241900133;4336;8933;20110;45.6;15.6;;20.2;17.9;14.1;11.4;;10.3;29.5;60.2;52.2;2.6;5.4;40.8;8.8;5;2;1.9;1.1;-14.8;11540;32520;2.8
241927201;19950;41510;21540;49;12.2;23.3;15.4;14.7;11.5;7;10.7;6.7;27.4;63.2;55.2;2.5;5.5;39.1;8.5;4.8;1.8;1.9;1.1;-15.6;12350;34530;2.8
241927243;4176;8658;20870;42.8;13.9;;15;13.4;14.9;10.3;16.5;10;27.4;62.9;51.9;2.1;8.9;38.2;9.1;4.5;1.7;1.8;1;-14.7;11960;33240;2.8
242000354;20797;41764;20340;47.5;19.9;24.4;21.7;21.7;19.6;16.9;19.8;9;31;70.5;58.4;2.3;9.8;30;11.7;7.2;1.5;3.9;1.8;-19.4;10420;38950;3.7
242000495;3301;6757;20380;47.5;20.6;;;25.5;20.3;19.1;;14.2;30;58.5;46.6;3.2;8.7;39.8;15.9;4.7;1.5;2.3;0.9;-18.9;10090;37190;3.7
242000503;3054;6870;23880;55.5;11.4;;;;;;;8.5;18.3;73.4;63.7;2.5;7.2;30.9;9.8;3.8;1.2;1.9;0.7;-17.9;12490;40710;3.3
242010056;30463;63076;22160;55.2;14.7;17.5;16;14.7;14.1;13.3;15.8;7.3;23.4;74.8;64.9;2.4;7.5;29.2;10.4;5.4;1.4;2.7;1.3;-19.8;11530;39940;3.5
242010130;4364;8973;20310;45.5;20.2;;22;20.4;22.2;17.2;21;13.6;28.2;62.9;51.6;2.9;8.4;35.6;12.2;6;1.7;3;1.3;-16.7;10040;35680;3.6
242020071;3207;6342;20130;46.1;19.7;;;19.7;17.8;16.9;;10.9;29.6;70.9;60.2;2.6;8.1;29.7;10;6.1;1.5;2.9;1.7;-16.7;10220;35210;3.4
242020105;5194;10881;19330;44.1;21;;21.2;20.8;23.3;20.2;17.7;14.4;28;66;49.4;4.1;12.5;32;13.4;5.8;1.8;2.6;1.4;-17.2;9860;35990;3.6
242100154;5396;13489;23350;54.9;7.2;;;6.5;9.7;;;5;19.7;77.7;69.6;2.1;6;26;8.7;4.1;2.2;1.2;0.7;-16.5;14190;36790;2.6
242100410;109551;223786;22050;55.7;13.8;23.3;16.9;16.4;13.4;8.2;6.1;5;26.4;72.9;64.7;2.6;5.6;31.3;9.2;5.7;1.9;2.2;1.6;-19.1;11770;39040;3.3
242101434;9140;18910;19980;42;15.9;;20;22.1;19.1;9.2;9.8;11;30.2;59.4;48.4;2.7;8.3;38.7;10.9;5.6;1.9;2.5;1.2;-14.6;11220;32550;2.9
242101442;2537;5035;19910;42.4;14.9;;;;;;;10.1;27;58.2;48.1;2.5;7.6;40.8;9.5;5.7;1.8;2.6;1.3;-14.2;11670;33610;2.9
242101459;3352;7041;20820;45.5;12.4;;;16.5;;;;6.8;26.3;64.7;56.6;2.2;5.9;35.6;9.5;5.1;2.1;1.9;1.1;-14.9;12150;32690;2.7
242101491;4810;10131;20750;45.9;11.9;;13.8;14.2;13.2;8.7;;5.6;26.6;63.9;55.1;2.6;6.2;37.1;8.2;5.5;1.9;2.4;1.2;-14.7;12410;32920;2.7
242101509;8607;20198;20890;45;10.8;;11.1;12.3;10;7.9;11.4;7.3;24.9;70.7;62.9;2.9;4.9;31;7.8;5;2.5;1.6;0.9;-14.5;12820;32630;2.5
242200715;8299;17051;19420;36.5;17.6;;18.6;23.3;19.6;12.9;14.5;13.6;33.6;59.2;45.1;2.8;11.3;39.7;8.8;6.2;2.1;2.8;1.3;-13.9;10720;31530;2.9
242300135;4904;9849;19390;40.4;18.3;;23.2;20.1;18.1;13.3;16.3;12.2;33.7;59;50.2;2.8;6;39.9;9.5;6.5;1.8;3.2;1.5;-14.9;10760;33260;3.1
242320000;3244;6604;19260;38.7;18.7;;;22.4;22.6;;20.7;14.4;37.2;56.1;44.6;2.5;9;43.1;8.7;5.6;1.8;2.6;1.2;-13.5;10630;31450;3
242320109;3490;6798;19320;37.2;19.6;;;20.7;22.2;16.1;21.6;17.1;32.8;52.1;41.8;2.4;7.9;47.4;9.1;5;1.5;2.5;1;-13.6;10340;31310;3
242400752;6615;13472;19450;38;17.8;;20.8;19.7;20.3;13.3;17.5;13.6;31.5;54.3;44.6;2.6;7.1;44.4;10.2;4.9;1.5;2.2;1.2;-13.8;10790;32550;3
242400935;2942;6124;18830;36;21.3;;26.1;26.7;22.9;15.1;;14.6;38.1;54.7;45.4;3.2;6.1;43.6;8.6;6.7;2.1;3;1.6;-13.6;10100;30490;3
