CODGEO;NBMENFISC18;NBPERSMENFISC18;MED18;PIMP18;TP6018;TP60AGE118;TP60AGE218;TP60AGE318;TP60AGE418;TP60AGE518;TP60AGE618;TP60TOL118;TP60TOL218;PACT18;PTSA18;PCHO18;PBEN18;PPEN18;PPAT18;PPSOC18;PPFAM18;PPMINI18;PPLOGT18;PIMPOT18;D118;D918;RD18
200070233;19155;48588;21890;48.4;6;8.2;6.2;5.8;5.7;5;7.4;5;16.3;80.9;74;2.5;4.4;20.9;9.4;4.3;2.7;0.9;0.7;-15.5;14560;33340;2.3
200070282;7699;16410;19090;35.6;18.9;;21.4;20.8;21.2;13.6;17.6;13.7;34.3;56.5;46.1;2.8;7.6;40.3;10.5;6.3;2;2.9;1.4;-13.6;10590;32120;3
200070290;9458;22064;20600;28.7;18.4;25.7;23;19.7;18.2;13;12.5;13.4;36.2;40.6;34.4;2.8;3.4;24.8;39.5;4.5;1.6;1.9;1;-9.4;10130;37030;3.7
200070308;33914;74571;21560;52.8;13.9;21;17.6;16.7;13.8;8.6;7.3;5;27.3;70.9;61.3;2.7;6.9;31.9;9.9;5.4;2.3;1.9;1.2;-18.1;11780;37930;3.2
200070316;10529;21818;20290;42.7;13.2;;15.6;16.7;14.9;9.9;9.1;8.1;27.9;59.4;50.9;2.4;6.1;41.2;9;4.8;1.7;2;1.1;-14.4;12030;31560;2.6
200070324;17967;39837;20070;42;16.7;30.5;21.4;19.8;16.3;9.8;7.9;7;34.7;66.1;58.5;3.1;4.5;33.8;7.5;7.5;2.6;3.2;1.7;-14.9;11090;32080;2.9
200070332;7208;14906;20180;41.7;14.1;;15.6;16.3;15;9.8;14;10.3;31.4;56;46.6;2.7;6.7;42;11;4.9;1.8;2.1;1;-13.9;11670;31290;2.7
200070340;3885;8252;22340;56.1;10.4;;;14.2;;;;5.9;20.4;69.8;56.2;3.3;10.3;32;11.8;3;1.6;0.8;0.6;-16.6;12820;35430;2.8
200070365;9040;21062;18830;38.9;21.3;35;24.3;24.9;21.2;14;18.2;14.5;38.5;64.6;53.3;4.1;7.2;33.7;8.7;7.9;2.8;3.4;1.7;-14.9;10100;31590;3.1
200070373;10534;22503;19860;40.8;14.9;16.6;19;17.7;16.9;11.1;9.8;9;32.8;59.9;51.4;2.8;5.7;39.8;9.3;5.3;2.2;1.9;1.2;-14.3;11410;32100;2.8
200070407;25385;54977;21220;45.6;12.2;17.4;14;13.2;11.9;9.7;10;7.8;24.8;68.4;59.8;2.9;5.7;32.3;9.5;5.2;2.1;2;1.1;-15.4;12330;34150;2.8
200070431;18623;43737;21860;49.1;10.8;18.6;12;11.6;10.8;7.9;9.3;6.2;24.5;71.2;62.8;2.8;5.6;29.7;10.3;4.8;2.2;1.6;1;-16;12800;35430;2.8
200070449;21342;54585;24260;59.7;5.7;9.1;5;6.5;5.8;5;7;5;17.4;78.7;70.4;2.3;6;26.3;9.2;3.3;1.9;0.9;0.5;-17.5;15020;39510;2.6
200070464;6724;14216;22590;56;9.6;;10.9;10.2;11.8;6.5;;5;20.1;68.4;58.2;2.8;7.4;33;12.5;3.6;1.6;1.2;0.8;-17.5;13190;37380;2.8
200070506;5745;12483;20690;41.6;13.4;;13.6;13;13.8;11.5;15.1;10.1;27.2;65.7;56.4;2.3;7;36;8.2;4.7;1.9;1.9;0.9;-14.6;11940;32110;2.7
200070514;31647;67702;21950;50.9;11.9;20;14.7;13.6;12.1;7.4;8.7;6.1;25.9;69.6;59.2;2.7;7.7;31.9;10.7;5.1;1.7;2.2;1.2;-17.3;12410;37960;3.1
200070530;16271;33874;20060;43.5;15.5;25.8;19.5;19;15.2;10.9;11.3;9.2;29.5;62.3;52.2;2.9;7.2;39.2;8.5;5.4;2;2.2;1.2;-15.4;11430;32810;2.9
200070548;6894;14808;20320;41.3;12;;16.1;13.9;13.7;7.5;9.8;8.1;25.7;60.7;51.8;2.4;6.5;38.9;10.3;4.6;1.9;1.7;1;-14.5;12490;32080;2.6
200070555;8970;22138;22650;52.6;7.5;;8.2;9;7.1;5;;5;18.3;74.2;67;2.5;4.7;27.7;9.9;4.3;2.4;1.1;0.8;-16.1;14120;35950;2.5
200070563;18213;43361;21620;49;12.5;22.5;15;13.9;10.8;8.4;8.7;5.5;28;74.1;67.1;2.6;4.4;28.4;8.1;5.8;2.4;2.1;1.3;-16.4;12220;35610;2.9
200070571;2956;7055;22200;53.2;7.5;;;;;;;5.5;;72.4;64.6;2.4;5.4;30.5;8.3;4.5;2;1.7;0.8;-15.7;13940;34290;2.5
200070589;7282;18602;24080;58.7;6.7;;6.2;7.5;7.8;;;5;17.3;77.6;69;2.3;6.3;27;9.5;3.3;1.9;0.9;0.5;-17.4;14530;38680;2.7
200070647;28004;59291;20100;43.7;17.2;23.8;21.5;22.8;18.4;11.1;11.6;9.8;32.5;59;49.8;3.1;6.1;40;9.9;6.8;2.2;2.9;1.7;-15.7;11080;33920;3.1
200070662;12431;31607;21250;43.8;8.8;;8.8;8.9;7.8;6.9;13;5.9;20.8;80.4;72.5;2.7;5.2;21.8;6.8;5.7;3.1;1.6;1;-14.7;13520;32290;2.4
200070670;10052;22654;20350;41;12.6;16;13.5;14.1;14.7;7.8;12;8.3;26.2;65.3;53.9;2.7;8.7;34.2;10.4;5.7;2.5;2.1;1.1;-15.6;12310;32220;2.6
200070688;8958;21272;20340;39.6;11.2;;12.1;11.7;10.8;7.9;13.9;7.6;22.3;70.2;61.5;2.5;6.2;29.5;8.1;5.9;2.9;1.9;1.1;-13.7;12670;30500;2.4
200070712;16983;36462;19460;38.9;17.4;24.9;23.7;20.7;16.6;12.5;11.8;10.5;35.7;63;55.2;3.4;4.4;36;9;6.3;2.2;2.7;1.4;-14.3;10970;31930;2.9
200070720;13726;27935;21390;49;14.2;22.7;18.9;17.5;16.2;9;11.3;9.4;27.1;56.3;45.9;3.8;6.6;44.4;11.6;4.4;1.5;1.9;1;-16.7;11570;36300;3.1
200070738;7788;18710;23160;53.1;7.8;;9.2;8.2;7.1;5.7;;5.2;18.8;73.9;66.6;2.5;4.8;27;11.6;3.6;1.8;1.2;0.6;-16.1;14000;37700;2.7
200070746;27936;62409;21450;48.3;14.4;25.3;20.9;17;12.7;9.5;8.5;6.6;31;72.7;65.3;2.9;4.5;29.7;8.7;5.4;1.8;2.3;1.3;-16.5;11550;37420;3.2
200070753;28932;66759;23850;57.7;8.2;15.9;8.9;8.7;7.7;5.5;7.9;5;21.9;75.5;68.5;2.3;4.7;28.8;9.3;3.9;1.8;1.3;0.8;-17.5;13910;38740;2.8
200070761;12872;26165;19910;41.6;16.6;20.5;21.8;21.1;15.9;11.8;14;12.6;32.5;57.9;49.6;2.7;5.6;39.4;12.8;4.9;1.7;2.2;1;-15;11200;32790;2.9
200070779;14752;38743;25960;69.3;5.1;;5;5.2;5.9;5;;5;15.2;86.3;79.5;2.3;4.5;22.2;7.6;3.1;1.9;0.8;0.4;-19.2;15770;41560;2.6
200070787;8072;16462;20560;44.7;14.2;;18;16.4;13.2;11.6;12.8;9.9;27.4;60.8;52.1;2.9;5.8;41.1;7.4;5.4;1.6;2.6;1.2;-14.7;11800;32430;2.7
200070795;2970;6222;19500;37.3;19.2;;;19.3;22.5;15;20.3;15.6;32.1;54;42.8;2.6;8.6;44.2;10.1;5.4;1.5;2.8;1.1;-13.7;10610;31950;3
200070803;4650;10957;21690;48.6;11.1;;11.3;9.9;11.9;8.6;14.8;8.5;25.4;70;61.4;2.6;6;34.3;7.3;3.9;1.9;1.3;0.7;-15.5;12670;33710;2.7
200070811;7450;15364;20970;47.3;12.1;;15.7;16;12.3;7.4;10;8;22.2;62.2;49.7;3.4;9.1;39;10.4;3.9;1.4;1.6;0.9;-15.5;12390;34670;2.8
200070829;3200;6594;20440;43;15.8;;;20.3;;11.9;;11.9;31.3;56.8;47.5;2.9;6.4;44.1;8.9;4.6;1.6;2.1;0.9;-14.4;11230;32160;2.9
200070845;23113;52061;20530;40.4;15.3;24.2;17;17.7;16;10.2;11.1;8.5;32;62.7;55.7;3.1;3.9;30.4;14.4;6.1;2.1;2.5;1.5;-13.6;11420;33770;3
200070852;7925;19782;27900;52.5;7.4;;7.3;6.3;7.7;7.7;;5.1;15.7;87.6;80.4;3;4.2;17.7;8.1;2.1;1.2;0.5;0.4;-15.5;14430;53960;3.7
200070894;12462;29507;24330;61.6;5.9;;6.7;6.4;6.2;5;;5;15.4;78.2;64.7;2.1;11.4;25.5;12.9;3.2;1.6;1;0.6;-19.8;14820;41920;2.8
200070902;9471;22673;21220;46.1;9.7;14.5;11.1;9.5;9;7.8;;5.1;24.7;72.5;66;2.8;3.7;29.9;6.8;5.4;2.7;1.7;1;-14.6;13130;32520;2.5
200070910;2051;4868;22420;53.3;7.9;;;;;;;5;;69.9;60.5;2.5;6.9;31.4;10.1;4.5;2.3;1.4;0.8;-15.9;14030;34530;2.5
200070928;7222;17973;19770;42.2;15.9;22;19;16.9;16.6;10.9;;8.3;34.5;73.2;62.3;3.1;7.8;25.8;8.9;6.9;3;2.5;1.4;-14.8;11560;32030;2.8
200070936;13934;32538;20120;43.5;15;19.2;17.7;17;16.7;10.1;11.9;9.9;29.6;65.7;53.3;2.9;9.5;33.7;10.7;5.4;2.2;2.2;1;-15.5;11620;34260;2.9
200070944;9580;22266;19660;43;13.6;21.8;15.8;15.3;14;9.4;9.5;7.4;28.9;67.4;59.3;2.8;5.3;33.4;7.8;6;2.3;2.5;1.2;-14.6;11980;31510;2.6
200070951;12369;29853;20910;46.3;14.2;24.3;16.5;15.3;14.3;9.5;10.8;7.9;32;71;61.5;2.8;6.7;29.8;8.9;5.9;2.5;2.3;1.1;-15.6;11830;34460;2.9
200070969;8551;21171;22150;52.3;9.5;;10.9;10.2;9;7.1;;5.7;22.5;77.5;69;2.7;5.8;24.6;9.4;4.8;2.3;1.7;0.8;-16.3;13250;35610;2.7
200070977;10454;24558;19840;43;15.9;25.5;19.7;19.7;13.9;9.8;;7.9;32.4;71.2;61.1;3.4;6.7;28.5;8.3;7;2.7;2.8;1.5;-15;11260;32730;2.9
200070985;8390;19527;19290;42.7;18.9;25.7;26.8;23.3;19;10.8;9.8;8.8;40.2;66.5;57.9;3.4;5.2;32.9;8;7.4;2.8;3;1.6;-14.8;10730;31820;3
200070993;21668;47208;19480;42.2;18.8;33.8;25.7;21.4;17.7;12.8;10;8.5;35.8;63.3;54.5;2.9;5.9;35.3;9.5;7.5;2.2;3.6;1.7;-15.6;10820;33030;3.1
200071017;7121;14974;21030;47;12.7;;16.7;13.8;15.7;7.7;;8;25.6;65.5;55.8;2.5;7.2;34.8;10.5;5;1.9;2.1;1;-15.8;12170;34460;2.8
200071025;4148;8668;20570;43.3;17.7;;25.7;21.5;16.6;14.3;;11.5;32;59.6;45.5;3.8;10.3;38.9;12.4;5;1.6;2.2;1.2;-15.9;10550;35840;3.4
200071033;2234;5046;21550;47.4;13.9;;;;;;;9.9;24;67.7;57.6;3.7;6.4;33.2;9.6;5.1;1.9;2;1.2;-15.6;11750;35650;3
200071041;4359;9804;20440;42.4;13.9;;17.6;17.5;12.3;9.9;;9.2;31.9;63.9;52.2;2.7;9;35.4;9.7;5.4;2.4;1.9;1.1;-14.4;11660;33480;2.9
200071058;11732;27204;19890;40.9;16.8;25;18.2;18.2;19.5;11.6;14.7;11.6;33.7;64;52.4;3.8;7.8;35.3;9.7;6;2.4;2.3;1.3;-15;11100;33180;3
200071066;33884;72418;19600;40.7;17.1;27.1;22.5;21;17.8;10.9;9.1;8.3;34.8;64.4;56.2;3.4;4.8;35.1;9;6.5;2.2;2.7;1.6;-15;11100;32090;2.9
200071074;8511;21762;23780;61.5;9.1;20.8;12.1;9.9;7.5;5.4;;5;22.4;80.2;73.4;3.2;3.6;26.7;6.7;4.3;2.4;1.2;0.7;-17.9;13390;38580;2.9
200071082;29781;59614;20140;44.4;17.4;32.6;24.4;21;16.9;10.9;8.8;7.3;35.8;59.5;52;2.6;4.9;38.9;10;7.5;2;3.6;1.9;-15.9;10940;33420;3.1
200071116;16233;32781;21390;51.5;14.1;20.5;20.9;18.2;12.1;9.7;7;5.2;28;65.7;58.7;2.5;4.5;36.4;9.4;5.6;1.8;2.4;1.4;-17.1;11800;36490;3.1
200071140;29748;62164;20980;47.5;13.9;25.1;17;15.8;14.5;8.6;9.1;5.8;28.9;63.9;55.9;2.4;5.6;35.6;9.9;6.5;2.1;2.8;1.6;-15.9;11780;34340;2.9
200071157;16622;35381;20640;43.8;12;16.8;14.5;14.2;13.2;9.2;7.3;6.6;26.7;63;55.6;2.8;4.6;37.8;9.9;4.4;1.8;1.6;1;-15.1;12400;33880;2.7
200071165;27769;55392;22530;54.8;8.9;13.8;12.2;11.8;11.5;5.5;5.7;5.1;19.2;54;45.3;2.6;6.1;47.8;13.9;3.2;1.2;1.2;0.8;-18.9;13440;38930;2.9
200071173;3308;6865;20320;42.3;14.7;;21.3;15.7;15.2;;;11.4;27.9;60;49.4;2.4;8.2;39.2;10.5;4.7;1.9;1.9;0.9;-14.4;11640;32550;2.8
200071181;15553;37508;21050;46.8;13.3;19.3;13.8;15.1;12.8;10.7;10.9;8.2;30.1;72;63.2;2.5;6.3;29;9.2;5.4;2.3;2.1;1;-15.6;12030;34300;2.9
200071199;8386;20067;21540;45.3;10.3;;9.7;10.5;11.7;8.6;;7.5;25;73.7;65.2;3.1;5.4;27.4;9.1;4.6;2.3;1.5;0.8;-14.8;12970;33980;2.6
200071207;3792;8190;21770;47.7;11;;;11.9;14.2;;;7.6;22.2;67.5;57.1;2.4;8;33;10.8;4.5;2.1;1.5;0.9;-15.8;12590;35610;2.8
200071215;5871;12346;19650;38.5;16;;13.8;16.3;18.4;13.8;18.5;13.4;26.8;62.7;51.9;2.6;8.2;36.2;10.2;4.5;1.8;1.9;0.8;-13.6;11340;31230;2.8
200071223;11357;27369;20600;46.3;12.5;21.3;14.1;14.4;11.9;9;8.3;7;29;72;64.5;3.2;4.3;29.6;7.4;5.7;2.4;2.3;1;-14.7;12250;32200;2.6
200071298;15848;40588;23920;55.3;8;;7.5;7.2;7.5;7.3;13.5;5;18.1;83.9;75.6;2.8;5.5;20.1;9.5;4.2;2.2;1.3;0.7;-17.7;13890;39260;2.8
200071314;13513;34183;23770;56.4;8.6;14.4;7.5;8.3;8.2;7.6;12.6;5;20.2;86.4;79.2;2.7;4.5;18.8;8.2;4.4;2.3;1.3;0.8;-17.8;13610;39910;2.9
200071363;40626;81046;20580;45.5;16.1;27.2;22.4;18.9;16.5;11.1;9.2;8;32.1;59.1;50.9;2.7;5.5;39.8;11.1;6.6;1.8;3.1;1.7;-16.6;11150;35310;3.2
200071371;10458;25328;22390;52.9;6.9;;7.4;6.7;7.2;5;;5;15;74.3;66.8;2.4;5.1;27.3;10.2;4.3;2.3;1.2;0.8;-16.1;14130;35220;2.5
200071389;15095;32526;20450;42.9;13.4;16.1;14.3;15.8;14.4;10;11.3;8.8;27;63.9;55.5;2.8;5.6;34.2;10.6;6;2.1;2.6;1.3;-14.7;12020;33070;2.8
200071405;9310;21659;20840;45.6;15.9;25.6;17.3;20.4;14.7;9.7;10.7;7.2;33.2;70.3;62.5;3.2;4.6;29.3;8.9;6.7;2.7;2.4;1.6;-15.2;11280;34130;3
200071413;18803;40493;20820;45.5;14.1;23.1;19.6;15.5;13.4;10.1;9.1;7.3;29.5;64;56.2;3;4.8;35;10.3;6;2.2;2.4;1.4;-15.3;11660;34130;2.9
200071454;45532;107495;21340;51.8;15.5;23;20.3;18.9;14.3;9;6;5;31.9;72.9;65.8;3.1;4;29.1;7.3;7.2;2.8;2.8;1.6;-16.5;11250;35620;3.2
200071470;10981;23586;19500;37;15.6;18.8;19.5;18.3;15.9;11.4;13.7;10.4;30.3;59.2;49.8;2.6;6.8;37.1;11.2;6.2;2.1;2.7;1.4;-13.7;11340;31210;2.8
200071496;6024;12812;19900;39.1;17.1;;20.6;21.5;19.5;11.6;11.7;11.7;32.8;58.7;47.8;2.8;8.1;37.9;10.7;6.8;2.1;3.2;1.5;-14.1;10900;31820;2.9
200071504;5324;11633;20690;45.3;12.7;;15.9;16;14.2;8.2;;7.9;26;65.4;55.9;3;6.5;35.7;9.3;4.7;2;1.7;1;-15.1;12060;33060;2.7
200071512;11904;25152;20280;42.6;14.8;21.7;17.4;17.4;15;11.7;10.4;9.2;31.2;61.2;52.1;2.7;6.4;37.7;10;6.1;2;2.8;1.3;-15;11620;32580;2.8
200071520;7091;15474;19840;38.6;13.9;;15.1;16.3;14.6;10.8;11.9;8.9;28.2;64;55.4;2.2;6.4;35;9.7;5.5;2.3;2;1.2;-14.2;11860;31170;2.6
200071538;9481;22061;21290;48.4;9.7;;10.4;8.3;10.5;7.6;12.3;7.6;20.3;70.4;62.4;2.7;5.3;32.8;7.5;4.3;2.2;1.4;0.7;-15;13160;33010;2.5
200071546;10006;24467;20700;41.2;9.7;;10;10;9.7;7.3;12.7;6.3;24;74.3;66.3;3;5;25.4;9.2;5.6;3;1.6;1;-14.5;13110;31840;2.4
200071553;22332;56179;22300;48.6;7;9.7;7.2;6.9;7.5;5.3;8.4;5;18.2;75.8;66.4;2.6;6.8;27;9;4.1;2.4;1;0.7;-15.9;14240;36090;2.5
200071579;12812;27265;20390;44.3;13;21.6;16.3;14.1;12.4;8.7;12.2;8.6;25.7;63;54.5;2.9;5.6;38.2;8.2;5.1;2.1;1.9;1.1;-14.5;12100;32180;2.7
200071587;23463;50553;20520;42;13;21.5;15.9;13.9;13.8;9.4;10.3;7.7;28.7;63.1;54.1;2.9;6.1;36.3;10;5.4;2;2.2;1.2;-14.8;12080;33090;2.7
200071595;9523;20104;21320;46.8;11.3;;10.7;11.6;12.3;9.1;10.7;6.9;24.1;65.5;56.2;2.5;6.8;35.5;10.2;4.6;1.9;1.7;1;-15.8;12640;35520;2.8
200071629;21329;47747;20930;45.3;9.9;11.1;10.3;11.6;11.1;6.6;10;6.5;19.9;64.3;55.2;3;6.1;36.1;11;4.4;2.1;1.4;0.9;-15.8;13070;33130;2.5
200071645;3378;7721;21070;46.4;12.5;;;14.7;;;;8.8;27.2;67.6;56.9;2.7;8;33.3;10;4.4;2.3;1.3;0.8;-15.3;12350;35130;2.8
200071652;2023;4629;20100;43;13.4;;;;;;;10.8;24.1;65.9;56;2.4;7.5;33.5;9.8;4.6;2.3;1.5;0.8;-13.8;12000;31850;2.7
200071678;43994;102617;21090;46;10.4;14.7;12.2;12.9;10.6;6.1;6.4;5;25.7;72.4;64.5;2.7;5.2;29.2;9;5.3;2.5;1.7;1.1;-15.9;12890;34220;2.7
200071751;55988;127012;22220;52.7;11.4;17.6;13.7;12.8;11.4;7.6;7.1;5;25.4;71.3;64.1;2.5;4.7;30.7;9.6;5.3;2.3;1.8;1.2;-16.9;12570;36670;2.9
200071769;6932;16594;20390;44.7;13.9;23.8;15.4;16.9;14.2;9.4;;8.5;30.2;69.5;61;3.1;5.4;31.7;7.1;6.3;2.9;2.2;1.2;-14.6;11850;32850;2.8
200071777;4631;10718;21040;48.1;10.5;;13.1;11.7;10.4;;;6;22.2;69.5;54.1;2.6;12.8;28.5;13;5.2;2.4;1.7;1.1;-16.2;12900;36930;2.9
200071785;23395;53554;19070;41.3;20.5;33.9;25.1;23.4;20.4;13;11;9.2;39.2;66.1;58.7;3.4;4;32.7;6.2;9.1;3.1;3.8;2.2;-14.1;10360;31220;3
200071819;7267;14472;19180;36;19.1;;21.5;21.9;20.6;14.9;19.3;14.5;33.8;52.7;44.2;2.5;6;45.9;10;5.1;1.5;2.4;1.2;-13.7;10630;31070;2.9
200071827;63775;136192;21100;48.5;15;27.2;19.5;17.4;14.1;9.1;8.4;5.4;32.3;68.4;60.6;3;4.8;32.7;8.4;6.9;2.1;3;1.8;-16.4;11400;35200;3.1
200071843;13015;31411;21350;49.7;11.8;15.4;14.8;13.1;12.8;7.2;;6;24.7;73.9;66.1;3.4;4.4;28.8;6.9;5.9;2.7;2.1;1.1;-15.5;12420;33750;2.7
200071850;10695;25391;21510;50;11.2;18.2;12.5;13.6;11.1;7.5;;7;25.6;71.4;63.8;3.1;4.5;30.6;8.5;5;2.5;1.5;1;-15.5;12570;34110;2.7
200071868;13724;35777;20820;40.4;9.3;10;8.6;10.5;10.2;6.3;10.2;5.8;19.8;77;68.9;2.9;5.2;23.6;7.5;5.9;3.4;1.4;1.1;-14;13290;31730;2.4
200071876;42597;96458;20110;41.1;13.5;21.2;16.2;15.3;13.5;9.4;9.4;7.2;27.4;65.6;56.3;3;6.3;34.1;9;6.1;2.5;2.2;1.4;-14.8;11980;32980;2.8
200071884;18151;38320;20180;42.2;13.4;19.1;15.6;14.4;15.4;9.5;11.8;7.5;27.2;62.3;52.8;2.5;7;37.6;10.1;5.3;2;2.1;1.2;-15.3;12080;32670;2.7
200071892;35123;77316;18790;42.1;22.6;36;28.8;28.2;21.8;13.3;9.4;7.8;39.7;65.9;56.6;3.1;6.2;32.4;7.4;9.9;3;4.4;2.5;-15.6;9920;33360;3.4
200071900;16407;35468;21560;50.1;9.2;13.4;10.7;11.9;12.1;5.5;7.3;6.5;20.2;54.7;46.5;2.9;5.3;47.3;10.7;3.7;1.7;1.2;0.8;-16.4;13360;34080;2.6
200071918;10856;27450;21360;45.4;6.5;;5.7;6.2;6.3;5.7;11.2;5;16.9;81.1;74.3;2.3;4.5;20.6;8;4.7;2.9;1.1;0.7;-14.4;14210;31340;2.2
200071926;12159;25619;19100;37.8;20.8;31.1;25.2;23.6;24;15.8;14.6;13;36.8;56.7;46.2;3.2;7.3;39.5;10.8;7.5;2;3.6;1.9;-14.5;10110;32680;3.2
200071934;15406;34200;20180;41.2;13.4;20.4;16.5;15.5;14;9.1;9.7;7.5;30.6;64.2;55;3;6.2;36.3;8.5;5.8;2.3;2.2;1.3;-14.8;12010;32440;2.7
200071942;10730;21151;18670;35;20.6;27.9;26.4;23.2;21.5;16.8;18.1;16;37;51.1;41.7;2.3;7.1;46.8;9.6;5.8;1.6;3;1.2;-13.3;10170;30180;3
200071967;17350;39928;27820;66.3;7.1;;5.8;7.9;6.8;7;7.7;5;13.9;87.9;80.1;3.3;4.5;20.7;9.8;2.1;1;0.7;0.4;-20.5;14540;52510;3.6
200071983;6934;16013;18120;37.3;24.4;37.9;31.4;29.9;24.8;14;;12.8;47.6;62.4;52.3;3.3;6.8;32.2;9.4;9.5;3.1;4.2;2.2;-13.5;9770;30210;3.1
200071991;11845;28768;21300;49.3;11.6;14.2;13;12.9;11.7;8.2;9.9;5.9;23.2;75.5;67.5;3.1;4.9;26.4;8.5;5.5;2.5;1.8;1.2;-15.9;12570;35800;2.8
200072007;2055;4078;18080;31.7;20.5;;;;24;;;17.5;32.6;54.2;40.9;2.8;10.5;41.1;12;5.5;1.7;2.6;1.2;-12.8;10610;30920;2.9
200072015;21445;49351;21300;47.9;12.4;21.3;17.2;14.7;11.2;7;6.7;5.2;28.9;68.8;60.7;3.1;5;31.4;9.9;5.7;2.4;2;1.3;-15.8;12280;34310;2.8
200072023;9583;20934;20120;40.2;14.5;18.3;16.4;14.4;14.7;11.9;15.2;10.8;29.2;61.7;53.1;2.7;5.9;34.9;12.8;5.5;2;2.4;1.1;-14.9;11630;32120;2.8
200072031;22433;53383;20670;48.8;15.2;24.1;19.6;16.7;15.4;9.9;7.1;7.2;32;72.1;61.5;3.1;7.5;28.6;9.5;6.3;2.7;2.2;1.4;-16.5;11410;34680;3
200072049;15833;32753;18940;35.5;19.1;28;18.8;20.9;19.7;16.1;19.4;15;34.1;57.7;48.1;2.6;7;40.5;8.9;6.1;2;2.8;1.3;-13.2;10540;30500;2.9
200072056;4626;10061;21020;47;11.6;;14.9;13.4;10.9;;;7.9;24.1;65.7;58.7;2.7;4.3;36.3;7.6;5;2.2;1.7;1.1;-14.6;12490;32400;2.6
200072064;21038;45753;20860;45.4;11.7;17.7;14.4;13.4;12.3;8.3;9;7.5;26.6;62.8;54.5;2.7;5.6;38.1;9.2;4.9;2;1.9;1;-15;12560;33210;2.6
200072072;24045;52155;21300;48.6;12;18.8;17;14.9;12.4;7.1;6.5;5.5;28.3;66.4;58.5;2.7;5.2;35.3;9.3;5;1.9;2;1.1;-16;12370;35070;2.8
200072080;7079;14033;19140;37.3;18;;20.5;20.2;20.6;14.8;14.7;13.3;33.9;56;45.4;3;7.6;41.3;9.7;5.9;1.8;2.9;1.2;-12.9;10760;31100;2.9
200072098;8425;19409;22250;49;9.4;;8.3;9.1;10.5;8.3;11.7;6.6;23;73.4;66.1;2.9;4.4;29.2;8.3;4.2;2.1;1.4;0.7;-15.1;13280;34520;2.6
200072106;10079;22220;20060;40.8;14.8;;16.1;16.5;15.2;11.3;14.3;11.1;29.1;61.7;51.9;3;6.8;38.6;8.6;5.5;1.9;2.5;1.1;-14.4;11740;32290;2.7
200072130;40239;101702;22030;57;15;20.5;17.3;16.2;13.5;12.1;8.6;5;28.5;83.1;76.7;3.1;3.3;21;6.7;6.5;2.9;2.1;1.5;-17.3;11340;36550;3.2
200072304;3724;7474;20260;48.4;15.2;;19.3;15.2;16.5;11.4;;10.9;22.4;63.6;49.7;4.5;9.4;35.3;12.9;4.5;1.6;1.7;1.2;-16.3;11610;34830;3
200072312;33942;81962;22500;56;12.3;21;15.8;14.8;10.5;8.3;6.6;5.4;26.4;74.9;67.2;3.2;4.5;29.1;8.2;5.3;2.3;1.9;1.1;-17.5;12240;38690;3.2
200072320;4156;9269;20400;43.1;14.7;;;15.9;13.3;11.8;18.2;10.7;29.6;62;52.4;2.4;7.2;36.3;11.3;5;1.8;2.2;1;-14.6;11620;33380;2.9
200072346;29211;67493;27270;68.6;8.6;17.6;10.7;10.1;8.4;5.8;5;5;19.6;77.6;69.1;2.3;6.2;28.2;15.2;2.7;1.2;0.9;0.6;-23.7;13760;51500;3.7
200072452;23888;53954;20510;42.2;11.3;16.9;13.4;11.8;11.1;8.1;9.6;5.2;25.6;69.5;61.5;2.5;5.5;30.5;8.6;6;2.5;2.2;1.3;-14.6;12660;32200;2.5
200072460;114112;272015;19030;39.6;19.6;31.8;23.4;21.4;18.4;12.8;12.9;7.8;37.5;71.4;64.1;3;4.3;29;5.9;8.6;3.1;3.4;2.1;-14.9;10780;31590;2.9
200072478;9539;24703;19740;41.7;16;21.3;18.5;17.3;15.2;10.9;16.5;9.7;33.6;73.5;64.3;3;6.2;26.2;8.1;7.1;3.2;2.5;1.4;-14.9;11540;32450;2.8
200072544;10570;26748;22190;52.8;11.3;18.9;15;12.4;10.5;6.9;;6.3;27.6;75.6;66.9;3.1;5.6;26.4;8.8;5.1;2.6;1.6;0.9;-15.9;12540;35540;2.8
200072635;7497;14793;20380;44.9;15.5;;22.4;19;16.6;10.7;12.7;11.1;26.7;56.2;46.6;2.9;6.7;44.1;9.9;5;1.6;2.3;1.1;-15.2;11330;33310;2.9
200072643;19811;41486;19900;41.6;18.5;29.7;25.4;21.9;18.6;12.2;14.3;11.1;35.5;58.3;49.6;2.8;5.9;39.8;9.9;7;2.1;3.3;1.6;-15;10750;33930;3.2
200072650;21554;53664;23090;54.5;6.4;8.4;6;6.4;7.1;5.4;7.2;5;17.1;77.5;70.7;2.5;4.3;26.9;8.4;3.9;2.1;1.1;0.7;-16.7;14520;36420;2.5
200072668;11289;24776;19990;39.9;13.9;17.9;18.2;15.7;14.8;9.5;10.6;9.3;27.9;63.2;53.7;3;6.5;36.7;8.6;5.5;2.2;2.1;1.2;-14;11980;31850;2.7
200072676;12282;26956;19900;40.8;13.4;17.5;15.6;16.4;15.1;8.9;8.5;7.5;30;63.7;56.5;2.7;4.5;35.6;9;5.6;2.5;1.9;1.2;-13.9;12110;30920;2.6
