COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;64225;Ance Féas;CHAR;5
CODGEO;Code géographique;Code géographique;64226;Fichous-Riumayou;CHAR;5
CODGEO;Code géographique;Code géographique;64227;Gabaston;CHAR;5
CODGEO;Code géographique;Code géographique;64228;Gabat;CHAR;5
CODGEO;Code géographique;Code géographique;64229;Gamarthe;CHAR;5
CODGEO;Code géographique;Code géographique;64230;Gan;CHAR;5
CODGEO;Code géographique;Code géographique;64231;Garindein;CHAR;5
CODGEO;Code géographique;Code géographique;64232;Garlède-Mondebat;CHAR;5
CODGEO;Code géographique;Code géographique;64233;Garlin;CHAR;5
CODGEO;Code géographique;Code géographique;64234;Garos;CHAR;5
CODGEO;Code géographique;Code géographique;64235;Garris;CHAR;5
CODGEO;Code géographique;Code géographique;64236;Gayon;CHAR;5
CODGEO;Code géographique;Code géographique;64237;Gelos;CHAR;5
CODGEO;Code géographique;Code géographique;64238;Ger;CHAR;5
CODGEO;Code géographique;Code géographique;64239;Gerderest;CHAR;5
CODGEO;Code géographique;Code géographique;64240;Gère-Bélesten;CHAR;5
CODGEO;Code géographique;Code géographique;64241;Géronce;CHAR;5
CODGEO;Code géographique;Code géographique;64242;Gestas;CHAR;5
CODGEO;Code géographique;Code géographique;64243;Géus-d'Arzacq;CHAR;5
CODGEO;Code géographique;Code géographique;64244;Geüs-d'Oloron;CHAR;5
CODGEO;Code géographique;Code géographique;64245;Goès;CHAR;5
CODGEO;Code géographique;Code géographique;64246;Gomer;CHAR;5
CODGEO;Code géographique;Code géographique;64247;Gotein-Libarrenx;CHAR;5
CODGEO;Code géographique;Code géographique;64249;Guéthary;CHAR;5
CODGEO;Code géographique;Code géographique;64250;Guiche;CHAR;5
CODGEO;Code géographique;Code géographique;64251;Guinarthe-Parenties;CHAR;5
CODGEO;Code géographique;Code géographique;64252;Gurmençon;CHAR;5
CODGEO;Code géographique;Code géographique;64253;Gurs;CHAR;5
CODGEO;Code géographique;Code géographique;64254;Hagetaubin;CHAR;5
CODGEO;Code géographique;Code géographique;64255;Halsou;CHAR;5
CODGEO;Code géographique;Code géographique;64256;Hasparren;CHAR;5
CODGEO;Code géographique;Code géographique;64257;Haut-de-Bosdarros;CHAR;5
CODGEO;Code géographique;Code géographique;64258;Haux;CHAR;5
CODGEO;Code géographique;Code géographique;64259;Hélette;CHAR;5
CODGEO;Code géographique;Code géographique;64260;Hendaye;CHAR;5
CODGEO;Code géographique;Code géographique;64261;Herrère;CHAR;5
CODGEO;Code géographique;Code géographique;64262;Higuères-Souye;CHAR;5
CODGEO;Code géographique;Code géographique;64263;L'Hôpital-d'Orion;CHAR;5
CODGEO;Code géographique;Code géographique;64264;L'Hôpital-Saint-Blaise;CHAR;5
CODGEO;Code géographique;Code géographique;64265;Hosta;CHAR;5
CODGEO;Code géographique;Code géographique;64266;Hours;CHAR;5
CODGEO;Code géographique;Code géographique;64267;Ibarrolle;CHAR;5
CODGEO;Code géographique;Code géographique;64268;Idaux-Mendy;CHAR;5
CODGEO;Code géographique;Code géographique;64269;Idron;CHAR;5
CODGEO;Code géographique;Code géographique;64270;Igon;CHAR;5
CODGEO;Code géographique;Code géographique;64271;Iholdy;CHAR;5
CODGEO;Code géographique;Code géographique;64272;Ilharre;CHAR;5
CODGEO;Code géographique;Code géographique;64273;Irissarry;CHAR;5
CODGEO;Code géographique;Code géographique;64274;Irouléguy;CHAR;5
CODGEO;Code géographique;Code géographique;64275;Ispoure;CHAR;5
CODGEO;Code géographique;Code géographique;64276;Issor;CHAR;5
CODGEO;Code géographique;Code géographique;64277;Isturits;CHAR;5
CODGEO;Code géographique;Code géographique;64279;Itxassou;CHAR;5
CODGEO;Code géographique;Code géographique;64280;Izeste;CHAR;5
CODGEO;Code géographique;Code géographique;64281;Jasses;CHAR;5
CODGEO;Code géographique;Code géographique;64282;Jatxou;CHAR;5
CODGEO;Code géographique;Code géographique;64283;Jaxu;CHAR;5
CODGEO;Code géographique;Code géographique;64284;Jurançon;CHAR;5
CODGEO;Code géographique;Code géographique;64285;Juxue;CHAR;5
CODGEO;Code géographique;Code géographique;64286;Laà-Mondrans;CHAR;5
CODGEO;Code géographique;Code géographique;64287;Laàs;CHAR;5
CODGEO;Code géographique;Code géographique;64288;Labastide-Cézéracq;CHAR;5
CODGEO;Code géographique;Code géographique;64289;La Bastide-Clairence;CHAR;5
CODGEO;Code géographique;Code géographique;64290;Labastide-Monréjeau;CHAR;5
CODGEO;Code géographique;Code géographique;64291;Labastide-Villefranche;CHAR;5
CODGEO;Code géographique;Code géographique;64292;Labatmale;CHAR;5
CODGEO;Code géographique;Code géographique;64293;Labatut;CHAR;5
CODGEO;Code géographique;Code géographique;64294;Labets-Biscay;CHAR;5
CODGEO;Code géographique;Code géographique;64295;Labeyrie;CHAR;5
CODGEO;Code géographique;Code géographique;64296;Lacadée;CHAR;5
CODGEO;Code géographique;Code géographique;64297;Lacarre;CHAR;5
CODGEO;Code géographique;Code géographique;64298;Lacarry-Arhan-Charritte-de-Haut;CHAR;5
CODGEO;Code géographique;Code géographique;64299;Lacommande;CHAR;5
CODGEO;Code géographique;Code géographique;64300;Lacq;CHAR;5
CODGEO;Code géographique;Code géographique;64301;Lagor;CHAR;5
CODGEO;Code géographique;Code géographique;64302;Lagos;CHAR;5
CODGEO;Code géographique;Code géographique;64303;Laguinge-Restoue;CHAR;5
CODGEO;Code géographique;Code géographique;64304;Lahonce;CHAR;5
CODGEO;Code géographique;Code géographique;64305;Lahontan;CHAR;5
CODGEO;Code géographique;Code géographique;64306;Lahourcade;CHAR;5
CODGEO;Code géographique;Code géographique;64307;Lalongue;CHAR;5
CODGEO;Code géographique;Code géographique;64308;Lalonquette;CHAR;5
CODGEO;Code géographique;Code géographique;64309;Lamayou;CHAR;5
CODGEO;Code géographique;Code géographique;64310;Lanne-en-Barétous;CHAR;5
CODGEO;Code géographique;Code géographique;64311;Lannecaube;CHAR;5
CODGEO;Code géographique;Code géographique;64312;Lanneplaà;CHAR;5
CODGEO;Code géographique;Code géographique;64313;Lantabat;CHAR;5
CODGEO;Code géographique;Code géographique;64314;Larceveau-Arros-Cibits;CHAR;5
CODGEO;Code géographique;Code géographique;64315;Laroin;CHAR;5
CODGEO;Code géographique;Code géographique;64316;Larrau;CHAR;5
CODGEO;Code géographique;Code géographique;64317;Larressore;CHAR;5
CODGEO;Code géographique;Code géographique;64318;Larreule;CHAR;5
CODGEO;Code géographique;Code géographique;64319;Larribar-Sorhapuru;CHAR;5
CODGEO;Code géographique;Code géographique;64320;Laruns;CHAR;5
CODGEO;Code géographique;Code géographique;64321;Lasclaveries;CHAR;5
CODGEO;Code géographique;Code géographique;64322;Lasse;CHAR;5
CODGEO;Code géographique;Code géographique;64323;Lasserre;CHAR;5
CODGEO;Code géographique;Code géographique;64324;Lasseube;CHAR;5
CODGEO;Code géographique;Code géographique;64325;Lasseubetat;CHAR;5
CODGEO;Code géographique;Code géographique;64326;Lay-Lamidou;CHAR;5
CODGEO;Code géographique;Code géographique;64327;Lecumberry;CHAR;5
CODGEO;Code géographique;Code géographique;64328;Ledeuix;CHAR;5
CODGEO;Code géographique;Code géographique;64329;Lée;CHAR;5
CODGEO;Code géographique;Code géographique;64330;Lées-Athas;CHAR;5
CODGEO;Code géographique;Code géographique;64331;Lembeye;CHAR;5
CODGEO;Code géographique;Code géographique;64332;Lème;CHAR;5
CODGEO;Code géographique;Code géographique;64334;Léren;CHAR;5
CODGEO;Code géographique;Code géographique;64335;Lescar;CHAR;5
CODGEO;Code géographique;Code géographique;64336;Lescun;CHAR;5
CODGEO;Code géographique;Code géographique;64337;Lespielle;CHAR;5
CODGEO;Code géographique;Code géographique;64338;Lespourcy;CHAR;5
CODGEO;Code géographique;Code géographique;64339;Lestelle-Bétharram;CHAR;5
CODGEO;Code géographique;Code géographique;64340;Lichans-Sunhar;CHAR;5
CODGEO;Code géographique;Code géographique;64341;Lichos;CHAR;5
CODGEO;Code géographique;Code géographique;64342;Licq-Athérey;CHAR;5
CODGEO;Code géographique;Code géographique;64343;Limendous;CHAR;5
CODGEO;Code géographique;Code géographique;64344;Livron;CHAR;5
CODGEO;Code géographique;Code géographique;64345;Lohitzun-Oyhercq;CHAR;5
CODGEO;Code géographique;Code géographique;64346;Lombia;CHAR;5
CODGEO;Code géographique;Code géographique;64347;Lonçon;CHAR;5
CODGEO;Code géographique;Code géographique;64348;Lons;CHAR;5
CODGEO;Code géographique;Code géographique;64349;Loubieng;CHAR;5
CODGEO;Code géographique;Code géographique;64350;Louhossoa;CHAR;5
CODGEO;Code géographique;Code géographique;64351;Lourdios-Ichère;CHAR;5
CODGEO;Code géographique;Code géographique;64352;Lourenties;CHAR;5
CODGEO;Code géographique;Code géographique;64353;Louvie-Juzon;CHAR;5
CODGEO;Code géographique;Code géographique;64354;Louvie-Soubiron;CHAR;5
CODGEO;Code géographique;Code géographique;64355;Louvigny;CHAR;5
CODGEO;Code géographique;Code géographique;64356;Luc-Armau;CHAR;5
CODGEO;Code géographique;Code géographique;64357;Lucarré;CHAR;5
CODGEO;Code géographique;Code géographique;64358;Lucgarier;CHAR;5
CODGEO;Code géographique;Code géographique;64359;Lucq-de-Béarn;CHAR;5
CODGEO;Code géographique;Code géographique;64360;Lurbe-Saint-Christau;CHAR;5
CODGEO;Code géographique;Code géographique;64361;Lussagnet-Lusson;CHAR;5
CODGEO;Code géographique;Code géographique;64362;Luxe-Sumberraute;CHAR;5
CODGEO;Code géographique;Code géographique;64363;Lys;CHAR;5
CODGEO;Code géographique;Code géographique;64364;Macaye;CHAR;5
CODGEO;Code géographique;Code géographique;64365;Malaussanne;CHAR;5
CODGEO;Code géographique;Code géographique;64366;Mascaraàs-Haron;CHAR;5
CODGEO;Code géographique;Code géographique;64367;Maslacq;CHAR;5
CODGEO;Code géographique;Code géographique;64368;Masparraute;CHAR;5
CODGEO;Code géographique;Code géographique;64369;Maspie-Lalonquère-Juillacq;CHAR;5
CODGEO;Code géographique;Code géographique;64370;Maucor;CHAR;5
CODGEO;Code géographique;Code géographique;64371;Mauléon-Licharre;CHAR;5
CODGEO;Code géographique;Code géographique;64372;Maure;CHAR;5
CODGEO;Code géographique;Code géographique;64373;Mazères-Lezons;CHAR;5
CODGEO;Code géographique;Code géographique;64374;Mazerolles;CHAR;5
CODGEO;Code géographique;Code géographique;64375;Méharin;CHAR;5
CODGEO;Code géographique;Code géographique;64376;Meillon;CHAR;5
CODGEO;Code géographique;Code géographique;64377;Mendionde;CHAR;5
CODGEO;Code géographique;Code géographique;64378;Menditte;CHAR;5
CODGEO;Code géographique;Code géographique;64379;Mendive;CHAR;5
CODGEO;Code géographique;Code géographique;64380;Méracq;CHAR;5
CODGEO;Code géographique;Code géographique;64381;Méritein;CHAR;5
CODGEO;Code géographique;Code géographique;64382;Mesplède;CHAR;5
CODGEO;Code géographique;Code géographique;64383;Mialos;CHAR;5
CODGEO;Code géographique;Code géographique;64385;Miossens-Lanusse;CHAR;5
CODGEO;Code géographique;Code géographique;64386;Mirepeix;CHAR;5
CODGEO;Code géographique;Code géographique;64387;Momas;CHAR;5
CODGEO;Code géographique;Code géographique;64388;Momy;CHAR;5
CODGEO;Code géographique;Code géographique;64389;Monassut-Audiracq;CHAR;5
CODGEO;Code géographique;Code géographique;64390;Moncaup;CHAR;5
CODGEO;Code géographique;Code géographique;64391;Moncayolle-Larrory-Mendibieu;CHAR;5
CODGEO;Code géographique;Code géographique;64392;Moncla;CHAR;5
CODGEO;Code géographique;Code géographique;64393;Monein;CHAR;5
CODGEO;Code géographique;Code géographique;64394;Monpezat;CHAR;5
CODGEO;Code géographique;Code géographique;64395;Monségur;CHAR;5
CODGEO;Code géographique;Code géographique;64396;Mont;CHAR;5
CODGEO;Code géographique;Code géographique;64397;Montagut;CHAR;5
CODGEO;Code géographique;Code géographique;64398;Montaner;CHAR;5
CODGEO;Code géographique;Code géographique;64399;Montardon;CHAR;5
CODGEO;Code géographique;Code géographique;64400;Montaut;CHAR;5
CODGEO;Code géographique;Code géographique;64401;Mont-Disse;CHAR;5
CODGEO;Code géographique;Code géographique;64403;Montfort;CHAR;5
CODGEO;Code géographique;Code géographique;64404;Montory;CHAR;5
CODGEO;Code géographique;Code géographique;64405;Morlaàs;CHAR;5
CODGEO;Code géographique;Code géographique;64406;Morlanne;CHAR;5
CODGEO;Code géographique;Code géographique;64407;Mouguerre;CHAR;5
CODGEO;Code géographique;Code géographique;64408;Mouhous;CHAR;5
CODGEO;Code géographique;Code géographique;64409;Moumour;CHAR;5
CODGEO;Code géographique;Code géographique;64410;Mourenx;CHAR;5
CODGEO;Code géographique;Code géographique;64411;Musculdy;CHAR;5
CODGEO;Code géographique;Code géographique;64412;Nabas;CHAR;5
CODGEO;Code géographique;Code géographique;64413;Narcastet;CHAR;5
CODGEO;Code géographique;Code géographique;64414;Narp;CHAR;5
CODGEO;Code géographique;Code géographique;64415;Navailles-Angos;CHAR;5
CODGEO;Code géographique;Code géographique;64416;Navarrenx;CHAR;5
CODGEO;Code géographique;Code géographique;64417;Nay;CHAR;5
CODGEO;Code géographique;Code géographique;64418;Noguères;CHAR;5
CODGEO;Code géographique;Code géographique;64419;Nousty;CHAR;5
CODGEO;Code géographique;Code géographique;64420;Ogenne-Camptort;CHAR;5
CODGEO;Code géographique;Code géographique;64421;Ogeu-les-Bains;CHAR;5
CODGEO;Code géographique;Code géographique;64422;Oloron-Sainte-Marie;CHAR;5
CODGEO;Code géographique;Code géographique;64423;Oraàs;CHAR;5
CODGEO;Code géographique;Code géographique;64424;Ordiarp;CHAR;5
CODGEO;Code géographique;Code géographique;64425;Orègue;CHAR;5
CODGEO;Code géographique;Code géographique;64426;Orin;CHAR;5
CODGEO;Code géographique;Code géographique;64427;Orion;CHAR;5
CODGEO;Code géographique;Code géographique;64428;Orriule;CHAR;5
CODGEO;Code géographique;Code géographique;64429;Orsanco;CHAR;5
CODGEO;Code géographique;Code géographique;64430;Orthez;CHAR;5
CODGEO;Code géographique;Code géographique;64431;Os-Marsillon;CHAR;5
CODGEO;Code géographique;Code géographique;64432;Ossas-Suhare;CHAR;5
CODGEO;Code géographique;Code géographique;64433;Osse-en-Aspe;CHAR;5
CODGEO;Code géographique;Code géographique;64434;Ossenx;CHAR;5
CODGEO;Code géographique;Code géographique;64435;Osserain-Rivareyte;CHAR;5
CODGEO;Code géographique;Code géographique;64436;Ossès;CHAR;5
CODGEO;Code géographique;Code géographique;64437;Ostabat-Asme;CHAR;5
CODGEO;Code géographique;Code géographique;64438;Ouillon;CHAR;5
CODGEO;Code géographique;Code géographique;64439;Ousse;CHAR;5
CODGEO;Code géographique;Code géographique;64440;Ozenx-Montestrucq;CHAR;5
CODGEO;Code géographique;Code géographique;64441;Pagolle;CHAR;5
CODGEO;Code géographique;Code géographique;64442;Parbayse;CHAR;5
CODGEO;Code géographique;Code géographique;64443;Pardies;CHAR;5
CODGEO;Code géographique;Code géographique;64444;Pardies-Piétat;CHAR;5
CODGEO;Code géographique;Code géographique;64445;Pau;CHAR;5
CODGEO;Code géographique;Code géographique;64446;Peyrelongue-Abos;CHAR;5
CODGEO;Code géographique;Code géographique;64447;Piets-Plasence-Moustrou;CHAR;5
CODGEO;Code géographique;Code géographique;64448;Poey-de-Lescar;CHAR;5
CODGEO;Code géographique;Code géographique;64449;Poey-d'Oloron;CHAR;5
CODGEO;Code géographique;Code géographique;64450;Pomps;CHAR;5
CODGEO;Code géographique;Code géographique;64451;Ponson-Debat-Pouts;CHAR;5
CODGEO;Code géographique;Code géographique;64452;Ponson-Dessus;CHAR;5
CODGEO;Code géographique;Code géographique;64453;Pontacq;CHAR;5
CODGEO;Code géographique;Code géographique;64454;Pontiacq-Viellepinte;CHAR;5
CODGEO;Code géographique;Code géographique;64455;Portet;CHAR;5
CODGEO;Code géographique;Code géographique;64456;Pouliacq;CHAR;5
CODGEO;Code géographique;Code géographique;64457;Poursiugues-Boucoue;CHAR;5
CODGEO;Code géographique;Code géographique;64458;Préchacq-Josbaig;CHAR;5
CODGEO;Code géographique;Code géographique;64459;Préchacq-Navarrenx;CHAR;5
CODGEO;Code géographique;Code géographique;64460;Précilhon;CHAR;5
CODGEO;Code géographique;Code géographique;64461;Puyoô;CHAR;5
CODGEO;Code géographique;Code géographique;64462;Ramous;CHAR;5
CODGEO;Code géographique;Code géographique;64463;Rébénacq;CHAR;5
CODGEO;Code géographique;Code géographique;64464;Ribarrouy;CHAR;5
CODGEO;Code géographique;Code géographique;64465;Riupeyrous;CHAR;5
CODGEO;Code géographique;Code géographique;64466;Rivehaute;CHAR;5
CODGEO;Code géographique;Code géographique;64467;Rontignon;CHAR;5
CODGEO;Code géographique;Code géographique;64468;Roquiague;CHAR;5
CODGEO;Code géographique;Code géographique;64469;Saint-Abit;CHAR;5
CODGEO;Code géographique;Code géographique;64470;Saint-Armou;CHAR;5
CODGEO;Code géographique;Code géographique;64471;Saint-Boès;CHAR;5
CODGEO;Code géographique;Code géographique;64472;Saint-Castin;CHAR;5
CODGEO;Code géographique;Code géographique;64473;Sainte-Colome;CHAR;5
CODGEO;Code géographique;Code géographique;64474;Saint-Dos;CHAR;5
CODGEO;Code géographique;Code géographique;64475;Sainte-Engrâce;CHAR;5
CODGEO;Code géographique;Code géographique;64476;Saint-Esteben;CHAR;5
CODGEO;Code géographique;Code géographique;64477;Saint-Étienne-de-Baïgorry;CHAR;5
CODGEO;Code géographique;Code géographique;64478;Saint-Faust;CHAR;5
CODGEO;Code géographique;Code géographique;64479;Saint-Girons-en-Béarn;CHAR;5
CODGEO;Code géographique;Code géographique;64480;Saint-Gladie-Arrive-Munein;CHAR;5
CODGEO;Code géographique;Code géographique;64481;Saint-Goin;CHAR;5
CODGEO;Code géographique;Code géographique;64482;Saint-Jammes;CHAR;5
CODGEO;Code géographique;Code géographique;64483;Saint-Jean-de-Luz;CHAR;5
CODGEO;Code géographique;Code géographique;64484;Saint-Jean-le-Vieux;CHAR;5
CODGEO;Code géographique;Code géographique;64485;Saint-Jean-Pied-de-Port;CHAR;5
CODGEO;Code géographique;Code géographique;64486;Saint-Jean-Poudge;CHAR;5
CODGEO;Code géographique;Code géographique;64487;Saint-Just-Ibarre;CHAR;5
CODGEO;Code géographique;Code géographique;64488;Saint-Laurent-Bretagne;CHAR;5
CODGEO;Code géographique;Code géographique;64489;Saint-Martin-d'Arberoue;CHAR;5
CODGEO;Code géographique;Code géographique;64490;Saint-Martin-d'Arrossa;CHAR;5
CODGEO;Code géographique;Code géographique;64491;Saint-Médard;CHAR;5
CODGEO;Code géographique;Code géographique;64492;Saint-Michel;CHAR;5
CODGEO;Code géographique;Code géographique;64493;Saint-Palais;CHAR;5
CODGEO;Code géographique;Code géographique;64494;Saint-Pé-de-Léren;CHAR;5
CODGEO;Code géographique;Code géographique;64495;Saint-Pée-sur-Nivelle;CHAR;5
CODGEO;Code géographique;Code géographique;64496;Saint-Pierre-d'Irube;CHAR;5
CODGEO;Code géographique;Code géographique;64498;Saint-Vincent;CHAR;5
CODGEO;Code géographique;Code géographique;64499;Salies-de-Béarn;CHAR;5
CODGEO;Code géographique;Code géographique;64500;Salles-Mongiscard;CHAR;5
CODGEO;Code géographique;Code géographique;64501;Sallespisse;CHAR;5
CODGEO;Code géographique;Code géographique;64502;Sames;CHAR;5
CODGEO;Code géographique;Code géographique;64503;Samsons-Lion;CHAR;5
CODGEO;Code géographique;Code géographique;64504;Sare;CHAR;5
CODGEO;Code géographique;Code géographique;64505;Sarpourenx;CHAR;5
CODGEO;Code géographique;Code géographique;64506;Sarrance;CHAR;5
CODGEO;Code géographique;Code géographique;64507;Saubole;CHAR;5
CODGEO;Code géographique;Code géographique;64508;Saucède;CHAR;5
CODGEO;Code géographique;Code géographique;64509;Sauguis-Saint-Étienne;CHAR;5
CODGEO;Code géographique;Code géographique;64510;Sault-de-Navailles;CHAR;5
CODGEO;Code géographique;Code géographique;64511;Sauvagnon;CHAR;5
CODGEO;Code géographique;Code géographique;64512;Sauvelade;CHAR;5
CODGEO;Code géographique;Code géographique;64513;Sauveterre-de-Béarn;CHAR;5
CODGEO;Code géographique;Code géographique;64514;Séby;CHAR;5
CODGEO;Code géographique;Code géographique;64515;Sedze-Maubecq;CHAR;5
CODGEO;Code géographique;Code géographique;64516;Sedzère;CHAR;5
CODGEO;Code géographique;Code géographique;64517;Séméacq-Blachon;CHAR;5
CODGEO;Code géographique;Code géographique;64518;Sendets;CHAR;5
CODGEO;Code géographique;Code géographique;64519;Serres-Castet;CHAR;5
CODGEO;Code géographique;Code géographique;64520;Serres-Morlaàs;CHAR;5
CODGEO;Code géographique;Code géographique;64521;Serres-Sainte-Marie;CHAR;5
CODGEO;Code géographique;Code géographique;64522;Sévignacq-Meyracq;CHAR;5
CODGEO;Code géographique;Code géographique;64523;Sévignacq;CHAR;5
CODGEO;Code géographique;Code géographique;64524;Simacourbe;CHAR;5
CODGEO;Code géographique;Code géographique;64525;Siros;CHAR;5
CODGEO;Code géographique;Code géographique;64526;Soumoulou;CHAR;5
CODGEO;Code géographique;Code géographique;64527;Souraïde;CHAR;5
CODGEO;Code géographique;Code géographique;64528;Suhescun;CHAR;5
CODGEO;Code géographique;Code géographique;64529;Sus;CHAR;5
CODGEO;Code géographique;Code géographique;64530;Susmiou;CHAR;5
CODGEO;Code géographique;Code géographique;64531;Tabaille-Usquain;CHAR;5
CODGEO;Code géographique;Code géographique;64532;Tadousse-Ussau;CHAR;5
CODGEO;Code géographique;Code géographique;64533;Tardets-Sorholus;CHAR;5
CODGEO;Code géographique;Code géographique;64534;Taron-Sadirac-Viellenave;CHAR;5
CODGEO;Code géographique;Code géographique;64535;Tarsacq;CHAR;5
CODGEO;Code géographique;Code géographique;64536;Thèze;CHAR;5
CODGEO;Code géographique;Code géographique;64537;Trois-Villes;CHAR;5
CODGEO;Code géographique;Code géographique;64538;Uhart-Cize;CHAR;5
CODGEO;Code géographique;Code géographique;64539;Uhart-Mixe;CHAR;5
CODGEO;Code géographique;Code géographique;64540;Urcuit;CHAR;5
CODGEO;Code géographique;Code géographique;64541;Urdès;CHAR;5
CODGEO;Code géographique;Code géographique;64542;Urdos;CHAR;5
CODGEO;Code géographique;Code géographique;64543;Urepel;CHAR;5
CODGEO;Code géographique;Code géographique;64544;Urost;CHAR;5
CODGEO;Code géographique;Code géographique;64545;Urrugne;CHAR;5
CODGEO;Code géographique;Code géographique;64546;Urt;CHAR;5
CODGEO;Code géographique;Code géographique;64547;Ustaritz;CHAR;5
CODGEO;Code géographique;Code géographique;64548;Uzan;CHAR;5
CODGEO;Code géographique;Code géographique;64549;Uzein;CHAR;5
CODGEO;Code géographique;Code géographique;64550;Uzos;CHAR;5
CODGEO;Code géographique;Code géographique;64551;Verdets;CHAR;5
CODGEO;Code géographique;Code géographique;64552;Vialer;CHAR;5
CODGEO;Code géographique;Code géographique;64554;Viellenave-d'Arthez;CHAR;5
CODGEO;Code géographique;Code géographique;64555;Viellenave-de-Navarrenx;CHAR;5
CODGEO;Code géographique;Code géographique;64556;Vielleségure;CHAR;5
CODGEO;Code géographique;Code géographique;64557;Vignes;CHAR;5
CODGEO;Code géographique;Code géographique;64558;Villefranque;CHAR;5
CODGEO;Code géographique;Code géographique;64559;Viodos-Abense-de-Bas;CHAR;5
CODGEO;Code géographique;Code géographique;64560;Viven;CHAR;5
CODGEO;Code géographique;Code géographique;65001;Adast;CHAR;5
CODGEO;Code géographique;Code géographique;65002;Adé;CHAR;5
CODGEO;Code géographique;Code géographique;65003;Adervielle-Pouchergues;CHAR;5
CODGEO;Code géographique;Code géographique;65004;Agos-Vidalos;CHAR;5
CODGEO;Code géographique;Code géographique;65005;Allier;CHAR;5
CODGEO;Code géographique;Code géographique;65006;Ancizan;CHAR;5
CODGEO;Code géographique;Code géographique;65007;Andrest;CHAR;5
CODGEO;Code géographique;Code géographique;65009;Anères;CHAR;5
CODGEO;Code géographique;Code géographique;65010;Angos;CHAR;5
CODGEO;Code géographique;Code géographique;65011;Les Angles;CHAR;5
CODGEO;Code géographique;Code géographique;65012;Anla;CHAR;5
CODGEO;Code géographique;Code géographique;65013;Ansost;CHAR;5
CODGEO;Code géographique;Code géographique;65014;Antichan;CHAR;5
CODGEO;Code géographique;Code géographique;65015;Antin;CHAR;5
CODGEO;Code géographique;Code géographique;65016;Antist;CHAR;5
CODGEO;Code géographique;Code géographique;65017;Aragnouet;CHAR;5
CODGEO;Code géographique;Code géographique;65018;Arbéost;CHAR;5
CODGEO;Code géographique;Code géographique;65019;Arcizac-Adour;CHAR;5
CODGEO;Code géographique;Code géographique;65020;Arcizac-ez-Angles;CHAR;5
CODGEO;Code géographique;Code géographique;65021;Arcizans-Avant;CHAR;5
CODGEO;Code géographique;Code géographique;65022;Arcizans-Dessus;CHAR;5
CODGEO;Code géographique;Code géographique;65023;Ardengost;CHAR;5
CODGEO;Code géographique;Code géographique;65024;Argelès-Bagnères;CHAR;5
CODGEO;Code géographique;Code géographique;65025;Argelès-Gazost;CHAR;5
CODGEO;Code géographique;Code géographique;65026;Aries-Espénan;CHAR;5
CODGEO;Code géographique;Code géographique;65028;Arné;CHAR;5
CODGEO;Code géographique;Code géographique;65029;Arras-en-Lavedan;CHAR;5
CODGEO;Code géographique;Code géographique;65031;Arreau;CHAR;5
CODGEO;Code géographique;Code géographique;65032;Arrens-Marsous;CHAR;5
CODGEO;Code géographique;Code géographique;65033;Arrodets-ez-Angles;CHAR;5
CODGEO;Code géographique;Code géographique;65034;Arrodets;CHAR;5
CODGEO;Code géographique;Code géographique;65035;Artagnan;CHAR;5
CODGEO;Code géographique;Code géographique;65036;Artalens-Souin;CHAR;5
CODGEO;Code géographique;Code géographique;65037;Artiguemy;CHAR;5
CODGEO;Code géographique;Code géographique;65038;Artigues;CHAR;5
CODGEO;Code géographique;Code géographique;65039;Aspin-Aure;CHAR;5
CODGEO;Code géographique;Code géographique;65040;Aspin-en-Lavedan;CHAR;5
CODGEO;Code géographique;Code géographique;65041;Asque;CHAR;5
CODGEO;Code géographique;Code géographique;65042;Asté;CHAR;5
CODGEO;Code géographique;Code géographique;65043;Astugue;CHAR;5
CODGEO;Code géographique;Code géographique;65044;Aubarède;CHAR;5
CODGEO;Code géographique;Code géographique;65045;Aucun;CHAR;5
CODGEO;Code géographique;Code géographique;65046;Aulon;CHAR;5
CODGEO;Code géographique;Code géographique;65047;Aureilhan;CHAR;5
CODGEO;Code géographique;Code géographique;65048;Aurensan;CHAR;5
CODGEO;Code géographique;Code géographique;65049;Auriébat;CHAR;5
CODGEO;Code géographique;Code géographique;65050;Avajan;CHAR;5
CODGEO;Code géographique;Code géographique;65051;Aventignan;CHAR;5
CODGEO;Code géographique;Code géographique;65052;Averan;CHAR;5
CODGEO;Code géographique;Code géographique;65053;Aveux;CHAR;5
CODGEO;Code géographique;Code géographique;65054;Avezac-Prat-Lahitte;CHAR;5
CODGEO;Code géographique;Code géographique;65055;Ayros-Arbouix;CHAR;5
CODGEO;Code géographique;Code géographique;65056;Ayzac-Ost;CHAR;5
CODGEO;Code géographique;Code géographique;65057;Azereix;CHAR;5
CODGEO;Code géographique;Code géographique;65058;Azet;CHAR;5
CODGEO;Code géographique;Code géographique;65059;Bagnères-de-Bigorre;CHAR;5
CODGEO;Code géographique;Code géographique;65060;Banios;CHAR;5
CODGEO;Code géographique;Code géographique;65061;Barbachen;CHAR;5
CODGEO;Code géographique;Code géographique;65062;Barbazan-Debat;CHAR;5
CODGEO;Code géographique;Code géographique;65063;Barbazan-Dessus;CHAR;5
CODGEO;Code géographique;Code géographique;65064;Bareilles;CHAR;5
