VaccinationDate,age_group,first_dose,second_dose,third_dose
2021-06-12,20-29,34,34,0
2021-06-12,70-79,<15,<15,0
2021-06-12,30-39,29,20,0
2021-06-12,50-59,<15,<15,0
2021-06-12,0-19,57,16,0
2021-06-13,50-59,103,114,0
2021-06-13,0-19,2125,222,0
2021-06-13,20-29,294,311,0
2021-06-13,80-89,<15,<15,0
2021-06-13,60-69,64,53,0
2021-06-13,40-49,167,149,0
2021-06-13,30-39,254,278,0
2021-06-13,70-79,34,36,0
2021-06-13,90+,<15,<15,0
2021-06-14,0-19,1885,277,0
2021-06-14,20-29,335,359,0
2021-06-14,50-59,105,129,0
2021-06-14,70-79,28,26,0
2021-06-14,40-49,196,194,0
2021-06-14,60-69,73,93,0
2021-06-14,80-89,<15,18,0
2021-06-14,30-39,279,297,0
2021-06-14,90+,<15,<15,0
2021-06-15,20-29,345,309,0
2021-06-15,30-39,269,313,0
2021-06-15,70-79,29,48,0
2021-06-15,0-19,1947,196,0
2021-06-15,80-89,15,23,0
2021-06-15,90+,<15,<15,0
2021-06-15,40-49,180,151,0
2021-06-15,50-59,125,97,0
2021-06-15,60-69,79,75,0
2021-06-16,20-29,280,179,0
2021-06-16,80-89,<15,30,0
2021-06-16,0-19,1687,153,0
2021-06-16,50-59,121,63,0
2021-06-16,60-69,55,56,0
2021-06-16,40-49,171,133,0
2021-06-16,70-79,29,47,0
2021-06-16,90+,<15,15,0
2021-06-16,30-39,240,182,0
2021-06-17,20-29,363,262,0
2021-06-17,90+,<15,<15,0
2021-06-17,0-19,1526,192,0
2021-06-17,60-69,66,50,0
2021-06-17,80-89,16,<15,0
2021-06-17,30-39,285,258,0
2021-06-17,40-49,202,141,0
2021-06-17,70-79,26,37,0
2021-06-17,50-59,95,92,0
2021-06-18,90+,<15,0,0
2021-06-18,20-29,121,80,0
2021-06-18,30-39,132,107,0
2021-06-18,70-79,<15,<15,0
2021-06-18,50-59,42,37,0
2021-06-18,0-19,719,52,0
2021-06-18,80-89,<15,<15,0
2021-06-18,40-49,81,59,0
2021-06-18,60-69,24,19,0
2021-06-19,20-29,42,23,0
2021-06-19,80-89,<15,0,0
2021-06-19,50-59,<15,<15,0
2021-06-19,70-79,<15,<15,0
2021-06-19,30-39,19,15,0
2021-06-19,40-49,<15,18,0
2021-06-19,60-69,<15,<15,0
2021-06-19,0-19,59,<15,0
2021-06-20,70-79,34,42,0
2021-06-20,30-39,298,301,0
2021-06-20,40-49,197,198,0
2021-06-20,80-89,16,18,0
2021-06-20,90+,<15,<15,0
2021-06-20,60-69,61,78,0
2021-06-20,0-19,2147,187,0
2021-06-20,20-29,357,271,0
2021-06-20,50-59,133,137,0
2021-06-21,90+,<15,<15,0
2021-06-21,30-39,448,245,0
2021-06-21,70-79,34,53,0
2021-06-21,40-49,232,128,0
2021-06-21,60-69,75,61,0
2021-06-21,0-19,3516,249,0
2021-06-21,80-89,<15,<15,0
2021-06-21,20-29,613,262,0
2021-06-21,50-59,153,71,0
2021-06-22,40-49,240,158,0
2021-06-22,50-59,167,99,0
2021-06-22,60-69,98,47,0
2021-06-22,20-29,481,229,0
2021-06-22,30-39,376,226,0
2021-06-22,70-79,47,31,0
2021-06-22,90+,<15,<15,0
2021-06-22,0-19,5336,148,0
2021-06-22,80-89,26,<15,0
2021-06-23,70-79,50,41,0
2021-06-23,20-29,559,325,0
2021-06-23,50-59,203,110,0
2021-06-23,80-89,36,21,0
2021-06-23,0-19,8793,194,0
2021-06-23,30-39,476,229,0
2021-06-23,40-49,325,155,0
2021-06-23,60-69,125,68,0
2021-06-23,90+,<15,<15,0
2021-06-24,20-29,622,299,0
2021-06-24,80-89,35,16,0
2021-06-24,0-19,9886,410,0
2021-06-24,40-49,358,156,0
2021-06-24,60-69,122,69,0
2021-06-24,70-79,79,44,0
2021-06-24,30-39,500,233,0
2021-06-24,50-59,270,101,0
2021-06-24,90+,<15,<15,0
2021-06-25,60-69,50,24,0
2021-06-25,0-19,5981,442,0
2021-06-25,80-89,<15,<15,0
2021-06-25,70-79,18,<15,0
2021-06-25,20-29,248,76,0
2021-06-25,40-49,227,86,0
2021-06-25,30-39,283,108,0
2021-06-25,50-59,136,45,0
2021-06-26,80-89,<15,<15,0
2021-06-26,20-29,80,29,0
2021-06-26,0-19,1949,30,0
2021-06-26,30-39,55,31,0
2021-06-26,50-59,34,<15,0
2021-06-26,70-79,<15,0,0
2021-06-26,40-49,62,16,0
2021-06-26,60-69,<15,<15,0
2021-06-27,20-29,807,292,0
2021-06-27,50-59,287,139,0
2021-06-27,0-19,11004,2344,0
2021-06-27,30-39,734,268,0
2021-06-27,70-79,65,52,0
2021-06-27,40-49,432,177,0
2021-06-27,60-69,164,66,0
2021-06-27,80-89,36,18,0
2021-06-27,90+,<15,<15,0
2021-06-28,20-29,884,316,0
2021-06-28,80-89,39,23,0
2021-06-28,0-19,11747,2561,0
2021-06-28,50-59,328,105,0
2021-06-28,60-69,175,70,0
2021-06-28,30-39,633,250,0
2021-06-28,90+,<15,<15,0
2021-06-28,40-49,486,163,0
2021-06-28,70-79,70,46,0
2021-06-29,20-29,958,239,0
2021-06-29,80-89,50,24,0
2021-06-29,70-79,101,52,0
2021-06-29,60-69,201,82,0
2021-06-29,90+,<15,<15,0
2021-06-29,40-49,548,180,0
2021-06-29,0-19,13546,2591,0
2021-06-29,50-59,378,126,0
2021-06-29,30-39,764,281,0
2021-06-30,80-89,62,27,0
2021-06-30,90+,<15,<15,0
2021-06-30,20-29,888,254,0
2021-06-30,0-19,13324,2291,0
2021-06-30,50-59,351,136,0
2021-06-30,60-69,207,79,0
2021-06-30,40-49,568,164,0
2021-06-30,30-39,792,231,0
2021-06-30,70-79,107,43,0
2021-07-01,20-29,971,302,0
2021-07-01,80-89,49,20,0
2021-07-01,0-19,13517,2224,0
2021-07-01,50-59,397,127,0
2021-07-01,70-79,92,45,0
2021-07-01,30-39,803,241,0
2021-07-01,90+,16,<15,0
2021-07-01,40-49,609,164,0
2021-07-01,60-69,221,106,0
2021-07-02,20-29,504,108,0
2021-07-02,80-89,17,<15,0
2021-07-02,30-39,482,104,0
2021-07-02,40-49,332,80,0
2021-07-02,60-69,92,31,0
2021-07-02,70-79,41,19,0
2021-07-02,90+,<15,<15,0
2021-07-02,0-19,8018,1022,0
2021-07-02,50-59,210,68,0
2021-07-03,80-89,<15,0,0
2021-07-03,70-79,18,<15,0
2021-07-03,60-69,30,<15,0
2021-07-03,30-39,138,31,0
2021-07-03,40-49,119,29,0
2021-07-03,0-19,2054,105,0
2021-07-03,20-29,179,54,0
2021-07-03,50-59,61,<15,0
2021-07-04,50-59,426,119,0
2021-07-04,90+,<15,<15,0
2021-07-04,40-49,636,186,0
2021-07-04,60-69,236,100,0
2021-07-04,20-29,1010,248,0
2021-07-04,70-79,126,57,0
2021-07-04,30-39,821,242,0
2021-07-04,80-89,62,23,0
2021-07-04,0-19,14336,2112,0
2021-07-05,50-59,468,132,0
2021-07-05,20-29,1188,282,0
2021-07-05,80-89,46,<15,0
2021-07-05,0-19,14042,1878,0
2021-07-05,90+,<15,<15,0
2021-07-05,60-69,238,95,0
2021-07-05,40-49,704,201,0
2021-07-05,70-79,132,44,0
2021-07-05,30-39,902,242,0
2021-07-06,20-29,1330,366,0
2021-07-06,0-19,13877,2057,0
2021-07-06,30-39,928,321,0
2021-07-06,40-49,680,226,0
2021-07-06,70-79,143,50,0
2021-07-06,50-59,418,126,0
2021-07-06,80-89,58,19,0
2021-07-06,90+,16,<15,0
2021-07-06,60-69,292,84,0
2021-07-07,50-59,377,109,0
2021-07-07,0-19,11987,1611,0
2021-07-07,80-89,66,25,0
2021-07-07,60-69,233,94,0
2021-07-07,70-79,112,45,0
2021-07-07,90+,24,<15,0
2021-07-07,30-39,844,252,0
2021-07-07,20-29,1035,240,0
2021-07-07,40-49,701,154,0
2021-07-08,80-89,82,21,0
2021-07-08,60-69,249,80,0
2021-07-08,0-19,12656,1671,0
2021-07-08,20-29,1237,281,0
2021-07-08,90+,29,<15,0
2021-07-08,70-79,143,41,0
2021-07-08,30-39,960,267,0
2021-07-08,40-49,690,206,0
2021-07-08,50-59,412,130,0
2021-07-09,20-29,736,107,0
2021-07-09,0-19,8644,853,0
2021-07-09,70-79,63,18,0
2021-07-09,60-69,126,52,0
2021-07-09,30-39,620,130,0
2021-07-09,90+,<15,<15,0
2021-07-09,40-49,495,102,0
2021-07-09,80-89,42,20,0
2021-07-09,50-59,298,56,0
2021-07-10,50-59,139,23,0
2021-07-10,80-89,<15,0,0
2021-07-10,20-29,361,65,0
2021-07-10,0-19,3791,117,0
2021-07-10,70-79,25,<15,0
2021-07-10,40-49,238,48,0
2021-07-10,60-69,69,<15,0
2021-07-10,30-39,275,45,0
2021-07-11,20-29,300,241,0
2021-07-11,40-49,174,152,0
2021-07-11,90+,0,<15,0
2021-07-11,70-79,19,24,0
2021-07-11,80-89,<15,21,0
2021-07-11,0-19,506,1972,0
2021-07-11,50-59,102,69,0
2021-07-11,60-69,50,67,0
2021-07-11,30-39,238,228,0
2021-07-12,0-19,1162,2692,0
2021-07-12,80-89,<15,<15,0
2021-07-12,30-39,264,223,0
2021-07-12,50-59,129,93,0
2021-07-12,20-29,450,298,0
2021-07-12,70-79,25,27,0
2021-07-12,60-69,70,56,0
2021-07-12,40-49,214,135,0
2021-07-12,90+,<15,<15,0
2021-07-13,20-29,538,381,0
2021-07-13,80-89,19,16,0
2021-07-13,0-19,1504,4314,0
2021-07-13,90+,<15,<15,0
2021-07-13,50-59,138,108,0
2021-07-13,60-69,66,53,0
2021-07-13,70-79,31,31,0
2021-07-13,40-49,209,159,0
2021-07-13,30-39,343,237,0
2021-07-14,0-19,1458,6503,0
2021-07-14,20-29,452,252,0
2021-07-14,40-49,196,143,0
2021-07-14,30-39,259,257,0
2021-07-14,70-79,36,39,0
2021-07-14,90+,<15,<15,0
2021-07-14,80-89,24,24,0
2021-07-14,60-69,78,65,0
2021-07-14,50-59,116,89,0
2021-07-15,80-89,<15,23,0
2021-07-15,50-59,137,105,0
2021-07-15,30-39,288,248,0
2021-07-15,70-79,32,60,0
2021-07-15,40-49,204,187,0
2021-07-15,90+,<15,<15,0
2021-07-15,60-69,77,60,0
2021-07-15,20-29,452,308,0
2021-07-15,0-19,1661,8122,0
2021-07-16,70-79,<15,16,0
2021-07-16,30-39,120,119,0
2021-07-16,40-49,87,120,0
2021-07-16,60-69,24,26,0
2021-07-16,80-89,<15,<15,0
2021-07-16,90+,<15,<15,0
2021-07-16,20-29,182,106,0
2021-07-16,50-59,52,62,0
2021-07-16,0-19,680,5295,0
2021-07-17,50-59,<15,18,0
2021-07-17,60-69,<15,<15,0
2021-07-17,0-19,198,1196,0
2021-07-17,80-89,<15,0,0
2021-07-17,20-29,52,40,0
2021-07-17,40-49,17,21,0
2021-07-17,30-39,19,27,0
2021-07-17,70-79,<15,<15,0
2021-07-18,0-19,1205,8779,0
2021-07-18,30-39,222,258,0
2021-07-18,50-59,84,116,0
2021-07-18,20-29,269,257,0
2021-07-18,80-89,<15,20,0
2021-07-18,60-69,48,62,0
2021-07-18,90+,<15,<15,0
2021-07-18,40-49,143,160,0
2021-07-18,70-79,26,35,0
2021-07-19,50-59,117,113,0
2021-07-19,20-29,481,345,0
2021-07-19,40-49,225,176,0
2021-07-19,0-19,1838,10110,0
2021-07-19,80-89,24,25,0
2021-07-19,90+,<15,<15,0
2021-07-19,70-79,44,39,0
2021-07-19,30-39,296,284,0
2021-07-19,60-69,73,74,0
2021-07-20,80-89,25,52,0
2021-07-20,0-19,1496,10635,0
2021-07-20,20-29,372,319,0
2021-07-20,60-69,73,87,0
2021-07-20,40-49,181,182,0
2021-07-20,30-39,251,299,0
2021-07-20,70-79,44,54,0
2021-07-20,50-59,103,113,0
2021-07-20,90+,<15,24,0
2021-07-21,0-19,1357,10596,0
2021-07-21,40-49,159,189,0
2021-07-21,20-29,310,261,0
2021-07-21,30-39,220,291,0
2021-07-21,80-89,21,44,0
2021-07-21,70-79,36,73,0
2021-07-21,90+,<15,<15,0
2021-07-21,60-69,53,100,0
2021-07-21,50-59,116,138,0
2021-07-22,80-89,16,35,0
2021-07-22,90+,<15,<15,0
2021-07-22,20-29,388,285,0
2021-07-22,0-19,1643,11819,0
2021-07-22,50-59,139,174,0
2021-07-22,30-39,277,367,0
2021-07-22,40-49,210,268,0
2021-07-22,70-79,36,53,0
2021-07-22,60-69,81,91,0
2021-07-23,0-19,1262,7474,0
2021-07-23,80-89,<15,<15,0
2021-07-23,30-39,203,200,0
2021-07-23,20-29,208,146,0
2021-07-23,70-79,<15,23,0
2021-07-23,90+,<15,<15,0
2021-07-23,60-69,39,37,0
2021-07-23,50-59,70,84,0
2021-07-23,40-49,130,95,0
2021-07-24,80-89,0,<15,0
2021-07-24,20-29,71,86,0
2021-07-24,0-19,390,1204,0
2021-07-24,50-59,18,<15,0
2021-07-24,60-69,<15,<15,0
2021-07-24,30-39,50,41,0
2021-07-24,40-49,40,43,0
2021-07-24,70-79,<15,<15,0
2021-07-25,20-29,533,428,0
2021-07-25,0-19,2804,13885,0
2021-07-25,80-89,27,39,0
2021-07-25,90+,<15,<15,0
2021-07-25,60-69,117,113,0
2021-07-25,70-79,62,80,0
2021-07-25,30-39,374,418,0
2021-07-25,40-49,270,253,0
2021-07-25,50-59,157,175,0
2021-07-26,90+,<15,<15,0
2021-07-26,30-39,419,372,0
2021-07-26,20-29,588,503,0
2021-07-26,80-89,24,34,0
2021-07-26,0-19,3383,11831,0
2021-07-26,50-59,172,171,0
2021-07-26,70-79,54,75,0
2021-07-26,40-49,303,248,0
2021-07-26,60-69,105,114,0
2021-07-27,20-29,688,614,0
2021-07-27,80-89,27,32,0
2021-07-27,50-59,188,190,0
2021-07-27,40-49,338,281,0
2021-07-27,90+,15,15,0
2021-07-27,70-79,51,83,0
2021-07-27,30-39,459,474,0
2021-07-27,60-69,103,137,0
2021-07-27,0-19,3528,11574,0
2021-07-28,70-79,45,87,0
2021-07-28,30-39,386,431,0
2021-07-28,80-89,43,50,0
2021-07-28,90+,<15,32,0
2021-07-28,40-49,255,258,0
2021-07-28,60-69,83,123,0
2021-07-28,20-29,465,403,0
2021-07-28,0-19,2456,10617,0
2021-07-28,50-59,160,197,0
2021-07-29,90+,<15,27,0
2021-07-29,30-39,454,551,0
2021-07-29,70-79,60,104,0
2021-07-29,40-49,303,363,0
2021-07-29,60-69,86,161,0
2021-07-29,20-29,518,524,0
2021-07-29,50-59,190,188,0
2021-07-29,0-19,2929,12016,0
2021-07-29,80-89,27,56,0
2021-07-30,60-69,51,88,1910
2021-07-30,50-59,130,148,0
2021-07-30,0-19,1641,9521,0
2021-07-30,80-89,<15,25,446
2021-07-30,20-29,268,307,0
2021-07-30,70-79,32,38,1597
2021-07-30,40-49,180,233,0
2021-07-30,30-39,235,343,0
2021-07-30,90+,<15,<15,58
2021-07-31,20-29,133,157,0
2021-07-31,50-59,39,50,0
2021-07-31,0-19,995,2979,0
2021-07-31,80-89,<15,<15,646
2021-07-31,70-79,<15,17,2449
2021-07-31,30-39,101,136,0
2021-07-31,60-69,20,42,2923
2021-07-31,40-49,62,88,0
2021-07-31,90+,0,<15,90
2021-08-01,0-19,2104,2745,0
2021-08-01,80-89,62,28,5203
2021-08-01,20-29,278,159,0
2021-08-01,50-59,81,51,0
2021-08-01,70-79,47,49,12794
2021-08-01,40-49,160,71,0
2021-08-01,60-69,62,67,11932
2021-08-01,30-39,198,106,0
2021-08-01,90+,34,<15,944
2021-08-02,0-19,2076,2175,0
2021-08-02,80-89,31,42,9790
2021-08-02,20-29,334,247,0
2021-08-02,30-39,204,159,0
2021-08-02,70-79,55,83,24002
2021-08-02,90+,16,15,2125
2021-08-02,40-49,133,100,0
2021-08-02,50-59,107,92,0
2021-08-02,60-69,82,124,22340
2021-08-03,80-89,37,42,13404
2021-08-03,20-29,379,320,0
2021-08-03,0-19,2186,2092,0
2021-08-03,70-79,70,117,32003
2021-08-03,50-59,103,88,0
2021-08-03,30-39,252,212,0
2021-08-03,40-49,172,110,0
2021-08-03,90+,<15,21,2965
2021-08-03,60-69,92,171,30292
2021-08-04,0-19,2368,2004,0
2021-08-04,20-29,324,252,0
2021-08-04,70-79,68,139,32388
2021-08-04,60-69,98,188,31399
2021-08-04,30-39,263,218,0
2021-08-04,40-49,173,142,0
2021-08-04,80-89,35,60,13719
2021-08-04,90+,<15,18,2894
2021-08-04,50-59,121,74,0
2021-08-05,90+,16,22,3011
2021-08-05,70-79,89,159,35149
2021-08-05,30-39,302,242,0
2021-08-05,0-19,2988,2197,0
2021-08-05,80-89,56,78,14287
2021-08-05,20-29,471,280,0
2021-08-05,50-59,145,108,0
2021-08-05,40-49,225,149,0
2021-08-05,60-69,135,224,35556
2021-08-06,20-29,153,116,0
2021-08-06,40-49,110,71,0
2021-08-06,90+,<15,<15,1442
2021-08-06,70-79,47,66,16831
2021-08-06,60-69,67,135,19272
2021-08-06,30-39,150,112,0
2021-08-06,80-89,21,29,6915
2021-08-06,50-59,65,63,0
2021-08-06,0-19,1735,1112,0
2021-08-07,40-49,37,31,0
2021-08-07,70-79,18,37,10478
2021-08-07,60-69,25,66,11982
2021-08-07,90+,<15,<15,743
2021-08-07,80-89,<15,15,3906
2021-08-07,0-19,688,314,0
2021-08-07,30-39,74,36,0
2021-08-07,20-29,87,75,0
2021-08-07,50-59,35,27,0
2021-08-08,90+,24,<15,2544
2021-08-08,30-39,317,235,0
2021-08-08,70-79,86,161,30485
2021-08-08,40-49,272,145,0
2021-08-08,60-69,167,257,33246
2021-08-08,50-59,159,121,0
2021-08-08,80-89,54,73,12864
2021-08-08,0-19,3481,1744,0
2021-08-08,20-29,420,265,0
2021-08-09,50-59,162,99,0
2021-08-09,20-29,480,328,0
2021-08-09,80-89,62,76,12464
2021-08-09,70-79,101,165,28455
2021-08-09,90+,17,<15,2671
2021-08-09,40-49,271,166,0
2021-08-09,30-39,360,222,0
2021-08-09,60-69,173,268,31615
2021-08-09,0-19,3668,1585,0
2021-08-10,40-49,330,166,506
2021-08-10,30-39,454,252,93
2021-08-10,70-79,124,218,27280
2021-08-10,60-69,166,287,31751
2021-08-10,20-29,617,338,0
2021-08-10,0-19,3526,1527,0
2021-08-10,50-59,215,154,936
2021-08-10,90+,23,21,2418
2021-08-10,80-89,63,106,12315
2021-08-11,50-59,243,142,1070
2021-08-11,90+,19,<15,2144
2021-08-11,60-69,227,242,26397
2021-08-11,40-49,345,182,591
2021-08-11,80-89,70,68,10131
2021-08-11,0-19,3569,1459,0
2021-08-11,20-29,568,297,0
2021-08-11,30-39,444,268,84
2021-08-11,70-79,139,159,22107
2021-08-12,50-59,296,170,830
2021-08-12,80-89,74,78,9497
2021-08-12,20-29,544,357,0
2021-08-12,0-19,4721,1711,0
2021-08-12,40-49,400,183,465
2021-08-12,30-39,559,264,83
2021-08-12,90+,27,17,2098
2021-08-12,60-69,224,256,26068
2021-08-12,70-79,137,158,20313
2021-08-13,20-29,279,194,0
2021-08-13,0-19,2694,1041,0
2021-08-13,70-79,58,71,8234
2021-08-13,30-39,265,177,85
2021-08-13,40-49,189,120,357
2021-08-13,50-59,124,167,16720
2021-08-13,60-69,103,146,13535
2021-08-13,80-89,34,26,3930
2021-08-13,90+,<15,<15,903
2021-08-14,50-59,123,169,27003
2021-08-14,20-29,192,96,0
2021-08-14,80-89,20,<15,2237
2021-08-14,0-19,1499,286,0
2021-08-14,40-49,126,56,372
2021-08-14,90+,<15,<15,491
2021-08-14,30-39,145,54,101
2021-08-14,70-79,52,35,5226
2021-08-14,60-69,70,58,8987
2021-08-15,20-29,643,417,0
2021-08-15,80-89,72,84,6567
2021-08-15,60-69,274,270,21599
2021-08-15,0-19,4710,2438,0
2021-08-15,30-39,564,347,1516
2021-08-15,90+,<15,20,1380
2021-08-15,40-49,423,242,2975
2021-08-15,70-79,125,167,13513
2021-08-15,50-59,342,471,50175
2021-08-16,0-19,4235,2466,0
2021-08-16,20-29,729,420,0
2021-08-16,30-39,579,339,1975
2021-08-16,70-79,177,156,11962
2021-08-16,60-69,248,294,18542
2021-08-16,90+,15,15,1304
2021-08-16,40-49,488,279,3268
2021-08-16,80-89,68,51,5958
2021-08-16,50-59,425,599,46223
2021-08-17,50-59,428,521,42923
2021-08-17,20-29,705,514,0
2021-08-17,80-89,85,91,4877
2021-08-17,0-19,4657,2721,0
2021-08-17,90+,22,20,1121
2021-08-17,60-69,263,290,17078
2021-08-17,70-79,179,168,10276
2021-08-17,30-39,678,399,2308
2021-08-17,40-49,539,302,4461
2021-08-18,20-29,784,447,0
2021-08-18,30-39,718,385,2034
2021-08-18,40-49,531,304,3632
2021-08-18,90+,17,<15,980
2021-08-18,0-19,5593,2428,0
2021-08-18,80-89,71,54,4155
2021-08-18,50-59,485,466,35291
2021-08-18,60-69,278,266,14360
2021-08-18,70-79,137,143,8558
2021-08-19,20-29,870,517,0
2021-08-19,0-19,6651,2779,0
2021-08-19,80-89,83,68,3522
2021-08-19,70-79,162,162,7270
2021-08-19,50-59,501,503,33942
2021-08-19,30-39,791,397,2220
2021-08-19,90+,27,20,773
2021-08-19,40-49,639,378,4196
2021-08-19,60-69,321,301,13742
2021-08-20,20-29,354,259,0
2021-08-20,80-89,30,16,1418
2021-08-20,0-19,3220,1388,0
2021-08-20,90+,<15,<15,295
2021-08-20,50-59,258,335,21078
2021-08-20,70-79,71,58,2968
2021-08-20,40-49,308,298,26267
2021-08-20,60-69,127,112,6700
2021-08-20,30-39,348,237,1286
2021-08-21,70-79,29,30,1442
2021-08-21,90+,<15,<15,137
2021-08-21,40-49,223,218,31547
2021-08-21,20-29,242,155,0
2021-08-21,30-39,178,116,1451
2021-08-21,0-19,2621,719,0
2021-08-21,80-89,<15,<15,666
2021-08-21,60-69,50,82,3118
2021-08-21,50-59,134,168,11949
2021-08-22,80-89,87,55,2708
2021-08-22,60-69,294,222,10538
2021-08-22,40-49,778,567,51321
2021-08-22,90+,23,15,575
2021-08-22,70-79,146,129,5945
2021-08-22,30-39,772,331,5828
2021-08-22,20-29,921,365,0
2021-08-22,0-19,6378,2688,0
2021-08-22,50-59,485,394,25922
2021-08-23,90+,28,<15,566
2021-08-23,80-89,71,59,2440
2021-08-23,40-49,879,538,43593
2021-08-23,70-79,150,136,5010
2021-08-23,60-69,274,230,8969
2021-08-23,30-39,903,336,8860
2021-08-23,20-29,957,372,0
2021-08-23,0-19,7191,2262,0
2021-08-23,50-59,530,388,21334
2021-08-24,30-39,997,365,18711
2021-08-24,90+,17,<15,540
2021-08-24,70-79,159,127,4609
2021-08-24,50-59,542,419,19167
2021-08-24,60-69,297,243,8027
2021-08-24,40-49,855,555,40541
2021-08-24,0-19,7827,2358,0
2021-08-24,80-89,72,68,2083
2021-08-24,20-29,1037,464,0
2021-08-25,50-59,488,391,14907
2021-08-25,40-49,849,468,32418
2021-08-25,30-39,1080,463,35144
2021-08-25,90+,18,<15,462
2021-08-25,60-69,259,246,6478
2021-08-25,70-79,149,127,3619
2021-08-25,20-29,1043,388,0
2021-08-25,80-89,59,44,1707
2021-08-25,0-19,5775,2234,0
2021-08-26,70-79,143,117,3035
2021-08-26,30-39,1122,496,34290
2021-08-26,40-49,842,509,34401
2021-08-26,60-69,220,223,6425
2021-08-26,50-59,471,403,16216
2021-08-26,20-29,1129,411,0
2021-08-26,90+,<15,<15,296
2021-08-26,80-89,55,40,1450
2021-08-26,0-19,6168,2753,0
2021-08-27,40-49,345,261,20828
2021-08-27,60-69,97,90,3018
2021-08-27,50-59,180,190,8802
2021-08-27,90+,<15,<15,101
2021-08-27,70-79,43,37,1204
2021-08-27,30-39,402,264,19941
2021-08-27,80-89,19,19,512
2021-08-27,20-29,367,170,0
2021-08-27,0-19,2856,1652,0
2021-08-28,50-59,111,139,4896
2021-08-28,0-19,2743,707,0
2021-08-28,20-29,248,135,0
2021-08-28,80-89,<15,<15,289
2021-08-28,30-39,261,171,13017
2021-08-28,70-79,24,30,722
2021-08-28,90+,<15,0,61
2021-08-28,60-69,54,61,1658
2021-08-28,40-49,249,179,11728
2021-08-29,20-29,1183,543,9228
2021-08-29,0-19,6581,3525,1546
2021-08-29,50-59,456,330,10476
2021-08-29,70-79,117,145,2567
2021-08-29,30-39,967,545,27032
2021-08-29,40-49,786,523,22202
2021-08-29,60-69,237,210,4828
2021-08-29,90+,18,<15,260
2021-08-29,80-89,57,50,1158
2021-08-30,50-59,576,402,10812
2021-08-30,0-19,7414,4004,9422
2021-08-30,80-89,56,44,1215
2021-08-30,20-29,1598,823,35445
2021-08-30,30-39,1395,669,28908
2021-08-30,70-79,130,137,2481
2021-08-30,90+,<15,<15,317
2021-08-30,60-69,264,229,4815
2021-08-30,40-49,952,597,22265
2021-08-31,20-29,1472,926,39590
2021-08-31,80-89,44,59,1177
2021-08-31,0-19,7632,3457,9885
2021-08-31,50-59,440,411,10078
2021-08-31,40-49,886,541,20287
2021-08-31,30-39,1300,595,26210
2021-08-31,70-79,146,167,2369
2021-08-31,90+,<15,<15,267
2021-08-31,60-69,228,254,4654
2021-09-01,20-29,1802,1068,44027
2021-09-01,0-19,4485,2873,12321
2021-09-01,80-89,48,57,887
2021-09-01,90+,<15,<15,247
2021-09-01,60-69,229,276,3818
2021-09-01,30-39,1171,639,23719
2021-09-01,40-49,774,497,17079
2021-09-01,70-79,123,160,1944
2021-09-01,50-59,457,332,7961
2021-09-02,30-39,1197,598,25224
2021-09-02,90+,22,<15,224
2021-09-02,20-29,1838,1094,37992
2021-09-02,50-59,487,384,9121
2021-09-02,0-19,4137,4011,12227
2021-09-02,80-89,65,58,795
2021-09-02,60-69,226,250,3851
2021-09-02,70-79,121,132,1806
2021-09-02,40-49,762,538,19932
2021-09-03,80-89,<15,17,307
2021-09-03,20-29,525,489,16694
2021-09-03,40-49,322,297,12108
2021-09-03,70-79,39,60,821
2021-09-03,90+,<15,<15,63
2021-09-03,30-39,438,336,15768
2021-09-03,50-59,150,230,5133
2021-09-03,60-69,71,99,1946
2021-09-03,0-19,2168,2482,5909
2021-09-04,70-79,21,19,422
2021-09-04,60-69,43,70,979
2021-09-04,30-39,241,189,7477
2021-09-04,80-89,<15,<15,188
2021-09-04,90+,<15,<15,47
2021-09-04,40-49,185,157,5757
2021-09-04,0-19,1833,1149,3775
2021-09-04,50-59,96,141,2711
2021-09-04,20-29,248,224,8526
2021-09-05,60-69,202,202,2520
2021-09-05,30-39,881,448,14797
2021-09-05,40-49,613,382,10124
2021-09-05,70-79,126,104,1415
2021-09-05,50-59,368,280,5124
2021-09-05,0-19,3549,4071,9611
2021-09-05,20-29,1287,873,28729
2021-09-05,80-89,47,38,614
2021-09-05,90+,<15,<15,155
2021-09-06,50-59,137,116,2057
2021-09-06,60-69,65,72,807
2021-09-06,40-49,272,166,3895
2021-09-06,70-79,38,42,363
2021-09-06,30-39,335,209,5140
2021-09-06,90+,<15,<15,28
2021-09-06,20-29,435,323,7322
2021-09-06,0-19,1510,1664,2961
2021-09-06,80-89,17,22,144
2021-09-07,50-59,47,35,620
2021-09-07,20-29,160,109,1396
2021-09-07,80-89,<15,<15,38
2021-09-07,0-19,760,470,436
2021-09-07,30-39,118,75,1337
2021-09-07,70-79,<15,<15,140
2021-09-07,40-49,60,73,1093
2021-09-07,60-69,15,25,282
2021-09-07,90+,0,0,<15
2021-09-08,20-29,199,154,1753
2021-09-08,0-19,857,725,620
2021-09-08,40-49,97,70,1317
2021-09-08,30-39,115,78,1612
2021-09-08,70-79,<15,16,143
2021-09-08,60-69,24,25,339
2021-09-08,50-59,53,42,723
2021-09-08,90+,0,0,<15
2021-09-08,80-89,<15,<15,60
2021-09-09,80-89,54,88,663
2021-09-09,0-19,3658,8430,7579
