fra;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel
FR;2022-02-10;54115702;52983358;37387421;67114995.0;80.6;78.9;55.7
