dep;clage_vacsi;jour;n_tot_dose1;n_tot_complet;n_tot_rappel;pop;couv_tot_dose1;couv_tot_complet;couv_tot_rappel
29;04;2022-02-10;18;6;2;41580.0;0.0;0.0;0.0
29;11;2022-02-10;3214;1659;23;21519.0;14.9;7.7;0.1
29;17;2022-02-10;63546;61884;9630;65991.0;96.3;93.8;14.6
29;24;2022-02-10;73186;72261;50825;70022.0;99.0;99.0;72.6
29;29;2022-02-10;42171;41539;28697;42569.0;99.0;97.6;67.4
29;39;2022-02-10;92907;91655;67711;99828.0;93.1;91.8;67.8
29;49;2022-02-10;106516;105627;86244;113799.0;93.6;92.8;75.8
29;59;2022-02-10;118261;117532;105017;123509.0;95.8;95.2;85.0
29;09;2022-02-10;2829;1414;4;49680.0;5.7;2.8;0.0
29;64;2022-02-10;60919;60626;56519;63508.0;95.9;95.5;89.0
29;69;2022-02-10;58698;58411;55001;60999.0;96.2;95.8;90.2
29;74;2022-02-10;57557;57229;53802;54208.0;99.0;99.0;99.0
29;79;2022-02-10;33477;33229;31071;32298.0;99.0;99.0;96.2
29;80;2022-02-10;62466;61517;53868;67044.0;93.2;91.8;80.3
2A;04;2022-02-10;5;4;1;7413.0;0.1;0.1;0.0
2A;11;2022-02-10;125;94;8;3518.0;3.6;2.7;0.2
2A;17;2022-02-10;6182;5900;855;9322.0;66.3;63.3;9.2
2A;24;2022-02-10;8390;8136;4361;9206.0;91.1;88.4;47.4
2A;29;2022-02-10;6038;5852;3152;7844.0;77.0;74.6;40.2
2A;39;2022-02-10;14767;14438;8348;20657.0;71.5;69.9;40.4
2A;49;2022-02-10;17173;16892;11883;22044.0;77.9;76.6;53.9
2A;59;2022-02-10;20059;19852;15705;23268.0;86.2;85.3;67.5
2A;09;2022-02-10;60;39;0;8580.0;0.7;0.5;0.0
2A;64;2022-02-10;9259;9169;7787;10671.0;86.8;85.9;73.0
2A;69;2022-02-10;8875;8790;7733;10602.0;83.7;82.9;72.9
2A;74;2022-02-10;8007;7934;7056;9731.0;82.3;81.5;72.5
2A;79;2022-02-10;5730;5682;5066;7933.0;72.2;71.6;63.9
2A;80;2022-02-10;8718;8543;7204;11632.0;74.9;73.4;61.9
2B;04;2022-02-10;3;0;0;8250.0;0.0;0.0;0.0
2B;11;2022-02-10;87;52;6;4048.0;2.1;1.3;0.1
2B;17;2022-02-10;6163;5883;807;11185.0;55.1;52.6;7.2
2B;24;2022-02-10;8923;8641;4514;13486.0;66.2;64.1;33.5
2B;29;2022-02-10;6222;6039;3139;9563.0;65.1;63.1;32.8
2B;39;2022-02-10;15448;15021;8784;22967.0;67.3;65.4;38.2
2B;49;2022-02-10;17857;17576;12059;23161.0;77.1;75.9;52.1
2B;59;2022-02-10;20939;20668;16320;24702.0;84.8;83.7;66.1
2B;09;2022-02-10;64;23;0;9501.0;0.7;0.2;0.0
2B;64;2022-02-10;10183;10062;8582;11790.0;86.4;85.3;72.8
2B;69;2022-02-10;9825;9739;8596;12032.0;81.7;80.9;71.4
2B;74;2022-02-10;9363;9277;8359;10849.0;86.3;85.5;77.0
2B;79;2022-02-10;6589;6540;5912;8172.0;80.6;80.0;72.3
2B;80;2022-02-10;10125;9927;8481;12552.0;80.7;79.1;67.6
30;04;2022-02-10;16;5;1;37678.0;0.0;0.0;0.0
30;11;2022-02-10;1012;698;34;18277.0;5.5;3.8;0.2
30;17;2022-02-10;40996;39417;5211;54361.0;75.4;72.5;9.6
30;24;2022-02-10;50587;49365;28365;52820.0;95.8;93.5;53.7
30;29;2022-02-10;28874;28125;15737;34641.0;83.4;81.2;45.4
30;39;2022-02-10;68830;67310;40555;84369.0;81.6;79.8;48.1
30;49;2022-02-10;81168;79966;56208;91908.0;88.3;87.0;61.2
30;59;2022-02-10;94563;93516;75085;103521.0;91.3;90.3;72.5
30;09;2022-02-10;659;410;1;42949.0;1.5;1.0;0.0
30;64;2022-02-10;46567;46184;39574;50969.0;91.4;90.6;77.6
30;69;2022-02-10;45405;45067;39912;50457.0;90.0;89.3;79.1
30;74;2022-02-10;44803;44472;40077;45688.0;98.1;97.3;87.7
30;79;2022-02-10;30012;29727;26825;30153.0;99.0;98.6;89.0
30;80;2022-02-10;44615;43676;37353;50677.0;88.0;86.2;73.7
31;04;2022-02-10;17;6;1;78558.0;0.0;0.0;0.0
31;11;2022-02-10;1950;1034;21;33314.0;5.9;3.1;0.1
31;17;2022-02-10;80450;77918;8907;99355.0;81.0;78.4;9.0
31;24;2022-02-10;113730;111776;69533;147618.0;77.0;75.7;47.1
31;29;2022-02-10;86472;84963;51635;96416.0;89.7;88.1;53.6
31;39;2022-02-10;169372;166737;105749;194920.0;86.9;85.5;54.3
31;49;2022-02-10;168837;167074;121431;184340.0;91.6;90.6;65.9
31;59;2022-02-10;164307;163003;134935;174175.0;94.3;93.6;77.5
31;09;2022-02-10;1712;851;8;84158.0;2.0;1.0;0.0
31;64;2022-02-10;69266;68755;60297;72167.0;96.0;95.3;83.6
31;69;2022-02-10;60894;60525;54647;65865.0;92.5;91.9;83.0
31;74;2022-02-10;58714;58364;53352;59889.0;98.0;97.5;89.1
31;79;2022-02-10;39597;39309;35743;39232.0;99.0;99.0;91.1
31;80;2022-02-10;65181;64052;55056;70928.0;91.9;90.3;77.6
32;04;2022-02-10;7;2;0;7650.0;0.1;0.0;0.0
32;11;2022-02-10;390;255;6;4295.0;9.1;5.9;0.1
32;17;2022-02-10;11201;10858;1614;12530.0;89.4;86.7;12.9
32;24;2022-02-10;12162;11927;7783;10079.0;99.0;99.0;77.2
32;29;2022-02-10;6609;6472;4157;7305.0;90.5;88.6;56.9
32;39;2022-02-10;15977;15690;10584;18813.0;84.9;83.4;56.3
32;49;2022-02-10;19995;19776;15261;23258.0;86.0;85.0;65.6
32;59;2022-02-10;25234;25008;21098;27973.0;90.2;89.4;75.4
32;09;2022-02-10;294;173;0;9623.0;3.1;1.8;0.0
32;64;2022-02-10;13023;12955;11463;14418.0;90.3;89.9;79.5
32;69;2022-02-10;13073;12998;11780;14445.0;90.5;90.0;81.6
32;74;2022-02-10;12900;12807;11757;13008.0;99.0;98.5;90.4
32;79;2022-02-10;8528;8432;7665;8613.0;99.0;97.9;89.0
32;80;2022-02-10;15615;15299;12960;18030.0;86.6;84.9;71.9
33;04;2022-02-10;31;9;2;83937.0;0.0;0.0;0.0
33;11;2022-02-10;4125;2455;32;39240.0;10.5;6.3;0.1
33;17;2022-02-10;103526;100448;13811;117160.0;88.4;85.7;11.8
33;24;2022-02-10;129092;126846;80429;152227.0;84.8;83.3;52.8
33;29;2022-02-10;90682;89093;56255;96491.0;94.0;92.3;58.3
33;39;2022-02-10;192744;189773;126971;211536.0;91.1;89.7;60.0
33;49;2022-02-10;206827;204696;154317;220133.0;94.0;93.0;70.1
33;59;2022-02-10;201267;199688;168573;205186.0;98.1;97.3;82.2
33;09;2022-02-10;3427;1908;10;94854.0;3.6;2.0;0.0
33;64;2022-02-10;89313;88753;79143;94195.0;94.8;94.2;84.0
33;69;2022-02-10;85699;85185;77788;91164.0;94.0;93.4;85.3
33;74;2022-02-10;84703;84192;77405;82221.0;99.0;99.0;94.1
33;79;2022-02-10;52564;52144;47707;51472.0;99.0;99.0;92.7
33;80;2022-02-10;87448;85955;74371;93624.0;93.4;91.8;79.4
34;04;2022-02-10;29;9;3;60240.0;0.0;0.0;0.0
34;11;2022-02-10;1482;916;28;27418.0;5.4;3.3;0.1
34;17;2022-02-10;61048;58820;7296;81939.0;74.5;71.8;8.9
34;24;2022-02-10;87613;85544;49971;109686.0;79.9;78.0;45.6
34;29;2022-02-10;59570;58192;33411;65836.0;90.5;88.4;50.7
34;39;2022-02-10;122109;119764;72973;142491.0;85.7;84.1;51.2
34;49;2022-02-10;132490;130825;92619;145553.0;91.0;89.9;63.6
34;59;2022-02-10;141229;139829;112673;147241.0;95.9;95.0;76.5
34;09;2022-02-10;1081;592;1;66947.0;1.6;0.9;0.0
34;64;2022-02-10;65782;65297;56146;69781.0;94.3;93.6;80.5
34;69;2022-02-10;65456;65014;57900;71456.0;91.6;91.0;81.0
34;74;2022-02-10;67276;66821;60579;67486.0;99.0;99.0;89.8
34;79;2022-02-10;45532;45157;40891;44508.0;99.0;99.0;91.9
34;80;2022-02-10;67596;66329;56244;75563.0;89.5;87.8;74.4
35;04;2022-02-10;17;3;0;59204.0;0.0;0.0;0.0
35;11;2022-02-10;2628;1180;12;28654.0;9.2;4.1;0.0
35;17;2022-02-10;80553;78435;9581;85764.0;93.9;91.5;11.2
35;24;2022-02-10;93689;92529;61480;104190.0;89.9;88.8;59.0
35;29;2022-02-10;62336;61468;39985;61845.0;99.0;99.0;64.7
35;39;2022-02-10;126919;125338;87669;136675.0;92.9;91.7;64.1
35;49;2022-02-10;134487;133462;103556;143253.0;93.9;93.2;72.3
35;59;2022-02-10;130749;129947;111904;135357.0;96.6;96.0;82.7
35;09;2022-02-10;2073;871;2;68790.0;3.0;1.3;0.0
35;64;2022-02-10;57214;56932;51572;59016.0;96.9;96.5;87.4
35;69;2022-02-10;52663;52379;48333;55998.0;94.0;93.5;86.3
35;74;2022-02-10;51959;51631;48037;50609.0;99.0;99.0;94.9
35;79;2022-02-10;31151;30912;28644;30280.0;99.0;99.0;94.6
35;80;2022-02-10;58364;57289;49714;62438.0;93.5;91.8;79.6
36;04;2022-02-10;2;0;0;8766.0;0.0;0.0;0.0
36;11;2022-02-10;560;313;11;4647.0;12.1;6.7;0.2
36;17;2022-02-10;12841;12456;2243;14285.0;89.9;87.2;15.7
36;24;2022-02-10;14582;14325;9712;13347.0;99.0;99.0;72.8
36;29;2022-02-10;8219;8039;5380;8959.0;91.7;89.7;60.1
36;39;2022-02-10;18084;17794;12752;20646.0;87.6;86.2;61.8
36;49;2022-02-10;22186;21951;17403;25665.0;86.4;85.5;67.8
36;59;2022-02-10;28212;27988;24146;30627.0;92.1;91.4;78.8
36;09;2022-02-10;430;191;0;10807.0;4.0;1.8;0.0
36;64;2022-02-10;14735;14647;13425;16697.0;88.2;87.7;80.4
36;69;2022-02-10;15069;14965;13822;16845.0;89.5;88.8;82.1
36;74;2022-02-10;14898;14797;13769;15444.0;96.5;95.8;89.2
36;79;2022-02-10;9730;9657;8912;9912.0;98.2;97.4;89.9
36;80;2022-02-10;17988;17680;15299;20492.0;87.8;86.3;74.7
37;04;2022-02-10;9;5;1;30767.0;0.0;0.0;0.0
37;11;2022-02-10;1541;928;12;14523.0;10.6;6.4;0.1
37;17;2022-02-10;39611;38637;5739;44602.0;88.8;86.6;12.9
37;24;2022-02-10;49589;48891;32772;51128.0;97.0;95.6;64.1
37;29;2022-02-10;30712;30248;19946;30771.0;99.0;98.3;64.8
37;39;2022-02-10;65648;64803;45253;71384.0;92.0;90.8;63.4
37;49;2022-02-10;70198;69605;54565;75823.0;92.6;91.8;72.0
37;59;2022-02-10;74946;74449;64065;77908.0;96.2;95.6;82.2
37;09;2022-02-10;1275;728;2;35521.0;3.6;2.0;0.0
37;64;2022-02-10;35392;35215;31798;38120.0;92.8;92.4;83.4
37;69;2022-02-10;34840;34661;32107;37052.0;94.0;93.5;86.7
37;74;2022-02-10;33847;33690;31401;33451.0;99.0;99.0;93.9
37;79;2022-02-10;22030;21888;20255;21199.0;99.0;99.0;95.5
37;80;2022-02-10;39189;38558;33777;43131.0;90.9;89.4;78.3
38;04;2022-02-10;28;11;4;70823.0;0.0;0.0;0.0
38;11;2022-02-10;2909;1960;47;33580.0;8.7;5.8;0.1
38;17;2022-02-10;83531;81011;10209;99889.0;83.6;81.1;10.2
38;24;2022-02-10;101427;100123;60710;108965.0;93.1;91.9;55.7
38;29;2022-02-10;64073;63231;37744;67727.0;94.6;93.4;55.7
38;39;2022-02-10;140138;138506;87289;156507.0;89.5;88.5;55.8
38;49;2022-02-10;152638;151402;109854;166838.0;91.5;90.7;65.8
38;59;2022-02-10;158129;156976;128912;165540.0;95.5;94.8;77.9
38;09;2022-02-10;2137;1292;12;81216.0;2.6;1.6;0.0
38;64;2022-02-10;69551;69138;60313;73262.0;94.9;94.4;82.3
38;69;2022-02-10;63323;62990;56748;68087.0;93.0;92.5;83.3
38;74;2022-02-10;60781;60428;55091;60493.0;99.0;99.0;91.1
38;79;2022-02-10;41726;41432;37821;41745.0;99.0;99.0;90.6
38;80;2022-02-10;64540;63510;54610;70307.0;91.8;90.3;77.7
39;04;2022-02-10;4;1;0;12428.0;0.0;0.0;0.0
39;11;2022-02-10;493;342;2;6231.0;7.9;5.5;0.0
39;17;2022-02-10;15508;15107;1885;19130.0;81.1;79.0;9.9
39;24;2022-02-10;17497;17195;10457;16259.0;99.0;99.0;64.3
39;29;2022-02-10;9968;9775;5719;11639.0;85.6;84.0;49.1
39;39;2022-02-10;22885;22441;14063;28552.0;80.2;78.6;49.3
39;49;2022-02-10;26897;26605;19437;32094.0;83.8;82.9;60.6
39;59;2022-02-10;32361;32134;26349;36427.0;88.8;88.2;72.3
39;09;2022-02-10;352;220;0;14464.0;2.4;1.5;0.0
39;64;2022-02-10;15714;15628;13749;17732.0;88.6;88.1;77.5
39;69;2022-02-10;15443;15334;13785;17001.0;90.8;90.2;81.1
39;74;2022-02-10;15201;15111;13956;15842.0;96.0;95.4;88.1
39;79;2022-02-10;10210;10147;9363;10318.0;99.0;98.3;90.7
39;80;2022-02-10;17041;16754;14432;19732.0;86.4;84.9;73.1
40;04;2022-02-10;6;1;0;18009.0;0.0;0.0;0.0
40;11;2022-02-10;740;406;6;9505.0;7.8;4.3;0.1
40;17;2022-02-10;26451;25737;3612;27786.0;95.2;92.6;13.0
40;24;2022-02-10;28535;28085;18249;23141.0;99.0;99.0;78.9
40;29;2022-02-10;16778;16487;10469;17313.0;96.9;95.2;60.5
40;39;2022-02-10;40312;39679;26638;45849.0;87.9;86.5;58.1
40;49;2022-02-10;49543;49047;37314;54129.0;91.5;90.6;68.9
40;59;2022-02-10;55773;55386;47168;58062.0;96.1;95.4;81.2
40;09;2022-02-10;495;237;0;22036.0;2.2;1.1;0.0
40;64;2022-02-10;28453;28293;25457;29228.0;97.3;96.8;87.1
40;69;2022-02-10;29082;28944;26615;30256.0;96.1;95.7;88.0
40;74;2022-02-10;28706;28527;26317;27412.0;99.0;99.0;96.0
40;79;2022-02-10;17944;17822;16262;17201.0;99.0;99.0;94.5
40;80;2022-02-10;29833;29361;25429;32052.0;93.1;91.6;79.3
41;04;2022-02-10;7;2;0;15114.0;0.0;0.0;0.0
41;11;2022-02-10;663;299;5;7960.0;8.3;3.8;0.1
41;17;2022-02-10;21620;20970;3286;24327.0;88.9;86.2;13.5
41;24;2022-02-10;23322;22934;15260;20436.0;99.0;99.0;74.7
41;29;2022-02-10;13564;13265;8778;14376.0;94.4;92.3;61.1
41;39;2022-02-10;30639;30138;20915;34921.0;87.7;86.3;59.9
41;49;2022-02-10;36825;36473;28688;40911.0;90.0;89.2;70.1
41;59;2022-02-10;42446;42151;36520;45162.0;94.0;93.3;80.9
41;09;2022-02-10;481;200;0;18722.0;2.6;1.1;0.0
41;64;2022-02-10;21312;21197;19334;22728.0;93.8;93.3;85.1
41;69;2022-02-10;21012;20925;19368;22685.0;92.6;92.2;85.4
41;74;2022-02-10;21051;20921;19602;20510.0;99.0;99.0;95.6
41;79;2022-02-10;12955;12855;12008;12424.0;99.0;99.0;96.7
41;80;2022-02-10;24751;24317;21370;27559.0;89.8;88.2;77.5
42;04;2022-02-10;15;9;0;41994.0;0.0;0.0;0.0
42;11;2022-02-10;1101;697;19;19354.0;5.7;3.6;0.1
42;17;2022-02-10;46368;44991;5783;57810.0;80.2;77.8;10.0
42;24;2022-02-10;56047;55294;32649;61452.0;91.2;90.0;53.1
42;29;2022-02-10;33463;33002;18778;38460.0;87.0;85.8;48.8
42;39;2022-02-10;73735;72796;44572;87478.0;84.3;83.2;51.0
42;49;2022-02-10;82849;82164;58674;93717.0;88.4;87.7;62.6
42;59;2022-02-10;90418;89816;72630;96985.0;93.2;92.6;74.9
42;09;2022-02-10;720;392;7;47476.0;1.5;0.8;0.0
42;64;2022-02-10;42546;42317;36761;45737.0;93.0;92.5;80.4
42;69;2022-02-10;42090;41865;37761;46317.0;90.9;90.4;81.5
42;74;2022-02-10;43282;43010;39106;44186.0;98.0;97.3;88.5
42;79;2022-02-10;28240;28018;25385;28220.0;99.0;99.0;90.0
42;80;2022-02-10;49112;48393;41568;55551.0;88.4;87.1;74.8
43;04;2022-02-10;3;1;1;10473.0;0.0;0.0;0.0
43;11;2022-02-10;278;172;6;5400.0;5.1;3.2;0.1
43;17;2022-02-10;13621;13245;1639;16790.0;81.1;78.9;9.8
43;24;2022-02-10;15579;15396;9163;13944.0;99.0;99.0;65.7
43;29;2022-02-10;8348;8243;4589;9892.0;84.4;83.3;46.4
43;39;2022-02-10;19375;19093;11601;24155.0;80.2;79.0;48.0
43;49;2022-02-10;24192;23957;16853;28786.0;84.0;83.2;58.5
43;59;2022-02-10;28464;28207;22706;32117.0;88.6;87.8;70.7
43;09;2022-02-10;181;102;3;12253.0;1.5;0.8;0.0
43;64;2022-02-10;14591;14491;12735;16538.0;88.2;87.6;77.0
43;69;2022-02-10;14387;14301;12835;15751.0;91.3;90.8;81.5
43;74;2022-02-10;14208;14096;12872;14568.0;97.5;96.8;88.4
43;79;2022-02-10;8596;8513;7604;8692.0;98.9;97.9;87.5
43;80;2022-02-10;15177;14906;12607;17542.0;86.5;85.0;71.9
44;04;2022-02-10;38;10;1;82679.0;0.0;0.0;0.0
44;11;2022-02-10;3997;2055;40;37893.0;10.5;5.4;0.1
44;17;2022-02-10;103385;100413;13921;112366.0;92.0;89.4;12.4
44;24;2022-02-10;116224;114920;74410;121915.0;95.3;94.3;61.0
44;29;2022-02-10;78868;77937;49708;83347.0;94.6;93.5;59.6
44;39;2022-02-10;173160;171159;115494;190072.0;91.1;90.0;60.8
44;49;2022-02-10;179963;178619;135355;190724.0;94.4;93.7;71.0
44;59;2022-02-10;171640;170714;144552;177335.0;96.8;96.3;81.5
44;09;2022-02-10;3338;1627;10;93073.0;3.6;1.7;0.0
44;64;2022-02-10;77118;76725;69169;80388.0;95.9;95.4;86.0
44;69;2022-02-10;73463;73117;67417;78183.0;94.0;93.5;86.2
44;74;2022-02-10;72811;72414;67309;68887.0;99.0;99.0;97.7
44;79;2022-02-10;43149;42850;39641;41100.0;99.0;99.0;96.5
44;80;2022-02-10;74556;73363;63721;79175.0;94.2;92.7;80.5
45;04;2022-02-10;9;1;0;38709.0;0.0;0.0;0.0
45;11;2022-02-10;1627;972;19;18265.0;8.9;5.3;0.1
45;17;2022-02-10;45521;44016;6821;53977.0;84.3;81.5;12.6
45;24;2022-02-10;51413;50514;33044;53473.0;96.1;94.5;61.8
45;29;2022-02-10;32497;31892;20249;36199.0;89.8;88.1;55.9
45;39;2022-02-10;71341;70200;47310;82596.0;86.4;85.0;57.3
45;49;2022-02-10;78030;77236;59282;87117.0;89.6;88.7;68.0
45;59;2022-02-10;82087;81510;69590;87500.0;93.8;93.2;79.5
45;09;2022-02-10;1276;689;2;44474.0;2.9;1.5;0.0
45;64;2022-02-10;38205;37921;34050;40935.0;93.3;92.6;83.2
45;69;2022-02-10;36502;36288;33243;39320.0;92.8;92.3;84.5
45;74;2022-02-10;36352;36124;33547;35729.0;99.0;99.0;93.9
45;79;2022-02-10;22318;22160;20482;21933.0;99.0;99.0;93.4
45;80;2022-02-10;38193;37566;32891;42663.0;89.5;88.1;77.1
46;04;2022-02-10;6;1;0;6514.0;0.1;0.0;0.0
46;11;2022-02-10;217;134;6;3497.0;6.2;3.8;0.2
46;17;2022-02-10;8454;8160;1099;10797.0;78.3;75.6;10.2
46;24;2022-02-10;9976;9782;5862;9162.0;99.0;99.0;64.0
46;29;2022-02-10;5626;5498;3175;6807.0;82.7;80.8;46.6
46;39;2022-02-10;12943;12671;7951;16429.0;78.8;77.1;48.4
46;49;2022-02-10;16385;16161;11754;19814.0;82.7;81.6;59.3
46;59;2022-02-10;21450;21252;17447;24719.0;86.8;86.0;70.6
46;09;2022-02-10;158;96;0;8020.0;2.0;1.2;0.0
46;64;2022-02-10;12148;12058;10536;14220.0;85.4;84.8;74.1
46;69;2022-02-10;12836;12751;11506;14062.0;91.3;90.7;81.8
46;74;2022-02-10;12913;12819;11753;13341.0;96.8;96.1;88.1
46;79;2022-02-10;8266;8190;7475;8404.0;98.4;97.5;88.9
46;80;2022-02-10;14696;14423;12466;17380.0;84.6;83.0;71.7
47;04;2022-02-10;4;1;0;15055.0;0.0;0.0;0.0
47;11;2022-02-10;628;387;4;7711.0;8.1;5.0;0.1
47;17;2022-02-10;18772;18155;2291;22695.0;82.7;80.0;10.1
47;24;2022-02-10;21807;21354;13222;20332.0;99.0;99.0;65.0
47;29;2022-02-10;12656;12396;7498;14531.0;87.1;85.3;51.6
47;39;2022-02-10;28757;28185;17947;35714.0;80.5;78.9;50.3
47;49;2022-02-10;33984;33545;24247;38760.0;87.7;86.5;62.6
47;59;2022-02-10;40662;40339;32935;45512.0;89.3;88.6;72.4
47;09;2022-02-10;553;346;2;18101.0;3.1;1.9;0.0
47;64;2022-02-10;21016;20863;17950;23318.0;90.1;89.5;77.0
47;69;2022-02-10;21281;21111;18777;23718.0;89.7;89.0;79.2
47;74;2022-02-10;21242;21054;18955;21876.0;97.1;96.2;86.6
47;79;2022-02-10;14641;14466;12946;14687.0;99.0;98.5;88.1
47;80;2022-02-10;25329;24814;20873;28326.0;89.4;87.6;73.7
48;11;2022-02-10;89;67;2;1721.0;5.2;3.9;0.1
48;17;2022-02-10;4217;4079;446;5215.0;80.9;78.2;8.6
48;24;2022-02-10;4696;4619;2724;5269.0;89.1;87.7;51.7
48;29;2022-02-10;2676;2621;1514;3397.0;78.8;77.2;44.6
48;39;2022-02-10;6214;6127;3728;7892.0;78.7;77.6;47.2
48;49;2022-02-10;7811;7714;5545;9437.0;82.8;81.7;58.8
48;59;2022-02-10;9414;9321;7526;10818.0;87.0;86.2;69.6
48;09;2022-02-10;49;34;0;3829.0;1.3;0.9;0.0
48;64;2022-02-10;4866;4829;4126;5523.0;88.1;87.4;74.7
48;69;2022-02-10;4750;4721;4150;5546.0;85.6;85.1;74.8
48;74;2022-02-10;4749;4721;4233;4893.0;97.1;96.5;86.5
48;79;2022-02-10;2960;2943;2618;3046.0;97.2;96.6;85.9
48;80;2022-02-10;5174;5081;4209;6546.0;79.0;77.6;64.3
49;04;2022-02-10;19;5;3;41422.0;0.0;0.0;0.0
49;11;2022-02-10;2534;1347;15;21944.0;11.5;6.1;0.1
49;17;2022-02-10;61768;60202;8031;66804.0;92.5;90.1;12.0
49;24;2022-02-10;69151;68408;45426;73580.0;94.0;93.0;61.7
49;29;2022-02-10;40061;39547;25921;40160.0;99.0;98.5;64.5
49;39;2022-02-10;86178;85226;58859;95013.0;90.7;89.7;61.9
49;49;2022-02-10;95209;94589;73284;102005.0;93.3;92.7;71.8
49;59;2022-02-10;97356;96881;83366;102416.0;95.1;94.6;81.4
49;09;2022-02-10;1966;1035;4;49839.0;3.9;2.1;0.0
49;64;2022-02-10;45946;45718;41425;49545.0;92.7;92.3;83.6
49;69;2022-02-10;44237;44047;40738;47115.0;93.9;93.5;86.5
49;74;2022-02-10;42572;42356;39389;41943.0;99.0;99.0;93.9
49;79;2022-02-10;25938;25771;23806;26000.0;99.0;99.0;91.6
49;80;2022-02-10;49367;48690;42628;58095.0;85.0;83.8;73.4
50;04;2022-02-10;8;2;0;22546.0;0.0;0.0;0.0
50;11;2022-02-10;1673;981;8;11475.0;14.6;8.5;0.1
50;17;2022-02-10;33812;32995;4961;34806.0;97.1;94.8;14.3
50;24;2022-02-10;37627;37190;26150;30917.0;99.0;99.0;84.6
50;29;2022-02-10;22737;22374;15520;22751.0;99.0;98.3;68.2
50;39;2022-02-10;49106;48447;35110;52724.0;93.1;91.9;66.6
50;49;2022-02-10;54221;53770;43365;58061.0;93.4;92.6;74.7
50;59;2022-02-10;64860;64478;56530;68673.0;94.4;93.9;82.3
50;09;2022-02-10;1286;737;1;26622.0;4.8;2.8;0.0
50;64;2022-02-10;33847;33654;30732;35084.0;96.5;95.9;87.6
50;69;2022-02-10;32797;32635;30451;34247.0;95.8;95.3;88.9
50;74;2022-02-10;32326;32125;30068;31790.0;99.0;99.0;94.6
50;79;2022-02-10;19061;18901;17489;18769.0;99.0;99.0;93.2
50;80;2022-02-10;37717;37029;32141;42204.0;89.4;87.7;76.2
51;04;2022-02-10;5;2;2;30191.0;0.0;0.0;0.0
51;11;2022-02-10;1363;748;8;13604.0;10.0;5.5;0.1
51;17;2022-02-10;36159;35100;5596;41912.0;86.3;83.7;13.4
51;24;2022-02-10;44763;44055;29507;53016.0;84.4;83.1;55.7
51;29;2022-02-10;28981;28522;18675;31606.0;91.7;90.2;59.1
51;39;2022-02-10;59969;59078;40564;69338.0;86.5;85.2;58.5
51;49;2022-02-10;63047;62455;48870;70406.0;89.5;88.7;69.4
51;59;2022-02-10;67470;67014;57957;72009.0;93.7;93.1;80.5
51;09;2022-02-10;1124;579;0;34561.0;3.3;1.7;0.0
51;64;2022-02-10;32006;31799;28728;34031.0;94.0;93.4;84.4
51;69;2022-02-10;30753;30536;28102;32988.0;93.2;92.6;85.2
51;74;2022-02-10;30248;30034;27855;29996.0;99.0;99.0;92.9
51;79;2022-02-10;17468;17312;15827;17033.0;99.0;99.0;92.9
51;80;2022-02-10;29459;28913;24864;33132.0;88.9;87.3;75.0
52;04;2022-02-10;4;1;0;7524.0;0.1;0.0;0.0
52;11;2022-02-10;400;238;4;3779.0;10.6;6.3;0.1
52;17;2022-02-10;10255;9982;1437;11324.0;90.6;88.1;12.7
52;24;2022-02-10;11649;11457;7697;10948.0;99.0;99.0;70.3
52;29;2022-02-10;6689;6563;4332;8345.0;80.2;78.6;51.9
52;39;2022-02-10;15230;14998;10404;17980.0;84.7;83.4;57.9
52;49;2022-02-10;17105;16950;13259;19980.0;85.6;84.8;66.4
52;59;2022-02-10;21452;21288;18320;24288.0;88.3;87.6;75.4
52;09;2022-02-10;325;195;0;9030.0;3.6;2.2;0.0
52;64;2022-02-10;11212;11152;10034;12592.0;89.0;88.6;79.7
52;69;2022-02-10;11284;11225;10278;12380.0;91.1;90.7;83.0
52;74;2022-02-10;11085;11007;10174;11009.0;99.0;99.0;92.4
52;79;2022-02-10;6609;6557;5992;6500.0;99.0;99.0;92.2
52;80;2022-02-10;11969;11763;10264;13571.0;88.2;86.7;75.6
53;11;2022-02-10;989;579;3;8102.0;12.2;7.1;0.0
53;17;2022-02-10;23561;23011;2894;24567.0;95.9;93.7;11.8
53;24;2022-02-10;24901;24632;16746;21795.0;99.0;99.0;76.8
53;29;2022-02-10;13901;13722;8942;13770.0;99.0;99.0;64.9
53;39;2022-02-10;29934;29620;20740;33591.0;89.1;88.2;61.7
53;49;2022-02-10;35030;34798;27690;38239.0;91.6;91.0;72.4
53;59;2022-02-10;37850;37672;32875;40380.0;93.7;93.3;81.4
53;09;2022-02-10;757;451;1;19227.0;3.9;2.3;0.0
53;64;2022-02-10;18565;18478;16917;19825.0;93.6;93.2;85.3
53;69;2022-02-10;17560;17458;16353;18906.0;92.9;92.3;86.5
53;74;2022-02-10;17257;17109;16057;16974.0;99.0;99.0;94.6
53;79;2022-02-10;10064;9967;9303;10260.0;98.1;97.1;90.7
53;80;2022-02-10;20640;20265;17906;24074.0;85.7;84.2;74.4
54;04;2022-02-10;15;2;0;36751.0;0.0;0.0;0.0
54;11;2022-02-10;2038;1343;24;17248.0;11.8;7.8;0.1
54;17;2022-02-10;44241;42880;7065;52300.0;84.6;82.0;13.5
54;24;2022-02-10;57074;56181;37889;73381.0;77.8;76.6;51.6
54;29;2022-02-10;37186;36598;24151;42716.0;87.1;85.7;56.5
